backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
redis,cluster,5,1.6530025,3.3824170000000002,0.8356205000000001,2.1193937999999997,0.397232,15
kafka,unknown,5,14.052572,106.15923015,1.04798,8.1235219,0.458755,15
