timestamp,backend,kafka_cpu_pct,kafka_mem_mib,redis_cpu_pct,redis_mem_mib
2026-06-12 19:33:56.993,redis,1.47,1104.9,0.24,135.1
2026-06-12 19:33:59.608,redis,1.37,1104.9,20.46,136
2026-06-12 19:34:01.579,redis,1.45,1104.9,7.54,136.5
2026-06-12 19:34:03.600,redis,1.45,1104.9,0.22,136.5
2026-06-12 19:34:05.617,redis,1.57,1104.9,0.23,136.5
2026-06-12 19:34:07.623,redis,1.49,1104.9,0.24,136.5
2026-06-12 19:34:09.630,redis,1.33,1104.9,0.25,136.5
2026-06-12 19:34:11.630,redis,1.46,1104.9,0.25,136.5
2026-06-12 19:34:13.656,redis,1.45,1104.9,0.25,136.5
2026-06-12 19:34:15.663,redis,1.61,1104.9,0.25,136.5
