backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,5,3.773034,99.14549225,0.904591,4.1299888,0.322614,15
redis,single,5,1.373016,3.5972831999999966,0.621539,2.0238035499999985,0.3517465,15
