annotation_s,annotation_ms,transport_ms,inference_ms,total_ms,transport_share,annotation_share,transport_share_pct,backend,backend_spread_ms,diff_share_pct
15.0,15000.0,105.463,0.0,15105.463,0.006981778711450288,0.9930182212885498,0.6981778711450287,a,100.235,0.6635678760723852
15.0,15000.0,5.228,0.0,15005.228,0.00034841190017239325,0.9996515880998277,0.03484119001723932,b,100.235,0.6635678760723852
