run_id,backend,config,n_concurrency,decision_staleness_prob_s,n_decisive,mean_decisive_latency_ms
concurrency_n20_20260617_220558_redis_feed16_rep3,redis,single,20,10.857059378206701,3,13051.583711666666
concurrency_n20_20260617_220558_redis_feed17_rep1,redis,single,20,14.395675507292864,3,17299.771045
concurrency_n20_20260617_220558_redis_feed17_rep2,redis,single,20,10.380128655888848,3,12475.777178333336
concurrency_n20_20260617_220558_redis_feed17_rep3,redis,single,20,10.671306294641425,3,12828.288211666666
concurrency_n20_20260617_220558_redis_feed18_rep1,redis,single,20,12.924947335865465,3,15532.515778333332
concurrency_n20_20260617_220558_redis_feed18_rep2,redis,single,20,10.416575832987592,3,12519.895711666666
concurrency_n20_20260617_220558_redis_feed18_rep3,redis,single,20,10.66810510155954,3,12824.369978333334
concurrency_n20_20260617_220558_redis_feed19_rep1,redis,single,20,13.314956948276008,3,16000.245878333333
concurrency_n20_20260617_220558_redis_feed19_rep2,redis,single,20,10.55463207377965,3,12684.726745
concurrency_n20_20260617_220558_redis_feed19_rep3,redis,single,20,13.927999611775027,3,16719.364978333335
concurrency_n20_20260617_220558_redis_feed1_rep1,redis,single,20,13.753649342479997,3,16526.502745
concurrency_n20_20260617_220558_redis_feed1_rep2,redis,single,20,12.423843327676881,3,14931.115711666667
concurrency_n20_20260617_220558_redis_feed1_rep3,redis,single,20,11.097472068125438,3,13340.629178333334
concurrency_n20_20260617_220558_redis_feed20_rep1,redis,single,20,15.459409238204717,3,18577.462845000002
concurrency_n20_20260617_220558_redis_feed20_rep2,redis,single,20,11.807046114219647,3,14189.860911666668
concurrency_n20_20260617_220558_redis_feed20_rep3,redis,single,20,11.036147686834521,3,13266.899911666667
concurrency_n20_20260617_220558_redis_feed2_rep1,redis,single,20,13.889334393435586,3,16689.829845
concurrency_n20_20260617_220558_redis_feed2_rep2,redis,single,20,12.231128751450466,3,14699.258211666667
concurrency_n20_20260617_220558_redis_feed2_rep3,redis,single,20,11.274333735027254,3,13553.085378333331
concurrency_n20_20260617_220558_redis_feed3_rep1,redis,single,20,13.064394738217013,3,15699.117345
concurrency_n20_20260617_220558_redis_feed3_rep2,redis,single,20,10.646308283975221,3,12795.912678333334
concurrency_n20_20260617_220558_redis_feed3_rep3,redis,single,20,17.451184404348346,3,20972.49831166667
concurrency_n20_20260617_220558_redis_feed4_rep1,redis,single,20,13.341619933575993,3,16031.530211666666
concurrency_n20_20260617_220558_redis_feed4_rep2,redis,single,20,14.696580512397109,3,17664.354078333334
concurrency_n20_20260617_220558_redis_feed4_rep3,redis,single,20,15.105147729009062,3,18154.396311666667
concurrency_n20_20260617_220558_redis_feed5_rep1,redis,single,20,14.016681021301533,3,16844.573245000003
concurrency_n20_20260617_220558_redis_feed5_rep2,redis,single,20,11.38849977398642,3,13690.473811666665
concurrency_n20_20260617_220558_redis_feed5_rep3,redis,single,20,17.06403458329077,3,20510.777878333334
concurrency_n20_20260617_220558_redis_feed6_rep1,redis,single,20,13.161359987962665,3,15816.025678333332
concurrency_n20_20260617_220558_redis_feed6_rep2,redis,single,20,12.48568603859659,3,15005.340545
concurrency_n20_20260617_220558_redis_feed6_rep3,redis,single,20,11.041079257132898,3,13272.794045
concurrency_n20_20260617_220558_redis_feed7_rep1,redis,single,20,15.29635238057558,3,18385.23611166667
concurrency_n20_20260617_220558_redis_feed7_rep2,redis,single,20,12.350738247207989,3,14843.211778333332
concurrency_n20_20260617_220558_redis_feed7_rep3,redis,single,20,10.658068904612437,3,12812.388878333333
concurrency_n20_20260617_220558_redis_feed8_rep1,redis,single,20,11.461255690997477,3,13770.661111666666
concurrency_n20_20260617_220558_redis_feed8_rep2,redis,single,20,13.051207955117908,3,15684.653811666665
concurrency_n20_20260617_220558_redis_feed8_rep3,redis,single,20,18.28742818084067,3,21980.369011666666
concurrency_n20_20260617_220558_redis_feed9_rep1,redis,single,20,14.134511397036585,3,16986.318311666666
concurrency_n20_20260617_220558_redis_feed9_rep2,redis,single,20,13.291997587920047,3,15974.362745
concurrency_n20_20260617_220558_redis_feed9_rep3,redis,single,20,10.260043828130943,3,12333.833478333334
concurrency_n20_20260617_221937_kafka_feed10_rep1,kafka,cluster,20,31.15522699263967,3,37442.12211166667
concurrency_n20_20260617_221937_kafka_feed10_rep3,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed11_rep1,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed11_rep2,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed11_rep3,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed12_rep1,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed12_rep2,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed12_rep3,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed13_rep1,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed13_rep2,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed13_rep3,kafka,cluster,20,31.442211383930612,3,37777.76407833333
concurrency_n20_20260617_221937_kafka_feed14_rep1,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed14_rep2,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed14_rep3,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed15_rep1,kafka,cluster,20,0.0,0,0.0
concurrency_n20_20260617_221937_kafka_feed15_rep2,kafka,cluster,20,0.0,0,0.0
