run_id,backend,config,n_concurrency,decision_staleness_prob_s,n_decisive,mean_decisive_latency_ms
concurrency_n5_20260721_163410_kafka_feed1_rep1,kafka,single,5,0.014474413766611604,5,12.3094006
concurrency_n5_20260721_163410_kafka_feed1_rep2,kafka,single,5,0.017360028009365848,5,14.6477806
concurrency_n5_20260721_163410_kafka_feed1_rep3,kafka,single,5,0.01767784665953981,5,15.032040600000002
concurrency_n5_20260721_163410_kafka_feed2_rep1,kafka,single,5,0.008876431905685555,3,16.570555666666667
concurrency_n5_20260721_163410_kafka_feed2_rep2,kafka,single,5,0.012579226992277454,3,23.89105566666667
concurrency_n5_20260721_163410_kafka_feed2_rep3,kafka,single,5,0.01119240454947074,3,19.688089
concurrency_n5_20260721_163410_kafka_feed3_rep1,kafka,single,5,0.013143590921749626,6,9.888205833333332
concurrency_n5_20260721_163410_kafka_feed3_rep2,kafka,single,5,0.01699003029617687,6,14.125089166666667
concurrency_n5_20260721_163410_kafka_feed3_rep3,kafka,single,5,0.013091068730988442,6,10.999939166666666
concurrency_n5_20260721_163410_kafka_feed4_rep1,kafka,single,5,0.02112933317218621,4,10.1336835
concurrency_n5_20260721_163410_kafka_feed4_rep2,kafka,single,5,0.03377734734025051,4,16.834083500000002
concurrency_n5_20260721_163410_kafka_feed4_rep3,kafka,single,5,0.02141172305129116,4,9.4379835
concurrency_n5_20260721_163410_kafka_feed5_rep1,kafka,single,5,0.02662125489401682,5,20.083007
concurrency_n5_20260721_163410_kafka_feed5_rep2,kafka,single,5,0.02964500439275099,5,21.970466999999996
concurrency_n5_20260721_163410_kafka_feed5_rep3,kafka,single,5,0.014107435031368312,5,9.184147
concurrency_n5_20260721_163410_redis_feed1_rep1,redis,single,5,0.011333658016493596,5,9.3202006
concurrency_n5_20260721_163410_redis_feed1_rep2,redis,single,5,0.008913635421632407,5,7.409700600000001
concurrency_n5_20260721_163410_redis_feed1_rep3,redis,single,5,0.020599958972890544,5,18.097940599999998
concurrency_n5_20260721_163410_redis_feed2_rep1,redis,single,5,0.013112397025864812,3,21.54775566666667
concurrency_n5_20260721_163410_redis_feed2_rep2,redis,single,5,0.005599651219171127,3,12.145589000000001
concurrency_n5_20260721_163410_redis_feed2_rep3,redis,single,5,0.0037882803542789744,3,4.836755666666667
concurrency_n5_20260721_163410_redis_feed3_rep1,redis,single,5,0.01722496841743941,6,16.3382725
concurrency_n5_20260721_163410_redis_feed3_rep2,redis,single,5,0.014841801864040738,6,11.340289166666667
concurrency_n5_20260721_163410_redis_feed3_rep3,redis,single,5,0.019733013277710446,6,13.725939166666668
concurrency_n5_20260721_163410_redis_feed4_rep1,redis,single,5,0.04402251856457347,4,20.6889335
concurrency_n5_20260721_163410_redis_feed4_rep2,redis,single,5,0.041083322218904185,4,17.6537835
concurrency_n5_20260721_163410_redis_feed4_rep3,redis,single,5,0.0405934742318914,4,16.3124585
concurrency_n5_20260721_163410_redis_feed5_rep1,redis,single,5,0.013522433217293127,5,11.262567
concurrency_n5_20260721_163410_redis_feed5_rep2,redis,single,5,0.014644937871739204,5,9.133287000000001
concurrency_n5_20260721_163410_redis_feed5_rep3,redis,single,5,0.019224944098377314,5,11.8169936
