event_id,client,t_target_ns,t_wake_ns,t_send_ns,t_after_produce_ns,wake_late_ms,produce_ms
69bb4fa7-f177-49a8-9b19-7c01cd9d9a9c,redis-py,1784866261886874990,1784866261887203842,1784866261887228539,1784866261887562640,0.328852,0.334101
9790a466-9c56-42aa-96aa-a9ad1a6f8811,redis-py,1784866261886874990,1784866261887626387,1784866261887638946,1784866261887908217,0.751397,0.269271
c6762724-3ad0-4ed1-b232-7f32ac192ec6,redis-py,1784866261886874990,1784866261887965575,1784866261887976862,1784866261888332114,1.090585,0.355252
ba22283a-c920-448c-804e-3737cccd9fff,redis-py,1784866261886874990,1784866261888391335,1784866261888402772,1784866261888607023,1.516345,0.204251
9a50295b-7f7a-449c-9ef3-87e60467e8e1,redis-py,1784866261886874990,1784866261888658543,1784866261888668768,1784866261889503082,1.783553,0.834314
17c0df03-219a-4603-befe-8cd2f58d6d47,redis-py,1784866262886914991,1784866262887951664,1784866262888002202,1784866262888041362,1.036673,0.03916
6c4c62f2-7d95-4094-a714-50c0161ee2e6,redis-py,1784866262886914991,1784866262888254056,1784866262888267267,1784866262888275058,1.339065,0.007791
15bf07b2-c5b7-4074-8693-1d9e4a5b7153,redis-py,1784866264886994994,1784866264889042135,1784866264889113523,1784866264889150630,2.047141,0.037107
3c689040-9b59-4fad-8456-48b2ec8a2058,redis-py,1784866264886994994,1784866264889381743,1784866264889394663,1784866264889402335,2.386749,0.007672
88661240-834a-430d-8629-b37b64dbcddc,redis-py,1784866265887034996,1784866265888087936,1784866265888136750,1784866265888180537,1.05294,0.043787
98e575e4-0886-40e5-96a8-9c9f857ebcc1,redis-py,1784866267887114999,1784866267889168800,1784866267889226147,1784866267889266970,2.053801,0.040823
f019df08-0da5-48d9-a838-1da35f369c3c,redis-py,1784866267887114999,1784866267889485644,1784866267889497722,1784866267889505083,2.370645,0.007361
1d75ee1b-f1e8-43ab-a31d-cc0805acd5e2,redis-py,1784866269887195002,1784866269889233319,1784866269889285088,1784866269889321664,2.038317,0.036576
8f1fbe41-034b-43eb-9585-edbb0aadb7ba,redis-py,1784866270887235004,1784866270888276089,1784866270888324594,1784866270888363273,1.041085,0.038679
4127d02c-6da9-47dc-b26f-40da7d121a92,redis-py,1784866270887235004,1784866270888557079,1784866270888568987,1784866270888576117,1.322075,0.00713
585a8685-12a2-418f-91a6-4d2a02ad8430,redis-py,1784866273887355009,1784866273890391884,1784866273890441940,1784866273890479988,3.036875,0.038048
54f1c83c-f7c4-4413-8a2a-69aaac9bec05,redis-py,1784866274887395010,1784866274888425267,1784866274888465358,1784866274888500342,1.030257,0.034984
50fa5c47-ce69-41d3-bf4a-29b4f86d02fd,redis-py,1784866274887395010,1784866274888678794,1784866274888690462,1784866274888697552,1.283784,0.00709
93753357-15d4-4424-9899-669adf6f34ea,redis-py,1784866275887435012,1784866275888463111,1784866275888506236,1784866275888540108,1.028099,0.033872
bf8ecf65-adbc-42d1-99f7-c48a6ef2ec06,redis-py,1784866276887475014,1784866276888513086,1784866276888558435,1784866276888594740,1.038072,0.036305
67f9bdbc-8feb-49b2-b7fe-705375aac0db,redis-py,1784866276887475014,1784866276888783368,1784866276888795256,1784866276888802527,1.308354,0.007271
86a2db30-3020-4a3a-af2f-3b1d59b73adc,redis-py,1784866278887555017,1784866278889598359,1784866278889650428,1784866278889688707,2.043342,0.038279
da618d2e-27e6-47f5-ba91-a32d880fc3f3,redis-py,1784866279887595018,1784866279888634337,1784866279888683331,1784866279888721529,1.039319,0.038198
c6085c22-483f-4a4b-a3a7-27fbee22ae65,redis-py,1784866279887595018,1784866279888913563,1784866279888925712,1784866279888933083,1.318545,0.007371
5ecff428-f7e5-4098-a070-003bae61d520,redis-py,1784866279887595018,1784866279888978312,1784866279888987475,1784866279888993204,1.383294,0.005729
a6f33202-5449-458f-8473-9c4274528e11,redis-py,1784866281887675022,1784866281889717404,1784866281889769344,1784866281889808143,2.042382,0.038799
ce0cff7d-de0c-4e19-8496-2dd948d69413,redis-py,1784866282887715023,1784866282888747165,1784866282888793166,1784866282888829901,1.032142,0.036735
ebaf6e35-461e-411b-a4c6-bd8c8807ed4b,redis-py,1784866282887715023,1784866282889021193,1784866282889032902,1784866282889040203,1.30617,0.007301
9a40ee6a-81c2-48c1-b86d-7b611f1cbad9,redis-py,1784866283887755025,1784866283888781886,1784866283888821527,1784866283888853906,1.026861,0.032379
064b72e5-2907-4fec-ae0a-2108f5e8524f,redis-py,1784866283887755025,1784866283889038368,1784866283889050676,1784866283889057698,1.283343,0.007022
bf131dfc-aa54-477b-aa3a-fe427e0f5a4d,redis-py,1784866284887795026,1784866284888829912,1784866284888876503,1784866284888912829,1.034886,0.036326
24fa959e-ad78-4dfb-9cf7-ff352947271c,redis-py,1784866286887875030,1784866286889911211,1784866286889960556,1784866286889995340,2.036181,0.034784
03f103fa-f1fc-463e-87d9-cd3db62d4291,redis-py,1784866286887875030,1784866286890214224,1784866286890226512,1784866286890233693,2.339194,0.007181
da6d72e8-314a-4232-892f-7f2b7aa233da,redis-py,1784866286887875030,1784866286890279895,1784866286890289649,1784866286890295358,2.404865,0.005709
87c20b3f-2fe3-4696-b387-5997a79262eb,redis-py,1784866288887955033,1784866288889998529,1784866288890054916,1784866288890120917,2.043496,0.066001
ce148b24-1185-48a7-bc22-d593e8115f3c,redis-py,1784866288887955033,1784866288890346440,1784866288890358199,1784866288890366031,2.391407,0.007832
f2148745-955f-4ae6-99fc-7eea72344f5c,redis-py,1784866289887995034,1784866289889031417,1784866289889088895,1784866289889123648,1.036383,0.034753
914c3940-48b4-4246-bd08-2b34e8349649,redis-py,1784866290888035036,1784866290889095194,1784866290889135355,1784866290889172142,1.060158,0.036787
87666b3c-fae0-4ec8-a71d-c2d3be7beb84,redis-py,1784866307888715063,1784866307905764779,1784866307905825202,1784866307905867797,17.049716,0.042595
351f7fc6-14b7-46ba-9fb9-04f41961ded3,redis-py,1784866308888755065,1784866308889779278,1784866308889828814,1784866308889866472,1.024213,0.037658
fdc51a4b-28c8-4fce-84e7-171fe7b1d4b6,redis-py,1784866308888755065,1784866308890096252,1784866308890109051,1784866308890116743,1.341187,0.007692
96bd8297-91b0-47fc-a7b2-2c433ec2e694,redis-py,1784866309888795066,1784866309889831558,1784866309889876648,1784866309889912142,1.036492,0.035494
8d0349fb-568c-440c-9069-42adbf1f9c3a,redis-py,1784866309888795066,1784866309890120660,1784866309890133339,1784866309890141152,1.325594,0.007813
47018dac-e300-4c82-be64-a8bc5b624fe0,redis-py,1784866311888875070,1784866311890913556,1784866311890960196,1784866311890996812,2.038486,0.036616
