event_id,client,t_target_ns,t_wake_ns,t_send_ns,t_after_produce_ns,wake_late_ms,produce_ms
69bb4fa7-f177-49a8-9b19-7c01cd9d9a9c,redis-py,1784867464826415918,1784867464826719111,1784867464826744360,1784867464827090117,0.303193,0.345757
9790a466-9c56-42aa-96aa-a9ad1a6f8811,redis-py,1784867464826415918,1784867464827164541,1784867464827177350,1784867464827445229,0.748623,0.267879
c6762724-3ad0-4ed1-b232-7f32ac192ec6,redis-py,1784867464826415918,1784867464827504730,1784867464827515817,1784867464827872121,1.088812,0.356304
ba22283a-c920-448c-804e-3737cccd9fff,redis-py,1784867464826415918,1784867464827927626,1784867464827938072,1784867464828148082,1.511708,0.21001
9a50295b-7f7a-449c-9ef3-87e60467e8e1,redis-py,1784867464826415918,1784867464828210197,1784867464828220683,1784867464829010739,1.794279,0.790056
17c0df03-219a-4603-befe-8cd2f58d6d47,redis-py,1784867465826455919,1784867465827088662,1784867465827138809,1784867465827179230,0.632743,0.040421
6c4c62f2-7d95-4094-a714-50c0161ee2e6,redis-py,1784867465826455919,1784867465827378766,1784867465827391174,1784867465827398686,0.922847,0.007512
15bf07b2-c5b7-4074-8693-1d9e4a5b7153,redis-py,1784867467826535922,1784867467828577020,1784867467828630511,1784867467828667928,2.041098,0.037417
3c689040-9b59-4fad-8456-48b2ec8a2058,redis-py,1784867467826535922,1784867467828888335,1784867467828901034,1784867467828908305,2.352413,0.007271
88661240-834a-430d-8629-b37b64dbcddc,redis-py,1784867468826575924,1784867468827612194,1784867468827654989,1784867468827691385,1.03627,0.036396
98e575e4-0886-40e5-96a8-9c9f857ebcc1,redis-py,1784867470826655927,1784867470828689391,1784867470828743264,1784867470828782283,2.033464,0.039019
f019df08-0da5-48d9-a838-1da35f369c3c,redis-py,1784867470826655927,1784867470829006404,1784867470829018503,1784867470829025995,2.350477,0.007492
1d75ee1b-f1e8-43ab-a31d-cc0805acd5e2,redis-py,1784867472826735930,1784867472828769280,1784867472828829422,1784867472828869283,2.03335,0.039861
8f1fbe41-034b-43eb-9585-edbb0aadb7ba,redis-py,1784867473826775932,1784867473827813159,1784867473827859800,1784867473827898880,1.037227,0.03908
4127d02c-6da9-47dc-b26f-40da7d121a92,redis-py,1784867473826775932,1784867473828118906,1784867473828131836,1784867473828139618,1.342974,0.007782
585a8685-12a2-418f-91a6-4d2a02ad8430,redis-py,1784867476826895937,1784867476829938035,1784867476829994621,1784867476830035924,3.042098,0.041303
54f1c83c-f7c4-4413-8a2a-69aaac9bec05,redis-py,1784867477826935938,1784867477827966059,1784867477828012710,1784867477828051059,1.030121,0.038349
50fa5c47-ce69-41d3-bf4a-29b4f86d02fd,redis-py,1784867477826935938,1784867477828284986,1784867477828298357,1784867477828306549,1.349048,0.008192
93753357-15d4-4424-9899-669adf6f34ea,redis-py,1784867478826975940,1784867478828017747,1784867478828080593,1784867478828118081,1.041807,0.037488
bf8ecf65-adbc-42d1-99f7-c48a6ef2ec06,redis-py,1784867479827015942,1784867479828050331,1784867479828114188,1784867479828159758,1.034389,0.04557
67f9bdbc-8feb-49b2-b7fe-705375aac0db,redis-py,1784867479827015942,1784867479828360745,1784867479828372442,1784867479828380024,1.344803,0.007582
86a2db30-3020-4a3a-af2f-3b1d59b73adc,redis-py,1784867481827095945,1784867481829139211,1784867481829202417,1784867481829245033,2.043266,0.042616
da618d2e-27e6-47f5-ba91-a32d880fc3f3,redis-py,1784867482827135946,1784867482828172493,1784867482828221688,1784867482828259085,1.036547,0.037397
c6085c22-483f-4a4b-a3a7-27fbee22ae65,redis-py,1784867482827135946,1784867482828450998,1784867482828462496,1784867482828469867,1.315052,0.007371
5ecff428-f7e5-4098-a070-003bae61d520,redis-py,1784867482827135946,1784867482828517299,1784867482828525782,1784867482828531440,1.381353,0.005658
a6f33202-5449-458f-8473-9c4274528e11,redis-py,1784867484827215950,1784867484829260088,1784867484829316734,1784867484829357596,2.044138,0.040862
ce0cff7d-de0c-4e19-8496-2dd948d69413,redis-py,1784867485827255951,1784867485828290393,1784867485828336714,1784867485828372018,1.034442,0.035304
ebaf6e35-461e-411b-a4c6-bd8c8807ed4b,redis-py,1784867485827255951,1784867485828564311,1784867485828576390,1784867485828584162,1.30836,0.007772
9a40ee6a-81c2-48c1-b86d-7b611f1cbad9,redis-py,1784867486827295953,1784867486828333197,1784867486828376213,1784867486828415383,1.037244,0.03917
064b72e5-2907-4fec-ae0a-2108f5e8524f,redis-py,1784867486827295953,1784867486828607746,1784867486828620195,1784867486828627696,1.311793,0.007501
bf131dfc-aa54-477b-aa3a-fe427e0f5a4d,redis-py,1784867487827335954,1784867487828370951,1784867487828417312,1784867487828455881,1.034997,0.038569
24fa959e-ad78-4dfb-9cf7-ff352947271c,redis-py,1784867489827415958,1784867489829456560,1784867489829508771,1784867489829547870,2.040602,0.039099
03f103fa-f1fc-463e-87d9-cd3db62d4291,redis-py,1784867489827415958,1784867489829768607,1784867489829780375,1784867489829787886,2.352649,0.007511
da6d72e8-314a-4232-892f-7f2b7aa233da,redis-py,1784867489827415958,1784867489829835789,1784867489829844373,1784867489829850112,2.419831,0.005739
87c20b3f-2fe3-4696-b387-5997a79262eb,redis-py,1784867491827495961,1784867491829537053,1784867491829590646,1784867491829631498,2.041092,0.040852
ce148b24-1185-48a7-bc22-d593e8115f3c,redis-py,1784867491827495961,1784867491829850912,1784867491829862000,1784867491829869121,2.354951,0.007121
f2148745-955f-4ae6-99fc-7eea72344f5c,redis-py,1784867492827535962,1784867492828566856,1784867492828611484,1784867492828647859,1.030894,0.036375
914c3940-48b4-4246-bd08-2b34e8349649,redis-py,1784867493827575964,1784867493828610500,1784867493828657022,1784867493828695160,1.034536,0.038138
87666b3c-fae0-4ec8-a71d-c2d3be7beb84,redis-py,1784867510828255991,1784867510845301876,1784867510845368357,1784867510845415749,17.045885,0.047392
351f7fc6-14b7-46ba-9fb9-04f41961ded3,redis-py,1784867511828295993,1784867511829325156,1784867511829376825,1784867511829415093,1.029163,0.038268
fdc51a4b-28c8-4fce-84e7-171fe7b1d4b6,redis-py,1784867511828295993,1784867511829636171,1784867511829648499,1784867511829656291,1.340178,0.007792
96bd8297-91b0-47fc-a7b2-2c433ec2e694,redis-py,1784867512828335994,1784867512829372496,1784867512829417925,1784867512829455723,1.036502,0.037798
8d0349fb-568c-440c-9069-42adbf1f9c3a,redis-py,1784867512828335994,1784867512829647846,1784867512829659524,1784867512829667036,1.311852,0.007512
47018dac-e300-4c82-be64-a8bc5b624fe0,redis-py,1784867514828415998,1784867514830456785,1784867514830511369,1784867514830554064,2.040787,0.042695
e3fd3a05-da3c-47a0-a92c-2719348c579e,redis-py,1784867514828415998,1784867514830785147,1784867514830797095,1784867514830804606,2.369149,0.007511
6a0f8b8e-4e1b-42ee-b523-30b9a57b096e,redis-py,1784867515828455999,1784867515829488143,1784867515829533623,1784867515829570059,1.032144,0.036436
439b5ce9-bc81-47ba-8976-7bcd6b7de738,redis-py,1784867517828536002,1784867517830580236,1784867517830634179,1784867517830675953,2.044234,0.041774
65bd167c-af9e-4117-a832-2bd3eab41c47,redis-py,1784867517828536002,1784867517830905693,1784867517830918823,1784867517830927706,2.369691,0.008883
d626a450-651a-452f-8bd2-40bd73e5570f,redis-py,1784867518828576004,1784867518829606297,1784867518829652858,1784867518829690085,1.030293,0.037227
437f9130-077f-43ac-81f2-d1c218161259,redis-py,1784867519828616006,1784867519829651453,1784867519829696441,1784867519829735260,1.035447,0.038819
def5f329-5561-402c-a454-962f20833a5e,redis-py,1784867519828616006,1784867519829939362,1784867519829951481,1784867519829959182,1.323356,0.007701
842b2425-b726-4944-88b7-6e59c5144f28,redis-py,1784867520828656007,1784867520829689910,1784867520829734938,1784867520829773637,1.033903,0.038699
df30aec4-f392-4ae8-8617-ebfbcfafc297,redis-py,1784867521828696009,1784867521829728254,1784867521829774995,1784867521829812212,1.032245,0.037217
47099e16-f149-4698-ab0f-18dd33415330,redis-py,1784867521828696009,1784867521830005868,1784867521830017346,1784867521830024937,1.309859,0.007591
36a42e6a-c56b-4d28-9ed5-75fef386b165,redis-py,1784867522828736010,1784867522829768925,1784867522829815757,1784867522829854636,1.032915,0.038879
b7b039ca-bac1-4467-af8e-0fd8796bb6c9,redis-py,1784867523828776012,1784867523829806900,1784867523829856245,1784867523829897118,1.030888,0.040873
5ba85175-4aee-426a-bece-2a16c73e89b7,redis-py,1784867523828776012,1784867523830111976,1784867523830124866,1784867523830132467,1.335964,0.007601
65416e96-ab82-45f6-83ec-f23beb6e7403,redis-py,1784867536829296033,1784867536836114885,1784867536836181596,1784867536836222390,6.818852,0.040794
253d7c12-c293-456e-b02f-30065daeb31a,redis-py,1784867537829336034,1784867537830366076,1784867537830425888,1784867537830469805,1.030042,0.043917
ef8e2d33-6773-4093-9d0c-aa253f6492c6,redis-py,1784867537829336034,1784867537830701999,1784867537830717543,1784867537830728129,1.365965,0.010586
7c9e8cf2-07c3-471b-8da6-681419a22208,redis-py,1784867539829416038,1784867539831456997,1784867539831511290,1784867539831552903,2.040959,0.041613
a84cf4b4-83d9-478a-aa80-3a0eae44c904,redis-py,1784867541829496041,1784867541831530271,1784867541831590843,1784867541831634510,2.03423,0.043667
1ea7e806-c0fc-48a8-829a-af9ea7b3aa73,redis-py,1784867541829496041,1784867541831873074,1784867541831885253,1784867541831893465,2.377033,0.008212
e8cfafef-37c7-4e00-be7f-4bee056a1e72,redis-py,1784867545829656047,1784867545833691803,1784867545833753917,1784867545833800499,4.035756,0.046582
2a4589ee-8a60-4838-bb5f-949f057a46be,redis-py,1784867546829696049,1784867546830727975,1784867546830772194,1784867546830810582,1.031926,0.038388
fe0f397f-f5e0-4759-9e45-af76f196daa7,redis-py,1784867546829696049,1784867546831009736,1784867546831022005,1784867546831029967,1.313687,0.007962
c5a4b0aa-b03e-4e82-a80a-ea91e7ecf394,redis-py,1784867547829736050,1784867547830771249,1784867547830819642,1784867547830857680,1.035199,0.038038
6c237c16-6750-4dc1-9995-bd07debf26c1,redis-py,1784867548829776052,1784867548830824989,1784867548830869377,1784867548830908867,1.048937,0.03949
587dfd13-6676-4362-a28f-be1edea9a6c6,redis-py,1784867548829776052,1784867548831127091,1784867548831140150,1784867548831155434,1.351039,0.015284
5f38e18f-86ae-43b3-a606-39c39db57cee,redis-py,1784867549829816054,1784867549830851477,1784867549830899961,1784867549830938189,1.035423,0.038228
4d769c60-6b01-42c7-ba36-1565e549eae8,redis-py,1784867550829856055,1784867550830887962,1784867550830932931,1784867550830970237,1.031907,0.037306
c241d9b6-58dd-4ea2-8b5e-16e7aef4e822,redis-py,1784867550829856055,1784867550831189743,1784867550831202171,1784867550831210003,1.333688,0.007832
f1de8ed7-dd06-4972-8198-fc3268ff24cf,redis-py,1784867551829896057,1784867551830929652,1784867551830975492,1784867551831012198,1.033595,0.036706
a8d82eb3-1443-4b6d-b31d-5118f044f4bc,redis-py,1784867551829896057,1784867551831228488,1784867551831241027,1784867551831250852,1.332431,0.009825
0376753a-5e29-4cd4-a4d7-008663a3ef13,redis-py,1784867552829936058,1784867552830972564,1784867552831019396,1784867552831057454,1.036506,0.038058
