event_id,client,t_target_ns,t_wake_ns,t_send_ns,t_after_produce_ns,wake_late_ms,produce_ms
69bb4fa7-f177-49a8-9b19-7c01cd9d9a9c,redis-py,1784866046395604638,1784866046395874550,1784866046395899078,1784866046396238396,0.269912,0.339318
9790a466-9c56-42aa-96aa-a9ad1a6f8811,redis-py,1784866046395604638,1784866046396302413,1784866046396316024,1784866046396586287,0.697775,0.270263
c6762724-3ad0-4ed1-b232-7f32ac192ec6,redis-py,1784866046395604638,1784866046396645316,1784866046396656835,1784866046396966748,1.040678,0.309913
ba22283a-c920-448c-804e-3737cccd9fff,redis-py,1784866046395604638,1784866046397023564,1784866046397034051,1784866046397239113,1.418926,0.205062
9a50295b-7f7a-449c-9ef3-87e60467e8e1,redis-py,1784866046395604638,1784866046397292855,1784866046397303332,1784866046397531189,1.688217,0.227857
17c0df03-219a-4603-befe-8cd2f58d6d47,redis-py,1784866047395644639,1784866047396677917,1784866047396725931,1784866047396765341,1.033278,0.03941
6c4c62f2-7d95-4094-a714-50c0161ee2e6,redis-py,1784866047395644639,1784866047396969052,1784866047396981941,1784866047396990095,1.324413,0.008154
15bf07b2-c5b7-4074-8693-1d9e4a5b7153,redis-py,1784866049395724642,1784866049397761824,1784866049397819451,1784866049397859712,2.037182,0.040261
3c689040-9b59-4fad-8456-48b2ec8a2058,redis-py,1784866049395724642,1784866049398107161,1784866049398119119,1784866049398127551,2.382519,0.008432
88661240-834a-430d-8629-b37b64dbcddc,redis-py,1784866050395764644,1784866050396794322,1784866050396837988,1784866050396872902,1.029678,0.034914
98e575e4-0886-40e5-96a8-9c9f857ebcc1,redis-py,1784866052395844647,1784866052397879608,1784866052397937216,1784866052397977268,2.034961,0.040052
f019df08-0da5-48d9-a838-1da35f369c3c,redis-py,1784866052395844647,1784866052398227189,1784866052398238786,1784866052398246639,2.382542,0.007853
1d75ee1b-f1e8-43ab-a31d-cc0805acd5e2,redis-py,1784866054395924650,1784866054396091066,1784866054396144367,1784866054396188504,0.166416,0.044137
