event_id,client,t_target_ns,t_wake_ns,t_send_ns,t_after_produce_ns,wake_late_ms,produce_ms
69bb4fa7-f177-49a8-9b19-7c01cd9d9a9c,redis-py,1784865436608471428,1784865436608731636,1784865436608755572,1784865436609081039,0.260208,0.325467
9790a466-9c56-42aa-96aa-a9ad1a6f8811,redis-py,1784865436608471428,1784865436609155313,1784865436609168132,1784865436609438825,0.683885,0.270693
c6762724-3ad0-4ed1-b232-7f32ac192ec6,redis-py,1784865436608471428,1784865436609496543,1784865436609507500,1784865436609834109,1.025115,0.326609
ba22283a-c920-448c-804e-3737cccd9fff,redis-py,1784865436608471428,1784865436609893048,1784865436609904235,1784865436610691007,1.42162,0.786772
9a50295b-7f7a-449c-9ef3-87e60467e8e1,redis-py,1784865436608471428,1784865436610798621,1784865436610810399,1784865436611120903,2.327193,0.310504
17c0df03-219a-4603-befe-8cd2f58d6d47,redis-py,1784865437608511429,1784865437609543796,1784865437609594624,1784865437609633633,1.032367,0.039009
6c4c62f2-7d95-4094-a714-50c0161ee2e6,redis-py,1784865437608511429,1784865437609831686,1784865437609843754,1784865437609851536,1.320257,0.007782
15bf07b2-c5b7-4074-8693-1d9e4a5b7153,redis-py,1784865439608591432,1784865439610619830,1784865439610669516,1784865439610706792,2.028398,0.037276
3c689040-9b59-4fad-8456-48b2ec8a2058,redis-py,1784865439608591432,1784865439610911576,1784865439610923363,1784865439610930143,2.320144,0.00678
88661240-834a-430d-8629-b37b64dbcddc,redis-py,1784865440608631434,1784865440609662942,1784865440609707580,1784865440609744647,1.031508,0.037067
98e575e4-0886-40e5-96a8-9c9f857ebcc1,redis-py,1784865442608711437,1784865442610740130,1784865442610789345,1784865442610825861,2.028693,0.036516
f019df08-0da5-48d9-a838-1da35f369c3c,redis-py,1784865442608711437,1784865442611029892,1784865442611040529,1784865442611047419,2.318455,0.00689
1d75ee1b-f1e8-43ab-a31d-cc0805acd5e2,redis-py,1784865444608791440,1784865444609089633,1784865444609139709,1784865444609173160,0.298193,0.033451
8f1fbe41-034b-43eb-9585-edbb0aadb7ba,redis-py,1784865445608831442,1784865445609857397,1784865445609897809,1784865445609932391,1.025955,0.034582
