event_id,client,t_target_ns,t_wake_ns,t_send_ns,t_after_produce_ns,wake_late_ms,produce_ms
69bb4fa7-f177-49a8-9b19-7c01cd9d9a9c,redis-py,1784865528042378117,1784865528042645946,1784865528042669823,1784865528043002339,0.267829,0.332516
9790a466-9c56-42aa-96aa-a9ad1a6f8811,redis-py,1784865528042378117,1784865528043080799,1784865528043093239,1784865528043377332,0.702682,0.284093
c6762724-3ad0-4ed1-b232-7f32ac192ec6,redis-py,1784865528042378117,1784865528043437935,1784865528043449713,1784865528043792396,1.059818,0.342683
ba22283a-c920-448c-804e-3737cccd9fff,redis-py,1784865528042378117,1784865528043848561,1784865528043859719,1784865528044039292,1.470444,0.179573
9a50295b-7f7a-449c-9ef3-87e60467e8e1,redis-py,1784865528042378117,1784865528044105774,1784865528044116130,1784865528044935962,1.727657,0.819832
17c0df03-219a-4603-befe-8cd2f58d6d47,redis-py,1784865529042418118,1784865529043457616,1784865529043507032,1784865529043547934,1.039498,0.040902
6c4c62f2-7d95-4094-a714-50c0161ee2e6,redis-py,1784865529042418118,1784865529043751925,1784865529043764614,1784865529043772187,1.333807,0.007573
15bf07b2-c5b7-4074-8693-1d9e4a5b7153,redis-py,1784865531042498121,1784865531044537758,1784865531044592862,1784865531044636138,2.039637,0.043276
3c689040-9b59-4fad-8456-48b2ec8a2058,redis-py,1784865531042498121,1784865531044865308,1784865531044878909,1784865531044887252,2.367187,0.008343
88661240-834a-430d-8629-b37b64dbcddc,redis-py,1784865532042538123,1784865532043572528,1784865532043619930,1784865532043657588,1.034405,0.037658
98e575e4-0886-40e5-96a8-9c9f857ebcc1,redis-py,1784865534042618126,1784865534044655011,1784865534044709324,1784865534044752519,2.036885,0.043195
f019df08-0da5-48d9-a838-1da35f369c3c,redis-py,1784865534042618126,1784865534044980107,1784865534044992947,1784865534045001119,2.361981,0.008172
1d75ee1b-f1e8-43ab-a31d-cc0805acd5e2,redis-py,1784865536042698129,1784865536044735397,1784865536044795529,1784865536044838524,2.037268,0.042995
8f1fbe41-034b-43eb-9585-edbb0aadb7ba,redis-py,1784865537042738131,1784865537043776702,1784865537043825648,1784865537043865869,1.038571,0.040221
4127d02c-6da9-47dc-b26f-40da7d121a92,redis-py,1784865537042738131,1784865537044092766,1784865537044106857,1784865537044117373,1.354635,0.010516
585a8685-12a2-418f-91a6-4d2a02ad8430,redis-py,1784865540042858136,1784865540045899276,1784865540045953809,1784865540045993529,3.04114,0.03972
54f1c83c-f7c4-4413-8a2a-69aaac9bec05,redis-py,1784865541042898137,1784865541043932704,1784865541043981018,1784865541044020038,1.034567,0.03902
50fa5c47-ce69-41d3-bf4a-29b4f86d02fd,redis-py,1784865541042898137,1784865541044254316,1784865541044267716,1784865541044276609,1.356179,0.008893
93753357-15d4-4424-9899-669adf6f34ea,redis-py,1784865542042938139,1784865542043975851,1784865542044022552,1784865542044079099,1.037712,0.056547
bf8ecf65-adbc-42d1-99f7-c48a6ef2ec06,redis-py,1784865543042978141,1784865543044018888,1784865543044083737,1784865543044122867,1.040747,0.03913
67f9bdbc-8feb-49b2-b7fe-705375aac0db,redis-py,1784865543042978141,1784865543044329162,1784865543044341821,1784865543044349833,1.351021,0.008012
86a2db30-3020-4a3a-af2f-3b1d59b73adc,redis-py,1784865545043058144,1784865545045108045,1784865545045177972,1784865545045226036,2.049901,0.048064
da618d2e-27e6-47f5-ba91-a32d880fc3f3,redis-py,1784865546043098145,1784865546044140761,1784865546044192980,1784865546044234914,1.042616,0.041934
c6085c22-483f-4a4b-a3a7-27fbee22ae65,redis-py,1784865546043098145,1784865546044444144,1784865546044456332,1784865546044465025,1.345999,0.008693
5ecff428-f7e5-4098-a070-003bae61d520,redis-py,1784865546043098145,1784865546044513249,1784865546044522273,1784865546044527871,1.415104,0.005598
a6f33202-5449-458f-8473-9c4274528e11,redis-py,1784865548043178149,1784865548045217016,1784865548045273954,1784865548045315507,2.038867,0.041553
ce0cff7d-de0c-4e19-8496-2dd948d69413,redis-py,1784865549043218150,1784865549044254084,1784865549044300285,1784865549044340226,1.035934,0.039941
ebaf6e35-461e-411b-a4c6-bd8c8807ed4b,redis-py,1784865549043218150,1784865549044539550,1784865549044552159,1784865549044559760,1.3214,0.007601
9a40ee6a-81c2-48c1-b86d-7b611f1cbad9,redis-py,1784865550043258152,1784865550044295402,1784865550044345187,1784865550044385839,1.03725,0.040652
064b72e5-2907-4fec-ae0a-2108f5e8524f,redis-py,1784865550043258152,1784865550044606887,1784865550044622290,1784865550044632907,1.348735,0.010617
bf131dfc-aa54-477b-aa3a-fe427e0f5a4d,redis-py,1784865551043298153,1784865551044336645,1784865551044384658,1784865551044425149,1.038492,0.040491
24fa959e-ad78-4dfb-9cf7-ff352947271c,redis-py,1784865553043378157,1784865553045415354,1784865553045472010,1784865553045512281,2.037197,0.040271
03f103fa-f1fc-463e-87d9-cd3db62d4291,redis-py,1784865553043378157,1784865553045740320,1784865553045753801,1784865553045762764,2.362163,0.008963
da6d72e8-314a-4232-892f-7f2b7aa233da,redis-py,1784865553043378157,1784865553045813511,1784865553045822806,1784865553045828415,2.435354,0.005609
87c20b3f-2fe3-4696-b387-5997a79262eb,redis-py,1784865555043458160,1784865555045495771,1784865555045548130,1784865555045590415,2.037611,0.042285
ce148b24-1185-48a7-bc22-d593e8115f3c,redis-py,1784865555043458160,1784865555045814307,1784865555045826204,1784865555045834047,2.356147,0.007843
f2148745-955f-4ae6-99fc-7eea72344f5c,redis-py,1784865556043498161,1784865556044536103,1784865556044583004,1784865556044624748,1.037942,0.041744
914c3940-48b4-4246-bd08-2b34e8349649,redis-py,1784865557043538163,1784865557044576466,1784865557044622487,1784865557044663249,1.038303,0.040762
87666b3c-fae0-4ec8-a71d-c2d3be7beb84,redis-py,1784865574044218190,1784865574061271224,1784865574061332126,1784865574061376483,17.053034,0.044357
351f7fc6-14b7-46ba-9fb9-04f41961ded3,redis-py,1784865575044258192,1784865575045286607,1784865575045341822,1784865575045384507,1.028415,0.042685
fdc51a4b-28c8-4fce-84e7-171fe7b1d4b6,redis-py,1784865575044258192,1784865575045605143,1784865575045617633,1784865575045625154,1.346951,0.007521
96bd8297-91b0-47fc-a7b2-2c433ec2e694,redis-py,1784865576044298193,1784865576045338706,1784865576045385908,1784865576045426480,1.040513,0.040572
8d0349fb-568c-440c-9069-42adbf1f9c3a,redis-py,1784865576044298193,1784865576045626606,1784865576045638925,1784865576045646396,1.328413,0.007471
47018dac-e300-4c82-be64-a8bc5b624fe0,redis-py,1784865578044378197,1784865578046421340,1784865578046476014,1784865578046518308,2.043143,0.042294
e3fd3a05-da3c-47a0-a92c-2719348c579e,redis-py,1784865578044378197,1784865578046743362,1784865578046755119,1784865578046762581,2.365165,0.007462
6a0f8b8e-4e1b-42ee-b523-30b9a57b096e,redis-py,1784865579044418198,1784865579045454822,1784865579045498058,1784865579045535465,1.036624,0.037407
