backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,25,105.517711,105.56174979999999,0.969341,0.9904114,52.899809499999996,25
redis,single,25,24.533614999999998,35.353324799999996,0.6471325,6.467948999999997,10.342835,25
