annotation_s,annotation_ms,transport_ms,inference_ms,total_ms,transport_share,annotation_share,transport_share_pct,backend,backend_spread_ms,diff_share_pct
15.0,15000.0,0.842,0.0,15000.842,5.613018255908568e-05,0.9999438698174409,0.005613018255908569,a,0.039999999999999925,0.00026665169861798374
15.0,15000.0,0.802,0.0,15000.802,5.3463808135058383e-05,0.9999465361918649,0.005346380813505839,b,0.039999999999999925,0.00026665169861798374
