annotation_s,annotation_ms,transport_ms,inference_ms,total_ms,transport_share,annotation_share,transport_share_pct
1.0,1000.0,0.842,0.0,1000.842,0.0008412916324454808,0.9991587083675545,0.0841291632445481
1.1244372275696026,1124.4372275696026,0.842,0.0,1125.2792275696027,0.0007482587249198281,0.9992517412750801,0.07482587249198282
1.2643590787444141,1264.359078744414,0.842,0.0,1265.2010787444142,0.000665506862225885,0.999334493137774,0.0665506862225885
1.4216924171558258,1421.6924171558258,0.842,0.0,1422.5344171558258,0.0005919013205202236,0.9994080986794797,0.059190132052022365
1.5986038800034237,1598.6038800034237,0.842,0.0,1599.4458800034238,0.0005264323166709445,0.999473567683329,0.05264323166709446
1.7975297148130591,1797.5297148130592,0.842,0.0,1798.3717148130593,0.0004682013140356391,0.9995317986859643,0.04682013140356391
2.0212093289983746,2021.2093289983745,0.842,0.0,2022.0513289983746,0.00041640881609918655,0.9995835911839007,0.04164088160991866
2.272723014236749,2272.7230142367493,0.842,0.0,2273.5650142367494,0.0003703434890700343,0.9996296565109299,0.03703434890700343
2.5555343651620004,2555.5343651620005,0.842,0.0,2556.3763651620006,0.0003293724709219964,0.999670627529078,0.03293724709219965
2.8735379765216043,2873.5379765216044,0.842,0.0,2874.3799765216045,0.0002929327391916137,0.9997070672608084,0.029293273919161374
3.231113075635918,3231.113075635918,0.842,0.0,3231.955075635918,0.00026052342322064253,0.9997394765767793,0.026052342322064253
3.6331838287319433,3633.1838287319433,0.842,0.0,3634.0258287319434,0.0002316989585882518,0.9997683010414117,0.02316989585882518
4.08528715163006,4085.2871516300597,0.842,0.0,4086.12915163006,0.00020606299232223363,0.9997939370076777,0.020606299232223364
4.593648958604623,4593.648958604623,0.842,0.0,4594.490958604622,0.00018326295722121108,0.9998167370427788,0.01832629572212111
5.165269899441374,5165.269899441374,0.842,0.0,5166.111899441374,0.00016298524236206495,0.999837014757638,0.016298524236206497
5.808021765376578,5808.0217653765785,0.842,0.0,5808.863765376578,0.00014495089470314246,0.9998550491052969,0.014495089470314247
6.530755891523949,6530.755891523949,0.842,0.0,6531.597891523948,0.00012891179371171378,0.9998710882062883,0.01289117937117138
7.343425048599037,7343.425048599037,0.842,0.0,7344.267048599037,0.00011464724722402579,0.999885352752776,0.01146472472240258
8.257220502511876,8257.220502511876,0.842,0.0,8258.062502511877,0.00010196096236179935,0.9998980390376382,0.010196096236179935
9.284726129275331,9284.72612927533,0.842,0.0,9285.56812927533,9.067835034728368e-05,0.9999093216496526,0.00906783503472837
10.4400917075454,10440.0917075454,0.842,0.0,10440.9337075454,8.064412854106216e-05,0.9999193558714589,0.008064412854106216
11.739227775204753,11739.227775204754,0.842,0.0,11740.069775204754,7.172018702804642e-05,0.9999282798129719,0.007172018702804643
13.200024733359303,13200.024733359303,0.842,0.0,13200.866733359304,6.378369064754062e-05,0.9999362163093524,0.006378369064754062
14.842599215028713,14842.599215028713,0.842,0.0,14843.441215028713,5.672539054808196e-05,0.9999432746094519,0.005672539054808196
16.68957111127365,16689.57111127365,0.842,0.0,16690.41311127365,5.044812218765667e-05,0.9999495518778123,0.005044812218765667
18.76637506968627,18766.37506968627,0.842,0.0,18767.21706968627,4.4865469231452527e-05,0.9999551345307686,0.004486546923145253
21.101610754889343,21101.61075488934,0.842,0.0,21102.452754889342,3.990057505542394e-05,0.9999600994249446,0.003990057505542394
23.727436694480676,23727.436694480675,0.842,0.0,23728.278694480676,3.548508557411093e-05,0.9999645149144258,0.003548508557411093
26.6800131340751,26680.0131340751,0.842,0.0,26680.8551340751,3.15582089018073e-05,0.9999684417910981,0.003155820890180731
29.999999999999996,29999.999999999996,0.842,0.0,30000.841999999997,2.8065878950997444e-05,0.999971934121049,0.0028065878950997445
