row_idx,match_id,event_id,period,minute,second,t_sim_seconds,t_emit_offset_s,event_type,team,player,timestamp,possession
0,3895074,664c81bb-315d-4de4-86d5-f326eebf0684,1,0,0,0,0.0,Starting XI,Bayern Munich,,00:00:00.000,1
1,3895074,3dd463f6-b445-407d-8120-bf6aeab35526,1,0,0,0,0.0,Starting XI,Bayer Leverkusen,,00:00:00.000,1
2,3895074,77f9b3e5-e0e4-4032-8228-089aa0dd578b,1,0,0,0,0.0,Half Start,Bayer Leverkusen,,00:00:00.000,1
3,3895074,e627413d-5de5-402a-9bb3-90c4cd3b65ec,1,0,0,0,0.0,Half Start,Bayern Munich,,00:00:00.000,1
4,3895074,16252ec8-ab09-4119-bcf6-7fd6524f9128,1,0,0,0,0.0,Pass,Bayer Leverkusen,Granit Xhaka,00:00:00.332,2
5,3895074,b306ec30-5755-4017-861a-670617955a41,1,0,1,1,0.008333333333333333,Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,00:00:01.363,2
6,3895074,2b7eff06-8d56-4f2c-bab1-076d4077ed10,1,0,1,1,0.008333333333333333,Carry,Bayer Leverkusen,Odilon Kossonou,00:00:01.363,2
7,3895074,d6b118e9-dee4-4f3a-9046-2a086e85ca6b,1,0,2,2,0.016666666666666666,Pass,Bayer Leverkusen,Odilon Kossonou,00:00:02.521,2
8,3895074,4f14f36d-c3c1-45d5-9c94-a65f9489d40f,1,0,4,4,0.03333333333333333,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:04.154,2
9,3895074,2256b8d2-0b23-4080-9849-1553d0135c73,1,0,4,4,0.03333333333333333,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:04.154,2
10,3895074,d4683bb7-cdad-4a7d-9851-743212fba939,1,0,6,6,0.05,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:06.429,2
11,3895074,39fe9846-f889-4790-956c-d8df633e77d5,1,0,7,7,0.058333333333333334,Ball Receipt*,Bayer Leverkusen,Robert Andrich,00:00:07.147,2
12,3895074,5550d825-5f3b-41f6-bba0-d4cf66c1438e,1,0,7,7,0.058333333333333334,Carry,Bayer Leverkusen,Robert Andrich,00:00:07.147,2
13,3895074,e8aa6b61-931b-4bf8-b329-cb66ffbd4313,1,0,7,7,0.058333333333333334,Pass,Bayer Leverkusen,Robert Andrich,00:00:07.181,2
14,3895074,9d075ad4-9f9f-4e6f-a093-5919a1a920b3,1,0,9,9,0.075,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:00:09.247,2
