backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,10,4730.531884,8217.9804671,4598.06825,7995.29975,29.5907085,24
redis,single,10,3906.7482085,6125.172885349998,3774.91405,5673.9739625,75.874667,30
