row_idx,match_id,event_id,period,minute,second,t_sim_seconds,t_emit_offset_s,event_type,team,player,timestamp,possession
1024,3895107,d10baf1d-ec70-4294-b9eb-a92dbc82b22f,1,24,12,1452,12.1,Pass,Bayer Leverkusen,Victor Okoh Boniface,00:24:12.030,47
1025,3895107,e24cd76e-178e-4efa-a633-1ec077a8c422,1,24,13,1453,12.108333333333333,Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,00:24:13.268,47
1026,3895107,1db516ed-ea4b-43ba-87e2-6eeec2352f55,1,24,13,1453,12.108333333333333,Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,00:24:13.268,47
1027,3895107,c6da5c08-d548-4514-87a2-1f27dbcf939a,1,24,13,1453,12.108333333333333,Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,00:24:13.524,47
1028,3895107,9b6a03cc-5ce1-41d4-b98c-08b0e611cbdc,1,24,15,1455,12.125,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:24:15.350,47
1029,3895107,8cf58bac-e97f-44e7-a830-66378cf15d91,1,24,15,1455,12.125,Carry,Bayer Leverkusen,Jonathan Tah,00:24:15.350,47
1030,3895107,d041203b-05f5-4536-bb2a-d7478a4e4c66,1,24,20,1460,12.166666666666666,Pass,Bayer Leverkusen,Jonathan Tah,00:24:20.044,47
1031,3895107,bc47ad83-33a5-414a-ade5-409a0a1b6935,1,24,21,1461,12.175,Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,00:24:21.368,47
1032,3895107,8787dbfd-3a0b-46a2-9472-cf972c752c19,1,24,21,1461,12.175,Carry,Bayer Leverkusen,Odilon Kossonou,00:24:21.368,47
1033,3895107,f4da1d37-1801-402e-9548-98cb9afbc712,1,24,23,1463,12.191666666666666,Pressure,FC Köln,Faride Alidou,00:24:23.668,47
