n,margin,n_kafka,n_redis,mean_kafka,mean_redis,mean_diff,ci90_lo,ci90_hi,p_tost,equivalent,boot_diff,boot_ci90_lo,boot_ci90_hi,boot_p_tost,boot_equivalent,hl_shift,hl_ci90_lo,hl_ci90_hi,hl_p_tost,hl_equivalent,methods_agree
1,1.0,8,8,0.49506349999999993,0.0996159375,0.3954475624999999,0.3818470547205101,0.4090480702794897,1.0371400425208536e-16,True,0.39554842803125,0.38400229062499996,0.40703679374999996,0.0,True,0.39693825000000005,0.381285,0.40874400000000005,0.0,True,True
9,1.0,72,72,0.5362737083333333,0.2097941597222222,0.3264795486111111,0.28821384605131023,0.364745251170912,1.6737170972915544e-42,True,0.3262854653590278,0.2872741548611112,0.362726121875,0.0,True,0.41200925,0.403812225,0.419394125,0.0,True,True
12,1.0,88,88,0.5377529147727272,0.23093545454545453,0.30681746022727274,0.26857796460532124,0.34505695584922425,5.769422397611412e-49,True,0.3066222767846591,0.2680418170454545,0.34315594772727276,0.0,True,0.41320925000000003,0.403961125,0.4217749125,0.0,True,True
