run_id,backend,topic,event_id,match_id,t_sim_seconds,t_cons_recv_ns,t_output_ns
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,69bb4fa7-f177-49a8-9b19-7c01cd9d9a9c,3895052,0,14112666800,14112667200
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,207c41be-4905-457d-af38-e356b67981de,3895060,0,14121035200,14121035700
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,7eb000ee-2ef0-462a-bd57-e4320f459c68,3895067,0,14126135700,14126136100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,664c81bb-315d-4de4-86d5-f326eebf0684,3895074,0,14133211700,14133212100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,6c9ebdf9-117f-4a31-8b52-ebcf3c35d0c6,3895086,0,14153302400,14153302800
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,9790a466-9c56-42aa-96aa-a9ad1a6f8811,3895052,0,14176702300,14176702700
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,fefef503-f3cc-4d41-9b3f-9ddc57b6a93b,3895060,0,14200483900,14200484200
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,d593adb3-8980-46f6-b384-4a91f4ec01ba,3895067,0,14216541300,14216541800
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,3dd463f6-b445-407d-8120-bf6aeab35526,3895074,0,14222155300,14222155700
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,6755b1ac-4f37-4c35-b1ef-181d68375e7d,3895086,0,14227423200,14227423600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,c6762724-3ad0-4ed1-b232-7f32ac192ec6,3895052,0,14234744200,14234744600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,2f46ad65-50a4-4834-9bd9-86a61f034234,3895060,0,14243780400,14243781000
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,a40403c7-74d7-45e6-ba91-5ebd6c313d8e,3895067,0,14259320700,14259321100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,77f9b3e5-e0e4-4032-8228-089aa0dd578b,3895074,0,14276620600,14276621000
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,8b3af8ba-e26c-40b0-8278-c3e4c7a925f8,3895086,0,14281784100,14281784400
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,ba22283a-c920-448c-804e-3737cccd9fff,3895052,0,14303091200,14303091700
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,3b3a42a2-e2a1-49f8-9b77-5ec638303a06,3895060,0,14309846800,14309847300
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,fae27a68-42f4-44cf-8fc0-8d4126407ae3,3895067,0,14319300600,14319301100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,e627413d-5de5-402a-9bb3-90c4cd3b65ec,3895074,0,14325202300,14325202700
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,b795eae8-ba56-4343-8662-92a8da669bc5,3895086,0,14332339800,14332340200
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,9a50295b-7f7a-449c-9ef3-87e60467e8e1,3895052,0,14345656500,14345657100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,69bdfb9b-ba46-41c8-814a-98f0a43c6501,3895060,0,14353590300,14353590600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,ad010a23-88fe-43af-8b5c-8cd1772842ac,3895067,0,14357886900,14357887300
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,16252ec8-ab09-4119-bcf6-7fd6524f9128,3895074,0,14378598100,14378598400
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,3aee3cdf-be11-4ee6-b4bb-828cb4edbe36,3895086,0,14395382600,14395383000
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,17c0df03-219a-4603-befe-8cd2f58d6d47,3895052,1,14413098300,14413124500
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,b306ec30-5755-4017-861a-670617955a41,3895074,1,14422388600,14422389100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,6c4c62f2-7d95-4094-a714-50c0161ee2e6,3895052,1,14438176000,14438176500
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,2b7eff06-8d56-4f2c-bab1-076d4077ed10,3895074,1,14446780200,14446780600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,ceaa47dd-e3bf-4016-ade0-ed3d54afe971,3895060,2,14458211200,14458211600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,0e2c9eac-6504-4dae-9939-5f2920e7102d,3895067,2,14481560600,14481561100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,70432a35-52ff-429b-8a11-c47bba8fab19,3895060,2,14505808100,14505808600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,40f9b6ab-32ab-47e8-8b92-9b97e90d4c4f,3895086,2,14505848800,14505849000
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,c04183cf-75d8-42b0-91fd-4a026dba10b4,3895067,2,14524241300,14524241800
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,55321383-ae1f-407e-8f20-2524fd16d04a,3895086,2,14529509100,14529509400
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,d6b118e9-dee4-4f3a-9046-2a086e85ca6b,3895074,2,14533599500,14533600100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,15bf07b2-c5b7-4074-8693-1d9e4a5b7153,3895052,3,14557571700,14557572100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,748f1afc-2300-4252-bc9b-f161b5e7c6ef,3895060,3,14566258300,14566258600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,28f3d343-a6db-4854-bae5-f3390857e90c,3895086,3,14574121100,14574121500
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,3c689040-9b59-4fad-8456-48b2ec8a2058,3895052,3,14581020400,14581021200
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,4f14f36d-c3c1-45d5-9c94-a65f9489d40f,3895074,4,14589082400,14589082700
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,88661240-834a-430d-8629-b37b64dbcddc,3895052,4,14608767400,14608767800
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,2256b8d2-0b23-4080-9849-1553d0135c73,3895074,4,14632198300,14632198700
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,aabb516d-6ede-4543-9394-967c0499af8a,3895067,5,14647299500,14647300600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,c744951c-c660-4c83-8083-049bf85c8cbd,3895060,6,14668988300,14668988900
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,33fdf203-b847-4fa5-9021-5f1875717796,3895060,6,14675731200,14675731600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,39ec53e3-9bd4-4411-814d-6e1ede254aac,3895086,6,14675859700,14675860000
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,98e575e4-0886-40e5-96a8-9c9f857ebcc1,3895052,6,14688775300,14688775800
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,d4683bb7-cdad-4a7d-9851-743212fba939,3895074,6,14693985600,14693986100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,f019df08-0da5-48d9-a838-1da35f369c3c,3895052,6,14698993900,14698994300
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,39fe9846-f889-4790-956c-d8df633e77d5,3895074,7,14706606900,14706607100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,5550d825-5f3b-41f6-bba0-d4cf66c1438e,3895074,7,14734428300,14734428700
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,e8aa6b61-931b-4bf8-b329-cb66ffbd4313,3895074,7,14742741400,14742742000
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,b2d11f7f-8c0d-4533-b2a3-843e981238ad,3895067,8,14762870500,14762871000
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,320e0bbb-8e37-429c-aa29-d58d9ae85075,3895067,8,14772765900,14772766200
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,1739877d-1a9a-45a1-a72d-189cd19ce825,3895060,8,14778741100,14778741600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,2da5d3ff-deec-4d16-b866-8a7d1fbb93e9,3895060,8,14790630400,14790630800
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,1d75ee1b-f1e8-43ab-a31d-cc0805acd5e2,3895052,8,14795514100,14795514600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,8f1fbe41-034b-43eb-9585-edbb0aadb7ba,3895052,9,14826312600,14826313100
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,4127d02c-6da9-47dc-b26f-40da7d121a92,3895052,9,14840146600,14840147300
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,9d075ad4-9f9f-4e6f-a093-5919a1a920b3,3895074,9,14844482100,14844482600
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,43c3670a-83aa-427e-b4db-68d69ea6f60a,3895074,9,14849292900,14849293200
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,31528025-7c8a-4a3c-abf4-a6b496204f3f,3895074,9,14867750400,14867750900
concurrency_n20_20260613_002749_kafka_feed11_rep1,kafka,sb-events-n20-feed11-rep1,08b17ce3-0fb5-45ee-b37f-1dff007b694a,3895067,10,14873563900,14873565000
