bin_lo,bin_hi,pred_mean,obs_freq,count
0.0,0.1,0.030533470941201797,0.06343283582089553,804
0.1,0.2,0.13379458482397436,0.025179856115107913,278
0.2,0.30000000000000004,0.2600776669290767,0.13592233009708737,206
0.30000000000000004,0.4,0.3471910485691172,0.37487335359675783,987
0.6000000000000001,0.7000000000000001,0.6676898370749246,0.7746478873239436,284
0.7000000000000001,0.8,0.736286324169808,0.952054794520548,146
0.8,0.9,0.8608172654709927,0.8807339449541285,109
0.9,1.0,0.9715880267057266,0.9741176470588235,425
