row_idx,match_id,event_id,period,minute,second,t_sim_seconds,t_emit_offset_s,event_type,team,player,timestamp,possession
0,3895121,16d29511-a5c7-4a18-a4b4-d40571e69bd4,1,0,0,0,0.0,Starting XI,Bayer Leverkusen,,00:00:00.000,1
1,3895121,27cf4ae2-0319-4fc6-9ace-9f960bb0e4e6,1,0,0,0,0.0,Starting XI,Freiburg,,00:00:00.000,1
2,3895121,92e52894-484a-48de-8051-469ea23d6aaa,1,0,0,0,0.0,Half Start,Bayer Leverkusen,,00:00:00.000,1
3,3895121,d16c061b-99fe-4266-ad73-d7f9c73482b0,1,0,0,0,0.0,Half Start,Freiburg,,00:00:00.000,1
4,3895121,1cdd596e-bf1f-4096-848a-a2a5db4fd313,1,0,0,0,0.0,Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:00.431,2
5,3895121,f8442e6f-3919-46bc-848a-5f545627cf82,1,0,2,2,0.016666666666666666,Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,00:00:02.001,2
6,3895121,f296523f-5c17-4d25-8371-f7142523a057,1,0,2,2,0.016666666666666666,Carry,Bayer Leverkusen,Odilon Kossonou,00:00:02.001,2
7,3895121,c5fa6ce0-df8d-42a2-8bdd-601d167d5ec1,1,0,3,3,0.025,Pass,Bayer Leverkusen,Odilon Kossonou,00:00:03.433,2
8,3895121,d6006eb1-3ef6-4955-a47a-7b2b9192b522,1,0,7,7,0.058333333333333334,Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,00:00:07.036,2
9,3895121,d87f4aa7-4a9b-4319-8dd9-c5426dc81e34,1,0,7,7,0.058333333333333334,Carry,Bayer Leverkusen,Victor Okoh Boniface,00:00:07.036,2
10,3895121,a0313cd5-9822-48bf-8ca6-3c92789a7474,1,0,7,7,0.058333333333333334,Pressure,Freiburg,Kiliann Sildillia,00:00:07.403,2
11,3895121,d8ec2ac3-0202-455a-8a5d-255e1e4cc473,1,0,8,8,0.06666666666666667,Pass,Bayer Leverkusen,Victor Okoh Boniface,00:00:08.343,2
12,3895121,dd059ddd-697b-4957-a691-f20eec306ea5,1,0,9,9,0.075,Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,00:00:09.868,2
13,3895121,629bf2a1-ed9d-4d49-a2d8-cfd7a59e6e3e,1,0,9,9,0.075,Carry,Bayer Leverkusen,Alejandro Grimaldo García,00:00:09.868,2
14,3895121,2fdcfc97-4f53-46be-ae4a-a5b67c508cf9,1,0,10,10,0.08333333333333333,Pass,Bayer Leverkusen,Alejandro Grimaldo García,00:00:10.804,2
15,3895121,b2a1e34b-f362-4be7-abc3-7d5015d54850,1,0,11,11,0.09166666666666666,Ball Receipt*,Bayer Leverkusen,Granit Xhaka,00:00:11.305,2
16,3895121,480e7b02-6900-48ff-a092-84edfe968c1e,1,0,11,11,0.09166666666666666,Carry,Bayer Leverkusen,Granit Xhaka,00:00:11.305,2
17,3895121,5bdb34eb-55f0-4afa-b200-3172dc49c743,1,0,12,12,0.1,Pass,Bayer Leverkusen,Granit Xhaka,00:00:12.511,2
18,3895121,7b8d5bb4-4ed6-4983-806a-c8ca1feeef81,1,0,15,15,0.125,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:00:15.075,2
19,3895121,4cf23b83-c0d3-4df1-bdef-c5caded9cc07,1,0,15,15,0.125,Carry,Bayer Leverkusen,Jonathan Tah,00:00:15.075,2
20,3895121,a6fdb7f7-8cbe-4f00-a6bc-68733f24f18c,1,0,15,15,0.125,Pass,Bayer Leverkusen,Jonathan Tah,00:00:15.901,2
21,3895121,da8b4ee3-3079-4353-ac9d-451a47100b52,1,0,17,17,0.14166666666666666,Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,00:00:17.178,2
22,3895121,5f5f1bfd-17e6-4a75-a48d-23c004391ca0,1,0,17,17,0.14166666666666666,Carry,Bayer Leverkusen,Odilon Kossonou,00:00:17.178,2
23,3895121,3211acd7-830e-4b57-9d44-ffc087f09783,1,0,18,18,0.15,Pass,Bayer Leverkusen,Odilon Kossonou,00:00:18.631,2
24,3895121,babaa5b7-7d2a-455f-9d53-09929055b994,1,0,19,19,0.15833333333333333,Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,00:00:19.745,2
25,3895121,31656a86-ac6f-48e7-8588-664d49470dcf,1,0,19,19,0.15833333333333333,Carry,Bayer Leverkusen,Jeremie Frimpong,00:00:19.745,2
26,3895121,04f7f325-bfc0-4731-a32f-7f8232c8296e,1,0,20,20,0.16666666666666666,Pass,Bayer Leverkusen,Jeremie Frimpong,00:00:20.653,2
27,3895121,a5317761-7d6b-4332-832c-56edfbce761f,1,0,21,21,0.175,Pressure,Freiburg,Lukas Kübler,00:00:21.790,2
28,3895121,7b952b7f-319c-4b59-9887-322eb909afae,1,0,21,21,0.175,Ball Receipt*,Bayer Leverkusen,Jonas Hofmann,00:00:21.805,2
29,3895121,d7d57b8f-e679-4a01-9112-8c67d14816da,1,0,21,21,0.175,Carry,Bayer Leverkusen,Jonas Hofmann,00:00:21.805,2
30,3895121,6d76d333-ddbe-4dd4-b0e0-f04bace0d42c,1,0,22,22,0.18333333333333332,Pass,Bayer Leverkusen,Jonas Hofmann,00:00:22.374,2
31,3895121,cf31353b-8f9d-4a5e-9fbe-b74bcc381264,1,0,24,24,0.2,Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,00:00:24.165,2
32,3895121,e8f164f5-a160-4c46-a82c-abe4e89677d9,1,0,24,24,0.2,Interception,Freiburg,Lukas Kübler,00:00:24.165,2
33,3895121,8dd23275-eba9-4971-bce5-da81859b6b2e,1,0,32,32,0.26666666666666666,Pass,Bayer Leverkusen,Jeremie Frimpong,00:00:32.111,3
34,3895121,4bdb4956-a093-46d2-98fe-109bb1fb1765,1,0,33,33,0.275,Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:33.085,3
35,3895121,592d4541-7545-4895-bb90-16cd88fd6bf2,1,0,33,33,0.275,Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:33.085,3
36,3895121,a5ee5014-88eb-46e6-994c-e1ba365efbb1,1,0,33,33,0.275,Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:33.125,3
37,3895121,4dd4ac95-4164-4d15-8e70-836f84f12a8a,1,0,33,33,0.275,Pressure,Freiburg,Nicolas Höfler,00:00:33.253,3
38,3895121,b1f40782-0844-4ca7-8a99-20694926c324,1,0,33,33,0.275,Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,00:00:33.716,3
39,3895121,d9e6bd9b-89d4-45ee-85fc-00900e577173,1,0,33,33,0.275,Carry,Bayer Leverkusen,Victor Okoh Boniface,00:00:33.716,3
40,3895121,35c75d8f-f13e-4940-8843-96202930c58c,1,0,34,34,0.2833333333333333,Miscontrol,Bayer Leverkusen,Victor Okoh Boniface,00:00:34.453,3
41,3895121,38e6d097-a9de-49da-b6cf-d57ea1fbdfa9,1,0,35,35,0.2916666666666667,Pass,Freiburg,Vincenzo Grifo,00:00:35.121,3
42,3895121,42c600fd-1ba8-4635-888b-d1c43e4642ca,1,0,36,36,0.3,Pressure,Bayer Leverkusen,Jonathan Tah,00:00:36.294,3
43,3895121,345213be-58bb-4752-82aa-82a0cd026971,1,0,37,37,0.30833333333333335,Ball Receipt*,Freiburg,Lucas Höler,00:00:37.373,3
44,3895121,26e2822c-be09-429f-b5e1-9478a147e355,1,0,37,37,0.30833333333333335,Ball Recovery,Bayer Leverkusen,Jonas Hofmann,00:00:37.373,3
45,3895121,6fa24066-9ea3-4e9f-83cb-2c9bf05e6167,1,0,37,37,0.30833333333333335,Carry,Bayer Leverkusen,Jonas Hofmann,00:00:37.373,3
46,3895121,325e9b33-e862-4822-88ad-25bff06d2c07,1,0,37,37,0.30833333333333335,Pressure,Freiburg,Lucas Höler,00:00:37.956,3
47,3895121,58ddef64-ed5b-4758-911b-9cc6f9bc3ab0,1,0,39,39,0.325,Foul Committed,Freiburg,Lucas Höler,00:00:39.821,3
48,3895121,bfd7ab2d-8af5-4ae1-a8a2-c438e0ecf01d,1,0,39,39,0.325,Foul Won,Bayer Leverkusen,Jonas Hofmann,00:00:39.821,3
49,3895121,fb37f522-69f3-458c-96f4-574410785219,1,0,39,39,0.325,Carry,Bayer Leverkusen,Jonas Hofmann,00:00:39.821,3
50,3895121,b7857dd2-503f-47c6-a8b4-71291a3e9b6c,1,0,42,42,0.35,Pass,Bayer Leverkusen,Jonas Hofmann,00:00:42.797,3
51,3895121,6e6d3a04-3b2d-4594-912c-ef552bb70b66,1,0,44,44,0.36666666666666664,Ball Receipt*,Bayer Leverkusen,Granit Xhaka,00:00:44.312,3
52,3895121,b7d0f261-5334-4d69-96af-25ae011560ca,1,0,44,44,0.36666666666666664,Carry,Bayer Leverkusen,Granit Xhaka,00:00:44.312,3
53,3895121,7baac0c7-203d-4e43-89f7-7d482a26ee0d,1,0,45,45,0.375,Shot,Bayer Leverkusen,Granit Xhaka,00:00:45.835,3
54,3895121,89e0e216-29e0-4bad-b415-358338ffc09f,1,0,46,46,0.38333333333333336,Goal Keeper,Freiburg,Noah Atubolu,00:00:46.685,3
55,3895121,c95f44b1-c0d3-465b-a5b8-24951f956a21,1,1,15,75,0.625,Pass,Freiburg,Noah Atubolu,00:01:15.956,4
56,3895121,c82d0617-8b6a-4c3a-87b0-6a2aac137cbd,1,1,19,79,0.6583333333333333,Ball Receipt*,Freiburg,Lucas Höler,00:01:19.522,4
57,3895121,e6ae1bb5-29df-4ee2-861a-12940ff0fa0c,1,1,19,79,0.6583333333333333,Pass,Freiburg,Lucas Höler,00:01:19.522,4
58,3895121,42ba23fd-6dda-41c5-b674-5fe50e298b30,1,1,21,81,0.675,Ball Receipt*,Freiburg,Vincenzo Grifo,00:01:21.067,4
59,3895121,e083ff1e-a815-4ceb-be0d-74e46f4b2105,1,1,21,81,0.675,Pass,Freiburg,Vincenzo Grifo,00:01:21.067,4
60,3895121,62fbcc89-c9e1-40a1-acdd-06d58528a62b,1,1,22,82,0.6833333333333333,Ball Receipt*,Freiburg,Ritsu Doan,00:01:22.762,4
61,3895121,f21cae0b-5501-4169-bf7a-f978ab2259b1,1,1,22,82,0.6833333333333333,Clearance,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:01:22.762,4
62,3895121,5b4be5da-e353-47d1-9aa2-e412034a7cc9,1,1,25,85,0.7083333333333334,Pass,Bayer Leverkusen,Victor Okoh Boniface,00:01:25.863,4
63,3895121,7b1bfe4d-343b-4a49-9f36-ac1c9281053e,1,1,25,85,0.7083333333333334,Duel,Freiburg,Kiliann Sildillia,00:01:25.863,4
64,3895121,29f5b82a-3d6b-4a71-9a45-22f52290b730,1,1,28,88,0.7333333333333333,Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,00:01:28.568,4
65,3895121,42d34e4a-89a3-415f-a454-449a5dd7cdee,1,1,28,88,0.7333333333333333,Ball Recovery,Freiburg,Ritsu Doan,00:01:28.568,4
66,3895121,64be0f38-c5d1-4a99-842b-603860a63b66,1,1,29,89,0.7416666666666667,Ball Recovery,Bayer Leverkusen,Alejandro Grimaldo García,00:01:29.597,5
67,3895121,3c5e67f5-946c-4062-bb82-b40e613923ab,1,1,29,89,0.7416666666666667,Carry,Bayer Leverkusen,Alejandro Grimaldo García,00:01:29.597,5
68,3895121,1ebc41a8-9a54-4ed7-b7f0-0ad98ca182d9,1,1,30,90,0.75,Pressure,Freiburg,Ritsu Doan,00:01:30.804,5
69,3895121,c9193dbc-a436-48e8-8fd1-6edce33ef239,1,1,33,93,0.775,Pass,Bayer Leverkusen,Alejandro Grimaldo García,00:01:33.975,5
70,3895121,1d6d4b5f-fcb8-4542-a2a0-cef25ccdbd81,1,1,34,94,0.7833333333333333,Ball Receipt*,Bayer Leverkusen,Florian Wirtz,00:01:34.030,5
71,3895121,7b40fbd4-a6c0-40d7-b4f9-23abcffcd4c5,1,1,34,94,0.7833333333333333,Block,Freiburg,Ritsu Doan,00:01:34.030,5
72,3895121,9de49e44-f9ca-4936-8169-093f6a29bbb3,1,1,48,108,0.9,Pass,Bayer Leverkusen,Lukáš Hrádecký,00:01:48.163,6
73,3895121,0c2762f4-d89c-498f-8f26-7427fe581ffb,1,1,49,109,0.9083333333333333,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:01:49.404,6
74,3895121,b5ebc124-dbfd-4356-a6eb-2609f9143ccd,1,1,49,109,0.9083333333333333,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:01:49.404,6
75,3895121,64bc8b69-4baf-4c85-9ea8-a8cb97bc5fb4,1,1,51,111,0.925,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:01:51.599,6
76,3895121,750b8b16-cb65-4b93-9bf2-b66af9280590,1,1,53,113,0.9416666666666667,Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,00:01:53.516,6
77,3895121,d61632a6-1e43-412c-9930-695e7a0e3878,1,1,53,113,0.9416666666666667,Carry,Bayer Leverkusen,Victor Okoh Boniface,00:01:53.516,6
78,3895121,9a0e6542-ddb5-4cc5-ac8e-762f234226e1,1,1,53,113,0.9416666666666667,Pass,Bayer Leverkusen,Victor Okoh Boniface,00:01:53.596,6
79,3895121,17cb5297-54dd-428b-9795-e463bf435ca1,1,1,55,115,0.9583333333333334,Pressure,Freiburg,Kiliann Sildillia,00:01:55.305,6
80,3895121,50a6623d-60b8-45b1-8685-0701fb4f6c9f,1,1,55,115,0.9583333333333334,Ball Receipt*,Bayer Leverkusen,Florian Wirtz,00:01:55.773,6
81,3895121,7a1ba5fc-c4e3-4918-a896-085d43ee76b6,1,1,55,115,0.9583333333333334,Carry,Bayer Leverkusen,Florian Wirtz,00:01:55.773,6
82,3895121,dfa44927-1786-4242-a3c9-6bb78f92a41d,1,1,56,116,0.9666666666666667,Pressure,Freiburg,Matthias Ginter,00:01:56.286,6
83,3895121,28167a01-c198-4e27-808e-d05ab7dd92fe,1,1,56,116,0.9666666666666667,Dribble,Bayer Leverkusen,Florian Wirtz,00:01:56.909,6
84,3895121,12de5a66-0731-4744-9042-e9da4bd3738e,1,1,56,116,0.9666666666666667,Duel,Freiburg,Matthias Ginter,00:01:56.909,6
85,3895121,1ef6537d-42b1-4a9a-845b-a152415c04ff,1,1,58,118,0.9833333333333333,Pressure,Bayer Leverkusen,Florian Wirtz,00:01:58.203,6
86,3895121,942c2d63-be6b-4ef5-9631-886f35366d16,1,1,58,118,0.9833333333333333,Ball Recovery,Freiburg,Nicolas Höfler,00:01:58.251,7
87,3895121,cac04a9b-0c8b-4906-a427-775d3abf3395,1,1,58,118,0.9833333333333333,Carry,Freiburg,Nicolas Höfler,00:01:58.251,7
88,3895121,d786abf4-38cb-40e5-b6b5-e8eb9625a8ba,1,2,0,120,1.0,Pass,Freiburg,Nicolas Höfler,00:02:00.490,7
89,3895121,555bc5c4-24ff-470a-bcb3-f1f8c805a727,1,2,2,122,1.0166666666666666,Ball Receipt*,Freiburg,Kiliann Sildillia,00:02:02.327,7
90,3895121,408f4bbf-413e-4694-89db-f672c83307a8,1,2,2,122,1.0166666666666666,Carry,Freiburg,Kiliann Sildillia,00:02:02.327,7
91,3895121,b146373c-bfd4-4689-9a30-2425bedbaea1,1,2,5,125,1.0416666666666667,Pass,Freiburg,Kiliann Sildillia,00:02:05.951,7
92,3895121,afeefed6-d0ce-472b-bb6d-1575badb8431,1,2,7,127,1.0583333333333333,Ball Receipt*,Freiburg,Matthias Ginter,00:02:07.803,7
93,3895121,64d6040f-180b-47a2-87ef-500952d04dc9,1,2,7,127,1.0583333333333333,Carry,Freiburg,Matthias Ginter,00:02:07.803,7
94,3895121,b5a26a30-b128-4077-a30b-60fe783e8f6e,1,2,8,128,1.0666666666666667,Pass,Freiburg,Matthias Ginter,00:02:08.132,7
95,3895121,48d9689f-34d4-42dc-b2bb-ddaefd5f083a,1,2,9,129,1.075,Ball Receipt*,Freiburg,Maximilian Eggestein,00:02:09.603,7
96,3895121,34f794a7-c154-4ea0-9022-72271af0e55b,1,2,9,129,1.075,Carry,Freiburg,Maximilian Eggestein,00:02:09.603,7
97,3895121,cb8a277a-542b-4c45-9c92-4eeb0146cc5a,1,2,9,129,1.075,Pressure,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:02:09.647,7
98,3895121,9c855d8d-f090-4c54-961f-74a84bc48724,1,2,10,130,1.0833333333333333,Foul Committed,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:02:10.640,7
99,3895121,e3332c0d-b466-4873-9fbc-85232deb3925,1,2,10,130,1.0833333333333333,Foul Won,Freiburg,Merlin Röhl,00:02:10.640,7
100,3895121,3e95469a-5da3-41cb-9f40-0ff79f6eee66,1,2,30,150,1.25,Pass,Freiburg,Kiliann Sildillia,00:02:30.954,8
101,3895121,7821e82d-571e-4aa1-a8e3-56c4eefc7b05,1,2,33,153,1.275,Ball Receipt*,Freiburg,Lucas Höler,00:02:33.766,8
102,3895121,3a186596-9309-482a-bbad-7b51899fc415,1,2,33,153,1.275,Duel,Freiburg,Lucas Höler,00:02:33.766,8
103,3895121,53c69f88-d128-4cb5-a2d9-a75cbdf9777e,1,2,33,153,1.275,Pass,Bayer Leverkusen,Jonathan Tah,00:02:33.766,9
104,3895121,49bd1cab-27d5-4339-b91a-7dfbd42952eb,1,2,35,155,1.2916666666666667,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:02:35.760,9
105,3895121,a27b2434-031d-4a71-af65-f628ef68fc5b,1,2,35,155,1.2916666666666667,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:02:35.760,9
106,3895121,f467bace-c955-4ce1-830c-9cccfe579e16,1,2,38,158,1.3166666666666667,Pressure,Freiburg,Lucas Höler,00:02:38.867,9
107,3895121,f2616473-0593-4f98-91a4-29b4ab860370,1,2,40,160,1.3333333333333333,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:02:40.236,9
108,3895121,0ff7f5a9-14e7-4615-99f1-ebb1304a772c,1,2,42,162,1.35,Ball Receipt*,Bayer Leverkusen,Lukáš Hrádecký,00:02:42.591,9
109,3895121,bbf7f332-2f44-4234-9155-7d6009fb7738,1,2,42,162,1.35,Carry,Bayer Leverkusen,Lukáš Hrádecký,00:02:42.591,9
110,3895121,eca48472-18cb-4b31-ae55-ac17179aef8e,1,2,44,164,1.3666666666666667,Pass,Bayer Leverkusen,Lukáš Hrádecký,00:02:44.226,9
111,3895121,f8ae8a1d-85ae-4a8f-b6bc-23d2d5a1ac71,1,2,45,165,1.375,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:02:45.687,9
112,3895121,2c9d55e8-d805-4f99-a6d7-8c539b0266dc,1,2,45,165,1.375,Carry,Bayer Leverkusen,Jonathan Tah,00:02:45.687,9
113,3895121,4bcff9c0-91ca-44c7-a3e7-77b6f3f2257d,1,2,48,168,1.4,Pass,Bayer Leverkusen,Jonathan Tah,00:02:48.626,9
114,3895121,77c33e38-ffee-4268-aba7-f894651f7335,1,2,49,169,1.4083333333333334,Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,00:02:49.727,9
115,3895121,9ec2419d-346d-44ad-b824-b6b96bba9524,1,2,49,169,1.4083333333333334,Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,00:02:49.727,9
116,3895121,a3efd64b-b9cf-4006-bcaa-9e1f8901b94f,1,2,53,173,1.4416666666666667,Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,00:02:53.946,9
