timestamp,backend,kafka_cpu_pct,kafka_mem_mib,redis_cpu_pct,redis_mem_mib
2026-06-12 20:03:17.859,redis,1.53,1104.9,2.6,135.9
2026-06-12 20:03:20.471,redis,1.63,1104.9,21.12,136.3
2026-06-12 20:03:22.453,redis,1.5,1104.9,7.11,137.2
2026-06-12 20:03:24.460,redis,1.5,1104.9,0.25,137.2
2026-06-12 20:03:26.478,redis,1.48,1104.9,0.23,137.2
2026-06-12 20:03:28.475,redis,1.43,1104.9,0.26,137.2
2026-06-12 20:03:30.498,redis,1.67,1104.9,0.25,137.2
2026-06-12 20:03:32.509,redis,1.71,1104.9,0.22,137.2
2026-06-12 20:03:34.519,redis,1.54,1104.9,0.24,137.1
2026-06-12 20:03:36.529,redis,1.56,1104.9,0.25,137.1
