backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,5,15.483167,26.834267,1.0386,1.6824999999999997,6.296,15
redis,single,5,42.8404335,102.47831399999998,27.12245,89.09279999999995,5.934867,15
