backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,1,11.381750499999999,22.3220435,0.9992,1.4482999999999995,8.217217,18
kafka,single,5,14.744767,25.305584,1.0009,1.501,11.010867,15
kafka,single,10,9.167717,20.3780505,1.002,1.9993500000000002,4.8942922499999995,30
redis,single,1,10.307834,21.016125349999996,1.0061,3.00018,8.008367,18
redis,single,5,8.4453835,18.853859,1.1972,3.3461399999999997,6.0037505,15
redis,single,10,11.6579835,23.85448725,1.34625,3.8371399999999998,8.823267000000001,30
