t_wall,rho,loadavg
1784963295.2822263,0.99752,7.23
1784963295.7862535,0.99751,7.23
1784963296.287015,1.0,7.23
1784963296.7877784,1.0,7.23
1784963297.288232,1.0,7.23
1784963297.7889965,1.0,7.23
1784963298.2897606,0.99752,8.41
1784963298.790287,0.99497,8.41
1784963299.2910802,0.99252,8.41
1784963299.7918727,0.995,8.41
1784963300.2932374,0.99254,8.41
1784963300.7940087,0.99246,8.41
1784963301.294785,0.99005,8.41
1784963301.795284,0.99002,8.41
1784963302.2993257,0.99007,8.41
1784963302.8001583,0.99002,8.41
1784963303.3009596,0.99,8.38
1784963303.8012702,0.99002,8.38
1784963304.302151,0.99,8.38
1784963304.8052766,0.99252,8.38
1784963305.3060467,0.99002,8.38
1784963305.806839,0.99002,8.38
1784963306.3072646,0.99,8.38
1784963306.8080907,0.99,8.38
1784963307.3088899,0.99252,8.38
1784963307.8092966,0.985,8.38
1784963308.3101096,0.98997,8.35
1784963308.8132708,0.99254,8.35
1784963309.3141575,0.99002,8.35
1784963309.8149784,0.99,8.35
1784963310.3152766,0.99,8.35
1784963310.8160925,0.99252,8.35
1784963311.3168814,0.99002,8.35
1784963311.8172743,0.99002,8.35
1784963312.3181298,0.99,8.35
1784963312.8202844,0.99005,8.35
1784963313.3210814,0.99248,8.32
1784963313.8219445,0.99002,8.32
1784963314.3222628,0.99,8.32
1784963314.8242836,0.99005,8.32
1784963315.3250759,0.98997,8.32
1784963315.8258717,0.9925,8.32
1784963316.3262584,0.99002,8.32
1784963316.827276,0.99,8.32
1784963317.3303342,0.99005,8.32
1784963317.8311713,0.99005,8.32
1784963318.3319778,0.9925,8.29
1784963318.8327923,0.99,8.29
1784963319.333253,0.99002,8.29
1784963319.8340595,0.99,8.29
1784963320.3348742,0.99002,8.29
1784963320.8372827,0.9925,8.29
1784963321.338154,0.98997,8.29
1784963321.8389957,0.99005,8.29
1784963322.3398092,0.99,8.29
1784963322.8402934,0.9925,8.29
1784963323.341157,0.9875,8.27
1784963323.8432832,0.99007,8.27
1784963324.344107,0.99246,8.27
1784963324.8449256,0.99,8.27
1784963325.3453207,0.99002,8.27
1784963325.8472767,0.99005,8.27
1784963326.348084,0.9925,8.27
1784963326.8488846,0.99002,8.27
1784963327.3512707,0.99007,8.27
1784963327.8521113,0.98997,8.27
1784963328.3529167,0.99002,8.25
1784963328.8533394,0.99,8.25
1784963329.3541803,0.99002,8.25
1784963329.8549993,0.99,8.25
1784963330.3572762,0.99005,8.25
1784963330.8581033,0.98997,8.25
1784963331.3589833,0.99007,8.25
1784963331.859828,0.99248,8.25
1784963332.3602846,0.99,8.25
1784963332.8613544,0.99002,8.25
1784963333.3621993,0.99002,8.23
1784963333.8653345,0.99005,8.23
1784963334.3661325,0.99,8.23
1784963334.8672764,0.99002,8.23
1784963335.3702722,0.99007,8.23
1784963335.8710952,0.98997,8.23
1784963336.3719099,0.99007,8.23
1784963336.872278,0.99248,8.23
1784963337.3730993,0.99,8.23
1784963337.8739185,0.99002,8.23
1784963338.374352,0.99,8.21
1784963338.876369,0.99005,8.21
1784963339.379282,0.99254,8.21
1784963339.880117,0.99,8.21
1784963340.3809319,0.99,8.21
1784963340.881287,0.99,8.21
1784963341.382175,0.99,8.21
1784963341.88302,0.99,8.21
1784963342.3862844,0.99005,8.21
1784963342.887171,0.99248,8.21
1784963343.3880348,0.99005,8.19
1784963343.8888624,0.99002,8.19
