row_idx,match_id,event_id,period,minute,second,t_sim_seconds,t_emit_offset_s,event_type,team,player,timestamp,possession
0,3895113,ea1e6876-4179-4750-8231-55c3d6ec8001,1,0,0,0,0.0,Starting XI,Wolfsburg,,00:00:00.000,1
1,3895113,a88295ad-33e8-4427-872c-eba006d8a0ef,1,0,0,0,0.0,Starting XI,Bayer Leverkusen,,00:00:00.000,1
2,3895113,6d6ab3f4-8136-407c-a92f-3f8a6549abdd,1,0,0,0,0.0,Half Start,Wolfsburg,,00:00:00.000,1
3,3895113,51a7253e-31ed-49f5-9494-f5ab0d2ee039,1,0,0,0,0.0,Half Start,Bayer Leverkusen,,00:00:00.000,1
4,3895113,ac5aac4c-5a0e-44c2-97ca-ec38bdb05917,1,0,0,0,0.0,Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:00.913,2
5,3895113,d54cc444-c9f7-4e31-820a-28e0ad5d8ec4,1,0,2,2,0.016666666666666666,Ball Receipt*,Bayer Leverkusen,Josip Stanišić,00:00:02.538,2
6,3895113,eb3fde27-a34b-42be-b262-d329e138fff2,1,0,2,2,0.016666666666666666,Carry,Bayer Leverkusen,Josip Stanišić,00:00:02.538,2
7,3895113,042f1fd2-3cd4-439a-97c4-9275f435f098,1,0,4,4,0.03333333333333333,Pass,Bayer Leverkusen,Josip Stanišić,00:00:04.045,2
8,3895113,c93d7723-7a1c-4be8-97e1-0babb1be6f11,1,0,5,5,0.041666666666666664,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:00:05.395,2
9,3895113,3cb0c74e-75be-431c-917f-011efc184fdb,1,0,5,5,0.041666666666666664,Carry,Bayer Leverkusen,Jonathan Tah,00:00:05.395,2
10,3895113,3d52c020-9bad-49c3-8ae7-05c40e223268,1,0,5,5,0.041666666666666664,Pass,Bayer Leverkusen,Jonathan Tah,00:00:05.943,2
11,3895113,ff2841c0-d955-494b-a7a9-ac8bbb82ad73,1,0,7,7,0.058333333333333334,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:07.080,2
12,3895113,5af66cb7-f6a6-47cb-a57d-696dcdbe6716,1,0,7,7,0.058333333333333334,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:07.080,2
13,3895113,45ee08ea-fdab-4a8e-8114-f0dec4a5e815,1,0,7,7,0.058333333333333334,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:07.800,2
14,3895113,38932aa9-ad68-4202-bc2b-cca968001831,1,0,8,8,0.06666666666666667,Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,00:00:08.908,2
15,3895113,5ff692af-8337-40bf-bf94-3357c44a9765,1,0,8,8,0.06666666666666667,Carry,Bayer Leverkusen,Alejandro Grimaldo García,00:00:08.908,2
16,3895113,fac6763f-5f80-4b02-94e3-799bd452abc8,1,0,10,10,0.08333333333333333,Pressure,Wolfsburg,Ridle Bote Baku,00:00:10.670,2
17,3895113,429856a9-3da6-4b26-b2c7-bffd25ab0c19,1,0,11,11,0.09166666666666666,Pass,Bayer Leverkusen,Alejandro Grimaldo García,00:00:11.123,2
18,3895113,ba2de37d-ee65-4feb-a5ea-b54fc0236494,1,0,12,12,0.1,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:00:12.577,2
19,3895113,51fb02b5-26e7-43ac-8165-4ca01a5c46d6,1,0,12,12,0.1,Carry,Bayer Leverkusen,Jonathan Tah,00:00:12.577,2
20,3895113,923309c9-3dcf-4141-a48f-e3208bd1f952,1,0,16,16,0.13333333333333333,Pass,Bayer Leverkusen,Jonathan Tah,00:00:16.339,2
21,3895113,6099cc29-0d11-4fee-9d00-ce786f36eca9,1,0,17,17,0.14166666666666666,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:17.896,2
22,3895113,238ccd63-a906-4647-a994-0b592cedbb4d,1,0,17,17,0.14166666666666666,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:17.896,2
23,3895113,7d098e93-c4a3-4d21-94e1-ee7f39346658,1,0,19,19,0.15833333333333333,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:19.268,2
24,3895113,9adb3957-42ed-4d0a-80fc-38ad27500ee0,1,0,20,20,0.16666666666666666,Pressure,Wolfsburg,Yannick Gerhardt,00:00:20.318,2
25,3895113,8e9c5a9a-0084-457b-93be-2ba84bbe4fcb,1,0,20,20,0.16666666666666666,Ball Receipt*,Bayer Leverkusen,Granit Xhaka,00:00:20.401,2
26,3895113,20d4b309-2546-439a-96d6-c362fb3ecb2d,1,0,20,20,0.16666666666666666,Carry,Bayer Leverkusen,Granit Xhaka,00:00:20.401,2
27,3895113,5bd4ec7d-4d90-4a2d-bcea-2fe45009e3e5,1,0,20,20,0.16666666666666666,Pass,Bayer Leverkusen,Granit Xhaka,00:00:20.913,2
28,3895113,6824686d-4590-42ed-bcb5-84522be6958f,1,0,21,21,0.175,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:21.817,2
29,3895113,4c5afbe4-b097-4acf-8087-c15c6b876bb2,1,0,21,21,0.175,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:21.817,2
30,3895113,07087bbe-871b-46b9-af20-4c074da4a10d,1,0,25,25,0.20833333333333334,Pressure,Wolfsburg,Yannick Gerhardt,00:00:25.789,2
31,3895113,1cfdd0b2-0f61-4520-8329-c24d895696b1,1,0,26,26,0.21666666666666667,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:26.374,2
32,3895113,cfe9b540-ca3b-4aad-b553-0674713203bb,1,0,27,27,0.225,Ball Receipt*,Bayer Leverkusen,Amine Adli,00:00:27.471,2
33,3895113,6a8269d2-5ce9-4921-9502-03ae5b27b8b6,1,0,27,27,0.225,Carry,Bayer Leverkusen,Amine Adli,00:00:27.471,2
34,3895113,e3e1f7c7-4932-4722-9f8c-b801ec0f3eb9,1,0,28,28,0.23333333333333334,Pass,Bayer Leverkusen,Amine Adli,00:00:28.812,2
35,3895113,ee3252c0-e79b-495e-ae80-583351179971,1,0,29,29,0.24166666666666667,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:29.937,2
36,3895113,19f46068-5944-4812-bfac-1e1aa46413fb,1,0,29,29,0.24166666666666667,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:29.937,2
37,3895113,2c6c5867-a9c6-45c0-b53b-8f50c49f7e92,1,0,32,32,0.26666666666666666,Pressure,Wolfsburg,Yannick Gerhardt,00:00:32.083,2
38,3895113,b858f0f4-ba17-4962-b947-b84799009462,1,0,32,32,0.26666666666666666,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:32.581,2
39,3895113,343cc444-e0ab-43f0-a93f-66266b9dbea8,1,0,34,34,0.2833333333333333,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:00:34.187,2
40,3895113,1286483f-b0bf-4d49-9a2f-2233368aaa37,1,0,34,34,0.2833333333333333,Carry,Bayer Leverkusen,Jonathan Tah,00:00:34.187,2
41,3895113,d97ce31d-b6bd-454f-b4f3-583b06b5b821,1,0,34,34,0.2833333333333333,Pass,Bayer Leverkusen,Jonathan Tah,00:00:34.938,2
42,3895113,5e8cf1bd-a044-4542-b2bf-cac8667f4322,1,0,35,35,0.2916666666666667,Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:35.675,2
43,3895113,90d289d6-4046-4fdb-9ea5-387717cb297d,1,0,35,35,0.2916666666666667,Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:35.675,2
44,3895113,edd5ce07-d5a1-480e-b4b3-d3cfe453d008,1,0,35,35,0.2916666666666667,Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:35.755,2
45,3895113,32090cac-d662-4ecc-99e0-ac0e4575877f,1,0,36,36,0.3,Pressure,Wolfsburg,Tiago Barreiros de Melo Tomás,00:00:36.684,2
46,3895113,c375c660-a042-4e1d-9377-a3d8e9137b77,1,0,36,36,0.3,Ball Receipt*,Bayer Leverkusen,Josip Stanišić,00:00:36.863,2
47,3895113,956dc981-5c22-41fc-800c-123fe8ce5e4a,1,0,36,36,0.3,Carry,Bayer Leverkusen,Josip Stanišić,00:00:36.863,2
48,3895113,acb76887-5356-44c9-bc8e-16b40dea5fdd,1,0,37,37,0.30833333333333335,Pass,Bayer Leverkusen,Josip Stanišić,00:00:37.023,2
49,3895113,220cb931-5cd7-4c7b-8fc0-6550c89e4b6b,1,0,39,39,0.325,Ball Receipt*,Bayer Leverkusen,Lukáš Hrádecký,00:00:39.229,2
50,3895113,4b550bc1-31ac-4914-8a11-29a4cecb6380,1,0,39,39,0.325,Carry,Bayer Leverkusen,Lukáš Hrádecký,00:00:39.229,2
51,3895113,02d38453-def0-4dfb-8f41-809f0d0ee531,1,0,42,42,0.35,Pressure,Wolfsburg,Jonas Older Wind,00:00:42.039,2
52,3895113,7e09cb25-daea-481e-a291-444a2e190a68,1,0,43,43,0.35833333333333334,Pass,Bayer Leverkusen,Lukáš Hrádecký,00:00:43.251,2
