run_id,backend,config,n_concurrency,decision_staleness_prob_s,n_decisive,mean_decisive_latency_ms
concurrency_n5_20260721_164528_kafka_feed1_rep1,kafka,single,5,0.03967815794266055,5,34.74042059999999
concurrency_n5_20260721_164528_kafka_feed1_rep2,kafka,single,5,0.04988469606926662,5,43.3858206
concurrency_n5_20260721_164528_kafka_feed1_rep3,kafka,single,5,0.03927905487744997,5,33.443640599999995
concurrency_n5_20260721_164528_kafka_feed2_rep1,kafka,single,5,0.0352613193296597,3,57.96028899999999
concurrency_n5_20260721_164528_kafka_feed2_rep2,kafka,single,5,0.0283967343906684,3,49.43305566666666
concurrency_n5_20260721_164528_kafka_feed2_rep3,kafka,single,5,0.025345245803347065,3,43.29192233333333
concurrency_n5_20260721_164528_kafka_feed3_rep1,kafka,single,5,0.06514907149927301,6,52.328089166666665
concurrency_n5_20260721_164528_kafka_feed3_rep2,kafka,single,5,0.06619086986860612,6,52.05070583333333
concurrency_n5_20260721_164528_kafka_feed3_rep3,kafka,single,5,0.058200352692414956,6,46.93760583333333
concurrency_n5_20260721_164528_kafka_feed4_rep1,kafka,single,5,0.08351639083088988,4,37.7387085
concurrency_n5_20260721_164528_kafka_feed4_rep2,kafka,single,5,0.06965643221760609,4,29.7732335
concurrency_n5_20260721_164528_kafka_feed4_rep3,kafka,single,5,0.09033530798062196,4,41.6745835
concurrency_n5_20260721_164528_kafka_feed5_rep1,kafka,single,5,0.08227054279342437,5,50.249807
concurrency_n5_20260721_164528_kafka_feed5_rep2,kafka,single,5,0.07317469454649934,5,51.215247
concurrency_n5_20260721_164528_kafka_feed5_rep3,kafka,single,5,0.058491635221309714,5,39.056807000000006
concurrency_n5_20260721_164528_redis_feed1_rep1,redis,single,5,12.795317052836346,5,10962.8090806
concurrency_n5_20260721_164528_redis_feed1_rep2,redis,single,5,12.767123253765664,5,10931.4429206
concurrency_n5_20260721_164528_redis_feed1_rep3,redis,single,5,12.8658097089794,5,11007.600980599998
concurrency_n5_20260721_164528_redis_feed2_rep1,redis,single,5,6.715496104189828,3,10675.937789
concurrency_n5_20260721_164528_redis_feed2_rep2,redis,single,5,6.410826544148105,3,10260.753622333332
concurrency_n5_20260721_164528_redis_feed2_rep3,redis,single,5,6.631879250624106,3,10542.723489
concurrency_n5_20260721_164528_redis_feed3_rep1,redis,single,5,8.626827340769669,6,8192.2190225
concurrency_n5_20260721_164528_redis_feed3_rep2,redis,single,5,8.636608205438504,6,8141.281289166666
concurrency_n5_20260721_164528_redis_feed3_rep3,redis,single,5,8.745679437158223,6,8195.8224225
concurrency_n5_20260721_164528_redis_feed4_rep1,redis,single,5,38.74414224852244,4,14161.0921335
concurrency_n5_20260721_164528_redis_feed4_rep2,redis,single,5,39.01360461099077,4,14381.564408499999
concurrency_n5_20260721_164528_redis_feed4_rep3,redis,single,5,39.15048448293371,4,14400.1132335
concurrency_n5_20260721_164528_redis_feed5_rep1,redis,single,5,13.10981951430842,5,10334.831207000001
concurrency_n5_20260721_164528_redis_feed5_rep2,redis,single,5,12.544480809051043,5,9920.349507
concurrency_n5_20260721_164528_redis_feed5_rep3,redis,single,5,12.830900745408988,5,10115.746447
