row_idx,match_id,event_id,period,minute,second,t_sim_seconds,t_emit_offset_s,event_type,team,player,timestamp,possession
0,3895095,9103cd62-6a36-40c6-9f80-ab1f6d258133,1,0,0,0,0.0,Starting XI,FSV Mainz 05,,00:00:00.000,1
1,3895095,73376ffb-3f9f-4570-9b3e-c51d44315ef3,1,0,0,0,0.0,Starting XI,Bayer Leverkusen,,00:00:00.000,1
2,3895095,52a1e2ea-5b27-4cb1-9204-865583191956,1,0,0,0,0.0,Half Start,Bayer Leverkusen,,00:00:00.000,1
3,3895095,a7102458-910f-4583-b653-e3165351e124,1,0,0,0,0.0,Half Start,FSV Mainz 05,,00:00:00.000,1
4,3895095,4a13ba2d-59ad-43d3-b567-6aee81422367,1,0,0,0,0.0,Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:00.817,2
5,3895095,f69d0d63-6ad0-41ea-bcec-f1b86b886a83,1,0,2,2,0.016666666666666666,Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,00:00:02.141,2
6,3895095,285e8e4a-7c84-4ca1-9688-d8b56d623cc2,1,0,2,2,0.016666666666666666,Carry,Bayer Leverkusen,Odilon Kossonou,00:00:02.141,2
7,3895095,494d25f1-83d3-4375-aa5c-29dfd26dfebd,1,0,3,3,0.025,Pass,Bayer Leverkusen,Odilon Kossonou,00:00:03.689,2
8,3895095,980abd18-b5d2-49cd-b110-7f534fd23dfc,1,0,4,4,0.03333333333333333,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:04.926,2
9,3895095,df085776-1a71-4f2d-9b9a-d385914ac874,1,0,4,4,0.03333333333333333,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:04.926,2
10,3895095,a88a8b7b-dab2-4a21-a85b-580af51a83d1,1,0,7,7,0.058333333333333334,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:07.458,2
11,3895095,71c80fb5-ad88-4f1a-a7d4-fd63ed429bcd,1,0,8,8,0.06666666666666667,Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:08.595,2
12,3895095,cc3655de-3632-4a2c-8a22-d670144485db,1,0,8,8,0.06666666666666667,Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:08.595,2
13,3895095,99c1964f-2b9c-4442-b485-f7e6ce554c84,1,0,9,9,0.075,Pressure,FSV Mainz 05,Leandro Barreiro Martins,00:00:09.380,2
14,3895095,0427f1ec-ddae-4698-ab55-cc0403e01b74,1,0,9,9,0.075,Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:09.791,2
15,3895095,6fcdcd6a-f032-47d6-8ab5-40021f4c097d,1,0,11,11,0.09166666666666666,Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,00:00:11.734,2
16,3895095,523c9836-c56d-469f-a9b2-b2cccef6dab7,1,0,11,11,0.09166666666666666,Carry,Bayer Leverkusen,Odilon Kossonou,00:00:11.734,2
17,3895095,817e0fb2-07b1-470b-9ad7-0bba4767e247,1,0,12,12,0.1,Pass,Bayer Leverkusen,Odilon Kossonou,00:00:12.541,2
18,3895095,1615450f-4d55-4fef-91d6-ab9f981c6185,1,0,14,14,0.11666666666666667,Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,00:00:14.295,2
19,3895095,9dcf795d-a1b5-4b33-b421-af35da8f1708,1,0,14,14,0.11666666666666667,Pass,Bayer Leverkusen,Jeremie Frimpong,00:00:14.295,2
20,3895095,5891ef4b-5571-4b46-961f-60fcb3d5029b,1,0,15,15,0.125,Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,00:00:15.223,2
21,3895095,0ae08622-c5d6-4f51-ac0a-85c965101887,1,0,15,15,0.125,Carry,Bayer Leverkusen,Odilon Kossonou,00:00:15.223,2
22,3895095,e8f5cb79-b270-408d-8a30-991d50c8bccd,1,0,16,16,0.13333333333333333,Pass,Bayer Leverkusen,Odilon Kossonou,00:00:16.347,2
23,3895095,f56d4891-5044-48bc-98bd-2714de02c555,1,0,17,17,0.14166666666666666,Pressure,FSV Mainz 05,Dominik Kohr,00:00:17.615,2
24,3895095,74fb2011-216f-43aa-8c61-587989c3083d,1,0,17,17,0.14166666666666666,Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:17.766,2
25,3895095,c4f630f3-cffd-4397-a545-146b8ed79cba,1,0,17,17,0.14166666666666666,Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:17.766,2
26,3895095,08a00791-17e3-4e67-acbb-494c7c518e23,1,0,18,18,0.15,Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,00:00:18.332,2
27,3895095,c1fd3b58-ecc8-4b74-baf6-d706324c0a37,1,0,19,19,0.15833333333333333,Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,00:00:19.363,2
28,3895095,34a68da4-a761-418e-a94a-29bb8fd8e96e,1,0,19,19,0.15833333333333333,Carry,Bayer Leverkusen,Odilon Kossonou,00:00:19.363,2
29,3895095,13cdffc6-1a64-46ed-9d46-9d52584911eb,1,0,21,21,0.175,Pass,Bayer Leverkusen,Odilon Kossonou,00:00:21.590,2
30,3895095,f436fba2-fe86-4de4-81a8-6f0ade75bb37,1,0,23,23,0.19166666666666668,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:23.312,2
31,3895095,cb77e8ab-344f-468f-81fa-a6da694d993e,1,0,23,23,0.19166666666666668,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:23.312,2
32,3895095,d4611d70-d895-41fc-95ab-a1c65347c86b,1,0,28,28,0.23333333333333334,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:28.718,2
33,3895095,ae5bee75-9e2e-4cae-8851-9bc9f0cc7b5a,1,0,29,29,0.24166666666666667,Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,00:00:29.592,2
34,3895095,aa1a96f4-8527-46a3-acd2-83312ccc9a0e,1,0,29,29,0.24166666666666667,Carry,Bayer Leverkusen,Alejandro Grimaldo García,00:00:29.592,2
35,3895095,296e5f1d-e535-4774-b97f-5a38164d4b8f,1,0,30,30,0.25,Pass,Bayer Leverkusen,Alejandro Grimaldo García,00:00:30.577,2
36,3895095,5139bbac-6a19-4cef-956b-a1a6c0e36dbc,1,0,31,31,0.25833333333333336,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:31.984,2
37,3895095,2122e986-fc97-4fb7-82e7-52bbebd90352,1,0,31,31,0.25833333333333336,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:31.984,2
38,3895095,bb7d9289-4044-46d8-8558-4f23cc40f18b,1,0,38,38,0.31666666666666665,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:38.084,2
39,3895095,00da8b93-dab3-460e-b1e5-1ee467331388,1,0,39,39,0.325,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:00:39.573,2
