backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,10,7.223983,104.93980579999997,1.63203875,5.9489168999999995,1.013237,30
redis,single,10,6.364292750000001,49.959091099999995,3.27149425,37.32573759999999,1.337441,30
