n,margin,n_kafka,n_redis,mean_kafka,mean_redis,mean_diff,ci90_lo,ci90_hi,p_tost,equivalent,boot_diff,boot_ci90_lo,boot_ci90_hi,boot_p_tost,boot_equivalent,hl_shift,hl_ci90_lo,hl_ci90_hi,hl_p_tost,hl_equivalent,methods_agree
1,1.0,8,8,1.4889317499999999,0.72768475,0.7612469999999999,-0.543556522954712,2.0660505229547117,0.3695241439445224,False,0.7480422062,0.050579306250000025,2.12831306875,0.2552,False,0.08068900000000001,0.03959100000000004,0.13811049999999997,0.0115,True,False
9,1.0,27,20,0.8434822777777777,0.7716977,0.07178457777777769,-0.025511513418373766,0.16908066897392915,3.236460548063955e-19,True,0.07182804304564813,-0.018360704999999963,0.16836811671296303,0.0,True,0.020806999999999964,-0.05052750000000006,0.13068925000000003,0.0,True,True
10,1.0,30,17,0.9704908833333334,0.949974705882353,0.020516177450980444,-0.1531088913735408,0.1941412462755017,4.878015249553921e-10,True,0.019218518542941192,-0.14743890735294118,0.17320908470588228,0.0,True,0.11637750000000002,-0.0959490250000001,0.21330929999999992,0.0,True,True
12,1.0,35,19,0.9597656714285715,0.7981978684210527,0.16156780300751883,-0.031044476735413523,0.3541800827504512,9.087361766507836e-10,True,0.15905283902022557,-0.004890319060150472,0.3626154390601503,0.0,True,0.05276000000000003,-0.020722000000000018,0.12583099999999992,0.0,True,True
