row_idx,match_id,event_id,period,minute,second,t_sim_seconds,t_emit_offset_s,event_type,team,player,timestamp,possession
42,3895232,85dfbc6a-fd21-43a7-83fb-fffccd805f7e,1,0,34,34,34.0,Carry,Bayer Leverkusen,Robert Andrich,00:00:34.026,3
43,3895232,ad2154a4-d2b5-40f6-9000-65a465f54f8b,1,0,35,35,35.0,Pass,Bayer Leverkusen,Robert Andrich,00:00:35.671,3
44,3895232,548c12a5-22ea-4f53-b8f3-f5cdb1dd6b5c,1,0,37,37,37.0,Ball Receipt*,Bayer Leverkusen,Piero Martín Hincapié Reyna,00:00:37.316,3
45,3895232,33f4a939-1268-4605-bd0a-d99b6ea60bfa,1,0,37,37,37.0,Carry,Bayer Leverkusen,Piero Martín Hincapié Reyna,00:00:37.316,3
46,3895232,510d6706-b6d6-494a-a8d0-0e4d9e168a4a,1,0,40,40,40.0,Pass,Bayer Leverkusen,Piero Martín Hincapié Reyna,00:00:40.450,3
47,3895232,76b66208-984d-4b99-85d7-5b149bd85e69,1,0,41,41,41.0,Ball Receipt*,Bayer Leverkusen,Robert Andrich,00:00:41.342,3
48,3895232,8808cd6b-ce1e-473b-80bf-5a560c57be0d,1,0,41,41,41.0,Carry,Bayer Leverkusen,Robert Andrich,00:00:41.342,3
49,3895232,42c8ecdc-b944-4dc1-9c81-1ff8c99a0dd4,1,0,42,42,42.0,Pass,Bayer Leverkusen,Robert Andrich,00:00:42.039,3
50,3895232,ef8ee8a6-ed7f-48f9-beb8-bf0c9236b348,1,0,42,42,42.0,Pressure,Bayern Munich,Aleksandar Pavlović,00:00:42.631,3
51,3895232,a038ed06-f5f4-4e6b-af5e-679eef330213,1,0,42,42,42.0,Ball Receipt*,Bayer Leverkusen,Florian Wirtz,00:00:42.928,3
52,3895232,4aeefc29-0cc0-483d-bf07-9b832155bda0,1,0,42,42,42.0,Carry,Bayer Leverkusen,Florian Wirtz,00:00:42.928,3
53,3895232,d76346c1-1874-4256-8d60-6635aac01b3c,1,0,43,43,43.0,Pass,Bayer Leverkusen,Florian Wirtz,00:00:43.044,3
54,3895232,f8c0a1ad-f443-4ca7-8b72-a95eaaea69a5,1,0,44,44,44.0,Ball Receipt*,Bayer Leverkusen,Piero Martín Hincapié Reyna,00:00:44.308,3
55,3895232,91ef59e0-4e9f-46a7-a444-5d8c7782a72b,1,0,44,44,44.0,Carry,Bayer Leverkusen,Piero Martín Hincapié Reyna,00:00:44.308,3
56,3895232,5dcc52b3-065b-4217-8bfb-bf18a64defdf,1,0,44,44,44.0,Pass,Bayer Leverkusen,Piero Martín Hincapié Reyna,00:00:44.629,3
57,3895232,e3273cf2-158a-44d2-a12f-f986f190a1e0,1,0,45,45,45.0,Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,00:00:45.116,3
58,3895232,71655e57-3765-4c7e-94cb-715a04d859ae,1,0,45,45,45.0,Interception,Bayern Munich,Dayotchanculle Upamecano,00:00:45.116,3
59,3895232,415f5404-0707-4f90-8e8f-6b9b2a06ee4b,1,0,45,45,45.0,Carry,Bayern Munich,Dayotchanculle Upamecano,00:00:45.116,3
60,3895232,d89e19a6-f52d-4c1d-a252-f8db36bbaf0e,1,0,46,46,46.0,Pass,Bayern Munich,Dayotchanculle Upamecano,00:00:46.625,3
61,3895232,84b91a86-06e0-4c92-b90f-5cad36b09d13,1,0,47,47,47.0,Ball Receipt*,Bayern Munich,Leroy Sané,00:00:47.869,3
62,3895232,dbd409be-6bb7-4689-8d14-8c516ae2dc95,1,0,47,47,47.0,Ball Recovery,Bayer Leverkusen,Alejandro Grimaldo García,00:00:47.869,3
63,3895232,44bb970f-5a28-44c7-8a6e-c3d53b12e58c,1,0,47,47,47.0,Carry,Bayer Leverkusen,Alejandro Grimaldo García,00:00:47.869,3
64,3895232,185e5c29-07e0-46cd-85cf-600e4d12a9e8,1,0,48,48,48.0,Pressure,Bayern Munich,Leroy Sané,00:00:48.051,3
65,3895232,b27cafcd-2e27-49ec-ae11-a983f75ce872,1,0,48,48,48.0,Pass,Bayer Leverkusen,Alejandro Grimaldo García,00:00:48.344,3
66,3895232,52c5934a-4d21-4eea-a309-ed23ee3e174d,1,0,48,48,48.0,Ball Receipt*,Bayer Leverkusen,Piero Martín Hincapié Reyna,00:00:48.972,3
67,3895232,b284c214-05bc-4b22-82d7-5c63628d6558,1,0,48,48,48.0,Carry,Bayer Leverkusen,Piero Martín Hincapié Reyna,00:00:48.972,3
68,3895232,cfbc0909-f96d-45b1-9661-522e4e753af6,1,0,49,49,49.0,Pressure,Bayern Munich,Noussair Mazraoui,00:00:49.555,3
69,3895232,ab760bac-2290-45a7-8f5a-e1cffd925867,1,0,49,49,49.0,Pass,Bayer Leverkusen,Piero Martín Hincapié Reyna,00:00:49.714,3
70,3895232,96ea2de8-5048-4c0b-8150-f63d4f8ed857,1,0,52,52,52.0,Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,00:00:52.836,3
71,3895232,6e2588dc-b649-4712-be57-0cfc6aa49e39,1,0,52,52,52.0,Pass,Bayern Munich,Aleksandar Pavlović,00:00:52.836,4
72,3895232,1460eb08-2012-432c-a8e7-84f690090f16,1,0,54,54,54.0,Pressure,Bayer Leverkusen,Amine Adli,00:00:54.083,4
73,3895232,e1d2c923-83b7-44a3-9470-01168fee2110,1,0,54,54,54.0,Ball Receipt*,Bayern Munich,Manuel Neuer,00:00:54.593,4
74,3895232,27dec36b-576b-4c9b-9731-c3de62af9af2,1,0,54,54,54.0,Carry,Bayern Munich,Manuel Neuer,00:00:54.593,4
75,3895232,9911fd66-45b0-4a60-bc65-1e3c1fb971fc,1,0,54,54,54.0,Pass,Bayern Munich,Manuel Neuer,00:00:54.633,4
76,3895232,9239dfca-901b-471f-a79c-ab5f53800ecf,1,0,59,59,59.0,Pressure,Bayern Munich,Leroy Sané,00:00:59.411,4
77,3895232,49e6001b-4b0b-40b3-8167-d1d2ea048e92,1,0,59,59,59.0,Ball Receipt*,Bayern Munich,Harry Kane,00:00:59.889,4
78,3895232,04e99523-dfdf-4178-b2be-1b940a049c36,1,0,59,59,59.0,Clearance,Bayer Leverkusen,Jonathan Tah,00:00:59.889,4
79,3895232,5f0f9c6b-fae7-4aeb-a3ed-ca24dd0b8750,1,1,8,68,68.0,Pass,Bayern Munich,Noussair Mazraoui,00:01:08.863,5
80,3895232,e6138f80-d6db-4711-b7cd-1188433ed937,1,1,10,70,70.0,Ball Receipt*,Bayern Munich,Dayotchanculle Upamecano,00:01:10.516,5
81,3895232,6514f2b2-6be6-4e39-a959-846e5721c136,1,1,10,70,70.0,Carry,Bayern Munich,Dayotchanculle Upamecano,00:01:10.516,5
82,3895232,216f8142-d414-497d-8898-d50c42bcb635,1,1,12,72,72.0,Pass,Bayern Munich,Dayotchanculle Upamecano,00:01:12.210,5
83,3895232,2284ccf3-7e76-4709-bab5-8950dafce3f6,1,1,13,73,73.0,Ball Receipt*,Bayern Munich,Eric Dier,00:01:13.322,5
84,3895232,6e986f74-3c1e-48fc-8d37-2706551e6179,1,1,13,73,73.0,Carry,Bayern Munich,Eric Dier,00:01:13.322,5
85,3895232,45cc3cd7-f240-418b-b090-fee289e16bad,1,1,17,77,77.0,Pass,Bayern Munich,Eric Dier,00:01:17.927,5
86,3895232,6d76d9d1-2e17-497a-9436-64137e202615,1,1,18,78,78.0,Ball Receipt*,Bayern Munich,Dayotchanculle Upamecano,00:01:18.978,5
87,3895232,ec807589-a585-44e0-9ee2-685a652bd0eb,1,1,18,78,78.0,Carry,Bayern Munich,Dayotchanculle Upamecano,00:01:18.978,5
88,3895232,f32f248c-4df9-42a9-b03c-b68cc584cfe0,1,1,20,80,80.0,Pass,Bayern Munich,Dayotchanculle Upamecano,00:01:20.392,5
89,3895232,a5901b6b-b7cd-414d-a790-fbea78af4047,1,1,21,81,81.0,Ball Receipt*,Bayern Munich,Leroy Sané,00:01:21.532,5
90,3895232,6176728b-a46a-4d0b-b65e-e022dd48359e,1,1,21,81,81.0,Carry,Bayern Munich,Leroy Sané,00:01:21.532,5
91,3895232,00e77857-8786-4a4f-a17e-dbae7eaf150e,1,1,21,81,81.0,Pressure,Bayer Leverkusen,Piero Martín Hincapié Reyna,00:01:21.587,5
92,3895232,8af74c23-cb19-4499-9a36-eda51afaffc0,1,1,21,81,81.0,Pass,Bayern Munich,Leroy Sané,00:01:21.712,5
93,3895232,e7f0ea28-bffe-4632-b823-e2071b3554d6,1,1,23,83,83.0,Ball Receipt*,Bayern Munich,Dayotchanculle Upamecano,00:01:23.607,5
94,3895232,ab2dd55e-0949-4c54-a68e-b406f74e8a4e,1,1,23,83,83.0,Carry,Bayern Munich,Dayotchanculle Upamecano,00:01:23.607,5
95,3895232,3ba9d24c-5573-4f18-9c9a-26e09dd857b4,1,1,24,84,84.0,Pass,Bayern Munich,Dayotchanculle Upamecano,00:01:24.319,5
96,3895232,21b41571-27ab-4f98-8b5d-11f09c993342,1,1,26,86,86.0,Ball Receipt*,Bayern Munich,Eric Dier,00:01:26.101,5
97,3895232,340dee79-fef2-4edb-b064-8c92d22ac474,1,1,26,86,86.0,Carry,Bayern Munich,Eric Dier,00:01:26.101,5
98,3895232,d4ac6ff1-ac07-411a-9ceb-5e6a08faafee,1,1,27,87,87.0,Pass,Bayern Munich,Eric Dier,00:01:27.170,5
99,3895232,8aef0a3d-5cad-4619-8d27-2d217a52f102,1,1,28,88,88.0,Ball Receipt*,Bayern Munich,Min Jae Kim,00:01:28.550,5
100,3895232,401a2a27-6845-406b-b3e8-cc1952a0c869,1,1,28,88,88.0,Carry,Bayern Munich,Min Jae Kim,00:01:28.550,5
101,3895232,be555ad7-05ac-4ca4-b708-072229c157c7,1,1,29,89,89.0,Pass,Bayern Munich,Min Jae Kim,00:01:29.866,5
102,3895232,9112409b-c412-4dc6-90fc-1793871e4287,1,1,31,91,91.0,Ball Receipt*,Bayern Munich,Sacha Boey,00:01:31.214,5
103,3895232,8a0babfe-b2ab-46de-8a9c-0a1d0c5766ec,1,1,31,91,91.0,Carry,Bayern Munich,Sacha Boey,00:01:31.214,5
104,3895232,32d88143-7a57-476a-a3a7-c464fd6afeb2,1,1,33,93,93.0,Pressure,Bayer Leverkusen,Josip Stanišić,00:01:33.067,5
105,3895232,3aae8207-992d-42a0-8511-76cdd6b14634,1,1,33,93,93.0,Pass,Bayern Munich,Sacha Boey,00:01:33.495,5
106,3895232,0aa74c27-0ef1-4b7a-acdc-782b125b79d7,1,1,35,95,95.0,Ball Receipt*,Bayern Munich,Min Jae Kim,00:01:35.027,5
107,3895232,6f4825cb-cf3b-4023-a66b-066cec72812d,1,1,35,95,95.0,Carry,Bayern Munich,Min Jae Kim,00:01:35.027,5
108,3895232,6245d246-6f29-4af4-8c98-f27158e82006,1,1,36,96,96.0,Pass,Bayern Munich,Min Jae Kim,00:01:36.947,5
109,3895232,e53d2550-4fc7-4ecf-8700-5e0558de49e0,1,1,37,97,97.0,Ball Receipt*,Bayern Munich,Eric Dier,00:01:37.969,5
110,3895232,348f27f9-3f78-42e3-9903-dd46ce781b59,1,1,37,97,97.0,Carry,Bayern Munich,Eric Dier,00:01:37.969,5
111,3895232,d2011d6e-f1b5-4fa2-a92e-172c2f819137,1,1,41,101,101.0,Pass,Bayern Munich,Eric Dier,00:01:41.868,5
112,3895232,a0b2cdce-34f0-43bb-8d2b-cdbac4e6e299,1,1,47,107,107.0,Ball Receipt*,Bayern Munich,Sacha Boey,00:01:47.104,5
113,3895232,cddd9642-16da-4c45-a5b0-1e9c33f32f09,1,2,4,124,124.0,Pass,Bayer Leverkusen,Jonathan Tah,00:02:04.760,6
114,3895232,e7e5d1b6-5e9e-43a7-91d1-759983970dbd,1,2,5,125,125.0,Ball Receipt*,Bayer Leverkusen,Lukáš Hrádecký,00:02:05.754,6
115,3895232,f7c3a6d3-c812-4223-979e-cf363528609d,1,2,5,125,125.0,Carry,Bayer Leverkusen,Lukáš Hrádecký,00:02:05.754,6
116,3895232,82595f2a-67ec-4132-ac0f-085a1516fc3a,1,2,6,126,126.0,Pressure,Bayern Munich,Harry Kane,00:02:06.549,6
117,3895232,562d222a-ad9d-4deb-9cbf-f4d7310568e4,1,2,7,127,127.0,Pass,Bayer Leverkusen,Lukáš Hrádecký,00:02:07.346,6
118,3895232,2c4f8f47-f379-4616-9281-a3d5d767248e,1,2,10,130,130.0,Ball Receipt*,Bayer Leverkusen,Amine Adli,00:02:10.303,6
119,3895232,35fbb0df-903a-45a2-88eb-9e7674512e03,1,2,10,130,130.0,Duel,Bayer Leverkusen,Amine Adli,00:02:10.303,6
120,3895232,39fb5882-87bd-46d4-8d80-ed09140df0fe,1,2,10,130,130.0,Pass,Bayern Munich,Eric Dier,00:02:10.303,7
121,3895232,dbe8214b-8a96-486e-a490-a42645e893c1,1,2,11,131,131.0,Pressure,Bayer Leverkusen,Robert Andrich,00:02:11.984,7
122,3895232,9998d18f-52c3-4145-81b0-fdc1c8dfea57,1,2,12,132,132.0,Ball Receipt*,Bayern Munich,Leroy Sané,00:02:12.113,7
123,3895232,4d1f93cc-20c9-4fba-b864-ab2faa9b354c,1,2,12,132,132.0,Carry,Bayern Munich,Leroy Sané,00:02:12.113,7
124,3895232,aacbd1de-3c3d-4bbf-a3cd-2c4bbca61896,1,2,13,133,133.0,Pass,Bayern Munich,Leroy Sané,00:02:13.910,7
125,3895232,3be12ff4-b6cf-42a1-a567-d46d6d1c6253,1,2,14,134,134.0,Ball Receipt*,Bayern Munich,Noussair Mazraoui,00:02:14.633,7
126,3895232,9bd33e28-b494-4124-a2c1-ae8f74947d58,1,2,14,134,134.0,Carry,Bayern Munich,Noussair Mazraoui,00:02:14.633,7
127,3895232,422bffb8-dc10-434f-88bb-37b09b002df1,1,2,14,134,134.0,Pass,Bayern Munich,Noussair Mazraoui,00:02:14.673,7
128,3895232,e11eadaf-2df9-488e-a0cb-da053e93f202,1,2,15,135,135.0,Ball Receipt*,Bayern Munich,Aleksandar Pavlović,00:02:15.031,7
129,3895232,64e10e44-e065-4b4f-93e0-cc53717379e9,1,2,15,135,135.0,Carry,Bayern Munich,Aleksandar Pavlović,00:02:15.031,7
130,3895232,2b2c0522-2890-4f75-8a3e-cfcf1afe2a93,1,2,15,135,135.0,Pressure,Bayer Leverkusen,Florian Wirtz,00:02:15.302,7
131,3895232,14c74666-cabb-49f5-942e-bca383c899ff,1,2,16,136,136.0,Pass,Bayern Munich,Aleksandar Pavlović,00:02:16.250,7
132,3895232,0178e77b-62a5-4df2-8c78-5f283782f95d,1,2,17,137,137.0,Ball Receipt*,Bayern Munich,Eric Dier,00:02:17.242,7
133,3895232,3578bf7e-6c48-4906-8a55-05963044c0a3,1,2,17,137,137.0,Carry,Bayern Munich,Eric Dier,00:02:17.242,7
134,3895232,38b65099-a35e-4327-9d8f-e5fcf46d568a,1,2,17,137,137.0,Pressure,Bayer Leverkusen,Amine Adli,00:02:17.470,7
135,3895232,4e655b8b-bccf-4dcb-887c-4f33270c4fd7,1,2,18,138,138.0,Pass,Bayern Munich,Eric Dier,00:02:18.715,7
136,3895232,73bf60a2-50ed-4029-a4f5-4a8794312785,1,2,20,140,140.0,Ball Receipt*,Bayern Munich,Manuel Neuer,00:02:20.361,7
137,3895232,0251a17d-979b-483c-9c8a-36fa4af50556,1,2,20,140,140.0,Carry,Bayern Munich,Manuel Neuer,00:02:20.361,7
138,3895232,5c9a34dd-9880-4c97-a0c6-f30a26ec0a14,1,2,20,140,140.0,Pressure,Bayer Leverkusen,Amine Adli,00:02:20.507,7
139,3895232,a1057d98-a655-4ad4-9a33-6e28ca20d71d,1,2,21,141,141.0,Pass,Bayern Munich,Manuel Neuer,00:02:21.185,7
140,3895232,e9492121-8c13-40e0-8a26-4267b59b916b,1,2,22,142,142.0,Ball Receipt*,Bayern Munich,Eric Dier,00:02:22.551,7
141,3895232,45d98979-86ca-4f2c-9afd-9cbd7fdb9c51,1,2,22,142,142.0,Carry,Bayern Munich,Eric Dier,00:02:22.551,7
142,3895232,199c91e4-1010-479c-9a04-1465055b1cfe,1,2,24,144,144.0,Pass,Bayern Munich,Eric Dier,00:02:24.172,7
143,3895232,55fe21f5-ff53-4e15-bf80-641eaed3f936,1,2,25,145,145.0,Ball Receipt*,Bayern Munich,Dayotchanculle Upamecano,00:02:25.559,7
144,3895232,5635c102-1456-4a15-8800-b96e443626c0,1,2,25,145,145.0,Carry,Bayern Munich,Dayotchanculle Upamecano,00:02:25.559,7
145,3895232,c28ebad2-82f5-410f-9f90-60257cfe566b,1,2,26,146,146.0,Pass,Bayern Munich,Dayotchanculle Upamecano,00:02:26.767,7
146,3895232,436f52e9-ef84-4255-8b79-01dcef6d5e3f,1,2,27,147,147.0,Ball Receipt*,Bayern Munich,Aleksandar Pavlović,00:02:27.382,7
147,3895232,4aa2a49f-c3ce-4837-8ced-2ab148a504ed,1,2,27,147,147.0,Carry,Bayern Munich,Aleksandar Pavlović,00:02:27.382,7
148,3895232,d9eb6a41-c9f5-4e90-abc5-18d4fe68c8eb,1,2,27,147,147.0,Miscontrol,Bayern Munich,Aleksandar Pavlović,00:02:27.690,7
149,3895232,461cb2b8-6108-486b-892c-e88f8fa169a4,1,2,30,150,150.0,Pressure,Bayern Munich,Aleksandar Pavlović,00:02:30.042,7
150,3895232,4a62ccc9-3f80-4f42-a2e8-73a828d34778,1,2,30,150,150.0,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:02:30.246,8
151,3895232,d3d1705d-4b97-40bb-a3f3-22381f19591c,1,2,31,151,151.0,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:02:31.620,8
152,3895232,5e8995f6-3d41-4a1f-bb0a-76edd4c84891,1,2,31,151,151.0,Carry,Bayer Leverkusen,Jonathan Tah,00:02:31.620,8
153,3895232,e938f96a-350b-4326-a54f-225bb76b6ddc,1,2,31,151,151.0,Pass,Bayer Leverkusen,Jonathan Tah,00:02:31.742,8
154,3895232,38d03aa3-0889-455f-af2e-f44966424ce1,1,2,32,152,152.0,Ball Receipt*,Bayer Leverkusen,Nathan Tella,00:02:32.712,8
155,3895232,9a085d8d-dc0f-4d89-8ce3-f319f0d298c2,1,2,32,152,152.0,Carry,Bayer Leverkusen,Nathan Tella,00:02:32.712,8
156,3895232,0b9999da-5dc7-423c-8638-824784d366b2,1,2,33,153,153.0,Miscontrol,Bayer Leverkusen,Nathan Tella,00:02:33.101,8
157,3895232,a5407ca6-5b1e-4b6f-a13b-b06ce7aef00e,1,2,34,154,154.0,Pass,Bayern Munich,Eric Dier,00:02:34.457,9
158,3895232,3a7615b6-0986-4cb7-9a96-48b718f70e7f,1,2,36,156,156.0,Ball Receipt*,Bayern Munich,Sacha Boey,00:02:36.421,9
159,3895232,f8949a0c-412c-4363-ad71-f23046caf626,1,2,36,156,156.0,Carry,Bayern Munich,Sacha Boey,00:02:36.421,9
160,3895232,4a9cdac8-6012-48de-bea3-50722cd0c60e,1,2,39,159,159.0,Pass,Bayern Munich,Sacha Boey,00:02:39.115,9
161,3895232,9c2cc30a-eaf9-49d6-b9d9-6442a05e8aa4,1,2,39,159,159.0,Ball Receipt*,Bayern Munich,Harry Kane,00:02:39.711,9
162,3895232,454bd4a3-67ed-47e3-bafa-ad483ec6431a,1,2,39,159,159.0,Carry,Bayern Munich,Harry Kane,00:02:39.711,9
163,3895232,f813043f-7337-4980-8fa2-8fa5cf51dee9,1,2,41,161,161.0,Pass,Bayern Munich,Harry Kane,00:02:41.214,9
164,3895232,f89c9cfc-ddbc-4fff-9a2e-6a7ab122fb05,1,2,42,162,162.0,Ball Receipt*,Bayern Munich,Min Jae Kim,00:02:42.460,9
165,3895232,9c6f0670-b91e-4123-8831-b57f4ff34035,1,2,42,162,162.0,Carry,Bayern Munich,Min Jae Kim,00:02:42.460,9
166,3895232,f17ff2c1-fd8a-4d8b-a7ba-dfe9202569fb,1,2,43,163,163.0,Pass,Bayern Munich,Min Jae Kim,00:02:43.607,9
167,3895232,b497f696-fcda-400d-9285-ad8cdfde3295,1,2,44,164,164.0,Ball Receipt*,Bayern Munich,Eric Dier,00:02:44.987,9
168,3895232,da6009b8-4db8-4e0f-94b0-f4e2a1116881,1,2,44,164,164.0,Carry,Bayern Munich,Eric Dier,00:02:44.987,9
169,3895232,aa0f707b-dc39-404d-94e5-072aef7ca36b,1,2,45,165,165.0,Pass,Bayern Munich,Eric Dier,00:02:45.896,9
170,3895232,a0e583c4-661b-4c32-b902-020a689873dd,1,2,46,166,166.0,Ball Receipt*,Bayern Munich,Min Jae Kim,00:02:46.877,9
171,3895232,f4fb07a2-9a51-4d2d-91e9-01e90b8be551,1,2,46,166,166.0,Carry,Bayern Munich,Min Jae Kim,00:02:46.877,9
172,3895232,a95fedbf-2b68-4e1f-a629-98e1dce72054,1,2,46,166,166.0,Pass,Bayern Munich,Min Jae Kim,00:02:46.917,9
