row_idx,match_id,event_id,period,minute,second,t_sim_seconds,t_emit_offset_s,event_type,team,player,timestamp,possession
0,3895086,6c9ebdf9-117f-4a31-8b52-ebcf3c35d0c6,1,0,0,0,0.0,Starting XI,Bayer Leverkusen,,00:00:00.000,1
1,3895086,6755b1ac-4f37-4c35-b1ef-181d68375e7d,1,0,0,0,0.0,Starting XI,FC Heidenheim,,00:00:00.000,1
2,3895086,8b3af8ba-e26c-40b0-8278-c3e4c7a925f8,1,0,0,0,0.0,Half Start,FC Heidenheim,,00:00:00.000,1
3,3895086,b795eae8-ba56-4343-8662-92a8da669bc5,1,0,0,0,0.0,Half Start,Bayer Leverkusen,,00:00:00.000,1
4,3895086,3aee3cdf-be11-4ee6-b4bb-828cb4edbe36,1,0,0,0,0.0,Pass,FC Heidenheim,Nikola Dovedan,00:00:00.776,2
5,3895086,40f9b6ab-32ab-47e8-8b92-9b97e90d4c4f,1,0,2,2,0.016666666666666666,Ball Receipt*,FC Heidenheim,Lennard Maloney,00:00:02.322,2
6,3895086,55321383-ae1f-407e-8f20-2524fd16d04a,1,0,2,2,0.016666666666666666,Carry,FC Heidenheim,Lennard Maloney,00:00:02.322,2
7,3895086,28f3d343-a6db-4854-bae5-f3390857e90c,1,0,3,3,0.025,Pass,FC Heidenheim,Lennard Maloney,00:00:03.839,2
8,3895086,39ec53e3-9bd4-4411-814d-6e1ede254aac,1,0,6,6,0.05,Ball Receipt*,FC Heidenheim,Jonas Föhrenbach,00:00:06.400,2
9,3895086,d5a131da-001e-451d-94a2-16c8fddf1ae0,1,0,11,11,0.09166666666666666,Pass,Bayer Leverkusen,Jeremie Frimpong,00:00:11.881,3
10,3895086,1e2eb1e6-7441-4fcb-b532-b7e4ff107657,1,0,12,12,0.1,Pressure,FC Heidenheim,Jonas Föhrenbach,00:00:12.605,3
11,3895086,a03fa6b0-0944-4d90-9881-9d2b47418d86,1,0,12,12,0.1,Ball Receipt*,Bayer Leverkusen,Jonas Hofmann,00:00:12.786,3
12,3895086,e7281523-4786-460c-a9a4-c25b2828a783,1,0,12,12,0.1,Pass,Bayer Leverkusen,Jonas Hofmann,00:00:12.786,3
13,3895086,da7c4c87-47cc-43e4-abc7-ed5153ccd953,1,0,13,13,0.10833333333333334,Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,00:00:13.516,3
14,3895086,2d158032-d266-417c-b308-7988ff8c3ffc,1,0,13,13,0.10833333333333334,Carry,Bayer Leverkusen,Jeremie Frimpong,00:00:13.516,3
15,3895086,d46689a3-08bd-4188-bc0d-6a6bace1f531,1,0,14,14,0.11666666666666667,Pressure,FC Heidenheim,Jan-Niklas Beste,00:00:14.065,3
16,3895086,6bae2646-95ef-4ae3-808b-79fa5756e3a0,1,0,17,17,0.14166666666666666,Pass,Bayer Leverkusen,Jeremie Frimpong,00:00:17.567,3
17,3895086,a2d472e0-2844-401d-94b3-333c820b3d2d,1,0,18,18,0.15,Pressure,FC Heidenheim,Lennard Maloney,00:00:18.099,3
18,3895086,a3d8c0c0-3e97-47d3-8bee-8eba75a19ae8,1,0,18,18,0.15,Ball Receipt*,Bayer Leverkusen,Victor Okoh Boniface,00:00:18.410,3
19,3895086,e1464657-428c-47db-b28c-41c44d976b21,1,0,18,18,0.15,Carry,Bayer Leverkusen,Victor Okoh Boniface,00:00:18.410,3
20,3895086,f3cf7038-cbb0-4e2b-be0e-87d31d2aa135,1,0,18,18,0.15,Dribble,Bayer Leverkusen,Victor Okoh Boniface,00:00:18.726,3
21,3895086,b4c2c8e7-ca1b-4d18-863e-e58021f75654,1,0,18,18,0.15,Duel,FC Heidenheim,Lennard Maloney,00:00:18.726,4
22,3895086,58a678fb-10ef-4114-9bbb-099466db1636,1,0,20,20,0.16666666666666666,Ball Recovery,FC Heidenheim,Nikola Dovedan,00:00:20.608,4
23,3895086,5e0455ba-95d7-4dc9-92d6-c8b777a5c7b6,1,0,20,20,0.16666666666666666,Carry,FC Heidenheim,Nikola Dovedan,00:00:20.608,4
24,3895086,5d1189db-89e2-4f3a-9fe7-9ca309a9180b,1,0,23,23,0.19166666666666668,Pass,FC Heidenheim,Nikola Dovedan,00:00:23.675,4
25,3895086,43d00079-b73c-4617-aa1a-2d5d3d54ba34,1,0,24,24,0.2,Ball Receipt*,FC Heidenheim,Tim Siersleben,00:00:24.767,4
26,3895086,a332d835-268e-4498-8bfb-67085f324c46,1,0,24,24,0.2,Carry,FC Heidenheim,Tim Siersleben,00:00:24.767,4
27,3895086,e1f2d0bd-aeb0-42b2-867d-f5e407986d61,1,0,26,26,0.21666666666666667,Pass,FC Heidenheim,Tim Siersleben,00:00:26.083,4
28,3895086,1ada5a52-ccdd-47d6-bfae-a3c6cfe6695c,1,0,27,27,0.225,Ball Receipt*,FC Heidenheim,Lennard Maloney,00:00:27.163,4
29,3895086,49b31666-46f5-4aa7-a2b1-869d05a27d90,1,0,27,27,0.225,Carry,FC Heidenheim,Lennard Maloney,00:00:27.163,4
30,3895086,c3ae126d-34d6-421c-813d-3e3179428b05,1,0,27,27,0.225,Pass,FC Heidenheim,Lennard Maloney,00:00:27.948,4
31,3895086,6b3357d7-8b5b-4068-944b-8abb2b0458ff,1,0,29,29,0.24166666666666667,Ball Receipt*,FC Heidenheim,Jonas Föhrenbach,00:00:29.027,4
32,3895086,8ecf55aa-b2b4-4325-87ae-b9773d146ca4,1,0,29,29,0.24166666666666667,Carry,FC Heidenheim,Jonas Föhrenbach,00:00:29.027,4
33,3895086,dcdc9caf-542f-4fed-b166-7702a8293952,1,0,29,29,0.24166666666666667,Pass,FC Heidenheim,Jonas Föhrenbach,00:00:29.067,4
34,3895086,e06cfc4c-9c3c-4733-a711-b3d88fad8f32,1,0,31,31,0.25833333333333336,Ball Receipt*,FC Heidenheim,Tim Siersleben,00:00:31.845,4
35,3895086,f7644a7f-0ac8-482f-9ec0-f722e6b7f072,1,0,31,31,0.25833333333333336,Carry,FC Heidenheim,Tim Siersleben,00:00:31.845,4
36,3895086,10ccacd2-12e9-4f5f-907e-988c1c25c90e,1,0,31,31,0.25833333333333336,Pass,FC Heidenheim,Tim Siersleben,00:00:31.885,4
37,3895086,85016910-7a46-41d7-9daa-e67ae1f50e97,1,0,33,33,0.275,Ball Receipt*,FC Heidenheim,Kevin Müller,00:00:33.795,4
38,3895086,02c211e4-b3bf-4022-be9f-fc5e3d0f59b6,1,0,33,33,0.275,Carry,FC Heidenheim,Kevin Müller,00:00:33.795,4
39,3895086,d5f49005-e164-4a56-b36c-8e788d813b4c,1,0,36,36,0.3,Pass,FC Heidenheim,Kevin Müller,00:00:36.716,4
40,3895086,42c834c5-484a-4ac0-8d9f-0bd7f0b4ae95,1,0,40,40,0.3333333333333333,Ball Receipt*,FC Heidenheim,Jonas Föhrenbach,00:00:40.815,4
41,3895086,dc60fe07-6cc5-473b-8ccf-9bf00e152a49,1,0,40,40,0.3333333333333333,Pass,Bayer Leverkusen,Odilon Kossonou,00:00:40.815,4
42,3895086,4bbe9045-17fc-4dd4-b422-1b2c0b7f7c2d,1,0,42,42,0.35,Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,00:00:42.021,4
43,3895086,ee5e44ed-cec3-40a9-b760-3312d3d02746,1,0,42,42,0.35,Pass,FC Heidenheim,Norman Theuerkauf,00:00:42.021,4
44,3895086,e04ea77c-949a-42c1-a58b-9b2cd5ec3f86,1,0,43,43,0.35833333333333334,Ball Receipt*,FC Heidenheim,Jan-Niklas Beste,00:00:43.472,4
45,3895086,ea294bae-9cde-4a49-ba92-8de0e5558724,1,0,43,43,0.35833333333333334,Ball Recovery,Bayer Leverkusen,Odilon Kossonou,00:00:43.472,5
46,3895086,bf7dd8ff-3505-484f-b34a-1cfbd05f5203,1,0,43,43,0.35833333333333334,Carry,Bayer Leverkusen,Odilon Kossonou,00:00:43.472,5
47,3895086,1294206e-9663-4a6b-9df5-c439b597a356,1,0,44,44,0.36666666666666664,Pass,Bayer Leverkusen,Odilon Kossonou,00:00:44.312,5
48,3895086,58cdc1d1-788b-4e0b-a07b-84d6db9ad04b,1,0,45,45,0.375,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:45.790,5
49,3895086,959b2e5b-016f-4594-9d72-537819b03bd8,1,0,45,45,0.375,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:45.790,5
50,3895086,f5c259e0-c5c7-49b0-9c59-02585ab58986,1,0,48,48,0.4,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:48.927,5
51,3895086,2128811a-aed8-4767-93e5-6b8c8d052321,1,0,50,50,0.4166666666666667,Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,00:00:50.113,5
52,3895086,3aac7306-7a20-48a5-899a-01fd2c81174c,1,0,50,50,0.4166666666666667,Carry,Bayer Leverkusen,Alejandro Grimaldo García,00:00:50.113,5
53,3895086,cbe82ece-02bd-4fb5-9e40-ca8251b72ec7,1,0,51,51,0.425,Pass,Bayer Leverkusen,Alejandro Grimaldo García,00:00:51.274,5
54,3895086,43b4b6c3-f7eb-4660-9535-85090ee4a9c7,1,0,52,52,0.43333333333333335,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:52.345,5
55,3895086,0824066b-6377-4f4d-b9d6-b892e16165cf,1,0,52,52,0.43333333333333335,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:52.345,5
56,3895086,b9207043-5322-448b-9124-e5f49b7edaf7,1,0,54,54,0.45,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:00:54.395,5
57,3895086,86442978-c9ac-4f8b-a277-3c2aea80938f,1,0,55,55,0.4583333333333333,Ball Receipt*,Bayer Leverkusen,Florian Wirtz,00:00:55.367,5
58,3895086,ac9f8882-ceb0-433a-a7ce-42572013a74e,1,0,55,55,0.4583333333333333,Pass,Bayer Leverkusen,Florian Wirtz,00:00:55.367,5
59,3895086,597f312d-75ca-4d9d-bba8-27ea4be07ca1,1,0,56,56,0.4666666666666667,Pressure,FC Heidenheim,Nikola Dovedan,00:00:56.012,5
60,3895086,425f41d2-7da1-4c10-b0f5-cc89c05ea4fe,1,0,56,56,0.4666666666666667,Ball Receipt*,Bayer Leverkusen,Granit Xhaka,00:00:56.094,5
61,3895086,a38a5179-ed61-4c45-ab30-f6e861acd9a8,1,0,56,56,0.4666666666666667,Carry,Bayer Leverkusen,Granit Xhaka,00:00:56.094,5
62,3895086,e2de8d47-cc41-49eb-a56e-8da9b62c1102,1,0,56,56,0.4666666666666667,Pass,Bayer Leverkusen,Granit Xhaka,00:00:56.162,5
63,3895086,f75fcf2d-b54f-4930-8863-1a48eba0ad9b,1,0,57,57,0.475,Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,00:00:57.671,5
64,3895086,0050f3cf-d991-464f-9340-a30c01c082d8,1,0,57,57,0.475,Pass,Bayer Leverkusen,Alejandro Grimaldo García,00:00:57.671,5
65,3895086,d89d3340-d2ef-47db-9827-7d447bae5b2d,1,0,59,59,0.49166666666666664,Pressure,FC Heidenheim,Nikola Dovedan,00:00:59.580,5
66,3895086,9ff39e51-5a18-4e88-bd18-76090587a988,1,1,0,60,0.5,Ball Receipt*,Bayer Leverkusen,Granit Xhaka,00:01:00.232,5
67,3895086,0fef3645-2465-4dbf-8266-c2a35ee8293c,1,1,0,60,0.5,Carry,Bayer Leverkusen,Granit Xhaka,00:01:00.232,5
68,3895086,015fcb4f-7419-4731-84a0-81b3fd422ff7,1,1,0,60,0.5,Pass,Bayer Leverkusen,Granit Xhaka,00:01:00.416,5
69,3895086,166ea076-01d6-49a4-87eb-ff7908834a7f,1,1,0,60,0.5,Ball Receipt*,Bayer Leverkusen,Florian Wirtz,00:01:00.586,5
70,3895086,b0d138df-c84d-4eeb-a19e-0550afb12c63,1,1,0,60,0.5,Block,FC Heidenheim,Nikola Dovedan,00:01:00.586,5
71,3895086,9148af0d-4762-4534-9be6-d021bfa84229,1,1,2,62,0.5166666666666667,Pass,Bayer Leverkusen,Granit Xhaka,00:01:02.231,5
72,3895086,b7213b1a-f155-4850-9b2f-536ed9db34f2,1,1,3,63,0.525,Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:01:03.457,5
73,3895086,a83a4d9a-a403-46b1-8409-6ef6d1831b2c,1,1,3,63,0.525,Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:01:03.457,5
74,3895086,22d98172-0940-4b76-9d89-977103cfaf56,1,1,6,66,0.55,Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,00:01:06.257,5
75,3895086,6d9d2fb5-5c2e-4d06-8fb2-5ebcf5814440,1,1,7,67,0.5583333333333333,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:01:07.368,5
76,3895086,ec6e3c89-0592-45ca-92a4-0b1f73639cc9,1,1,7,67,0.5583333333333333,Carry,Bayer Leverkusen,Jonathan Tah,00:01:07.368,5
77,3895086,e1f59890-1435-4ba2-80d9-8b3be217affe,1,1,9,69,0.575,Pass,Bayer Leverkusen,Jonathan Tah,00:01:09.272,5
78,3895086,3a99f56c-7492-450b-8baa-742b6125553f,1,1,10,70,0.5833333333333334,Ball Receipt*,Bayer Leverkusen,Florian Wirtz,00:01:10.612,5
79,3895086,d5433b8f-f6d6-45c3-af43-2cddf339f8a2,1,1,10,70,0.5833333333333334,Carry,Bayer Leverkusen,Florian Wirtz,00:01:10.612,5
80,3895086,a916cdcd-7cb8-4756-987e-8fc479ffcdbf,1,1,12,72,0.6,Pass,Bayer Leverkusen,Florian Wirtz,00:01:12.770,5
81,3895086,86fd9161-30db-4f9d-8709-7b22e7cd9f37,1,1,13,73,0.6083333333333333,Ball Receipt*,Bayer Leverkusen,Granit Xhaka,00:01:13.734,5
82,3895086,3dd8c747-4d06-438f-822f-59be62a38dbd,1,1,13,73,0.6083333333333333,Carry,Bayer Leverkusen,Granit Xhaka,00:01:13.734,5
83,3895086,d7de91c1-aaf7-4be5-8968-e876ee80e100,1,1,14,74,0.6166666666666667,Pass,Bayer Leverkusen,Granit Xhaka,00:01:14.325,5
84,3895086,bb60fb7c-cdba-45cd-9403-9fe70eac599e,1,1,15,75,0.625,Ball Receipt*,Bayer Leverkusen,Florian Wirtz,00:01:15.300,5
85,3895086,a0905d11-1ec5-4b7a-a98c-963d4cd31d70,1,1,15,75,0.625,Ball Recovery,FC Heidenheim,Nikola Dovedan,00:01:15.300,6
86,3895086,7583768d-7e29-47cd-af3c-cf0b393f6ee5,1,1,15,75,0.625,Carry,FC Heidenheim,Nikola Dovedan,00:01:15.300,6
87,3895086,8dfa2725-e96f-4a76-bb98-9ee4575d6a03,1,1,16,76,0.6333333333333333,Pressure,Bayer Leverkusen,Florian Wirtz,00:01:16.500,6
88,3895086,9bae5df9-4f8d-4f3e-861a-e44685e969a9,1,1,19,79,0.6583333333333333,Pass,FC Heidenheim,Nikola Dovedan,00:01:19.665,6
89,3895086,03442bfd-3838-49c7-898a-1f0c6950d9f2,1,1,20,80,0.6666666666666666,Ball Receipt*,FC Heidenheim,Jan-Niklas Beste,00:01:20.644,6
90,3895086,896dc77b-f5fe-4a62-bcb2-a2b3ea7c36a5,1,1,20,80,0.6666666666666666,Carry,FC Heidenheim,Jan-Niklas Beste,00:01:20.644,6
91,3895086,4c5443dc-d6fc-427d-9bac-1ffea8874db9,1,1,21,81,0.675,Dribbled Past,Bayer Leverkusen,Jonathan Tah,00:01:21.020,6
92,3895086,107a8aee-57d5-4f7a-8971-91621e90374f,1,1,21,81,0.675,Dribble,FC Heidenheim,Jan-Niklas Beste,00:01:21.020,6
93,3895086,507d41e8-a33f-4d01-b9ff-168feada4ee3,1,1,21,81,0.675,Carry,FC Heidenheim,Jan-Niklas Beste,00:01:21.020,6
94,3895086,7e6e7d87-a93a-4d9b-9518-b45914cddc8e,1,1,22,82,0.6833333333333333,Pass,FC Heidenheim,Jan-Niklas Beste,00:01:22.221,6
95,3895086,787336fc-bb27-441e-9329-430b61f3c14b,1,1,23,83,0.6916666666666667,Pressure,Bayer Leverkusen,Odilon Kossonou,00:01:23.933,6
96,3895086,111b9035-afa8-4884-8908-b5c13ccb8b02,1,1,24,84,0.7,Ball Receipt*,FC Heidenheim,Tim Kleindienst,00:01:24.083,6
97,3895086,42a5a0e6-3823-4e64-ba59-9875f5ffb0ad,1,1,24,84,0.7,Carry,FC Heidenheim,Tim Kleindienst,00:01:24.083,6
98,3895086,726edc96-91b9-4771-85d8-b5dd43e7bbe3,1,1,25,85,0.7083333333333334,Pass,FC Heidenheim,Tim Kleindienst,00:01:25.920,6
99,3895086,540d57d3-6135-4d4e-ac1b-cdaf6d884ea2,1,1,26,86,0.7166666666666667,Ball Receipt*,FC Heidenheim,Jan-Niklas Beste,00:01:26.994,6
100,3895086,bbe8d73a-45fd-4e6a-a589-d54755e6a1cc,1,1,26,86,0.7166666666666667,Carry,FC Heidenheim,Jan-Niklas Beste,00:01:26.994,6
101,3895086,2747e907-b5f5-49ce-a909-8fda34bd750f,1,1,27,87,0.725,Dispossessed,FC Heidenheim,Jan-Niklas Beste,00:01:27.782,6
102,3895086,56d69800-edf7-4142-ab4c-9526158c14df,1,1,27,87,0.725,Duel,Bayer Leverkusen,Odilon Kossonou,00:01:27.782,7
103,3895086,d258e6f7-f318-4cb5-88c3-f16a5e8f313c,1,1,31,91,0.7583333333333333,Pass,Bayer Leverkusen,Alejandro Grimaldo García,00:01:31.487,7
104,3895086,7754eb17-443e-4c9f-8d7e-72d1d27c6976,1,1,32,92,0.7666666666666667,Ball Receipt*,Bayer Leverkusen,Florian Wirtz,00:01:32.708,7
105,3895086,c1b1b2dc-2091-4daa-84c0-0d2383d34a86,1,1,32,92,0.7666666666666667,Carry,Bayer Leverkusen,Florian Wirtz,00:01:32.708,7
106,3895086,ace43399-85d9-46d5-9d23-fb51847aead6,1,1,34,94,0.7833333333333333,Pressure,FC Heidenheim,Lennard Maloney,00:01:34.265,7
107,3895086,2b992ee9-94f0-4cab-8f7a-855c68a6839d,1,1,35,95,0.7916666666666666,Pass,Bayer Leverkusen,Florian Wirtz,00:01:35.577,7
108,3895086,5e3179a0-084a-4e80-9da2-5f35e8ec0452,1,1,36,96,0.8,Ball Receipt*,Bayer Leverkusen,Jonathan Tah,00:01:36.765,7
109,3895086,ba5596c8-74af-4d91-971f-67e828d714f1,1,1,36,96,0.8,Carry,Bayer Leverkusen,Jonathan Tah,00:01:36.765,7
110,3895086,e7a32d60-17f2-4653-b406-d3c00919ba68,1,1,40,100,0.8333333333333334,Pass,Bayer Leverkusen,Jonathan Tah,00:01:40.869,7
111,3895086,2819dbe2-3954-4dc1-b68f-d793b69fb516,1,1,42,102,0.85,Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,00:01:42.394,7
112,3895086,7c0046e9-5242-4e8f-b221-663acbf246b9,1,1,42,102,0.85,Carry,Bayer Leverkusen,Odilon Kossonou,00:01:42.394,7
113,3895086,d410a0bd-dba4-4ce7-abf5-6e2d33f31d8d,1,1,43,103,0.8583333333333333,Pass,Bayer Leverkusen,Odilon Kossonou,00:01:43.594,7
