n,margin,n_kafka,n_redis,mean_kafka,mean_redis,mean_diff,ci90_lo,ci90_hi,p_tost,equivalent,boot_diff,boot_ci90_lo,boot_ci90_hi,boot_p_tost,boot_equivalent,hl_shift,hl_ci90_lo,hl_ci90_hi,hl_p_tost,hl_equivalent,methods_agree
1,1.0,15,15,0.5047924666666667,0.10028706666666665,0.4045054,0.39329170830336424,0.4157190916966358,4.6445777271037307e-26,True,0.40455597505333335,0.3940605166666666,0.4146459833333333,0.0,True,0.40946399999999994,0.39370599999999994,0.4206173250000001,0.0,True,True
9,1.0,134,135,0.5402309328358209,0.21699501111111114,0.3232359217247098,0.2944335384876193,0.3520383049618003,1.6284693529322262e-76,True,0.3232555468149751,0.29442200771973465,0.3504956401962411,0.0,True,0.41811225,0.41208425000000004,0.42352305,0.0,True,True
12,1.0,165,165,0.5416041303030303,0.23519867575757578,0.30640545454545454,0.27748205508575685,0.3353288540051522,1.2972765978896877e-87,True,0.3065034547887879,0.27728729030303034,0.3346895646969697,0.0,True,0.419676,0.4135265,0.4250159500000001,0.0,True,True
