fork,url,archived_on,forks,read_on,note
confluentinc/openmessaging-benchmark,https://github.com/confluentinc/openmessaging-benchmark,2026-02-28,60,2026-09-12,"Vendor fork of the audited benchmark. The repository page reads ""This repository was archived by the owner on Feb 28, 2026. It is now read-only."" Read-only means the admission condition in this tree cannot be changed, and neither can it in anything forked from it. Distinct from the divergence survey in fork_exposure.csv, which counts forks that still carry the expression; this row counts a tree that can no longer stop carrying it."
