backend,config,n_concurrency,decision_staleness_prob_s,mean_decisive_latency_ms,n_decisive
kafka,single,1,0.2815936777182528,23.385568966666668,40.0
kafka,single,5,1.1564201404539884,102.20637381,40.0
kafka,single,10,50.28662162788813,4462.949748533333,40.0
kafka,single,20,9.519825948093148,853.869492972,2.4
redis,single,1,0.1783147110417884,15.504684525000002,40.0
redis,single,5,17.52996637087574,1506.5509202,40.0
redis,single,10,271.1880063623675,24317.549322783332,40.0
redis,single,20,1011.8532559253664,89523.917504325,40.0
