run_id,backend,config,n_concurrency,decision_staleness_prob_s,n_decisive,mean_decisive_latency_ms
concurrency_n5_20260618_123346_kafka_feed5_rep3,kafka,single,5,0.5328464212276774,40,43.493293699999995
concurrency_n5_20260618_123346_redis_feed1_rep1,redis,single,5,14.782561450579388,40,1252.8721887
concurrency_n5_20260618_123346_redis_feed1_rep2,redis,single,5,26.086665810697085,40,2250.2233062
concurrency_n5_20260618_123346_redis_feed1_rep3,redis,single,5,10.331434022353402,40,897.9576362
concurrency_n5_20260618_123346_redis_feed2_rep1,redis,single,5,16.3209568978272,40,1377.4853486999998
concurrency_n5_20260618_123346_redis_feed2_rep2,redis,single,5,28.136633162723804,40,2430.6295587
concurrency_n5_20260618_123346_redis_feed2_rep3,redis,single,5,12.024012269656444,40,1045.2289736999999
concurrency_n5_20260618_123346_redis_feed3_rep1,redis,single,5,15.061618800546722,40,1274.8626587
concurrency_n5_20260618_123346_redis_feed3_rep2,redis,single,5,26.798679393633208,40,2311.1061262000003
concurrency_n5_20260618_123346_redis_feed3_rep3,redis,single,5,9.748413210411158,40,847.5025937
concurrency_n5_20260618_123346_redis_feed4_rep1,redis,single,5,15.754818450742963,40,1339.2480187
concurrency_n5_20260618_123346_redis_feed4_rep2,redis,single,5,25.67273075977435,40,2216.3440137
concurrency_n5_20260618_123346_redis_feed4_rep3,redis,single,5,11.339858048584066,40,987.1055011999999
concurrency_n5_20260618_123346_redis_feed5_rep1,redis,single,5,16.59536073794517,40,1400.7958562
concurrency_n5_20260618_123346_redis_feed5_rep2,redis,single,5,25.426937309041122,40,2197.7854987
concurrency_n5_20260618_123346_redis_feed5_rep3,redis,single,5,8.868815238620002,40,769.1165237
