n,margin,n_kafka,n_redis,mean_kafka,mean_redis,mean_diff,ci90_lo,ci90_hi,p_tost,equivalent,boot_diff,boot_ci90_lo,boot_ci90_hi,boot_p_tost,boot_equivalent,hl_shift,hl_ci90_lo,hl_ci90_hi,hl_p_tost,hl_equivalent,methods_agree
1,1.0,18,18,0.5570877777777777,0.4657434444444445,0.09134433333333325,-0.02672664391509065,0.20941531058175716,5.0907854172572504e-11,True,0.09028872919444444,-0.0016528527777777875,0.209287536111111,0.0,True,0.026329999999999965,-0.03323999999999999,0.06751399999999996,0.0,True,True
5,1.0,15,15,0.9130493333333335,0.6262462333333333,0.2868031000000002,0.20786672662626376,0.36573947337373663,2.31734392862856e-11,True,0.2877583207300001,0.21943009500000005,0.36099340999999996,0.0,True,0.271795,0.21933950000000002,0.31180700000000006,0.0,True,True
10,1.0,30,30,2.00545395,5.137753616666668,-3.132299666666668,-4.974534919750302,-1.290064413583034,0.9706465232360437,False,-3.1402482617200005,-5.0642514175,-1.5278070549999998,0.9912,False,-1.2668035000000002,-2.4394039999999997,-0.8173295500000001,0.7815,False,True
