backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,1,11.381750499999999,22.3220435,0.9992,1.4482999999999995,8.217217,18
kafka,single,5,14.744767,25.305584,1.0009,1.501,11.010867,15
kafka,single,10,10.7652335,22.145367,1.0604,2.3003,5.4148499999999995,60
redis,single,1,10.307834,21.016125349999996,1.0061,3.00018,8.008367,18
redis,single,5,8.4453835,18.853859,1.1972,3.3461399999999997,6.0037505,15
redis,single,10,11.76447525,25.837223999999996,1.5244499999999999,4.012379999999999,8.823267000000001,60
