run_id,n_events,frac_neg_transport,min_transport_ms,median_transport_ms,frac_neg_schedlag,min_schedlag_ms,median_schedlag_ms,frac_neg_output,min_output_ms,median_output_ms,max_neg_fraction,trustworthy
concurrency_n10_20260721_122037_kafka_feed6_rep2,4035,0.0,0.0,1.61,0.21933085501858737,-8.6022,4.952167,0.0,0.0,0.0,0.21933085501858737,False
concurrency_n10_20260721_122037_kafka_feed6_rep3,4035,0.001734820322180917,-1.0858,1.7384,0.47732342007434947,-13.9946,0.403534,0.0,0.0,0.0,0.47732342007434947,False
concurrency_n10_20260721_122037_kafka_feed7_rep1,4249,0.0016474464579901153,-3.0221,2.679,0.18357260531889857,-8.9088,6.433734,0.0,0.0,0.0,0.18357260531889857,False
concurrency_n10_20260721_122037_kafka_feed7_rep2,4249,0.005413038361967522,-2.6778,1.6159,0.3810308307837138,-12.480533,1.904367,0.0,0.0,0.0,0.3810308307837138,False
concurrency_n10_20260721_122037_kafka_feed7_rep3,4249,0.0018827959519887032,-0.5795,1.8092,0.0009413979759943516,-0.2789,14.3934,0.0,0.0,0.0,0.0018827959519887032,True
concurrency_n10_20260721_122037_kafka_feed8_rep1,4018,0.00024888003982080636,-4.0137,2.4967,0.0004977600796416127,-0.212033,14.400417000000001,0.0,0.0,0.0,0.0004977600796416127,True
concurrency_n10_20260721_122037_kafka_feed8_rep2,4018,0.0017421602787456446,-0.5331,1.6487,0.2110502737680438,-9.7188,4.9657335,0.0,0.0,0.0,0.2110502737680438,False
concurrency_n10_20260721_122037_kafka_feed8_rep3,4018,0.004728720756595321,-4.3876,1.8723,0.013439522150323544,-2.459,12.7608,0.0,0.0,0.0,0.013439522150323544,False
concurrency_n10_20260721_122037_kafka_feed9_rep1,3871,0.0007749935417204857,-1.0719,2.2254,0.21312322397313355,-9.7099,5.3455,0.0,0.0,0.0,0.21312322397313355,False
concurrency_n10_20260721_122037_kafka_feed9_rep2,3871,0.0002583311805734952,-0.5646,1.624,0.2513562386980108,-10.4484,4.588934,0.0,0.0,0.0,0.2513562386980108,False
concurrency_n10_20260721_122037_kafka_feed9_rep3,3871,0.0,0.0,1.8919,0.019116507362438646,-3.4638,11.514234,0.0,0.0,0.0,0.019116507362438646,False
concurrency_n10_20260721_122037_redis_feed10_rep1,3881,0.022932233960319504,-11.0765,3.123,0.014686936356609122,-3.7923,14.690767,0.0,0.0,0.0,0.022932233960319504,False
concurrency_n10_20260721_122037_redis_feed10_rep2,3881,0.028858541612986344,-2.7642,2.4127,0.006699304303014687,-1.915333,14.219234,0.0,0.0,0.0,0.028858541612986344,False
concurrency_n10_20260721_122037_redis_feed10_rep3,3881,0.03633084256634888,-5.0686,2.3927,0.018809585158464315,-4.5237,12.811767,0.0,0.0,0.0,0.03633084256634888,False
concurrency_n10_20260721_122037_redis_feed1_rep1,3739,0.026745119015779622,-11.9749,3.2731,0.049478470179192297,-7.7613,10.982167,0.0,0.0,0.0,0.049478470179192297,False
concurrency_n10_20260721_122037_redis_feed1_rep2,3739,0.028349826156726397,-3.3466,2.4815,0.019523936881519124,-4.0102,13.289734,0.0,0.0,0.0,0.028349826156726397,False
concurrency_n10_20260721_122037_redis_feed1_rep3,3739,0.031291789248462154,-4.0423,2.4755,0.024872960684675045,-4.4953,12.598934,0.0,0.0,0.0,0.031291789248462154,False
concurrency_n10_20260721_122037_redis_feed2_rep1,4311,0.02482022732544653,-8.2704,3.2066,0.02528415680816516,-4.9347,13.860867,0.0,0.0,0.0,0.02528415680816516,False
concurrency_n10_20260721_122037_redis_feed2_rep2,4311,0.03433078172117838,-6.1889,2.4177,0.17165390860589191,-10.3131,6.635267,0.0,0.0,0.0,0.17165390860589191,False
concurrency_n10_20260721_122037_redis_feed2_rep3,4311,0.03224309904894456,-7.0529,2.4467,0.20923219670610066,-10.9542,5.4269,0.0,0.0,0.0,0.20923219670610066,False
concurrency_n10_20260721_122037_redis_feed3_rep1,3977,0.021624339954739752,-9.5883,3.4171,0.11843097812421423,-8.512533,9.189767,0.0,0.0,0.0,0.11843097812421423,False
concurrency_n10_20260721_122037_redis_feed3_rep2,3977,0.027910485290419916,-2.9574,2.536,0.22504400301734975,-10.8758,5.168867,0.0,0.0,0.0,0.22504400301734975,False
concurrency_n10_20260721_122037_redis_feed3_rep3,3977,0.02891626854412874,-8.1504,2.5226,0.1403067638923812,-9.059133,7.7717,0.0,0.0,0.0,0.1403067638923812,False
concurrency_n10_20260721_122037_redis_feed4_rep1,4346,0.026000920386562355,-1027.2579,3.31955,0.0004601932811780948,-0.7033,17.7180835,0.0,0.0,0.0,0.026000920386562355,False
concurrency_n10_20260721_122037_redis_feed4_rep2,4346,0.024160147261849976,-5.1944,2.4480500000000003,0.062356189599631844,-6.2447,9.970434,0.0,0.0,0.0,0.062356189599631844,False
concurrency_n10_20260721_122037_redis_feed4_rep3,4346,0.03520478601012425,-5.6217,2.4386,0.06189599631845375,-6.3945,10.193349999999999,0.0,0.0,0.0,0.06189599631845375,False
concurrency_n10_20260721_122037_redis_feed5_rep1,4233,0.024568863690054336,-13.5253,3.3153,0.11457595086227262,-8.916433,8.9106,0.0,0.0,0.0,0.11457595086227262,False
concurrency_n10_20260721_122037_redis_feed5_rep2,4233,0.028348688873139617,-5.2932,2.5201,0.0007087172218284905,-0.4562,15.6305,0.0,0.0,0.0,0.028348688873139617,False
concurrency_n10_20260721_122037_redis_feed5_rep3,4233,0.031419796834396406,-5.8239,2.4319,0.1793054571226081,-10.173266,6.338434,0.0,0.0,0.0,0.1793054571226081,False
concurrency_n10_20260721_122037_redis_feed6_rep1,4035,0.024783147459727387,-7.6098,3.2168,0.0004956629491945477,-0.0073,17.311634,0.0,0.0,0.0,0.024783147459727387,False
concurrency_n10_20260721_122037_redis_feed6_rep2,4035,0.024039653035935565,-13.3256,2.6057,0.3353159851301115,-13.2619,2.939067,0.0,0.0,0.0,0.3353159851301115,False
concurrency_n10_20260721_122037_redis_feed6_rep3,4035,0.03246592317224287,-5.4151,2.4981,0.3070631970260223,-13.853633,3.605534,0.0,0.0,0.0,0.3070631970260223,False
concurrency_n10_20260721_122037_redis_feed7_rep1,4249,0.02471169686985173,-7.2664,3.0781,0.09672864203341963,-8.8457,10.0774,0.0,0.0,0.0,0.09672864203341963,False
concurrency_n10_20260721_122037_redis_feed7_rep2,4249,0.02800658978583196,-3.0055,2.4295,0.025182395857848906,-4.2363,11.6264,0.0,0.0,0.0,0.02800658978583196,False
concurrency_n10_20260721_122037_redis_feed7_rep3,4249,0.022122852435867264,-19.0934,2.6351,0.20381266180277713,-11.4376,6.107934,0.0,0.0,0.0,0.20381266180277713,False
concurrency_n10_20260721_122037_redis_feed8_rep1,4018,0.023145843703334994,-15.0197,3.15435,0.0,2.779,19.0966505,0.0,0.0,0.0,0.023145843703334994,False
concurrency_n10_20260721_122037_redis_feed8_rep2,4018,0.0273768043802887,-3.953,2.48245,0.3310104529616725,-13.2983,3.0059005,0.0,0.0,0.0,0.3310104529616725,False
concurrency_n10_20260721_122037_redis_feed8_rep3,4018,0.03011448481831757,-13.3805,2.68495,0.16998506719761075,-11.6631,6.625834,0.0,0.0,0.0,0.16998506719761075,False
concurrency_n10_20260721_122037_redis_feed9_rep1,3871,0.024799793335055543,-11.1126,2.9994,0.0010333247222939809,-0.7041,18.184134,0.0,0.0,0.0,0.024799793335055543,False
concurrency_n10_20260721_122037_redis_feed9_rep2,3871,0.03513304055799535,-4.0005,2.4129,0.06070782743477138,-6.1414,10.454234,0.0,0.0,0.0,0.06070782743477138,False
concurrency_n10_20260721_122037_redis_feed9_rep3,3871,0.02660811159907001,-12.1904,2.5814,0.06458279514337381,-6.7946,9.956834,0.0,0.0,0.0,0.06458279514337381,False
concurrency_n10_20260721_122438_kafka_feed10_rep1,3881,0.0,1.2045,2873.2003,0.00953362535429013,-2.914233,16.7648,0.0,0.0,0.0,0.00953362535429013,True
concurrency_n10_20260721_122438_kafka_feed10_rep2,3881,0.002061324400927596,-2.4977,101.5492,0.3146096366915743,-13.0311,3.268834,0.0,0.0,0.0,0.3146096366915743,False
concurrency_n10_20260721_122438_kafka_feed10_rep3,3881,0.0,0.5043,2.5963,0.433651120845143,-13.8395,1.072367,0.0,0.0,0.0,0.433651120845143,False
concurrency_n10_20260721_122438_kafka_feed1_rep1,3739,0.0,2.2119,2963.3161,0.32227868414014443,-13.9217,4.043867,0.0,0.0,0.0,0.32227868414014443,False
concurrency_n10_20260721_122438_kafka_feed1_rep2,3739,0.0008023535704733886,-1.6105,174.6633,0.28483551751805297,-12.2872,3.993867,0.0,0.0,0.0,0.28483551751805297,False
concurrency_n10_20260721_122438_kafka_feed1_rep3,3739,0.0,0.5047,2.6598,0.27868414014442366,-11.257533,3.846767,0.0,0.0,0.0,0.27868414014442366,False
concurrency_n10_20260721_122438_kafka_feed2_rep1,4311,0.0,65.421,3819.493,0.003479471120389701,-1.125133,16.342867,0.0,0.0,0.0,0.003479471120389701,True
concurrency_n10_20260721_122438_kafka_feed2_rep2,4311,0.0071909069821387145,-4.9219,74.1294,0.0484806309440965,-5.297133,10.770434,0.0,0.0,0.0,0.0484806309440965,False
concurrency_n10_20260721_122438_kafka_feed2_rep3,4311,0.00046392948271862676,-1.01,2.3517,0.2166550684295987,-10.5203,4.817667,0.0,0.0,0.0,0.2166550684295987,False
concurrency_n10_20260721_122438_kafka_feed3_rep1,3977,0.0,1.5226,3254.7198,0.21222026653256224,-12.2428,7.6552,0.0,0.0,0.0,0.21222026653256224,False
concurrency_n10_20260721_122438_kafka_feed3_rep2,3977,0.002263012320844858,-2.4405,20.6892,0.03847120945436258,-5.03,11.059234,0.0,0.0,0.0,0.03847120945436258,False
concurrency_n10_20260721_122438_kafka_feed3_rep3,3977,0.0,0.5044,2.6719,0.4505908976615539,-14.888,0.913634,0.0,0.0,0.0,0.4505908976615539,False
concurrency_n10_20260721_122438_kafka_feed4_rep1,4346,0.0,1.7221,4826.8625,0.011274735388863323,-3.4915,15.1331335,0.0,0.0,0.0,0.011274735388863323,False
concurrency_n10_20260721_122438_kafka_feed4_rep2,4346,0.0013805798435342844,-7.8605,199.0043,0.0704095720202485,-7.8165,9.9251,0.0,0.0,0.0,0.0704095720202485,False
concurrency_n10_20260721_122438_kafka_feed4_rep3,4346,0.0,0.4113,2.4925,0.21076852277956742,-9.8002,5.1663,0.0,0.0,0.0,0.21076852277956742,False
concurrency_n10_20260721_122438_kafka_feed5_rep1,4233,0.004724781478856603,-12.7695,3891.1687,0.24261752893928656,-13.0653,6.146234,0.0,0.0,0.0,0.24261752893928656,False
concurrency_n10_20260721_122438_kafka_feed5_rep2,4233,0.0025986298133711316,-1.6888,212.4672,0.1606425702811245,-8.6268,6.9248,0.0,0.0,0.0,0.1606425702811245,False
concurrency_n10_20260721_122438_kafka_feed5_rep3,4233,0.0,0.5047,2.3494,0.008740845735884715,-1.9297,13.441934,0.0,0.0,0.0,0.008740845735884715,True
concurrency_n10_20260721_122438_kafka_feed6_rep1,4035,0.0,1.1272,4432.263,0.13035935563816606,-9.730333,8.5869,0.0,0.0,0.0,0.13035935563816606,False
concurrency_n10_20260721_122438_kafka_feed6_rep2,4035,0.007187112763320942,-3.0616,13.3108,0.0,1.0599,16.231667,0.0,0.0,0.0,0.007187112763320942,True
concurrency_n10_20260721_122438_kafka_feed6_rep3,4035,0.0,0.5051,2.2976,0.0654275092936803,-5.4188,9.274767,0.0,0.0,0.0,0.0654275092936803,False
concurrency_n10_20260721_122438_kafka_feed7_rep1,4249,0.0,1.9993,3969.5324,0.042362908919745826,-6.8219,13.601767,0.0,0.0,0.0,0.042362908919745826,False
concurrency_n10_20260721_122438_kafka_feed7_rep2,4249,0.003059543421981643,-3.5198,37.6438,0.16027300541303835,-9.4692,6.636967,0.0,0.0,0.0,0.16027300541303835,False
concurrency_n10_20260721_122438_kafka_feed7_rep3,4249,0.0,0.5047,2.6241,0.05954342198164274,-6.3943,9.750667,0.0,0.0,0.0,0.05954342198164274,False
concurrency_n10_20260721_122438_kafka_feed8_rep1,4018,0.0,1.2045,2634.7849,0.0009955201592832255,-0.830966,18.083567000000002,0.0,0.0,0.0,0.0009955201592832255,True
concurrency_n10_20260721_122438_kafka_feed8_rep2,4018,0.0014932802389248383,-1.9638,85.0466,0.0,0.2696,15.9083835,0.0,0.0,0.0,0.0014932802389248383,True
concurrency_n10_20260721_122438_kafka_feed8_rep3,4018,0.0,0.5047,2.6781,0.00024888003982080636,-0.4472,14.7243505,0.0,0.0,0.0,0.00024888003982080636,True
concurrency_n10_20260721_122438_kafka_feed9_rep1,3871,0.0012916559028674762,-7.2087,3000.3334,0.2324980625161457,-12.2927,6.210334,0.0,0.0,0.0,0.2324980625161457,False
concurrency_n10_20260721_122438_kafka_feed9_rep2,3871,0.0012916559028674762,-13.0694,161.586,0.0,0.347467,16.401334,0.0,0.0,0.0,0.0012916559028674762,True
concurrency_n10_20260721_122438_kafka_feed9_rep3,3871,0.0,0.0,2.4055,0.021441487987600105,-2.6017,11.971267,0.0,0.0,0.0,0.021441487987600105,False
concurrency_n10_20260721_122438_redis_feed10_rep1,3881,0.0007729966503478485,-16.3024,1469.043,0.0,0.566,59.549534,0.0,0.0,0.0,0.0007729966503478485,True
concurrency_n10_20260721_122438_redis_feed10_rep2,3881,0.002061324400927596,-8.8957,368.2873,0.1030662200463798,-9.567533,10.908567,0.0,0.0,0.0,0.1030662200463798,False
concurrency_n10_20260721_122438_redis_feed10_rep3,3881,0.007729966503478485,-16.3653,409.5788,0.06441638752898737,-8.5026,13.533534,0.0,0.0,0.0,0.06441638752898737,False
concurrency_n10_20260721_122438_redis_feed1_rep1,3739,0.0010698047606311847,-16.7086,1334.4717,0.0,1.834667,58.6271,0.0,0.0,0.0,0.0010698047606311847,True
concurrency_n10_20260721_122438_redis_feed1_rep2,3739,0.0018721583311045735,-9.1968,403.6281,0.01203530355710083,-5.099433,18.0931,0.0,0.0,0.0,0.01203530355710083,False
concurrency_n10_20260721_122438_redis_feed1_rep3,3739,0.005883926183471516,-5.9163,405.4846,0.0016047071409467772,-0.741833,20.6486,0.0,0.0,0.0,0.005883926183471516,True
concurrency_n10_20260721_122438_redis_feed2_rep1,4311,0.001159823706796567,-225.6626,1648.3693,0.006031083275342148,-4.0615,34.892467,0.0,0.0,0.0,0.006031083275342148,True
concurrency_n10_20260721_122438_redis_feed2_rep2,4311,0.00023196474135931338,-0.9993,333.1034,0.012062166550684296,-3.976033,17.276,0.0,0.0,0.0,0.012062166550684296,False
concurrency_n10_20260721_122438_redis_feed2_rep3,4311,0.006263048016701462,-9.5542,161.7338,0.0,0.800334,22.314067,0.0,0.0,0.0,0.006263048016701462,True
concurrency_n10_20260721_122438_redis_feed3_rep1,3977,0.00025144581342720644,-3.0095,1624.7867,0.03394518481267287,-11.278766,51.645301,0.0,0.0,0.0,0.03394518481267287,False
concurrency_n10_20260721_122438_redis_feed3_rep2,3977,0.0005028916268544129,-5.3241,500.2659,0.00025144581342720644,-0.081933,22.3637,0.0,0.0,0.0,0.0005028916268544129,True
concurrency_n10_20260721_122438_redis_feed3_rep3,3977,0.010057832537088257,-13.4577,206.9604,0.012572290671360321,-3.8234,17.610434,0.0,0.0,0.0,0.012572290671360321,False
concurrency_n10_20260721_122438_redis_feed4_rep1,4346,0.0009203865623561896,-7.1392,2505.18855,0.02991256327657616,-8.654333,39.639817,0.0,0.0,0.0,0.02991256327657616,False
concurrency_n10_20260721_122438_redis_feed4_rep2,4346,0.0009203865623561896,-4.5483,402.7563,0.0,1.507234,23.137117,0.0,0.0,0.0,0.0009203865623561896,True
concurrency_n10_20260721_122438_redis_feed4_rep3,4346,0.006672802577082374,-2.4964,415.11035000000004,0.0025310630464795212,-3.169,19.450884000000002,0.0,0.0,0.0,0.006672802577082374,True
concurrency_n10_20260721_122438_redis_feed5_rep1,4233,0.0023623907394283014,-444.9314,1765.771,0.012284431845027168,-5.505333,42.067367,0.0,0.0,0.0,0.012284431845027168,False
concurrency_n10_20260721_122438_redis_feed5_rep2,4233,0.0004724781478856603,-1.1312,780.136,0.0,0.2976,24.954067,0.0,0.0,0.0,0.0004724781478856603,True
concurrency_n10_20260721_122438_redis_feed5_rep3,4233,0.008977084809827545,-3.737,484.6186,0.021970233876683204,-6.560333,15.821167,0.0,0.0,0.0,0.021970233876683204,False
concurrency_n10_20260721_122438_redis_feed6_rep1,4035,0.0007434944237918215,-396.9022,1692.0394,0.03345724907063197,-11.025266,41.142234,0.0,0.0,0.0,0.03345724907063197,False
concurrency_n10_20260721_122438_redis_feed6_rep2,4035,0.0007434944237918215,-3.2416,251.7902,0.1506815365551425,-11.0944,9.391234,0.0,0.0,0.0,0.1506815365551425,False
concurrency_n10_20260721_122438_redis_feed6_rep3,4035,0.007434944237918215,-16.5104,138.6035,0.01858736059479554,-4.868533,16.050067,0.0,0.0,0.0,0.01858736059479554,False
concurrency_n10_20260721_122438_redis_feed7_rep1,4249,0.002353494939985879,-353.5233,2492.2044,0.020240056483878558,-7.118866,45.970934,0.0,0.0,0.0,0.020240056483878558,False
concurrency_n10_20260721_122438_redis_feed7_rep2,4249,0.0002353494939985879,-0.9996,602.0868,0.0,1.434267,22.796567,0.0,0.0,0.0,0.0002353494939985879,True
concurrency_n10_20260721_122438_redis_feed7_rep3,4249,0.0037655919039774064,-7.4978,710.59,0.0018827959519887032,-1.813933,20.8056,0.0,0.0,0.0,0.0037655919039774064,True
concurrency_n10_20260721_122438_redis_feed8_rep1,4018,0.0007466401194624191,-12.3436,1795.86175,0.021154803384768543,-7.481466,44.253267,0.0,0.0,0.0,0.021154803384768543,False
concurrency_n10_20260721_122438_redis_feed8_rep2,4018,0.004728720756595321,-12.752,465.2054,0.01020408163265306,-3.203666,17.774217,0.0,0.0,0.0,0.01020408163265306,False
concurrency_n10_20260721_122438_redis_feed8_rep3,4018,0.0054753608760577405,-10.1916,415.446,0.0,1.8583,23.764100499999998,0.0,0.0,0.0,0.0054753608760577405,True
concurrency_n10_20260721_122438_redis_feed9_rep1,3871,0.0025833118057349523,-39.5366,1618.1216,0.003358305347455438,-2.5385,33.3724,0.0,0.0,0.0,0.003358305347455438,True
concurrency_n10_20260721_122438_redis_feed9_rep2,3871,0.0028416429863084474,-12.6715,305.1205,0.16016533195556704,-12.3296,8.669834,0.0,0.0,0.0,0.16016533195556704,False
concurrency_n10_20260721_122438_redis_feed9_rep3,3871,0.004391630069749419,-3.5898,543.5234,0.08240764660294497,-8.639,13.326867,0.0,0.0,0.0,0.08240764660294497,False
concurrency_n10_20260721_122750_kafka_feed10_rep2,3881,0.0,748.4217,6873.7906,0.027570213862406597,-6.3468,36.8596,0.0,0.0,0.0,0.027570213862406597,False
concurrency_n10_20260721_122750_kafka_feed10_rep3,3881,0.0,1.0555,4884.4178,0.021128575109507858,-5.642366,35.238067,0.0,0.0,0.0,0.021128575109507858,False
concurrency_n10_20260721_122750_kafka_feed1_rep2,3739,0.0,592.4474,6406.6858,0.0016047071409467772,-1.503233,99.8912,0.0,0.0,0.0,0.0016047071409467772,True
concurrency_n10_20260721_122750_kafka_feed1_rep3,3739,0.0,554.6935,5864.6359,0.0010698047606311847,-0.5708,43.1804,0.0,0.0,0.0,0.0010698047606311847,True
concurrency_n10_20260721_122750_kafka_feed2_rep2,4311,0.0,603.1933,3899.9115,0.0,1.057267,55.144467,0.0,0.0,0.0,0.0,True
concurrency_n10_20260721_122750_kafka_feed2_rep3,4311,0.0,0.5429,2291.4664,0.10113662723266063,-8.3911,10.114067,0.0,0.0,0.0,0.10113662723266063,False
concurrency_n10_20260721_122750_kafka_feed3_rep1,3977,0.0,372.6006,5166.33,0.027407593663565502,-5.477933,14.269034,0.0,0.0,0.0,0.027407593663565502,False
concurrency_n10_20260721_122750_kafka_feed3_rep2,3977,0.0,806.8679,6135.2458,0.0057832537088257484,-2.039533,58.963934,0.0,0.0,0.0,0.0057832537088257484,True
concurrency_n10_20260721_122750_kafka_feed3_rep3,3977,0.007291928589388987,-3.1937,3241.0935,0.0010057832537088258,-1.4553,18.3421,0.0,0.0,0.0,0.007291928589388987,True
concurrency_n10_20260721_122750_kafka_feed4_rep2,4346,0.0,857.4167,6319.0599,0.0002300966405890474,-2.257033,98.188967,0.0,0.0,0.0,0.0002300966405890474,True
concurrency_n10_20260721_122750_kafka_feed4_rep3,4346,0.0,38.6777,5078.4578,0.0936493327197423,-10.354733,16.400167,0.0,0.0,0.0,0.0936493327197423,False
concurrency_n10_20260721_122750_kafka_feed5_rep1,4233,0.0,26.2588,2941.0369,0.07725017717930546,-9.142033,20.961834,0.0,0.0,0.0,0.07725017717930546,False
concurrency_n10_20260721_122750_kafka_feed5_rep2,4233,0.0,1406.816,5103.7526,0.011339475549255847,-5.782,78.3665,0.0,0.0,0.0,0.011339475549255847,False
concurrency_n10_20260721_122750_kafka_feed5_rep3,4233,0.003071107961256792,-2.1177,1388.2637,0.0,0.0565,18.482234,0.0,0.0,0.0,0.003071107961256792,True
concurrency_n10_20260721_122750_kafka_feed6_rep2,4035,0.0,839.2538,4311.7187,0.009169764560099132,-4.336933,68.743367,0.0,0.0,0.0,0.009169764560099132,True
concurrency_n10_20260721_122750_kafka_feed6_rep3,4035,0.0,0.506,1621.7171,0.008674101610904586,-3.414766,14.055434,0.0,0.0,0.0,0.008674101610904586,True
concurrency_n10_20260721_122750_kafka_feed7_rep2,4249,0.0,1567.9327,5008.7348,0.02471169686985173,-7.243,46.575534,0.0,0.0,0.0,0.02471169686985173,False
concurrency_n10_20260721_122750_kafka_feed7_rep3,4249,0.007766533301953401,-1.599,1578.8838,0.030595434219816427,-3.7547,12.4718,0.0,0.0,0.0,0.030595434219816427,False
concurrency_n10_20260721_122750_kafka_feed8_rep1,4018,0.0,32.8684,5029.9989,0.0,0.589067,23.943350000000002,0.0,0.0,0.0,0.0,True
concurrency_n10_20260721_122750_kafka_feed8_rep2,4018,0.0,1422.2057,7461.5472,0.042309606769537086,-8.4138,42.804834,0.0,0.0,0.0,0.042309606769537086,False
concurrency_n10_20260721_122750_kafka_feed8_rep3,4018,0.0,0.5062,4107.4628,0.05624688899950224,-6.5137,12.6067835,0.0,0.0,0.0,0.05624688899950224,False
concurrency_n10_20260721_122750_kafka_feed9_rep1,3871,0.0,206.482,3172.8789,0.013691552570395246,-3.300866,15.557967,0.0,0.0,0.0,0.013691552570395246,False
concurrency_n10_20260721_122750_kafka_feed9_rep2,3871,0.0,656.5872,4105.1252,0.02660811159907001,-6.701733,62.199367,0.0,0.0,0.0,0.02660811159907001,False
concurrency_n10_20260721_122750_kafka_feed9_rep3,3871,0.0,0.506,1366.2601,0.04081632653061224,-5.1138,12.1869,0.0,0.0,0.0,0.04081632653061224,False
concurrency_n10_20260721_122750_redis_feed10_rep1,3881,0.0002576655501159495,-13.8142,3603.7943,0.0,1.8461,106.4323,0.0,0.0,0.0,0.0002576655501159495,True
concurrency_n10_20260721_122750_redis_feed10_rep2,3881,0.0,1.0015,3777.8572,0.0002576655501159495,-0.495266,572.313167,0.0,0.0,0.0,0.0002576655501159495,True
concurrency_n10_20260721_122750_redis_feed10_rep3,3881,0.0002576655501159495,-2.4066,4357.143,0.004122648801855192,-5.638333,36.700967,0.0,0.0,0.0,0.004122648801855192,True
concurrency_n10_20260721_122750_redis_feed1_rep1,3739,0.0,0.0,3318.0527,0.014442364268520995,-7.9922,30.263167,0.0,0.0,0.0,0.014442364268520995,False
concurrency_n10_20260721_122750_redis_feed1_rep2,3739,0.0,0.0,3171.451,0.008558438085049478,-5.336,117.542234,0.0,0.0,0.0,0.008558438085049478,True
concurrency_n10_20260721_122750_redis_feed1_rep3,3739,0.0005349023803155924,-9.9029,4175.9281,0.006151377373629313,-8.4976,112.470767,0.0,0.0,0.0,0.006151377373629313,True
concurrency_n10_20260721_122750_redis_feed2_rep1,4311,0.00023196474135931338,-12.0982,4934.808,0.0,5.1061,61.296967,0.0,0.0,0.0,0.00023196474135931338,True
concurrency_n10_20260721_122750_redis_feed2_rep2,4311,0.0,0.0,3793.7495,0.0016237531895151936,-2.584766,80.014767,0.0,0.0,0.0,0.0016237531895151936,True
concurrency_n10_20260721_122750_redis_feed2_rep3,4311,0.0,0.0,3644.0991,0.002551612154952447,-6.2419,59.100267,0.0,0.0,0.0,0.002551612154952447,True
concurrency_n10_20260721_122750_redis_feed3_rep1,3977,0.0,1.0061,3885.4121,0.0,3.3331,716.947467,0.0,0.0,0.0,0.0,True
concurrency_n10_20260721_122750_redis_feed3_rep2,3977,0.0,0.0,3168.2609,0.0015086748805632386,-3.856633,40.8727,0.0,0.0,0.0,0.0015086748805632386,True
concurrency_n10_20260721_122750_redis_feed3_rep3,3977,0.0005028916268544129,-8.67,3448.5731,0.0010057832537088258,-4.120433,64.797267,0.0,0.0,0.0,0.0010057832537088258,True
concurrency_n10_20260721_122750_redis_feed4_rep1,4346,0.0,0.5073,4152.18705,0.0,4.614,791.1967,0.0,0.0,0.0,0.0,True
concurrency_n10_20260721_122750_redis_feed4_rep2,4346,0.0,0.9998,3651.65615,0.006672802577082374,-9.2964,92.771467,0.0,0.0,0.0,0.006672802577082374,True
concurrency_n10_20260721_122750_redis_feed4_rep3,4346,0.0,0.0,3848.9279,0.0002300966405890474,-3.2775,62.2770835,0.0,0.0,0.0,0.0002300966405890474,True
concurrency_n10_20260721_122750_redis_feed5_rep1,4233,0.0004724781478856603,-10.5611,4910.3358,0.003071107961256792,-4.324733,39.0294,0.0,0.0,0.0,0.003071107961256792,True
concurrency_n10_20260721_122750_redis_feed5_rep2,4233,0.0007087172218284905,-2.7191,3753.7172,0.0011811953697141507,-2.569433,94.7146,0.0,0.0,0.0,0.0011811953697141507,True
concurrency_n10_20260721_122750_redis_feed5_rep3,4233,0.0004724781478856603,-7.2372,3771.9709,0.0,5.3794,157.761534,0.0,0.0,0.0,0.0004724781478856603,True
concurrency_n10_20260721_122750_redis_feed6_rep1,4035,0.0,1.1214,3870.5269,0.0,1.3158,95.972534,0.0,0.0,0.0,0.0,True
concurrency_n10_20260721_122750_redis_feed6_rep2,4035,0.0,0.0,3747.7023,0.0027261462205700124,-10.928433,200.575467,0.0,0.0,0.0,0.0027261462205700124,True
concurrency_n10_20260721_122750_redis_feed6_rep3,4035,0.0004956629491945477,-6.073,3014.5531,0.0,3.571967,43.8423,0.0,0.0,0.0,0.0004956629491945477,True
concurrency_n10_20260721_122750_redis_feed7_rep1,4249,0.0002353494939985879,-10.6976,4033.0228,0.0016474464579901153,-3.8595,168.211734,0.0,0.0,0.0,0.0016474464579901153,True
concurrency_n10_20260721_122750_redis_feed7_rep2,4249,0.0004706989879971758,-11.3792,5200.7973,0.004236290891974582,-7.913,50.5802,0.0,0.0,0.0,0.004236290891974582,True
concurrency_n10_20260721_122750_redis_feed7_rep3,4249,0.0002353494939985879,-11.3998,3688.3461,0.004000941397975994,-6.192966,56.818334,0.0,0.0,0.0,0.004000941397975994,True
concurrency_n10_20260721_122750_redis_feed8_rep1,4018,0.00024888003982080636,-2.6341,3985.2673999999997,0.02040816326530612,-9.723333,43.651567,0.0,0.0,0.0,0.02040816326530612,False
concurrency_n10_20260721_122750_redis_feed8_rep2,4018,0.0,0.0,5205.97955,0.0,4.026,854.144367,0.0,0.0,0.0,0.0,True
concurrency_n10_20260721_122750_redis_feed8_rep3,4018,0.0007466401194624191,-6.5322,3595.3874,0.024888003982080638,-7.0239,45.050567,0.0,0.0,0.0,0.024888003982080638,False
concurrency_n10_20260721_122750_redis_feed9_rep1,3871,0.0,4.6011,3825.5736,0.004391630069749419,-4.843033,252.3217,0.0,0.0,0.0,0.004391630069749419,True
