run_id,n_events,frac_neg_transport,min_transport_ms,median_transport_ms,frac_neg_schedlag,min_schedlag_ms,median_schedlag_ms,frac_neg_output,min_output_ms,median_output_ms,max_neg_fraction,trustworthy
concurrency_n10_20260617_220303_redis_feed5_rep1,4465,0.006718924972004479,-94.024,4838.1693,0.0,4.1402,170.659234,0.0,0.0,0.0,0.006718924972004479,True
concurrency_n10_20260617_220303_redis_feed5_rep2,4465,0.0029115341545352742,-64.1778,5575.0629,0.0,7.0039,274.427334,0.0,0.0,0.0,0.0029115341545352742,True
concurrency_n10_20260617_220303_redis_feed5_rep3,4465,0.0,0.0,5053.6287,0.017469204927211646,-7.193633,66.5117,0.0,0.0,0.0,0.017469204927211646,False
concurrency_n10_20260617_220303_redis_feed6_rep1,4465,0.0,0.0,4915.4242,0.007166853303471445,-7.240333,45.227434,0.0,0.0,0.0,0.007166853303471445,True
concurrency_n10_20260617_220303_redis_feed6_rep2,4465,0.006270996640537514,-54.8011,5609.5817,0.0,4.0014,156.917167,0.0,0.0,0.0,0.006270996640537514,True
concurrency_n10_20260617_220303_redis_feed6_rep3,4465,0.002015677491601344,-83.0517,3519.4203,0.0,0.3703,414.6239,0.0,0.0,0.0,0.002015677491601344,True
concurrency_n10_20260617_220303_redis_feed7_rep1,4465,0.00022396416573348266,-16.3942,3240.9184,0.0,193.331,1682.706634,0.0,0.0,0.0,0.00022396416573348266,True
concurrency_n10_20260617_220303_redis_feed7_rep2,4465,0.00022396416573348266,-3.0063,4791.8061,0.0,10.0732,1308.8051,0.0,0.0,0.0,0.00022396416573348266,True
concurrency_n10_20260617_220303_redis_feed7_rep3,4465,0.0,1.0115,5207.6936,0.006718924972004479,-3.951833,89.979967,0.0,0.0,0.0,0.006718924972004479,True
concurrency_n10_20260617_220303_redis_feed8_rep1,4465,0.003807390817469205,-220.2116,4357.2778,0.0,4.9989,784.732434,0.0,0.0,0.0,0.003807390817469205,True
concurrency_n10_20260617_220303_redis_feed8_rep2,4465,0.006270996640537514,-96.3096,5472.6803,0.0,8.9981,307.0644,0.0,0.0,0.0,0.006270996640537514,True
concurrency_n10_20260617_220303_redis_feed8_rep3,4465,0.0004479283314669653,-44.3458,5169.1729,0.0,0.2529,44.507734,0.0,0.0,0.0,0.0004479283314669653,True
concurrency_n10_20260617_220303_redis_feed9_rep1,4465,0.0006718924972004479,-7.1356,3234.8169,0.0,4.3054,1572.724867,0.0,0.0,0.0,0.0006718924972004479,True
concurrency_n10_20260617_220303_redis_feed9_rep2,4465,0.0,1.5281,4164.1923,0.0,5.4942,1430.838867,0.0,0.0,0.0,0.0,True
concurrency_n10_20260617_220303_redis_feed9_rep3,4465,0.0006718924972004479,-43.1928,4078.5194,0.00022396416573348266,-3.087633,774.8604,0.0,0.0,0.0,0.0006718924972004479,True
concurrency_n10_20260617_221536_kafka_feed1_rep2,4465,0.04748040313549832,-8.8071,3.0594,0.0,1.7019,19009.929434,0.0,0.0,0.0,0.04748040313549832,False
concurrency_n10_20260617_221536_kafka_feed2_rep2,4465,0.03449048152295633,-18.7018,3.7162,0.0,4.9994,19653.7712,0.0,0.0,0.0,0.03449048152295633,False
concurrency_n10_20260617_221536_kafka_feed2_rep3,4465,0.04344904815229563,-17.4309,2.6822,0.0,1.9219,15371.2277,0.0,0.0,0.0,0.04344904815229563,False
concurrency_n10_20260617_221536_kafka_feed3_rep3,4465,0.05307950727883538,-12.0808,2.8885,0.0,2.2395,16731.3985,0.0,0.0,0.0,0.05307950727883538,False
concurrency_n10_20260617_221536_kafka_feed4_rep1,4465,0.05711086226203808,-33.9714,3.8658,0.0,2.9993,9024.529634,0.0,0.0,0.0,0.05711086226203808,False
concurrency_n10_20260617_221536_kafka_feed5_rep1,4465,0.03583426651735722,-10.7036,3.6888,0.0,2.6722,14824.6813,0.0,0.0,0.0,0.03583426651735722,False
concurrency_n10_20260617_221536_kafka_feed5_rep2,4465,0.06517357222844344,-17.1355,3.7979,0.0,3.0063,6827.284534,0.0,0.0,0.0,0.06517357222844344,False
concurrency_n10_20260617_221536_kafka_feed5_rep3,4465,0.05823068309070549,-13.0676,2.8093,0.0,5.0118,14562.840567,0.0,0.0,0.0,0.05823068309070549,False
concurrency_n10_20260617_221536_kafka_feed6_rep1,4465,0.07950727883538634,-19.6103,3.166,0.0,4.2294,11810.555634,0.0,0.0,0.0,0.07950727883538634,False
concurrency_n10_20260617_221536_kafka_feed7_rep3,4465,0.05576707726763718,-24.4309,2.0043,0.0,63.9061,14957.3102,0.0,0.0,0.0,0.05576707726763718,False
concurrency_n10_20260617_221536_kafka_feed8_rep1,4465,0.020828667413213885,-7.9189,3.8838,0.0,5.0336,13334.074167,0.0,0.0,0.0,0.020828667413213885,False
concurrency_n10_20260617_221536_kafka_feed8_rep3,4465,0.08286674132138858,-14.6678,1.685,0.0,1.533,11054.5652,0.0,0.0,0.0,0.08286674132138858,False
concurrency_n10_20260617_221536_redis_feed10_rep1,4465,0.0013437849944008958,-62.8026,9120.2595,0.0,5.9464,887.222267,0.0,0.0,0.0,0.0013437849944008958,True
concurrency_n10_20260617_221536_redis_feed10_rep2,4465,0.002463605823068309,-176.6901,8089.9937,0.0,16.3873,525.207034,0.0,0.0,0.0,0.002463605823068309,True
concurrency_n10_20260617_221536_redis_feed10_rep3,4465,0.006494960806270996,-176.8065,9038.1377,0.0,4.8171,1027.492234,0.0,0.0,0.0,0.006494960806270996,True
concurrency_n10_20260617_221536_redis_feed1_rep1,4465,0.0004479283314669653,-46.5261,10232.3609,0.0,4.1859,1422.104134,0.0,0.0,0.0,0.0004479283314669653,True
concurrency_n10_20260617_221536_redis_feed1_rep2,4465,0.0035834266517357225,-285.6731,8565.7064,0.0,50.8403,761.409401,0.0,0.0,0.0,0.0035834266517357225,True
concurrency_n10_20260617_221536_redis_feed1_rep3,4465,0.00022396416573348266,-62.7435,10251.7664,0.0,4.2801,906.623334,0.0,0.0,0.0,0.00022396416573348266,True
concurrency_n10_20260617_221536_redis_feed2_rep1,4465,0.0,7.4282,10692.5358,0.0,9.4208,1017.217134,0.0,0.0,0.0,0.0,True
concurrency_n10_20260617_221536_redis_feed2_rep2,4465,0.0047032474804031355,-63.965,10321.1425,0.029787234042553193,-9.690633,396.7961,0.0,0.0,0.0,0.029787234042553193,False
concurrency_n10_20260617_221536_redis_feed2_rep3,4465,0.006494960806270996,-86.8065,11962.0922,0.023292273236282194,-5.8689,44.268934,0.0,0.0,0.0,0.023292273236282194,False
concurrency_n10_20260617_221536_redis_feed3_rep1,4465,0.0,13.8907,10050.1185,0.0,10.5448,840.7706,0.0,0.0,0.0,0.0,True
concurrency_n10_20260617_221536_redis_feed3_rep2,4465,0.0,0.0,10397.759,0.0013437849944008958,-6.9059,304.022967,0.0,0.0,0.0,0.0013437849944008958,True
concurrency_n10_20260617_221536_redis_feed3_rep3,4465,0.0029115341545352742,-81.5033,11573.4386,0.0,39.0769,1412.1552,0.0,0.0,0.0,0.0029115341545352742,True
concurrency_n10_20260617_221536_redis_feed4_rep1,4465,0.0035834266517357225,-82.5462,11072.2378,0.0,25.049,1375.483267,0.0,0.0,0.0,0.0035834266517357225,True
concurrency_n10_20260617_221536_redis_feed4_rep2,4465,0.002015677491601344,-62.9575,9451.79,0.0,3.3017,273.2343,0.0,0.0,0.0,0.002015677491601344,True
concurrency_n10_20260617_221536_redis_feed4_rep3,4465,0.0,19.634,10475.9262,0.0,11.9146,977.443367,0.0,0.0,0.0,0.0,True
concurrency_n10_20260617_221536_redis_feed5_rep1,4465,0.00022396416573348266,-1.6996,10118.4578,0.0,8.6717,931.6763,0.0,0.0,0.0,0.00022396416573348266,True
concurrency_n10_20260617_221536_redis_feed5_rep2,4465,0.0029115341545352742,-104.138,9438.6409,0.023516237402015677,-8.070333,243.616367,0.0,0.0,0.0,0.023516237402015677,False
concurrency_n10_20260617_221536_redis_feed5_rep3,4465,0.0033594624860022394,-65.062,13143.1516,0.0,1.123667,393.095834,0.0,0.0,0.0,0.0033594624860022394,True
concurrency_n10_20260617_221536_redis_feed6_rep1,4465,0.0,0.0,10645.6035,0.0,5.9926,1022.2065,0.0,0.0,0.0,0.0,True
concurrency_n10_20260617_221536_redis_feed6_rep2,4465,0.00022396416573348266,-0.5975,10383.5608,0.0,3.8671,265.882134,0.0,0.0,0.0,0.00022396416573348266,True
concurrency_n10_20260617_221536_redis_feed6_rep3,4465,0.002015677491601344,-80.1514,10289.6557,0.0,215.7621,1392.491767,0.0,0.0,0.0,0.002015677491601344,True
concurrency_n10_20260617_221536_redis_feed7_rep1,4465,0.002015677491601344,-65.1581,10908.1141,0.0,6.927,1450.528267,0.0,0.0,0.0,0.002015677491601344,True
concurrency_n10_20260617_221536_redis_feed7_rep2,4465,0.0008958566629339306,-66.0162,10342.1575,0.025083986562150055,-7.3911,330.0335,0.0,0.0,0.0,0.025083986562150055,False
concurrency_n10_20260617_221536_redis_feed7_rep3,4465,0.0029115341545352742,-29.2314,13093.7673,0.0,6.434767,378.2741,0.0,0.0,0.0,0.0029115341545352742,True
concurrency_n10_20260617_221536_redis_feed8_rep1,4465,0.0011198208286674132,-22.4296,10877.8833,0.0,5.5386,1245.452667,0.0,0.0,0.0,0.0011198208286674132,True
concurrency_n10_20260617_221536_redis_feed8_rep2,4465,0.0035834266517357225,-64.0329,9835.9755,0.0,48.2747,662.388634,0.0,0.0,0.0,0.0035834266517357225,True
concurrency_n10_20260617_221536_redis_feed8_rep3,4465,0.00022396416573348266,-8.3415,10844.444,0.0,98.2792,1253.7171,0.0,0.0,0.0,0.00022396416573348266,True
concurrency_n10_20260617_221536_redis_feed9_rep1,4465,0.00425531914893617,-58.5233,11559.8806,0.0,30.4472,1283.975334,0.0,0.0,0.0,0.00425531914893617,True
concurrency_n10_20260617_221536_redis_feed9_rep2,4465,0.0,0.0,9462.8782,0.0,0.7535,472.6297,0.0,0.0,0.0,0.0,True
concurrency_n10_20260617_221536_redis_feed9_rep3,4465,0.0004479283314669653,-5.139,12861.7475,0.006270996640537514,-5.3999,389.469934,0.0,0.0,0.0,0.006270996640537514,True
concurrency_n10_20260618_123920_kafka_feed10_rep1,40660,0.010059026069847515,-31.927,717.7165,0.00014756517461878997,-2.944,2190.283767,0.0,0.0,0.0,0.010059026069847515,False
concurrency_n10_20260618_123920_kafka_feed10_rep2,40660,0.014977865223807181,-17.7013,192.76805000000002,9.837678307919331e-05,-5.410066,1578.414634,0.0,0.0,0.0,0.014977865223807181,False
concurrency_n10_20260618_123920_kafka_feed10_rep3,40660,0.01822429906542056,-22.6583,212.8578,0.002779144121987211,-9.016666,1381.4303,0.0,0.0,0.0,0.01822429906542056,False
concurrency_n10_20260618_123920_kafka_feed1_rep1,40660,0.015346778160354157,-23.3247,568.3346,0.0002705361534677816,-3.1166,1889.011117,0.0,0.0,0.0,0.015346778160354157,False
concurrency_n10_20260618_123920_kafka_feed1_rep2,40660,0.005263157894736842,-15.27,232.9734,0.0002705361534677816,-4.244,1735.7871335,0.0,0.0,0.0,0.005263157894736842,True
concurrency_n10_20260618_123920_kafka_feed1_rep3,40660,0.02456960157402853,-19.9314,154.3839,2.4594195769798327e-05,-0.4275,1639.416567,0.0,0.0,0.0,0.02456960157402853,False
concurrency_n10_20260618_123920_kafka_feed2_rep1,40660,0.019822921790457453,-33.4028,606.3797,0.0005410723069355632,-6.5914,2323.4723,0.0,0.0,0.0,0.019822921790457453,False
concurrency_n10_20260618_123920_kafka_feed2_rep2,40660,0.016502705361534677,-22.5709,179.4192,0.0,2.069834,1892.9532005,0.0,0.0,0.0,0.016502705361534677,False
concurrency_n10_20260618_123920_kafka_feed2_rep3,40660,0.020019675356615838,-18.0978,184.13389999999998,0.0001721593703885883,-1.575333,1850.9824,0.0,0.0,0.0,0.020019675356615838,False
concurrency_n10_20260618_123920_kafka_feed3_rep1,40660,0.013280865715691098,-32.1869,678.8251,4.9188391539596654e-05,-1.0162,2214.481567,0.0,0.0,0.0,0.013280865715691098,False
concurrency_n10_20260618_123920_kafka_feed3_rep2,40660,0.01367437284800787,-40.7267,203.37545,0.0001721593703885883,-1.8248,1779.572134,0.0,0.0,0.0,0.01367437284800787,False
concurrency_n10_20260618_123920_kafka_feed3_rep3,40660,0.019626168224299065,-15.7968,190.0464,0.005730447614363011,-13.0591,1660.3537835,0.0,0.0,0.0,0.019626168224299065,False
concurrency_n10_20260618_123920_kafka_feed4_rep1,40660,0.012174126906050173,-35.2822,647.4117,0.00012297097884899163,-8.9974,2273.067967,0.0,0.0,0.0,0.012174126906050173,False
concurrency_n10_20260618_123920_kafka_feed4_rep2,40660,0.01529758976881456,-22.109,200.7182,0.0,3.9208,2203.6567835,0.0,0.0,0.0,0.01529758976881456,False
concurrency_n10_20260618_123920_kafka_feed4_rep3,40660,0.017486473192326612,-15.7517,182.0627,0.0006148548942449582,-4.1669,1560.672567,0.0,0.0,0.0,0.017486473192326612,False
concurrency_n10_20260618_123920_kafka_feed5_rep1,40660,0.011411706837186423,-25.9997,644.4232,0.0,1.7214,2149.8170170000003,0.0,0.0,0.0,0.011411706837186423,False
concurrency_n10_20260618_123920_kafka_feed5_rep2,40660,0.020191834727004428,-23.3327,190.1127,0.00039350713231677323,-4.3503,2004.259034,0.0,0.0,0.0,0.020191834727004428,False
concurrency_n10_20260618_123920_kafka_feed5_rep3,40660,0.01724053123462863,-18.8908,168.489,0.0,0.882767,1556.0325005,0.0,0.0,0.0,0.01724053123462863,False
concurrency_n10_20260618_123920_kafka_feed6_rep1,40660,0.020093457943925235,-27.5567,737.7482,0.00024594195769798326,-2.8586,1707.2385835,0.0,0.0,0.0,0.020093457943925235,False
concurrency_n10_20260618_123920_kafka_feed6_rep2,40660,0.015764879488440728,-35.2894,184.2356,0.00014756517461878997,-4.052333,1748.105434,0.0,0.0,0.0,0.015764879488440728,False
concurrency_n10_20260618_123920_kafka_feed6_rep3,40660,0.013723561239547467,-17.2484,171.3924,0.0031726512543039844,-8.1815,1292.8466,0.0,0.0,0.0,0.013723561239547467,False
concurrency_n10_20260618_123920_kafka_feed7_rep1,40660,0.010944417117560256,-25.4951,614.6956,0.00014756517461878997,-3.9502,1925.1320005,0.0,0.0,0.0,0.010944417117560256,False
concurrency_n10_20260618_123920_kafka_feed7_rep2,40660,0.0279144121987211,-18.8477,146.1789,0.0010083620265617314,-14.7037,2124.9379835,0.0,0.0,0.0,0.0279144121987211,False
concurrency_n10_20260618_123920_kafka_feed7_rep3,40660,0.009985243482538122,-26.4141,205.7824,2.4594195769798327e-05,-0.878133,1611.749367,0.0,0.0,0.0,0.009985243482538122,True
concurrency_n10_20260618_123920_kafka_feed8_rep1,40660,0.012001967535661583,-22.3151,637.8822,0.0,0.503634,1708.9965670000001,0.0,0.0,0.0,0.012001967535661583,False
concurrency_n10_20260618_123920_kafka_feed8_rep2,40660,0.024766355140186914,-46.8611,170.6368,0.0,2.9196,2451.315534,0.0,0.0,0.0,0.024766355140186914,False
concurrency_n10_20260618_123920_kafka_feed8_rep3,40660,0.01819970486965076,-16.2534,175.3956,0.003738317757009346,-10.2894,1257.0138835,0.0,0.0,0.0,0.01819970486965076,False
concurrency_n10_20260618_123920_kafka_feed9_rep1,40660,0.013895720609936055,-18.1513,531.0178,0.0003689129365469749,-5.5584,2451.201367,0.0,0.0,0.0,0.013895720609936055,False
concurrency_n10_20260618_123920_kafka_feed9_rep2,40660,0.011091982292179045,-23.2575,203.7055,0.0009591736350221348,-13.1689,2182.5841835,0.0,0.0,0.0,0.011091982292179045,False
concurrency_n10_20260618_123920_kafka_feed9_rep3,40660,0.01119035907525824,-24.9318,181.6556,0.004869650762420069,-9.6268,1382.6524,0.0,0.0,0.0,0.01119035907525824,False
concurrency_n10_20260618_123920_redis_feed10_rep1,40660,0.0,3.0435,24169.273950000003,0.004131824889326119,-5.8378,737.1793,0.0,0.0,0.0,0.004131824889326119,True
concurrency_n10_20260618_123920_redis_feed10_rep2,40660,2.4594195769798327e-05,-3.978,22926.77695,0.0,0.1142,408.32568349999997,0.0,0.0,0.0,2.4594195769798327e-05,True
concurrency_n10_20260618_123920_redis_feed10_rep3,40660,0.0,0.0,21660.89095,0.008583374323659616,-9.4495,240.1541,0.0,0.0,0.0,0.008583374323659616,True
concurrency_n10_20260618_123920_redis_feed1_rep1,40660,2.4594195769798327e-05,-14.9935,23681.67685,0.0,1.314067,879.2639,0.0,0.0,0.0,2.4594195769798327e-05,True
concurrency_n10_20260618_123920_redis_feed1_rep2,40660,0.00014756517461878997,-10.286,22738.1776,0.0,1.357134,1607.8423834999999,0.0,0.0,0.0,0.00014756517461878997,True
concurrency_n10_20260618_123920_redis_feed1_rep3,40660,4.9188391539596654e-05,-1.2729,22368.1274,0.0005902606984751599,-3.3695,139.0342335,0.0,0.0,0.0,0.0005902606984751599,True
concurrency_n10_20260618_123920_redis_feed2_rep1,40660,4.9188391539596654e-05,-14.4463,25515.90025,0.00012297097884899163,-1.24,679.8849170000001,0.0,0.0,0.0,0.00012297097884899163,True
concurrency_n10_20260618_123920_redis_feed2_rep2,40660,2.4594195769798327e-05,-1.2355,22001.36365,0.0,2.399967,883.909167,0.0,0.0,0.0,2.4594195769798327e-05,True
concurrency_n10_20260618_123920_redis_feed2_rep3,40660,2.4594195769798327e-05,-0.54,21471.35405,0.016674864731923266,-9.158166,216.565334,0.0,0.0,0.0,0.016674864731923266,False
concurrency_n10_20260618_123920_redis_feed3_rep1,40660,7.378258730939498e-05,-2.6441,24507.85125,0.0005410723069355632,-2.796433,627.2448,0.0,0.0,0.0,0.0005410723069355632,True
concurrency_n10_20260618_123920_redis_feed3_rep2,40660,2.4594195769798327e-05,-9.1101,22272.6541,0.0,2.4159,787.875067,0.0,0.0,0.0,2.4594195769798327e-05,True
concurrency_n10_20260618_123920_redis_feed3_rep3,40660,7.378258730939498e-05,-2.7016,21462.049,0.011485489424495818,-8.0497,171.6614835,0.0,0.0,0.0,0.011485489424495818,False
