n,kafka_median,redis_median,n_kafka,n_redis,U,p,rank_biserial,p_holm,significant
1,11.381750499999999,10.307834,18,18,184.0,0.4963589047945871,-0.1358024691358024,0.6805769301978337,False
5,14.744767,8.4453835,15,15,144.0,0.1985058531538877,-0.28,0.5955175594616631,False
10,9.167717,11.6579835,30,30,385.0,0.34028846509891686,0.1444444444444445,0.6805769301978337,False
