backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,1,1.80272,99.09133124999998,0.472827,3.51699855,0.194636,18
redis,single,1,1.008203,2.0860141499999996,0.44976099999999997,1.1341937999999998,0.2308565,18
