backend,config,n,tti_p50,tti_p95,transport_p50,transport_p95,schedlag_p50,n_runs
kafka,single,10,131.29128350000002,2862.32718045,93.2979,2812.0961500000003,9.512717,30
redis,single,10,585.824517,1491.7942219249999,492.44225,1448.692035,22.3388835,30
