run,backend,n_produced,n_consumed,n_matched,tti_p50_ms,tti_p95_ms,tti_p99_ms,tti_max_ms,transport_p50_ms,transport_p95_ms,transport_p99_ms,transport_max_ms,schedlag_p50_ms,schedlag_p95_ms,schedlag_p99_ms,schedlag_max_ms,tti_miss_100ms,schedlag_miss_100ms,tti_miss_250ms,schedlag_miss_250ms,tti_miss_500ms,schedlag_miss_500ms,tti_miss_1000ms,schedlag_miss_1000ms,tti_miss_2000ms,schedlag_miss_2000ms,tti_miss_5000ms,schedlag_miss_5000ms
s2sf12_kafka_rep1_20260611_222926,kafka,4465,4465,4465,6316.6395,10393.640638,10747.24027216,10832.977134,2008.1206,2008.38146,2008.546216,2009.1827,4307.0056,8383.404878000001,8737.03265216,8823.412834,1.0,0.9997760358342666,1.0,0.9836506159014557,1.0,0.9520716685330347,1.0,0.8895856662933931,1.0,0.7617021276595745,0.6452407614781634,0.41791713325867863
s2sf12_kafka_rep2_20260611_223053,kafka,4465,4465,4465,6221.224,10121.941958,10459.84173216,10549.588834,2003.3276,2003.60924,2003.79202,2004.5165,4216.1289,8116.956018000001,8454.62220416,8544.538434,1.0,0.9997760358342666,1.0,0.9847704367301232,1.0,0.9540873460246361,1.0,0.89003359462486,1.0,0.7625979843225084,0.64501679731243,0.4087346024636058
s2sf12_kafka_rep3_20260611_223219,kafka,4465,4465,4465,6258.2394,10053.979578,10396.14973216,10487.520734,2006.5114,2006.78268,2006.967588,2007.6241,4250.1115,8045.769118,8387.602584159999,8479.245934,1.0,0.9997760358342666,1.0,0.9827547592385218,1.0,0.9513997760358343,1.0,0.8931690929451288,1.0,0.7641657334826428,0.6483762597984323,0.41209406494960804
s2sf12_kafka_rep4_20260611_223345,kafka,4465,4465,4465,6218.6674,10172.618158000001,10512.75693216,10615.427434,2013.2216,2013.491,2013.7093240000002,2029.999,4203.8606,8157.598038,8497.57936016,8600.467334,1.0,0.9997760358342666,1.0,0.9832026875699889,1.0,0.9516237402015677,1.0,0.8880179171332587,1.0,0.7594624860022396,0.6416573348264277,0.4141097424412094
s2sf12_kafka_rep5_20260611_223511,kafka,4465,4465,4465,6446.9758,10324.313978,10666.991964159999,10756.023534,2015.6778,2015.94586,2016.1341240000002,2016.8288,4429.7735,8306.825858,8649.42081616,8738.495234,1.0,0.9997760358342666,1.0,0.9840985442329228,1.0,0.9558790593505039,1.0,0.9001119820828667,1.0,0.7816349384098544,0.6658454647256439,0.43359462486002237
s2sf12_redis_rep1_20260611_223014,redis,4465,4465,4465,3359.9758,4558.346918,4668.80608416,4699.340234,2010.6336,2014.7317,2015.635276,2016.8644,1347.9528,2549.532458,2660.96654816,2690.255834,1.0,0.9697648376259799,1.0,0.9133258678611422,1.0,0.8215005599104144,1.0,0.6318029115341546,1.0,0.2533034714445689,0.0,0.0
s2sf12_redis_rep2_20260611_223140,redis,4465,4465,4465,3306.6079,4510.807818,4618.68741984,4646.060234,2014.5147,2023.0384,2024.4836440000001,2026.28,1291.1198,2500.559078,2608.95577584,2634.968734,1.0,0.9751399776035834,1.0,0.91511758118701,1.0,0.8167973124300112,1.0,0.613885778275476,1.0,0.23538633818589025,0.0,0.0
s2sf12_redis_rep3_20260611_223306,redis,4465,4465,4465,3303.8803,4455.2012780000005,4562.673691839999,4591.506034,2011.8172,2017.8359600000001,2020.182956,2021.6036,1287.9492,2448.967658,2558.26179616,2587.218834,1.0,0.9706606942889138,1.0,0.9137737961926092,1.0,0.8159014557670773,1.0,0.612094064949608,1.0,0.2219484882418813,0.0,0.0
s2sf12_redis_rep4_20260611_223432,redis,4465,4465,4465,3325.3445,4532.976298,4638.58319216,4667.132534,2015.2959,2019.69404,2020.833508,2022.2767,1309.8874,2517.9702580000003,2625.69963184,2653.392534,1.0,0.9724524076147817,1.0,0.9157894736842105,1.0,0.8199328107502799,1.0,0.61993281075028,1.0,0.24456886898096306,0.0,0.0
s2sf12_redis_rep5_20260611_223559,redis,4465,4465,4465,3296.9268,4464.473778,4573.67975984,4602.369534,2011.5438,2018.20734,2020.62582,2021.8868,1284.1071,2453.8328180000003,2565.13021616,2594.040434,1.0,0.9704367301231803,1.0,0.9122060470324748,1.0,0.8150055991041434,1.0,0.612989921612542,1.0,0.2244120940649496,0.0,0.0
