run,backend,n_produced,n_consumed,n_matched,tti_p50_ms,tti_p95_ms,tti_p99_ms,tti_max_ms,transport_p50_ms,transport_p95_ms,transport_p99_ms,transport_max_ms,schedlag_p50_ms,schedlag_p95_ms,schedlag_p99_ms,schedlag_max_ms,tti_miss_100ms,schedlag_miss_100ms,tti_miss_250ms,schedlag_miss_250ms,tti_miss_500ms,schedlag_miss_500ms,tti_miss_1000ms,schedlag_miss_1000ms,tti_miss_2000ms,schedlag_miss_2000ms,tti_miss_5000ms,schedlag_miss_5000ms
s1_kafka_rep1_20260611_220804,kafka,2289,2289,2289,5485.585178,7807.366943,8009.698812,8058.643534,2028.4968,2028.91914,2029.207564,2035.3533,3455.100678,5777.288842999999,5979.677384,6028.695334,1.0,0.999563128003495,1.0,0.9847094801223242,1.0,0.9536915683704674,1.0,0.8872870249017037,1.0,0.7418086500655308,0.580166011358672,0.20664045434687636
s1_kafka_rep2_20260611_220929,kafka,2289,2289,2289,4637.836278,6642.551162999999,6835.380292,6881.331934,2000.1869,2000.43846,2000.636568,2005.0111,2635.957678,4640.557683,4833.27856,4879.475834,1.0,0.999563128003495,1.0,0.9724770642201835,1.0,0.9314110965487112,1.0,0.836609873307121,1.0,0.6321537789427698,0.4202708606378331,0.0
s1_kafka_rep3_20260611_221049,kafka,2289,2289,2289,4689.942678,7035.250603,7221.05204,7266.907834,2005.1343,2005.4032599999998,2005.6027040000001,2006.9875,2683.212278,5028.525003,5213.967328,5259.738134,1.0,0.999563128003495,1.0,0.9794670161642639,1.0,0.9305373525557011,1.0,0.8392311052861512,1.0,0.6343381389252949,0.43730886850152906,0.05679335954565312
s1_kafka_rep4_20260611_221210,kafka,2289,2289,2289,5660.334778,8147.900183,8352.481672,8403.896534,2012.1541,2012.53886,2013.0377,2016.7001,3646.360078,6133.878023,6337.853531999999,6390.278534,1.0,0.999563128003495,1.0,0.9803407601572739,1.0,0.9467016164263871,1.0,0.8833551769331586,1.0,0.7413717780690258,0.5871559633027523,0.26605504587155965
s1_kafka_rep5_20260611_221332,kafka,2289,2289,2289,4522.273478,6730.755703,6915.853812,6961.934634,2011.1567,2011.48254,2011.7224,2012.0928,2509.295378,4717.633383,4903.129287999999,4949.361834,1.0,0.999563128003495,1.0,0.9689820882481432,1.0,0.9244211446046309,1.0,0.8230668414154653,1.0,0.601135867190913,0.4089121887287025,0.0
s1_redis_rep1_20260611_220852,redis,2289,2289,2289,2723.728178,3361.7223830000003,3425.708056,3443.936934,2004.3135,2005.975,2006.706912,2007.1543,717.905778,1355.458823,1422.0647999999999,1439.840334,1.0,0.9405854084753167,1.0,0.8326780253385758,1.0,0.6531236347750109,1.0,0.29750982961992134,1.0,0.0,0.0,0.0
s1_redis_rep2_20260611_221012,redis,2289,2289,2289,2792.494778,3466.6835029999997,3524.4711919999995,3538.269334,2007.412,2010.50124,2011.8504599999999,2012.7717,784.851878,1457.443463,1512.0308519999999,1525.605434,1.0,0.9563128003494976,1.0,0.8558322411533421,1.0,0.6828309305373526,1.0,0.3577981651376147,1.0,0.0,0.0,0.0
s1_redis_rep3_20260611_221132,redis,2289,2289,2289,2825.654478,3518.5554429999997,3575.038032,3588.861734,2060.8383,2065.76592,2069.523572,2072.3954,762.463878,1456.856883,1513.8588919999997,1528.276434,1.0,0.9414591524683268,1.0,0.835736129314111,1.0,0.6640454346876365,1.0,0.3516819571865443,1.0,0.0,0.0,0.0
s1_redis_rep4_20260611_221255,redis,2289,2289,2289,2801.432778,3450.674643,3510.191252,3525.983634,2008.4369,2011.80064,2012.846072,2013.5132,791.956778,1441.316983,1502.6116439999998,1519.363334,1.0,0.9484491044124072,1.0,0.8479685452162516,1.0,0.6850152905198776,1.0,0.3582350371341197,1.0,0.0,0.0,0.0
s1_redis_rep5_20260611_221415,redis,2289,2289,2289,2743.762178,3351.8666230000003,3407.682848,3421.626434,2021.2603,2029.60194,2031.283764,2031.8269,718.046778,1330.8570829999999,1386.743464,1399.733934,1.0,0.9379641764962866,1.0,0.8291830493665356,1.0,0.6553079947575361,1.0,0.29183049366535607,1.0,0.0,0.0,0.0
