run,backend,n_produced,n_consumed,n_matched,tti_p50_ms,tti_p95_ms,tti_p99_ms,tti_max_ms,transport_p50_ms,transport_p95_ms,transport_p99_ms,transport_max_ms,schedlag_p50_ms,schedlag_p95_ms,schedlag_p99_ms,schedlag_max_ms,tti_miss_100ms,schedlag_miss_100ms,tti_miss_250ms,schedlag_miss_250ms,tti_miss_500ms,schedlag_miss_500ms,tti_miss_1000ms,schedlag_miss_1000ms,tti_miss_2000ms,schedlag_miss_2000ms,tti_miss_5000ms,schedlag_miss_5000ms
s2_kafka_rep1_20260611_221452,kafka,4465,4465,4465,6134.9958,10107.712518,10509.33191616,10595.374034,2012.9074,2013.1553800000002,2013.33828,2017.3267,4121.017,8092.724558000001,8494.50791616,8581.204234,1.0,0.9997760358342666,1.0,0.9818589025755879,1.0,0.9493840985442329,1.0,0.8868980963045913,1.0,0.7639417693169093,0.6472564389697648,0.40111982082866743
s2_kafka_rep2_20260611_221617,kafka,4465,4465,4465,6242.0043,10465.594878,10840.99619616,10934.656734,2000.6675,2000.91754,2001.06024,2002.1288,4239.8532,8463.310398,8838.362992159999,8932.290734,1.0,0.9997760358342666,1.0,0.9829787234042553,1.0,0.9522956326987682,1.0,0.8911534154535274,1.0,0.7702127659574468,0.6546472564389698,0.4118701007838746
s2_kafka_rep3_20260611_221742,kafka,4465,4465,4465,5859.7011,9195.865038,9556.51352816,9630.817534,2013.3267,2013.53096,2013.662308,2013.965,3844.7561,7181.265078,7541.696688159999,7616.238434,1.0,0.9997760358342666,1.0,0.9823068309070548,1.0,0.948488241881299,1.0,0.8828667413213885,1.0,0.7520716685330348,0.6167973124300112,0.34893617021276596
s2_kafka_rep4_20260611_221906,kafka,4465,4465,4465,6385.8117,10075.217558,10403.24624016,10483.337334,2018.4486,2018.7257000000002,2018.910488,2029.0468,4366.0649,8054.846738,8383.32866816,8463.607334,1.0,0.9997760358342666,1.0,0.9849944008958567,1.0,0.9531914893617022,1.0,0.8913773796192609,1.0,0.7755879059350503,0.6640537513997761,0.42150055991041435
s2_kafka_rep5_20260611_222032,kafka,4465,4465,4465,6402.1522,10339.558238,10684.33845216,10772.158634,2018.2219,2018.48444,2018.6935720000001,2028.2549,4382.0193,8319.786498,8664.39247216,8752.307034,1.0,0.9997760358342666,1.0,0.9834266517357223,1.0,0.9534154535274356,1.0,0.8916013437849944,1.0,0.7699888017917134,0.658454647256439,0.4275475923852184
s2_redis_rep1_20260611_221538,redis,4465,4465,4465,3469.7739,4864.558278,4979.63727616,5009.534634,2029.838,2032.48574,2033.403296,2034.3345,1439.6609,2834.701658,2951.52350416,2980.678634,1.0,0.9713325867861142,1.0,0.916909294512878,1.0,0.8270996640537513,1.0,0.6544232922732363,1.0,0.29876819708846586,0.0033594624860022394,0.0
s2_redis_rep2_20260611_221704,redis,4465,4465,4465,3553.076,4903.778638,5020.670508159999,5050.703134,2021.1685,2024.95596,2026.0417479999999,2026.886,1530.3957,2882.565598,2996.13817616,3026.283534,1.0,0.98006718924972,1.0,0.9395296752519597,1.0,0.859350503919373,1.0,0.6864501679731243,1.0,0.3379619260918253,0.017245240761478164,0.0
s2_redis_rep3_20260611_221828,redis,4465,4465,4465,3343.9871,4539.384858,4649.21255216,4675.807934,2019.6142,2023.4460000000001,2024.125872,2025.2998,1322.3482,2521.861358,2630.3281521599997,2657.094634,1.0,0.968868980963046,1.0,0.9106382978723404,1.0,0.8136618141097425,1.0,0.6228443449048152,1.0,0.24524076147816348,0.0,0.0
s2_redis_rep4_20260611_221953,redis,4465,4465,4465,3507.2855,4848.494578000001,4969.70040416,5001.937234,2009.9125,2014.6830599999998,2015.993556,2016.995,1497.4262,2840.714198,2962.2775521599997,2995.374634,1.0,0.9711086226203808,1.0,0.9200447928331467,1.0,0.8338185890257559,1.0,0.6676371780515118,1.0,0.32340425531914896,0.0008958566629339306,0.0
s2_redis_rep5_20260611_222119,redis,4465,4465,4465,3492.5601,4847.093798,4987.33757616,5018.366734,2021.5696,2028.9665,2029.918504,2030.9416,1464.5471,2828.939338,2969.4960201599997,3001.973934,1.0,0.9758118701007839,1.0,0.9251959686450167,1.0,0.8374020156774916,1.0,0.6620380739081747,1.0,0.31422172452407615,0.006047032474804031,0.0
