run,backend,n_produced,n_consumed,n_matched,tti_p50_ms,tti_p95_ms,tti_p99_ms,tti_max_ms,transport_p50_ms,transport_p95_ms,transport_p99_ms,transport_max_ms,schedlag_p50_ms,schedlag_p95_ms,schedlag_p99_ms,schedlag_max_ms,tti_miss_100ms,schedlag_miss_100ms,tti_miss_250ms,schedlag_miss_250ms,tti_miss_500ms,schedlag_miss_500ms,tti_miss_1000ms,schedlag_miss_1000ms,tti_miss_2000ms,schedlag_miss_2000ms,tti_miss_5000ms,schedlag_miss_5000ms
s2full_kafka_rep1_20260611_222158,kafka,5037,5037,5037,7135.494,12266.102932,12722.505200000001,12843.372734,2012.6711,2012.95274,2013.139676,2013.7251,5121.0381,10251.556792,10707.599448,10828.391334,1.0,0.9998014691284495,1.0,0.9872940242207663,1.0,0.9612864800476474,1.0,0.9078816756005559,1.0,0.8052412150089339,0.711336112765535,0.5147905499305142
s2full_kafka_rep2_20260611_222328,kafka,5037,5037,5037,6782.815912,11814.714012,12255.954448,12368.406734,2026.8686,2027.1327800000001,2027.504692,2037.2068,4754.213312,9786.282712,10227.28736,10340.191634,1.0,0.9998014691284495,1.0,0.9870954933492158,1.0,0.958109986102839,1.0,0.901131625967838,1.0,0.7895572761564423,0.6900933095096288,0.4715108199324995
s2full_kafka_rep3_20260611_222458,kafka,5037,5037,5037,6734.153034,11906.886032,12399.694992,12518.639434,2009.6713,2009.92474,2010.112068,2014.4884,4722.259878,9895.173831999999,10388.348156,10507.209634,1.0,0.9998014691284495,1.0,0.9864999007345642,1.0,0.9575143934881875,1.0,0.8979551320230296,1.0,0.7851895969823307,0.6821520746476077,0.46813579511614056
s2full_kafka_rep4_20260611_222627,kafka,5037,5037,5037,6559.356034,11537.995912,11990.049248000001,12112.250934,2026.0504,2026.30822,2026.470648,2033.7883,4531.3844,9510.529912,9961.979220000001,10084.745534,1.0,0.9998014691284495,1.0,0.9851101846337106,1.0,0.9539408378002779,1.0,0.8933889219773675,1.0,0.7718880285884455,0.6716299384554298,0.4462973992455827
s2full_kafka_rep5_20260611_222757,kafka,5037,5037,5037,6540.790267,11690.642252,12132.986808,12248.114234,1999.4715,1999.7502399999998,1999.991628,2001.1245,4539.937667,9689.616892,10131.882888,10246.843834,1.0,0.9998014691284495,1.0,0.9868969624776652,1.0,0.957712924359738,1.0,0.8951756998213222,1.0,0.775064522533254,0.6688505062537224,0.4474885844748858
s2full_redis_rep1_20260611_222247,redis,5037,5037,5037,4105.7165,6709.140892,6944.609684,6988.138934,2013.1985,2017.7032,2019.657444,2022.1003,2089.9201,4696.890571999999,4931.775644,4972.709834,1.0,0.8638078221163391,1.0,0.8254913639070875,1.0,0.7732777446892992,1.0,0.6773873337303951,1.0,0.5159817351598174,0.32837006154457016,0.0
s2full_redis_rep2_20260611_222417,redis,5037,5037,5037,4080.5519,6708.186212,6934.485528,6974.791334,2011.2103,2014.52996,2016.605632,2017.7207,2067.1959,4698.647152,4922.992632,4960.859734,1.0,0.8638078221163391,1.0,0.8227119317053802,1.0,0.7697041890013897,1.0,0.6773873337303951,0.9990073456422474,0.5149890808020647,0.3261862219575144,0.0
s2full_redis_rep3_20260611_222546,redis,5037,5037,5037,4074.2856,6702.214692,6928.720628,6969.299634,2004.8196,2008.37738,2013.045696,2015.3009,2068.5219,4698.663992,4924.06988,4962.776734,1.0,0.8685725630335517,1.0,0.8280722652372444,1.0,0.7701012507444908,1.0,0.6773873337303951,0.9960293825689894,0.5149890808020647,0.3261862219575144,0.0
s2full_redis_rep4_20260611_222716,redis,5037,5037,5037,4090.767,6715.372772,6935.422668,6977.070534,2010.5573,2014.2131399999998,2016.134128,2017.4901,2077.1475,4706.407232,4924.726592,4964.927834,1.0,0.8640063529878896,1.0,0.8246972404208854,1.0,0.7732777446892992,1.0,0.6773873337303951,1.0,0.5163787969029184,0.3315465554893786,0.0
s2full_redis_rep5_20260611_222845,redis,5037,5037,5037,4085.1816,6704.974571999999,6926.22754,6985.116234,2016.2806,2019.3916,2020.262768,2021.7256,2067.0323,4690.199092,4908.915048000001,4968.817834,1.0,0.8648004764740918,1.0,0.8258884256501886,1.0,0.7708953742306929,1.0,0.6773873337303951,1.0,0.5149890808020647,0.32638475282906493,0.0
