t_wall_ns,pid,on_cpu_ns,wait_ns,slices,n_threads,schedstats_enabled
1784995546682091404,339757,676223227,868406390,2004,2,1
1784995546682091404,339760,615853187,917509583,257,2,1
1784995546682091404,339771,476108548,765763391,3777,1,1
1784995546682091404,339778,463292412,763929696,3707,1,1
1784995546682091404,339779,600703012,892727756,228,2,1
1784995546682091404,339782,772152330,816540951,1085,2,1
1784995546682091404,339790,530285963,1213769821,541,8,1
1784995546682091404,339793,467331978,1285757880,174,8,1
1784995546682091404,339794,473148713,1260201018,250,8,1
1784995546682091404,339796,499005041,1190037514,864,8,1
1784995546682091404,339798,479120379,1183261713,945,8,1
1784995547214235088,339738,587456993,1044707564,4796,1,1
1784995547214235088,339750,1013794094,1078529908,569,2,1
1784995547214235088,339753,584863946,1028384734,4771,1,1
1784995547214235088,339755,536947221,1179391315,4543,1,1
1784995547214235088,339757,836522901,1244277568,2183,2,1
1784995547214235088,339760,771097432,1296245764,309,2,1
1784995547214235088,339771,576362359,1024144810,4736,1,1
1784995547214235088,339778,548675312,1056780513,4542,1,1
1784995547214235088,339779,747142806,1282274368,283,2,1
1784995547214235088,339782,954222419,1169501905,1771,2,1
1784995547214235088,339790,583213813,1369673818,666,11,1
1784995547214235088,339793,553283584,1526889714,249,12,1
1784995547214235088,339794,569752200,1604929820,325,11,1
1784995547214235088,339796,606048610,1490396426,1030,12,1
1784995547214235088,339798,628769216,1576981965,1444,13,1
1784995547214235088,339836,276041077,996574766,156,8,1
1784995547214235088,339837,272277847,1004699459,208,8,1
1784995547214235088,339839,323321496,952938946,304,8,1
1784995547214235088,339842,275278724,932083713,194,8,1
1784995547214235088,339843,257406782,975587273,201,8,1
1784995547754370404,339738,711011668,1252978345,5932,1,1
1784995547754370404,339750,1198330219,1424984263,631,2,1
1784995547754370404,339753,704867051,1247522294,5934,1,1
1784995547754370404,339755,648079639,1422692248,5546,1,1
1784995547754370404,339757,1074321412,1542340295,2867,2,1
1784995547754370404,339760,1008967575,1593204789,400,2,1
1784995547754370404,339771,693009903,1270233317,5772,1,1
1784995547754370404,339778,657597748,1316108371,5520,1,1
1784995547754370404,339779,970273178,1604111916,355,2,1
1784995547754370404,339782,1196930962,1466722322,2111,2,1
1784995547754370404,339790,583213813,1369673818,666,11,1
1784995547754370404,339793,553283584,1526889714,249,12,1
1784995547754370404,339794,569752200,1604929820,325,11,1
1784995547754370404,339796,606048610,1490396426,1030,12,1
1784995547754370404,339798,628769216,1576981965,1444,13,1
1784995547754370404,339836,512808093,1253801700,236,9,1
1784995547754370404,339837,479221019,1335739168,295,8,1
1784995547754370404,339839,550297777,1256927977,826,8,1
1784995547754370404,339842,460886791,1282458697,257,8,1
1784995547754370404,339843,529603544,1129287751,316,9,1
1784995548293228950,339738,828245139,1432490978,7212,1,1
1784995548293228950,339750,1296223083,1588339813,721,2,1
1784995548293228950,339753,824056038,1415135955,7260,1,1
1784995548293228950,339755,757155250,1654178616,6743,1,1
1784995548293228950,339757,1468665281,1687086710,3864,2,1
1784995548293228950,339760,1385878803,1625506958,437,2,1
1784995548293228950,339771,809497132,1473364864,7010,1,1
1784995548293228950,339778,768741623,1528852894,6702,1,1
1784995548293228950,339779,1300865530,1805282152,470,2,1
1784995548293228950,339782,1337855932,1541684367,2145,2,1
1784995548293228950,339790,583213813,1369673818,666,11,1
1784995548293228950,339793,554219590,1527188543,264,12,1
1784995548293228950,339794,569752200,1604929820,325,11,1
1784995548293228950,339796,607013458,1490681845,1051,12,1
1784995548293228950,339798,628769216,1576981965,1444,13,1
1784995548293228950,339836,516599113,1258622834,244,9,1
1784995548293228950,339837,542679669,1410665208,358,9,1
1784995548293228950,339839,575621632,1299884760,862,9,1
1784995548293228950,339842,555709188,1452341150,304,9,1
1784995548293228950,339843,529603544,1129287751,316,9,1
1784995548816630056,339738,944977003,1564442339,8609,1,1
1784995548816630056,339750,1301043175,1595358054,741,2,1
1784995548816630056,339753,952973091,1522102849,8705,1,1
1784995548816630056,339755,865361115,1828609608,8010,1,1
1784995548816630056,339757,1726384093,1743083934,4245,2,1
1784995548816630056,339760,1388610472,1626309723,449,2,1
1784995548816630056,339771,919165128,1641475766,8253,1,1
1784995548816630056,339778,871606335,1721380620,7900,1,1
1784995548816630056,339779,1561491139,1805508050,498,2,1
1784995548816630056,339782,1341920300,1548036667,2158,2,1
1784995548816630056,339790,583213813,1369673818,666,11,1
1784995548816630056,339793,554219590,1527188543,264,12,1
1784995548816630056,339794,569752200,1604929820,325,11,1
1784995548816630056,339796,607013458,1490681845,1051,12,1
1784995548816630056,339798,628769216,1576981965,1444,13,1
1784995548816630056,339836,516599113,1258622834,244,9,1
1784995548816630056,339837,542679669,1410665208,358,9,1
1784995548816630056,339839,575621632,1299884760,862,9,1
1784995548816630056,339842,555709188,1452341150,304,9,1
1784995548816630056,339843,531383655,1130285217,320,9,1
1784995549331622502,339738,1071997679,1662527815,10135,1,1
1784995549331622502,339750,1302496005,1595358054,743,2,1
1784995549331622502,339753,1087713989,1606944490,10253,1,1
1784995549331622502,339755,988049303,1958542174,9387,1,1
1784995549331622502,339757,1728520919,1743157094,4246,2,1
1784995549331622502,339760,1389479867,1627472988,451,2,1
1784995549331622502,339771,1044139998,1771401770,9672,1,1
1784995549331622502,339778,994332912,1841398888,9282,1,1
1784995549331622502,339779,1562402406,1805508050,499,2,1
1784995549331622502,339782,1342872358,1548528515,2159,2,1
1784995549331622502,339790,584156346,1370494312,682,11,1
1784995549331622502,339793,554219590,1527188543,264,12,1
1784995549331622502,339794,570753033,1605109169,336,11,1
1784995549331622502,339796,607781822,1490681845,1057,12,1
1784995549331622502,339798,629729587,1577528045,1452,13,1
1784995549331622502,339836,516599113,1258622834,244,9,1
1784995549331622502,339837,544821142,1415177377,367,9,1
1784995549331622502,339839,575621632,1299884760,862,9,1
1784995549331622502,339842,555709188,1452341150,304,9,1
1784995549331622502,339843,531383655,1130285217,320,9,1
1784995549846229642,339738,1195774032,1780431836,11508,1,1
1784995549846229642,339750,1304486642,1596298215,745,2,1
1784995549846229642,339753,1212235761,1717741681,11661,1,1
1784995549846229642,339755,1117569390,2078622305,10729,1,1
1784995549846229642,339757,1729222201,1743157094,4247,2,1
1784995549846229642,339760,1391516273,1627584835,454,2,1
1784995549846229642,339771,1178835253,1892310970,11048,1,1
1784995549846229642,339778,1122571430,1956652014,10656,1,1
1784995549846229642,339779,1563140153,1807771566,500,2,1
1784995549846229642,339782,1343987461,1548936277,2160,2,1
1784995549846229642,339790,584156346,1370494312,682,11,1
1784995549846229642,339793,554219590,1527188543,264,12,1
1784995549846229642,339794,570753033,1605109169,336,11,1
1784995549846229642,339796,607781822,1490681845,1057,12,1
1784995549846229642,339798,629729587,1577528045,1452,13,1
1784995549846229642,339836,518714646,1260739580,248,9,1
1784995549846229642,339837,544821142,1415177377,367,9,1
1784995549846229642,339839,577450345,1302375377,865,9,1
1784995549846229642,339842,555709188,1452341150,304,9,1
1784995549846229642,339843,533116544,1130382282,324,9,1
1784995550358119952,339738,1319180582,1904746982,12987,1,1
1784995550358119952,339750,1306553914,1596491013,748,2,1
1784995550358119952,339753,1340717087,1816695593,13179,1,1
1784995550358119952,339755,1241683856,2211643391,12108,1,1
1784995550358119952,339757,1731524946,1748222423,4258,2,1
1784995550358119952,339760,1393375453,1630103223,457,2,1
1784995550358119952,339771,1307098547,2019696662,12456,1,1
1784995550358119952,339778,1243429440,2088885564,12030,1,1
1784995550358119952,339779,1564877980,1809380069,501,2,1
1784995550358119952,339782,1346028082,1554900996,2164,2,1
1784995550358119952,339790,584156346,1370494312,682,11,1
1784995550358119952,339793,555072030,1528863264,276,12,1
1784995550358119952,339794,571387675,1605489700,341,11,1
1784995550358119952,339796,607781822,1490681845,1057,12,1
1784995550358119952,339798,630424131,1577743739,1464,13,1
1784995550358119952,339836,518714646,1260739580,248,9,1
1784995550358119952,339837,544821142,1415177377,367,9,1
1784995550358119952,339839,577450345,1302375377,865,9,1
1784995550358119952,339842,557827827,1453474931,307,9,1
1784995550358119952,339843,533116544,1130382282,324,9,1
1784995550885228688,339738,1383831094,1962459557,13752,1,1
1784995550885228688,339750,1307650980,1596491013,749,2,1
1784995550885228688,339753,1471334481,1900605434,14735,1,1
1784995550885228688,339755,1381073135,2281662636,13643,1,1
1784995550885228688,339757,1732206549,1748222423,4259,2,1
1784995550885228688,339760,1395379651,1630103223,459,2,1
1784995550885228688,339771,1339809532,2050419714,12835,1,1
1784995550885228688,339778,1376339182,2182173020,13513,1,1
1784995550885228688,339779,1567108326,1812089674,508,2,1
1784995550885228688,339782,1348283826,1554900996,2166,2,1
1784995550885228688,339790,584156346,1370494312,682,11,1
1784995550885228688,339793,555072030,1528863264,276,12,1
1784995550885228688,339794,571387675,1605489700,341,11,1
1784995550885228688,339796,607781822,1490681845,1057,12,1
1784995550885228688,339798,630424131,1577743739,1464,13,1
1784995550885228688,339836,520577110,1261224388,251,9,1
1784995550885228688,339837,544821142,1415177377,367,9,1
1784995550885228688,339839,577450345,1302375377,865,9,1
1784995550885228688,339842,557827827,1453474931,307,9,1
1784995550885228688,339843,533116544,1130382282,324,9,1
1784995551401383691,339738,1383831094,1962459557,13752,1,1
1784995551401383691,339750,1309494044,1599498436,757,2,1
1784995551401383691,339753,1592660710,1977939513,16321,1,1
1784995551401383691,339755,1390039901,2290927896,13748,1,1
1784995551401383691,339757,1742383831,1749197377,4384,2,1
1784995551401383691,339760,1396806862,1630524205,469,2,1
1784995551401383691,339771,1340387458,2050419714,12839,1,1
1784995551401383691,339778,1495402364,2251834514,15113,1,1
1784995551401383691,339779,1572327537,1817092228,524,2,1
1784995551401383691,339782,1349950609,1555390981,2174,2,1
1784995551401383691,339790,584156346,1370494312,682,11,1
1784995551401383691,339793,555749135,1529890294,286,12,1
1784995551401383691,339794,571387675,1605489700,341,11,1
1784995551401383691,339796,608745028,1490737068,1072,12,1
1784995551401383691,339798,630424131,1577743739,1464,13,1
1784995551401383691,339836,520577110,1261224388,251,9,1
1784995551401383691,339837,547039520,1415789546,373,9,1
1784995551401383691,339839,577450345,1302375377,865,9,1
1784995551401383691,339842,559232795,1456722203,310,9,1
1784995551401383691,339843,533116544,1130382282,324,9,1
1784995551913577194,339738,1384465064,1964157685,13755,1,1
1784995551913577194,339750,1310930800,1600010043,759,2,1
1784995551913577194,339753,1600164448,1992094240,16421,1,1
1784995551913577194,339755,1390039901,2290927896,13748,1,1
1784995551913577194,339757,1744002339,1750350046,4385,2,1
1784995551913577194,339760,1398427674,1632481482,471,2,1
1784995551913577194,339771,1340387458,2050419714,12839,1,1
1784995551913577194,339778,1589778318,2297383866,16523,1,1
1784995551913577194,339779,1573358303,1818227571,526,2,1
1784995551913577194,339782,1351227976,1555434577,2175,2,1
1784995551913577194,339790,584860362,1372494954,690,11,1
1784995551913577194,339793,555749135,1529890294,286,12,1
1784995551913577194,339794,571387675,1605489700,341,11,1
1784995551913577194,339796,608745028,1490737068,1072,12,1
1784995551913577194,339798,630424131,1577743739,1464,13,1
1784995551913577194,339836,520577110,1261224388,251,9,1
1784995551913577194,339837,548654964,1417023767,377,9,1
1784995551913577194,339839,577450345,1302375377,865,9,1
1784995551913577194,339842,559232795,1456722203,310,9,1
1784995551913577194,339843,534658307,1130386779,328,9,1
1784995552427649406,339738,1384465064,1964157685,13755,1,1
1784995552427649406,339750,1311553744,1600264735,760,2,1
1784995552427649406,339753,1600164448,1992094240,16421,1,1
1784995552427649406,339755,1390319240,2290927896,13749,1,1
1784995552427649406,339757,1744752715,1750350046,4386,2,1
1784995552427649406,339760,1399215566,1632481482,472,2,1
1784995552427649406,339771,1340641900,2050419714,12840,1,1
1784995552427649406,339778,1589778318,2297383866,16523,1,1
1784995552427649406,339779,1574869721,1818240270,528,2,1
1784995552427649406,339782,1351898562,1555434577,2176,2,1
1784995552427649406,339790,584860362,1372494954,690,11,1
1784995552427649406,339793,555749135,1529890294,286,12,1
1784995552427649406,339794,571387675,1605489700,341,11,1
1784995552427649406,339796,608745028,1490737068,1072,12,1
1784995552427649406,339798,630424131,1577743739,1464,13,1
1784995552427649406,339836,520577110,1261224388,251,9,1
1784995552427649406,339837,548654964,1417023767,377,9,1
1784995552427649406,339839,577450345,1302375377,865,9,1
1784995552427649406,339842,559232795,1456722203,310,9,1
1784995552427649406,339843,534658307,1130386779,328,9,1
1784995552942354264,339738,1384740367,1964157685,13756,1,1
1784995552942354264,339750,1313137820,1600264735,762,2,1
1784995552942354264,339753,1600440332,1992094240,16422,1,1
1784995552942354264,339755,1390319240,2290927896,13749,1,1
1784995552942354264,339757,1745612806,1753349557,4388,2,1
1784995552942354264,339760,1400511170,1632481482,473,2,1
1784995552942354264,339771,1340641900,2050419714,12840,1,1
1784995552942354264,339778,1589986530,2297824748,16524,1,1
1784995552942354264,339779,1575596351,1819039259,529,2,1
1784995552942354264,339782,1353222358,1555648027,2178,2,1
1784995552942354264,339790,584860362,1372494954,690,11,1
1784995552942354264,339793,555749135,1529890294,286,12,1
1784995552942354264,339794,571387675,1605489700,341,11,1
1784995552942354264,339796,608745028,1490737068,1072,12,1
1784995552942354264,339798,630424131,1577743739,1464,13,1
1784995552942354264,339836,520577110,1261224388,251,9,1
1784995552942354264,339837,548654964,1417023767,377,9,1
1784995552942354264,339839,578978417,1304268358,870,9,1
1784995552942354264,339842,559232795,1456722203,310,9,1
1784995552942354264,339843,534658307,1130386779,328,9,1
1784995553454235100,339738,1384740367,1964157685,13756,1,1
1784995553454235100,339750,1313865442,1601091074,763,2,1
1784995553454235100,339753,1601209377,1992132627,16426,1,1
1784995553454235100,339755,1391104038,2291799583,13754,1,1
1784995553454235100,339757,1746433427,1753349557,4389,2,1
1784995553454235100,339760,1401169367,1632481482,474,2,1
1784995553454235100,339771,1341001589,2053221297,12842,1,1
1784995553454235100,339778,1590370977,2297824748,16526,1,1
1784995553454235100,339779,1577020237,1819039259,531,2,1
1784995553454235100,339782,1353960005,1558634418,2179,2,1
1784995553454235100,339790,584860362,1372494954,690,11,1
1784995553454235100,339793,557016956,1530354291,307,12,1
1784995553454235100,339794,572548196,1605489700,358,11,1
1784995553454235100,339796,609496477,1490737068,1081,12,1
1784995553454235100,339798,631391212,1578072834,1477,13,1
1784995553454235100,339836,520577110,1261224388,251,9,1
1784995553454235100,339837,548654964,1417023767,377,9,1
1784995553454235100,339839,578978417,1304268358,870,9,1
1784995553454235100,339842,559232795,1456722203,310,9,1
1784995553454235100,339843,534658307,1130386779,328,9,1
1784995553974236575,339738,1384991144,1964157685,13757,1,1
1784995553974236575,339750,1316163591,1603074731,765,2,1
1784995553974236575,339753,1601209377,1992132627,16426,1,1
1784995553974236575,339755,1391104038,2291799583,13754,1,1
1784995553974236575,339757,1747636542,1754040944,4390,2,1
1784995553974236575,339760,1402350540,1632481482,476,2,1
1784995553974236575,339771,1341001589,2053221297,12842,1,1
1784995553974236575,339778,1590370977,2297824748,16526,1,1
1784995553974236575,339779,1577682511,1819039259,532,2,1
1784995553974236575,339782,1355290381,1558634418,2180,2,1
1784995553974236575,339790,584860362,1372494954,690,11,1
1784995553974236575,339793,557016956,1530354291,307,12,1
1784995553974236575,339794,572548196,1605489700,358,11,1
1784995553974236575,339796,609496477,1490737068,1081,12,1
1784995553974236575,339798,631391212,1578072834,1477,13,1
1784995553974236575,339836,522447386,1263650358,254,9,1
1784995553974236575,339837,550353841,1417023767,381,9,1
1784995553974236575,339839,578978417,1304268358,870,9,1
1784995553974236575,339842,559232795,1456722203,310,9,1
1784995553974236575,339843,535883906,1130611747,331,9,1
1784995554485235384,339738,1384991144,1964157685,13757,1,1
1784995554485235384,339750,1334746278,1608397005,1042,2,1
1784995554485235384,339753,1601428626,1992132627,16427,1,1
1784995554485235384,339755,1391336898,2292088426,13755,1,1
1784995554485235384,339757,1785423205,1766709560,4996,2,1
1784995554485235384,339760,1404099735,1633001281,486,2,1
1784995554485235384,339771,1341689081,2053283099,12847,1,1
1784995554485235384,339778,1590659820,2297832500,16527,1,1
1784995554485235384,339779,1582787218,1820398679,618,2,1
1784995554485235384,339782,1357982912,1559892255,2209,2,1
1784995554485235384,339790,584860362,1372494954,690,11,1
1784995554485235384,339793,557016956,1530354291,307,12,1
1784995554485235384,339794,572548196,1605489700,358,11,1
1784995554485235384,339796,610550349,1491525060,1090,12,1
1784995554485235384,339798,631391212,1578072834,1477,13,1
1784995554485235384,339836,522447386,1263650358,254,9,1
1784995554485235384,339837,550353841,1417023767,381,9,1
1784995554485235384,339839,578978417,1304268358,870,9,1
1784995554485235384,339842,560724394,1456968553,313,9,1
1784995554485235384,339843,535883906,1130611747,331,9,1
1784995554999523666,339738,1385594307,1965660149,13761,1,1
1784995554999523666,339750,1336572218,1608956104,1044,2,1
1784995554999523666,339753,1601744099,1992132627,16429,1,1
1784995554999523666,339755,1391336898,2292088426,13755,1,1
1784995554999523666,339757,1786843155,1767710792,4998,2,1
1784995554999523666,339760,1405932726,1633001281,488,2,1
1784995554999523666,339771,1341689081,2053283099,12847,1,1
1784995554999523666,339778,1590659820,2297832500,16527,1,1
1784995554999523666,339779,1583466417,1820398679,619,2,1
1784995554999523666,339782,1359653228,1560507088,2210,2,1
1784995554999523666,339790,585701955,1373086062,697,11,1
1784995554999523666,339793,557704588,1531742384,315,12,1
1784995554999523666,339794,572548196,1605489700,358,11,1
1784995554999523666,339796,610550349,1491525060,1090,12,1
1784995554999523666,339798,631391212,1578072834,1477,13,1
1784995554999523666,339836,522447386,1263650358,254,9,1
1784995554999523666,339837,550353841,1417023767,381,9,1
1784995554999523666,339839,578978417,1304268358,870,9,1
1784995554999523666,339842,560724394,1456968553,313,9,1
1784995554999523666,339843,537771268,1134247372,334,9,1
1784995555514091785,339738,1385594307,1965660149,13761,1,1
1784995555514091785,339750,1338796796,1611273191,1047,2,1
1784995555514091785,339753,1601744099,1992132627,16429,1,1
1784995555514091785,339755,1391931902,2292088426,13759,1,1
1784995555514091785,339757,1788205760,1770150172,5001,2,1
1784995555514091785,339760,1407621490,1634132268,491,2,1
1784995555514091785,339771,1341939046,2053283099,12848,1,1
1784995555514091785,339778,1590960641,2299794944,16528,1,1
1784995555514091785,339779,1586810485,1823563887,623,2,1
1784995555514091785,339782,1361284504,1562496724,2213,2,1
1784995555514091785,339790,585701955,1373086062,697,11,1
1784995555514091785,339793,557704588,1531742384,315,12,1
1784995555514091785,339794,573678810,1609643131,370,11,1
1784995555514091785,339796,610550349,1491525060,1090,12,1
1784995555514091785,339798,631391212,1578072834,1477,13,1
1784995555514091785,339836,522447386,1263650358,254,9,1
1784995555514091785,339837,550353841,1417023767,381,9,1
1784995555514091785,339839,578978417,1304268358,870,9,1
1784995555514091785,339842,560724394,1456968553,313,9,1
1784995555514091785,339843,537771268,1134247372,334,9,1
1784995556030380571,339738,1385838874,1965660149,13762,1,1
1784995556030380571,339750,1339934162,1611273191,1048,2,1
1784995556030380571,339753,1602338291,1994845037,16433,1,1
1784995556030380571,339755,1391931902,2292088426,13759,1,1
1784995556030380571,339757,1789268905,1770911695,5002,2,1
1784995556030380571,339760,1408856012,1634132268,492,2,1
1784995556030380571,339771,1341939046,2053283099,12848,1,1
1784995556030380571,339778,1590960641,2299794944,16528,1,1
1784995556030380571,339779,1587562092,1823563887,624,2,1
1784995556030380571,339782,1362989472,1564003154,2215,2,1
1784995556030380571,339790,585701955,1373086062,697,11,1
1784995556030380571,339793,558848104,1537092531,321,12,1
1784995556030380571,339794,573678810,1609643131,370,11,1
1784995556030380571,339796,610550349,1491525060,1090,12,1
1784995556030380571,339798,631391212,1578072834,1477,13,1
1784995556030380571,339836,524171102,1264379141,264,9,1
1784995556030380571,339837,551750126,1417177318,385,9,1
1784995556030380571,339839,580657396,1307362931,874,9,1
1784995556030380571,339842,560724394,1456968553,313,9,1
1784995556030380571,339843,537771268,1134247372,334,9,1
1784995556544245657,339738,1385838874,1965660149,13762,1,1
1784995556544245657,339750,1340550767,1611273191,1049,2,1
1784995556544245657,339753,1602338291,1994845037,16433,1,1
1784995556544245657,339755,1392125122,2292342457,13760,1,1
1784995556544245657,339757,1790253041,1771884355,5003,2,1
1784995556544245657,339760,1409646067,1635283666,493,2,1
1784995556544245657,339771,1342688059,2053317090,12853,1,1
1784995556544245657,339778,1591207842,2299794944,16529,1,1
1784995556544245657,339779,1589044306,1823563887,626,2,1
1784995556544245657,339782,1363821841,1566418668,2216,2,1
1784995556544245657,339790,585701955,1373086062,697,11,1
1784995556544245657,339793,558848104,1537092531,321,12,1
1784995556544245657,339794,573678810,1609643131,370,11,1
1784995556544245657,339796,611623809,1491932582,1101,12,1
1784995556544245657,339798,631391212,1578072834,1477,13,1
1784995556544245657,339836,524171102,1264379141,264,9,1
1784995556544245657,339837,551750126,1417177318,385,9,1
1784995556544245657,339839,580657396,1307362931,874,9,1
1784995556544245657,339842,560724394,1456968553,313,9,1
1784995556544245657,339843,537771268,1134247372,334,9,1
1784995557058242974,339738,1386586547,1965660149,13768,1,1
1784995557058242974,339750,1341569776,1613292320,1051,2,1
1784995557058242974,339753,1602589628,1994845037,16434,1,1
1784995557058242974,339755,1392125122,2292342457,13760,1,1
1784995557058242974,339757,1791399311,1772020960,5004,2,1
1784995557058242974,339760,1410775322,1637289275,495,2,1
1784995557058242974,339771,1342688059,2053317090,12853,1,1
1784995557058242974,339778,1591207842,2299794944,16529,1,1
1784995557058242974,339779,1591985960,1824409576,629,2,1
1784995557058242974,339782,1365077655,1566418668,2217,2,1
1784995557058242974,339790,587075636,1373086062,720,11,1
1784995557058242974,339793,558848104,1537092531,321,12,1
1784995557058242974,339794,573678810,1609643131,370,11,1
1784995557058242974,339796,611623809,1491932582,1101,12,1
1784995557058242974,339798,631391212,1578072834,1477,13,1
1784995557058242974,339836,524171102,1264379141,264,9,1
1784995557058242974,339837,553368143,1417558220,388,9,1
1784995557058242974,339839,580657396,1307362931,874,9,1
1784995557058242974,339842,560724394,1456968553,313,9,1
1784995557058242974,339843,540055044,1136192251,337,9,1
1784995557569490223,339738,1386586547,1965660149,13768,1,1
1784995557569490223,339750,1343977229,1615675514,1062,2,1
1784995557569490223,339753,1602589628,1994845037,16434,1,1
1784995557569490223,339755,1392731193,2292342457,13764,1,1
1784995557569490223,339757,1793787796,1772025477,5028,2,1
1784995557569490223,339760,1424316413,1640454114,730,2,1
1784995557569490223,339771,1342903122,2053317090,12854,1,1
1784995557569490223,339778,1591540090,2299794944,16530,1,1
1784995557569490223,339779,1612202071,1829386865,927,2,1
1784995557569490223,339782,1377602929,1572183498,2327,2,1
1784995557569490223,339790,587075636,1373086062,720,11,1
1784995557569490223,339793,558848104,1537092531,321,12,1
1784995557569490223,339794,574628113,1609671523,385,11,1
1784995557569490223,339796,611623809,1491932582,1101,12,1
1784995557569490223,339798,631391212,1578072834,1477,13,1
1784995557569490223,339836,524171102,1264379141,264,9,1
1784995557569490223,339837,553368143,1417558220,388,9,1
1784995557569490223,339839,580657396,1307362931,874,9,1
1784995557569490223,339842,560724394,1456968553,313,9,1
1784995557569490223,339843,540055044,1136192251,337,9,1
1784995558083095723,339738,1387081870,1967592719,13773,1,1
1784995558083095723,339750,1345573684,1616144717,1063,2,1
1784995558083095723,339753,1602878321,1995337036,16435,1,1
1784995558083095723,339755,1392731193,2292342457,13764,1,1
1784995558083095723,339757,1796153074,1772025477,5030,2,1
1784995558083095723,339760,1425674230,1640454114,731,2,1
1784995558083095723,339771,1343748891,2055146946,12860,1,1
1784995558083095723,339778,1591540090,2299794944,16530,1,1
1784995558083095723,339779,1614404566,1831160256,929,2,1
1784995558083095723,339782,1379252805,1572183498,2329,2,1
1784995558083095723,339790,587991141,1380701828,727,11,1
1784995558083095723,339793,558848104,1537092531,321,12,1
1784995558083095723,339794,574628113,1609671523,385,11,1
1784995558083095723,339796,613348359,1496473825,1114,12,1
1784995558083095723,339798,631391212,1578072834,1477,13,1
1784995558083095723,339836,525937202,1265787884,267,9,1
1784995558083095723,339837,553368143,1417558220,388,9,1
1784995558083095723,339839,582684779,1307362931,878,9,1
1784995558083095723,339842,560724394,1456968553,313,9,1
1784995558083095723,339843,540055044,1136192251,337,9,1
1784995558601232110,339738,1387081870,1967592719,13773,1,1
1784995558601232110,339750,1346182117,1616144717,1064,2,1
1784995558601232110,339753,1602878321,1995337036,16435,1,1
1784995558601232110,339755,1393131724,2292452342,13766,1,1
1784995558601232110,339757,1796900645,1772025477,5031,2,1
1784995558601232110,339760,1426616073,1640730809,732,2,1
1784995558601232110,339771,1343748891,2055146946,12860,1,1
1784995558601232110,339778,1591918207,2299817628,16532,1,1
1784995558601232110,339779,1615175723,1831160256,930,2,1
1784995558601232110,339782,1379958153,1573818641,2330,2,1
1784995558601232110,339790,587991141,1380701828,727,11,1
1784995558601232110,339793,558848104,1537092531,321,12,1
1784995558601232110,339794,575314634,1609874307,390,11,1
1784995558601232110,339796,613348359,1496473825,1114,12,1
1784995558601232110,339798,631974798,1580337833,1486,13,1
1784995558601232110,339836,525937202,1265787884,267,9,1
1784995558601232110,339837,553368143,1417558220,388,9,1
1784995558601232110,339839,582684779,1307362931,878,9,1
1784995558601232110,339842,560724394,1456968553,313,9,1
1784995558601232110,339843,540055044,1136192251,337,9,1
1784995559111360981,339738,1387637844,1967592719,13777,1,1
1784995559111360981,339750,1347216099,1616319790,1065,2,1
1784995559111360981,339753,1603405832,1998538730,16437,1,1
1784995559111360981,339755,1393526857,2292452342,13768,1,1
1784995559111360981,339757,1797691723,1774025648,5033,2,1
1784995559111360981,339760,1427809173,1641754365,733,2,1
1784995559111360981,339771,1343991134,2055146946,12861,1,1
1784995559111360981,339778,1591918207,2299817628,16532,1,1
1784995559111360981,339779,1617838238,1831461517,933,2,1
