t_wall,rho,loadavg
1784962225.8742807,0.99502,8.43
1784962226.3750958,0.98995,8.43
1784962226.8772259,0.99752,8.43
1784962227.3802247,1.0,8.43
1784962227.8810034,1.0,11.28
1784962228.3817778,1.0,11.28
1784962228.8822289,1.0,11.28
1784962229.3829904,0.99002,11.28
1784962229.8837645,0.9825,11.28
1784962230.3842897,0.98504,11.28
1784962230.8851118,0.98496,11.28
1784962231.3858986,0.97744,11.28
1784962231.8882654,0.97519,11.28
1784962232.390296,0.975,11.28
1784962232.8911304,0.96992,11.01
1784962233.3933563,0.9703,11.01
1784962233.894158,0.97257,11.01
1784962234.3949633,0.97,11.01
1784962234.8972394,0.97015,11.01
1784962235.398061,0.9725,11.01
1784962235.8988607,0.9725,11.01
1784962236.399242,0.97,11.01
1784962236.8998444,0.96992,11.01
1784962237.4002502,0.9725,11.01
1784962237.9010813,0.97015,10.77
1784962238.4022448,0.97007,10.77
1784962238.9068441,0.97022,10.77
1784962239.407251,0.97257,10.77
1784962239.9080265,0.97007,10.77
1784962240.4087927,0.965,10.77
1784962240.9092588,0.975,10.77
1784962241.410032,0.965,10.77
1784962241.9108293,0.9725,10.77
1784962242.411255,0.97007,10.77
1784962242.9120874,0.97,10.55
1784962243.4128788,0.9725,10.55
1784962243.9132535,0.97015,10.55
1784962244.414258,0.9675,10.55
1784962244.9162996,0.97015,10.55
1784962245.4171085,0.96992,10.55
1784962245.9179447,0.9725,10.55
1784962246.4182646,0.97007,10.55
1784962246.9192474,0.97007,10.55
1784962247.4202964,0.96758,10.55
1784962247.9233124,0.97022,10.27
1784962248.4241316,0.97243,10.27
1784962248.9249225,0.97007,10.27
1784962249.4252563,0.97007,10.27
1784962249.9272692,0.97015,10.27
1784962250.4281256,0.97236,10.27
1784962250.9289327,0.97015,10.27
1784962251.430267,0.9725,10.27
1784962251.9310565,0.97,10.27
1784962252.4318461,0.97007,10.27
1784962252.9352696,0.97257,10.08
1784962253.4360633,0.97007,10.08
1784962253.9368377,0.9725,10.08
1784962254.4372854,0.97,10.08
1784962254.93806,0.97243,10.08
1784962255.4390519,0.97015,10.08
1784962255.939841,0.97236,10.08
1784962256.4402683,0.97015,10.08
