timestamp,backend,kafka_cpu_pct,kafka_mem_mib,redis_cpu_pct,redis_mem_mib
2026-06-12 20:08:18.672,kafka,136.01,1272.83,0.21,141.8
2026-06-12 20:08:21.294,kafka,1.76,1118.21,0.22,141.8
2026-06-12 20:08:23.271,kafka,37.07,1118.21,0.2,141.8
2026-06-12 20:08:25.279,kafka,33.52,1119.23,0.19,141.8
2026-06-12 20:08:27.289,kafka,32.55,1119.23,0.24,141.8
2026-06-12 20:08:29.304,kafka,12.95,1119.23,0.23,141.7
2026-06-12 20:08:31.311,kafka,1.77,1119.23,0.23,141.7
2026-06-12 20:08:33.315,kafka,1.63,1119.23,0.21,141.7
2026-06-12 20:08:35.338,kafka,1.87,1119.23,0.23,141.7
2026-06-12 20:08:37.348,kafka,1.75,1119.23,0.25,141.7
