backend,n_produced_median,n_produced_iqr,n_consumed_median,n_consumed_iqr,n_matched_median,n_matched_iqr,tti_p50_ms_median,tti_p50_ms_iqr,tti_p95_ms_median,tti_p95_ms_iqr,tti_p99_ms_median,tti_p99_ms_iqr,tti_max_ms_median,tti_max_ms_iqr,transport_p50_ms_median,transport_p50_ms_iqr,transport_p95_ms_median,transport_p95_ms_iqr,transport_p99_ms_median,transport_p99_ms_iqr,transport_max_ms_median,transport_max_ms_iqr,schedlag_p50_ms_median,schedlag_p50_ms_iqr,schedlag_p95_ms_median,schedlag_p95_ms_iqr,schedlag_p99_ms_median,schedlag_p99_ms_iqr,schedlag_max_ms_median,schedlag_max_ms_iqr,tti_miss_100ms_median,tti_miss_100ms_iqr,schedlag_miss_100ms_median,schedlag_miss_100ms_iqr,tti_miss_250ms_median,tti_miss_250ms_iqr,schedlag_miss_250ms_median,schedlag_miss_250ms_iqr,tti_miss_500ms_median,tti_miss_500ms_iqr,schedlag_miss_500ms_median,schedlag_miss_500ms_iqr,tti_miss_1000ms_median,tti_miss_1000ms_iqr,schedlag_miss_1000ms_median,schedlag_miss_1000ms_iqr,tti_miss_2000ms_median,tti_miss_2000ms_iqr,schedlag_miss_2000ms_median,schedlag_miss_2000ms_iqr,tti_miss_5000ms_median,tti_miss_5000ms_iqr,schedlag_miss_5000ms_median,schedlag_miss_5000ms_iqr
kafka,4465.0,0.0,4465.0,0.0,4465.0,0.0,6258.2394,95.41550000000007,10172.618158,202.3720200000007,10512.75693216,207.15023199999996,10615.427434,206.4346999999998,2008.1206,6.710199999999986,2008.38146,6.708319999999958,2008.546216,6.741735999999946,2009.1827,9.204700000000003,4250.1115,90.87670000000071,8157.598038,189.86983999999939,8497.57936016,194.7986120000005,8600.467334,193.95679999999993,1.0,0.0,0.9997760358342666,0.0,1.0,0.0,0.9836506159014556,0.0008958566629339026,1.0,0.0,0.9520716685330348,0.002463605823068371,1.0,0.0,0.89003359462486,0.0035834266517357216,1.0,0.0,0.7625979843225084,0.002463605823068371,0.6452407614781634,0.0033594624860022737,0.4141097424412094,0.005823068309070589
redis,4465.0,0.0,4465.0,0.0,4465.0,0.0,3306.6079,21.464200000000346,4510.807818,68.50252,4618.68741984,64.90343232000032,4646.060234,64.76299999999992,2011.8172,2.9709000000000287,2018.20734,1.8580800000002,2020.62582,0.6505519999998342,2021.8868,0.6730999999999767,1291.1198,21.93820000000005,2500.559078,64.13743999999997,2608.95577584,60.56941568000002,2634.968734,59.352100000000064,1.0,0.0,0.9706606942889138,0.002015677491601142,1.0,0.0,0.9137737961926092,0.0017917133258678053,1.0,0.0,0.8167973124300112,0.004031354983202617,1.0,0.0,0.613885778275476,0.006942889137737995,1.0,0.0,0.2353863381858902,0.020156774916013392,0.0,0.0,0.0,0.0
