run_id,backend,n_events,neg_ack,neg_send,neg_output_send,neg_tti,min_ack_us,min_send_us,median_ack_us,median_send_us
concurrency_n5_20260723_111518_redis_feed1_rep1,redis,148,15,0,0,0,-760.2,518.6,117.1,829.5
concurrency_n5_20260723_111518_redis_feed1_rep2,redis,148,15,0,0,0,-1654.3,544.8,109.7,799.7
concurrency_n5_20260723_111518_redis_feed1_rep3,redis,148,21,0,0,0,-658.8,614.9,105.2,851.2
concurrency_n5_20260723_111518_redis_feed2_rep1,redis,71,7,0,0,0,-219.0,508.8,106.8,705.3
concurrency_n5_20260723_111518_redis_feed2_rep2,redis,71,11,0,0,0,-332.7,537.5,131.4,803.8
concurrency_n5_20260723_111518_redis_feed2_rep3,redis,71,16,0,0,0,-429.2,545.5,350.2,1097.7
concurrency_n5_20260723_111518_redis_feed3_rep1,redis,121,12,0,0,0,-185.4,656.6,155.9,979.6
concurrency_n5_20260723_111518_redis_feed3_rep2,redis,121,13,0,0,0,-213.8,525.4,189.0,956.6
concurrency_n5_20260723_111518_redis_feed3_rep3,redis,121,16,0,0,0,-431.7,536.8,100.8,878.4
concurrency_n5_20260723_111518_redis_feed4_rep1,redis,112,14,0,0,0,-590.2,520.1,467.5,1135.8
concurrency_n5_20260723_111518_redis_feed4_rep2,redis,112,21,0,0,0,-387.0,555.0,252.4,1210.7
concurrency_n5_20260723_111518_redis_feed4_rep3,redis,112,15,0,0,0,-2322.3,499.1,357.5,1036.5
concurrency_n5_20260723_111518_redis_feed5_rep1,redis,145,28,0,0,0,-288.2,550.3,104.7,798.0
concurrency_n5_20260723_111518_redis_feed5_rep2,redis,145,17,0,0,0,-242.7,601.1,121.2,871.4
concurrency_n5_20260723_111518_redis_feed5_rep3,redis,145,25,0,0,0,-722.8,522.1,98.3,873.0
concurrency_n5_20260723_165024_kafka_feed1_rep1,kafka,148,0,0,0,0,310.7,1779.0,529.0,2237.0
concurrency_n5_20260723_165024_kafka_feed1_rep2,kafka,148,0,0,0,0,315.6,1679.1,502.3,2108.0
concurrency_n5_20260723_165024_kafka_feed1_rep3,kafka,148,0,0,0,0,133.2,1589.6,508.6,2065.9
concurrency_n5_20260723_165024_kafka_feed2_rep1,kafka,71,0,0,0,0,253.8,1523.2,528.0,1988.6
concurrency_n5_20260723_165024_kafka_feed2_rep2,kafka,71,0,0,0,0,339.4,1830.0,552.3,2220.1
concurrency_n5_20260723_165024_kafka_feed2_rep3,kafka,71,0,0,0,0,329.9,1546.5,540.0,1918.8
concurrency_n5_20260723_165024_kafka_feed3_rep1,kafka,121,0,0,0,0,299.7,1639.5,509.2,2018.9
concurrency_n5_20260723_165024_kafka_feed3_rep2,kafka,121,0,0,0,0,311.2,1618.0,502.0,2104.0
concurrency_n5_20260723_165024_kafka_feed3_rep3,kafka,121,0,0,0,0,364.7,1813.9,553.1,2239.0
concurrency_n5_20260723_165024_kafka_feed4_rep1,kafka,112,0,0,0,0,304.5,1520.2,530.5,1957.8
concurrency_n5_20260723_165024_kafka_feed4_rep2,kafka,112,0,0,0,0,271.5,1461.8,540.7,2030.5
concurrency_n5_20260723_165024_kafka_feed4_rep3,kafka,112,0,0,0,0,306.5,1471.5,518.7,2044.3
concurrency_n5_20260723_165024_kafka_feed5_rep1,kafka,145,2,0,0,0,-80.0,1555.8,531.1,2051.2
concurrency_n5_20260723_165024_kafka_feed5_rep2,kafka,145,2,0,0,0,-141.5,1484.9,541.4,1950.2
concurrency_n5_20260723_165024_kafka_feed5_rep3,kafka,145,2,0,0,0,-145.8,1542.1,523.8,1956.6
concurrency_n5_20260723_165024_redis_feed1_rep1,redis,148,3,0,0,0,-97.3,492.3,125.2,759.3
concurrency_n5_20260723_165024_redis_feed1_rep2,redis,148,1,0,0,0,-183.1,534.5,103.2,769.4
concurrency_n5_20260723_165024_redis_feed1_rep3,redis,148,1,0,0,0,-141.7,514.7,93.5,797.3
concurrency_n5_20260723_165024_redis_feed2_rep1,redis,71,2,0,0,0,-159.3,504.7,140.3,757.6
concurrency_n5_20260723_165024_redis_feed2_rep2,redis,71,0,0,0,0,2.8,518.6,116.7,769.0
concurrency_n5_20260723_165024_redis_feed2_rep3,redis,71,1,0,0,0,-34.3,480.8,110.3,836.9
concurrency_n5_20260723_165024_redis_feed3_rep1,redis,121,0,0,0,0,1.2,546.8,93.1,694.1
concurrency_n5_20260723_165024_redis_feed3_rep2,redis,121,1,0,0,0,-33.5,493.6,108.4,759.6
concurrency_n5_20260723_165024_redis_feed3_rep3,redis,121,0,0,0,0,25.7,520.7,104.6,872.0
concurrency_n5_20260723_165024_redis_feed4_rep1,redis,112,0,0,0,0,4.8,501.8,328.5,899.8
concurrency_n5_20260723_165024_redis_feed4_rep2,redis,112,0,0,0,0,23.5,555.8,634.7,1163.2
concurrency_n5_20260723_165024_redis_feed4_rep3,redis,112,1,0,0,0,-13.9,524.9,378.2,937.4
concurrency_n5_20260723_165024_redis_feed5_rep1,redis,145,1,0,0,0,-157.2,506.3,86.4,701.5
concurrency_n5_20260723_165024_redis_feed5_rep2,redis,145,1,0,0,0,-111.8,497.7,101.5,758.7
concurrency_n5_20260723_165024_redis_feed5_rep3,redis,145,7,0,0,0,-62.9,473.6,91.6,791.9
concurrency_n5_20260723_170106_kafka_feed1_rep1,kafka,148,0,0,0,0,275.0,1660.5,519.9,2219.4
concurrency_n5_20260723_170106_kafka_feed1_rep2,kafka,148,0,0,0,0,267.6,1761.5,514.3,2330.7
concurrency_n5_20260723_170106_kafka_feed1_rep3,kafka,148,0,0,0,0,292.1,1535.7,525.6,2242.8
concurrency_n5_20260723_170106_kafka_feed2_rep1,kafka,71,0,0,0,0,302.3,1544.7,539.9,1991.1
concurrency_n5_20260723_170106_kafka_feed2_rep2,kafka,71,0,0,0,0,286.7,1660.9,533.4,2080.8
concurrency_n5_20260723_170106_kafka_feed2_rep3,kafka,71,0,0,0,0,337.2,1638.9,586.0,2050.5
concurrency_n5_20260723_170106_kafka_feed3_rep1,kafka,121,0,0,0,0,247.8,1792.0,507.2,2222.8
concurrency_n5_20260723_170106_kafka_feed3_rep2,kafka,121,0,0,0,0,338.0,1634.0,507.9,2045.8
concurrency_n5_20260723_170106_kafka_feed3_rep3,kafka,121,0,0,0,0,160.8,1742.7,512.4,2184.5
concurrency_n5_20260723_170106_kafka_feed4_rep1,kafka,112,0,0,0,0,266.4,1721.8,543.6,2160.5
concurrency_n5_20260723_170106_kafka_feed4_rep2,kafka,112,0,0,0,0,324.6,1554.7,545.4,2075.1
concurrency_n5_20260723_170106_kafka_feed4_rep3,kafka,112,3,0,0,0,-724.1,1771.5,554.2,2237.8
concurrency_n5_20260723_170106_kafka_feed5_rep1,kafka,145,2,0,0,0,-128.4,1679.8,509.9,2116.7
concurrency_n5_20260723_170106_kafka_feed5_rep2,kafka,145,2,0,0,0,-95.8,1788.6,546.8,2339.1
concurrency_n5_20260723_170106_kafka_feed5_rep3,kafka,145,2,0,0,0,-159.7,1582.1,523.8,2087.0
concurrency_n5_20260723_170106_redis_feed1_rep1,redis,148,2,0,0,0,-26.1,457.8,108.2,808.3
concurrency_n5_20260723_170106_redis_feed1_rep2,redis,148,4,0,0,0,-197.9,534.8,129.6,852.0
concurrency_n5_20260723_170106_redis_feed1_rep3,redis,148,2,0,0,0,-20.9,563.7,118.2,850.1
concurrency_n5_20260723_170106_redis_feed2_rep1,redis,71,2,0,0,0,-17.9,573.3,132.1,858.2
concurrency_n5_20260723_170106_redis_feed2_rep2,redis,71,1,0,0,0,-39.9,496.6,115.3,813.9
concurrency_n5_20260723_170106_redis_feed2_rep3,redis,71,0,0,0,0,33.8,574.3,174.5,837.7
concurrency_n5_20260723_170106_redis_feed3_rep1,redis,121,1,0,0,0,-38.5,555.0,142.1,824.2
concurrency_n5_20260723_170106_redis_feed3_rep2,redis,121,0,0,0,0,2.0,488.7,136.4,827.7
concurrency_n5_20260723_170106_redis_feed3_rep3,redis,121,3,0,0,0,-6.8,501.3,96.1,832.4
concurrency_n5_20260723_170106_redis_feed4_rep1,redis,112,0,0,0,0,32.1,534.3,589.2,1170.7
concurrency_n5_20260723_170106_redis_feed4_rep2,redis,112,5,0,0,0,-112.9,523.1,695.5,1219.9
concurrency_n5_20260723_170106_redis_feed4_rep3,redis,112,0,0,0,0,24.7,549.0,385.8,992.6
concurrency_n5_20260723_170106_redis_feed5_rep1,redis,145,1,0,0,0,-2.5,573.0,138.3,806.6
concurrency_n5_20260723_170106_redis_feed5_rep2,redis,145,0,0,0,0,22.2,553.8,105.4,804.4
concurrency_n5_20260723_170106_redis_feed5_rep3,redis,145,2,0,0,0,-148.3,528.9,106.0,766.2
concurrency_n5_20260723_171148_kafka_feed1_rep1,kafka,148,0,0,0,0,303.8,1799.4,597.5,2471.3
concurrency_n5_20260723_171148_kafka_feed1_rep2,kafka,148,0,0,0,0,373.0,1952.7,654.6,2591.7
concurrency_n5_20260723_171148_kafka_feed1_rep3,kafka,148,0,0,0,0,375.6,2015.2,674.2,2543.0
concurrency_n5_20260723_171148_kafka_feed2_rep1,kafka,71,0,0,0,0,344.7,1774.2,666.3,2501.5
concurrency_n5_20260723_171148_kafka_feed2_rep2,kafka,71,0,0,0,0,334.5,2145.9,656.5,2635.3
concurrency_n5_20260723_171148_kafka_feed2_rep3,kafka,71,0,0,0,0,379.1,1824.9,672.8,2394.8
concurrency_n5_20260723_171148_kafka_feed3_rep1,kafka,121,0,0,0,0,382.0,1956.8,650.9,2587.8
concurrency_n5_20260723_171148_kafka_feed3_rep2,kafka,121,0,0,0,0,355.8,1824.9,662.8,2347.7
concurrency_n5_20260723_171148_kafka_feed3_rep3,kafka,121,0,0,0,0,339.7,1833.5,600.9,2490.9
concurrency_n5_20260723_171148_kafka_feed4_rep1,kafka,112,1,0,0,0,-146.2,1879.6,667.9,2506.7
concurrency_n5_20260723_171148_kafka_feed4_rep2,kafka,112,1,0,0,0,-5176.4,1964.0,684.1,2547.7
concurrency_n5_20260723_171148_kafka_feed4_rep3,kafka,112,0,0,0,0,346.0,2009.6,710.0,2631.4
concurrency_n5_20260723_171148_kafka_feed5_rep1,kafka,145,0,0,0,0,83.2,1742.4,619.1,2311.4
concurrency_n5_20260723_171148_kafka_feed5_rep2,kafka,145,2,0,0,0,-127.1,1902.0,611.4,2468.4
concurrency_n5_20260723_171148_kafka_feed5_rep3,kafka,145,1,0,0,0,-24.5,1849.0,664.8,2383.0
concurrency_n5_20260723_171148_redis_feed1_rep1,redis,148,7,0,0,0,-561.7,596.6,117.9,930.8
concurrency_n5_20260723_171148_redis_feed1_rep2,redis,148,5,0,0,0,-2791.7,572.5,114.5,859.1
concurrency_n5_20260723_171148_redis_feed1_rep3,redis,148,3,0,0,0,-145.4,556.1,125.4,781.3
concurrency_n5_20260723_171148_redis_feed2_rep1,redis,71,3,0,0,0,-1487.3,555.2,110.0,874.0
concurrency_n5_20260723_171148_redis_feed2_rep2,redis,71,5,0,0,0,-202.6,560.9,133.4,959.0
concurrency_n5_20260723_171148_redis_feed2_rep3,redis,71,4,0,0,0,-854.5,594.6,133.7,881.5
concurrency_n5_20260723_171148_redis_feed3_rep1,redis,121,7,0,0,0,-2860.9,496.5,102.6,860.9
concurrency_n5_20260723_171148_redis_feed3_rep2,redis,121,5,0,0,0,-1561.3,564.7,127.6,909.0
concurrency_n5_20260723_171148_redis_feed3_rep3,redis,121,4,0,0,0,-1395.8,566.1,142.3,928.1
concurrency_n5_20260723_171148_redis_feed4_rep1,redis,112,8,0,0,0,-1888.9,538.3,130.9,1144.4
concurrency_n5_20260723_171148_redis_feed4_rep2,redis,112,5,0,0,0,-1661.1,639.3,368.3,1256.0
concurrency_n5_20260723_171148_redis_feed4_rep3,redis,112,2,0,0,0,-494.2,647.9,568.3,1207.8
concurrency_n5_20260723_171148_redis_feed5_rep1,redis,145,3,0,0,0,-826.9,564.9,119.2,834.2
concurrency_n5_20260723_171148_redis_feed5_rep2,redis,145,6,0,0,0,-1671.0,593.9,115.0,843.7
concurrency_n5_20260723_171148_redis_feed5_rep3,redis,145,6,0,0,0,-1365.7,579.4,101.5,775.9
concurrency_n5_20260723_172230_kafka_feed1_rep1,kafka,148,45,0,0,0,-4160.8,2017.0,649.6,2815.1
concurrency_n5_20260723_172230_kafka_feed1_rep2,kafka,148,39,0,0,0,-3268.0,1870.4,647.5,2981.8
concurrency_n5_20260723_172230_kafka_feed1_rep3,kafka,148,35,0,0,0,-2805.2,2045.1,710.0,2955.2
concurrency_n5_20260723_172230_kafka_feed2_rep1,kafka,71,28,0,0,0,-3709.2,1903.4,752.3,3200.1
concurrency_n5_20260723_172230_kafka_feed2_rep2,kafka,71,31,0,0,0,-2751.8,1856.2,638.1,2817.1
concurrency_n5_20260723_172230_kafka_feed2_rep3,kafka,71,22,0,0,0,-2725.9,1944.1,776.4,2757.7
concurrency_n5_20260723_172230_kafka_feed3_rep1,kafka,121,47,0,0,0,-4483.7,2057.4,719.8,3263.2
concurrency_n5_20260723_172230_kafka_feed3_rep2,kafka,121,38,0,0,0,-5690.5,2105.8,787.7,3108.8
concurrency_n5_20260723_172230_kafka_feed3_rep3,kafka,121,58,0,0,0,-3648.3,1963.3,446.9,3220.3
concurrency_n5_20260723_172230_kafka_feed4_rep1,kafka,112,42,0,0,0,-2766.9,1973.7,532.9,2847.7
concurrency_n5_20260723_172230_kafka_feed4_rep2,kafka,112,30,0,0,0,-2698.6,2052.8,676.0,2941.6
concurrency_n5_20260723_172230_kafka_feed4_rep3,kafka,112,41,0,0,0,-4082.8,2014.1,701.5,2975.5
concurrency_n5_20260723_172230_kafka_feed5_rep1,kafka,145,40,0,0,0,-2885.8,1940.7,681.5,2784.6
concurrency_n5_20260723_172230_kafka_feed5_rep2,kafka,145,34,0,0,0,-4674.1,2007.7,667.1,3135.5
concurrency_n5_20260723_172230_kafka_feed5_rep3,kafka,145,63,0,0,0,-3678.2,1866.9,595.2,3149.5
concurrency_n5_20260723_172230_redis_feed1_rep1,redis,148,24,0,0,0,-2831.9,364.5,304.4,993.3
concurrency_n5_20260723_172230_redis_feed1_rep2,redis,148,23,0,0,0,-2893.3,675.7,158.0,1237.1
concurrency_n5_20260723_172230_redis_feed1_rep3,redis,148,25,0,0,0,-2886.1,512.1,246.5,1054.4
concurrency_n5_20260723_172230_redis_feed2_rep1,redis,71,15,0,0,0,-1823.2,665.6,511.2,1316.3
concurrency_n5_20260723_172230_redis_feed2_rep2,redis,71,11,0,0,0,-2726.1,512.3,489.4,1312.2
concurrency_n5_20260723_172230_redis_feed2_rep3,redis,71,17,0,0,0,-3008.7,605.7,494.2,1164.7
concurrency_n5_20260723_172230_redis_feed3_rep1,redis,121,18,0,0,0,-2783.2,669.8,649.8,1200.2
concurrency_n5_20260723_172230_redis_feed3_rep2,redis,121,20,0,0,0,-2827.7,595.6,562.7,1208.6
concurrency_n5_20260723_172230_redis_feed3_rep3,redis,121,25,0,0,0,-944.1,657.5,408.7,1307.9
concurrency_n5_20260723_172230_redis_feed4_rep1,redis,112,24,0,0,0,-3808.0,678.6,610.0,1419.1
concurrency_n5_20260723_172230_redis_feed4_rep2,redis,112,31,0,0,0,-1439.7,493.3,500.0,1316.5
concurrency_n5_20260723_172230_redis_feed4_rep3,redis,112,17,0,0,0,-2798.6,520.5,356.5,1307.7
concurrency_n5_20260723_172230_redis_feed5_rep1,redis,145,30,0,0,0,-2966.1,590.7,198.0,1177.5
concurrency_n5_20260723_172230_redis_feed5_rep2,redis,145,34,0,0,0,-1540.5,427.1,209.1,1219.6
concurrency_n5_20260723_172230_redis_feed5_rep3,redis,145,37,0,0,0,-3729.4,554.0,185.1,975.9
concurrency_n5_20260723_173314_kafka_feed1_rep1,kafka,148,48,0,0,0,-4602.0,1965.3,786.3,3749.2
concurrency_n5_20260723_173314_kafka_feed1_rep2,kafka,148,55,0,0,0,-4399.8,2087.9,741.1,3387.0
concurrency_n5_20260723_173314_kafka_feed1_rep3,kafka,148,45,0,0,0,-5359.9,2076.0,779.0,3777.1
concurrency_n5_20260723_173314_kafka_feed2_rep1,kafka,71,8,0,0,0,-3461.5,2066.3,886.8,5076.2
concurrency_n5_20260723_173314_kafka_feed2_rep2,kafka,71,22,0,0,0,-2710.5,2206.8,903.8,4916.5
concurrency_n5_20260723_173314_kafka_feed2_rep3,kafka,71,20,0,0,0,-5032.7,2074.2,991.2,4339.1
concurrency_n5_20260723_173314_kafka_feed3_rep1,kafka,121,25,0,0,0,-5327.8,1871.8,670.9,3234.5
concurrency_n5_20260723_173314_kafka_feed3_rep2,kafka,121,28,0,0,0,-4680.2,2071.4,790.1,3247.0
concurrency_n5_20260723_173314_kafka_feed3_rep3,kafka,121,27,0,0,0,-2859.7,2070.1,674.5,3799.4
concurrency_n5_20260723_173314_kafka_feed4_rep1,kafka,112,14,0,0,0,-3488.6,2022.6,751.0,3754.9
concurrency_n5_20260723_173314_kafka_feed4_rep2,kafka,112,36,0,0,0,-4341.6,2058.7,733.3,3256.1
concurrency_n5_20260723_173314_kafka_feed4_rep3,kafka,112,16,0,0,0,-2683.7,2127.8,804.7,3605.9
concurrency_n5_20260723_173314_kafka_feed5_rep1,kafka,145,25,0,0,0,-5170.5,2127.9,850.9,4653.9
concurrency_n5_20260723_173314_kafka_feed5_rep2,kafka,145,43,0,0,0,-5666.6,2000.1,740.1,3048.0
concurrency_n5_20260723_173314_kafka_feed5_rep3,kafka,145,42,0,0,0,-5727.3,2077.0,686.5,4595.3
concurrency_n5_20260723_173314_redis_feed1_rep1,redis,148,12,0,0,0,-3547.5,560.3,681.6,1205.1
concurrency_n5_20260723_173314_redis_feed1_rep2,redis,148,13,0,0,0,-4167.8,560.4,720.9,1245.0
concurrency_n5_20260723_173314_redis_feed1_rep3,redis,148,42,0,0,0,-4825.7,409.3,195.5,1308.2
concurrency_n5_20260723_173314_redis_feed2_rep1,redis,71,9,0,0,0,-334.2,595.2,574.8,1386.2
concurrency_n5_20260723_173314_redis_feed2_rep2,redis,71,14,0,0,0,-268.1,611.3,443.0,1240.6
concurrency_n5_20260723_173314_redis_feed2_rep3,redis,71,13,0,0,0,-5652.5,574.8,869.9,1485.8
concurrency_n5_20260723_173314_redis_feed3_rep1,redis,121,21,0,0,0,-6102.2,558.0,475.3,1255.2
concurrency_n5_20260723_173314_redis_feed3_rep2,redis,121,15,0,0,0,-5273.4,585.1,626.3,1222.8
concurrency_n5_20260723_173314_redis_feed3_rep3,redis,121,22,0,0,0,-4965.2,487.2,534.1,1208.1
concurrency_n5_20260723_173314_redis_feed4_rep1,redis,112,22,0,0,0,-3909.0,444.4,320.8,1190.6
concurrency_n5_20260723_173314_redis_feed4_rep2,redis,112,14,0,0,0,-4922.4,472.5,684.1,1277.8
concurrency_n5_20260723_173314_redis_feed4_rep3,redis,112,20,0,0,0,-3037.3,531.0,561.6,1255.1
concurrency_n5_20260723_173314_redis_feed5_rep1,redis,145,39,0,0,0,-1951.7,634.4,200.5,1280.1
concurrency_n5_20260723_173314_redis_feed5_rep2,redis,145,16,0,0,0,-3333.3,605.3,717.4,1307.1
concurrency_n5_20260723_173314_redis_feed5_rep3,redis,145,19,0,0,0,-3911.8,670.4,779.9,1333.8
concurrency_n5_20260723_174359_kafka_feed1_rep1,kafka,148,54,0,0,0,-6044.8,2153.6,735.1,4820.6
concurrency_n5_20260723_174359_kafka_feed1_rep2,kafka,148,54,0,0,0,-5959.8,2129.3,807.6,4511.9
concurrency_n5_20260723_174359_kafka_feed1_rep3,kafka,148,17,0,0,0,-4715.5,2021.3,1053.2,5482.2
concurrency_n5_20260723_174359_kafka_feed2_rep1,kafka,71,10,0,0,0,-6074.4,2247.3,860.5,5127.9
concurrency_n5_20260723_174359_kafka_feed2_rep2,kafka,71,31,0,0,0,-5497.9,1820.2,553.1,5070.5
concurrency_n5_20260723_174359_kafka_feed2_rep3,kafka,71,5,0,0,0,-4546.6,2135.1,2521.3,5471.1
concurrency_n5_20260723_174359_kafka_feed3_rep1,kafka,121,40,0,0,0,-6863.3,2077.7,810.8,3927.0
concurrency_n5_20260723_174359_kafka_feed3_rep2,kafka,121,24,0,0,0,-5561.7,1921.4,786.4,4548.6
concurrency_n5_20260723_174359_kafka_feed3_rep3,kafka,121,17,0,0,0,-3617.7,1895.4,1258.7,5343.9
concurrency_n5_20260723_174359_kafka_feed4_rep1,kafka,112,27,0,0,0,-5019.9,1950.5,805.0,4830.9
concurrency_n5_20260723_174359_kafka_feed4_rep2,kafka,112,16,0,0,0,-4819.6,1960.5,914.7,4605.6
concurrency_n5_20260723_174359_kafka_feed4_rep3,kafka,112,42,0,0,0,-6112.9,1965.3,740.1,4272.0
concurrency_n5_20260723_174359_kafka_feed5_rep1,kafka,145,69,0,0,0,-6640.5,2096.6,672.8,4238.3
concurrency_n5_20260723_174359_kafka_feed5_rep2,kafka,145,55,0,0,0,-7242.7,1944.5,691.4,3567.2
concurrency_n5_20260723_174359_kafka_feed5_rep3,kafka,145,51,0,0,0,-7400.1,2203.7,748.1,4632.0
concurrency_n5_20260723_174359_redis_feed1_rep1,redis,148,34,0,0,0,-2715.6,485.7,215.5,1278.8
concurrency_n5_20260723_174359_redis_feed1_rep2,redis,148,23,0,0,0,-4922.9,490.4,468.1,1317.5
concurrency_n5_20260723_174359_redis_feed1_rep3,redis,148,26,0,0,0,-4613.1,554.1,390.7,1245.4
concurrency_n5_20260723_174359_redis_feed2_rep1,redis,71,15,0,0,0,-3326.9,568.4,483.5,1194.6
concurrency_n5_20260723_174359_redis_feed2_rep2,redis,71,13,0,0,0,-497.2,513.2,513.4,1309.8
concurrency_n5_20260723_174359_redis_feed2_rep3,redis,71,10,0,0,0,-4829.4,591.9,810.9,1373.0
concurrency_n5_20260723_174359_redis_feed3_rep1,redis,121,22,0,0,0,-3857.6,517.1,655.3,1278.2
concurrency_n5_20260723_174359_redis_feed3_rep2,redis,121,16,0,0,0,-6262.9,606.2,796.2,1343.6
concurrency_n5_20260723_174359_redis_feed3_rep3,redis,121,20,0,0,0,-3033.5,457.6,485.4,1302.7
concurrency_n5_20260723_174359_redis_feed4_rep1,redis,112,15,0,0,0,-5700.0,627.1,650.9,1414.0
concurrency_n5_20260723_174359_redis_feed4_rep2,redis,112,14,0,0,0,-3912.4,419.7,554.8,1294.6
concurrency_n5_20260723_174359_redis_feed4_rep3,redis,112,19,0,0,0,-4035.8,579.9,811.5,1434.8
concurrency_n5_20260723_174359_redis_feed5_rep1,redis,145,18,0,0,0,-6035.7,511.2,365.9,1160.9
concurrency_n5_20260723_174359_redis_feed5_rep2,redis,145,12,0,0,0,-3909.0,564.0,794.4,1389.4
concurrency_n5_20260723_174359_redis_feed5_rep3,redis,145,22,0,0,0,-5823.0,607.6,487.4,1200.8
concurrency_n5_20260723_175445_kafka_feed1_rep1,kafka,148,7,0,0,0,-966.6,1850.6,521.3,2306.4
concurrency_n5_20260723_175445_kafka_feed1_rep2,kafka,148,2,0,0,0,-624.2,1801.9,558.4,2291.5
concurrency_n5_20260723_175445_kafka_feed1_rep3,kafka,148,9,0,0,0,-2307.3,1721.6,562.2,2306.3
concurrency_n5_20260723_175445_kafka_feed2_rep1,kafka,71,1,0,0,0,-600.5,1671.0,533.7,2048.2
concurrency_n5_20260723_175445_kafka_feed2_rep2,kafka,71,0,0,0,0,333.9,1642.1,541.4,2065.5
concurrency_n5_20260723_175445_kafka_feed2_rep3,kafka,71,0,0,0,0,294.9,1702.6,517.4,2084.7
concurrency_n5_20260723_175445_kafka_feed3_rep1,kafka,121,0,0,0,0,291.6,1809.4,544.9,2262.0
concurrency_n5_20260723_175445_kafka_feed3_rep2,kafka,121,0,0,0,0,289.5,1659.1,547.3,2241.8
concurrency_n5_20260723_175445_kafka_feed3_rep3,kafka,121,0,0,0,0,334.9,1869.6,533.9,2258.4
concurrency_n5_20260723_175445_kafka_feed4_rep1,kafka,112,0,0,0,0,324.8,1801.8,548.8,2230.6
concurrency_n5_20260723_175445_kafka_feed4_rep2,kafka,112,0,0,0,0,353.5,1676.8,559.4,2205.9
concurrency_n5_20260723_175445_kafka_feed4_rep3,kafka,112,5,0,0,0,-585.0,1768.5,551.9,2407.5
concurrency_n5_20260723_175445_kafka_feed5_rep1,kafka,145,4,0,0,0,-516.1,1698.1,527.3,2117.6
concurrency_n5_20260723_175445_kafka_feed5_rep2,kafka,145,5,0,0,0,-1829.9,1630.9,527.7,2140.4
concurrency_n5_20260723_175445_kafka_feed5_rep3,kafka,145,2,0,0,0,-220.0,1786.3,551.8,2216.7
concurrency_n5_20260723_175445_redis_feed1_rep1,redis,148,21,0,0,0,-431.7,632.0,128.3,908.3
concurrency_n5_20260723_175445_redis_feed1_rep2,redis,148,25,0,0,0,-933.3,620.2,104.8,845.9
concurrency_n5_20260723_175445_redis_feed1_rep3,redis,148,26,0,0,0,-1414.7,648.9,148.5,931.8
concurrency_n5_20260723_175445_redis_feed2_rep1,redis,71,7,0,0,0,-182.7,640.7,412.7,1304.2
concurrency_n5_20260723_175445_redis_feed2_rep2,redis,71,13,0,0,0,-233.5,518.6,363.9,1285.8
concurrency_n5_20260723_175445_redis_feed2_rep3,redis,71,9,0,0,0,-287.5,573.8,159.9,755.9
concurrency_n5_20260723_175445_redis_feed3_rep1,redis,121,12,0,0,0,-1911.2,503.1,169.7,1092.7
concurrency_n5_20260723_175445_redis_feed3_rep2,redis,121,13,0,0,0,-890.5,554.9,113.8,764.1
concurrency_n5_20260723_175445_redis_feed3_rep3,redis,121,20,0,0,0,-270.2,479.0,111.0,783.9
concurrency_n5_20260723_175445_redis_feed4_rep1,redis,112,18,0,0,0,-2905.8,539.9,341.3,1101.8
concurrency_n5_20260723_175445_redis_feed4_rep2,redis,112,15,0,0,0,-227.6,521.5,299.5,1086.7
concurrency_n5_20260723_175445_redis_feed4_rep3,redis,112,18,0,0,0,-544.3,521.7,483.9,1203.0
concurrency_n5_20260723_175445_redis_feed5_rep1,redis,145,21,0,0,0,-278.9,503.4,113.3,839.0
concurrency_n5_20260723_175445_redis_feed5_rep2,redis,145,20,0,0,0,-590.2,541.8,129.0,835.3
concurrency_n5_20260723_175445_redis_feed5_rep3,redis,145,34,0,0,0,-3619.8,505.2,107.4,915.2
concurrency_n5_20260723_180537_kafka_feed1_rep1,kafka,148,9,0,0,0,-410.6,1114.8,695.7,1575.8
concurrency_n5_20260723_180537_kafka_feed1_rep2,kafka,148,18,0,0,0,-470.4,1123.8,617.8,1599.9
concurrency_n5_20260723_180537_kafka_feed1_rep3,kafka,148,12,0,0,0,-352.4,1067.4,687.8,1512.3
concurrency_n5_20260723_180537_kafka_feed2_rep1,kafka,71,5,0,0,0,-371.7,1018.8,632.8,1471.1
concurrency_n5_20260723_180537_kafka_feed2_rep2,kafka,71,11,0,0,0,-565.0,1020.7,650.3,1485.3
concurrency_n5_20260723_180537_kafka_feed2_rep3,kafka,71,7,0,0,0,-443.2,1178.7,660.3,1810.0
concurrency_n5_20260723_180537_kafka_feed3_rep1,kafka,121,13,0,0,0,-470.4,1071.2,659.3,1537.8
concurrency_n5_20260723_180537_kafka_feed3_rep2,kafka,121,8,0,0,0,-450.1,1128.8,719.8,1697.3
concurrency_n5_20260723_180537_kafka_feed3_rep3,kafka,121,6,0,0,0,-305.3,1084.6,676.5,1722.2
concurrency_n5_20260723_180537_kafka_feed4_rep1,kafka,112,9,0,0,0,-1766.8,1239.4,654.8,1581.0
concurrency_n5_20260723_180537_kafka_feed4_rep2,kafka,112,5,0,0,0,-1172.6,1148.6,783.6,1584.9
concurrency_n5_20260723_180537_kafka_feed4_rep3,kafka,112,7,0,0,0,-441.6,1026.1,644.1,1539.9
concurrency_n5_20260723_180537_kafka_feed5_rep1,kafka,145,6,0,0,0,-344.5,1082.7,667.1,1472.2
