backend,n_produced_median,n_produced_iqr,n_consumed_median,n_consumed_iqr,n_matched_median,n_matched_iqr,tti_p50_ms_median,tti_p50_ms_iqr,tti_p95_ms_median,tti_p95_ms_iqr,tti_p99_ms_median,tti_p99_ms_iqr,tti_max_ms_median,tti_max_ms_iqr,transport_p50_ms_median,transport_p50_ms_iqr,transport_p95_ms_median,transport_p95_ms_iqr,transport_p99_ms_median,transport_p99_ms_iqr,transport_max_ms_median,transport_max_ms_iqr,schedlag_p50_ms_median,schedlag_p50_ms_iqr,schedlag_p95_ms_median,schedlag_p95_ms_iqr,schedlag_p99_ms_median,schedlag_p99_ms_iqr,schedlag_max_ms_median,schedlag_max_ms_iqr,tti_miss_100ms_median,tti_miss_100ms_iqr,schedlag_miss_100ms_median,schedlag_miss_100ms_iqr,tti_miss_250ms_median,tti_miss_250ms_iqr,schedlag_miss_250ms_median,schedlag_miss_250ms_iqr,tti_miss_500ms_median,tti_miss_500ms_iqr,schedlag_miss_500ms_median,schedlag_miss_500ms_iqr,tti_miss_1000ms_median,tti_miss_1000ms_iqr,schedlag_miss_1000ms_median,schedlag_miss_1000ms_iqr,tti_miss_2000ms_median,tti_miss_2000ms_iqr,schedlag_miss_2000ms_median,schedlag_miss_2000ms_iqr,tti_miss_5000ms_median,tti_miss_5000ms_iqr,schedlag_miss_5000ms_median,schedlag_miss_5000ms_iqr
kafka,4465.0,0.0,4465.0,0.0,4465.0,0.0,6286.221388,46.92370000000028,10197.449533,217.14672000000064,10545.47323972,239.412855999999,10635.86829,239.73170000000027,2012.2928,3.8395000000000437,2012.57018,3.8476999999998043,2012.808268,3.901059999999916,2019.2744,6.25649999999996,4276.633888,50.15296899999976,8190.091472999999,216.01264000000174,8538.35006372,237.9264920000005,8628.90469,238.36130000000048,1.0,0.0,0.9997760358342666,0.0,1.0,0.0,0.9843225083986562,0.0015677491601343574,1.0,0.0,0.9520716685330348,0.0006718924972003437,1.0,0.0,0.8891377379619261,0.0020156774916013642,1.0,0.0,0.7623740201567749,0.004927211646136631,0.6463605823068309,0.0064949608062709885,0.4159014557670772,0.005375139977603638
redis,4465.0,0.0,4465.0,0.0,4465.0,0.0,3325.476889,37.22297200000003,4502.1301052,96.70373780000045,4610.68445324,99.2007994000005,4642.72819,98.76339999999982,2017.3085,6.430299999999988,2024.27268,6.276200000000017,2026.213388,6.9027719999999135,2027.6457,7.979199999999992,1301.729589,29.918499999999995,2483.6432052,85.14108839999972,2592.70620924,89.16393519999974,2625.35389,89.35209999999961,1.0,0.0,0.9717805151175812,0.0015677491601344684,1.0,0.0,0.916013437849944,0.002687569988801597,1.0,0.0,0.8201567749160135,0.0035834266517357216,1.0,0.0,0.6192609182530795,0.012318029115341522,1.0,0.0,0.2338185890257559,0.027995520716685318,0.0,0.0,0.0,0.0
