bin_low_us,bin_high_us,ack,send,output_send,tti
82850,82900,6,1,1,0
82900,82950,2,2,2,1
82950,83000,1,2,1,1
83000,83050,0,0,1,2
83050,83100,3,2,1,0
83100,83150,0,2,3,1
83150,83200,2,4,3,4
83200,83250,1,2,3,6
83250,83300,3,3,2,7
83300,83350,4,2,3,9
83350,83400,6,3,3,9
83400,83450,2,0,0,5
83450,83500,3,1,1,6
83500,83550,3,3,3,11
83550,83600,4,2,2,8
83600,83650,2,0,0,4
83650,83700,2,2,2,11
83700,83750,2,2,2,9
83750,83800,0,1,1,7
83800,83850,2,0,0,5
83850,83900,1,1,1,1
83900,83950,4,3,3,2
83950,84000,3,2,2,7
84000,84050,1,1,1,3
84050,84100,2,1,1,6
84100,84150,1,3,3,0
84150,84200,2,3,2,1
84200,84250,0,1,2,1
84250,84300,0,1,1,1
84300,84350,1,2,2,2
84350,84400,0,2,2,7
84400,84450,2,1,1,7
84450,84500,3,3,3,7
84500,84550,5,0,0,7
84550,84600,2,2,2,9
84600,84650,1,2,2,2
84650,84700,1,3,3,5
84700,84750,3,1,1,2
84750,84800,1,2,2,4
84800,84850,4,0,0,3
84850,84900,2,2,2,2
84900,84950,2,0,0,1
84950,85000,0,1,1,0
85000,85050,0,2,1,0
85050,85100,2,2,3,2
85100,85150,0,2,2,0
85150,85200,5,3,2,0
85200,85250,1,1,2,3
85250,85300,4,4,4,3
85300,85350,1,2,2,1
85350,85400,0,1,1,2
85400,85450,2,0,0,2
85450,85500,2,2,1,3
85500,85550,5,0,0,3
85550,85600,4,1,1,4
85600,85650,0,0,0,6
85650,85700,0,2,2,0
85700,85750,0,0,0,2
85750,85800,3,1,1,4
85800,85850,1,2,2,3
85850,85900,3,0,0,1
85900,85950,4,1,1,2
85950,86000,3,1,1,1
86000,86050,1,2,2,4
86050,86100,1,1,1,4
86100,86150,1,0,0,1
86150,86200,1,1,1,2
86250,86300,2,0,0,3
86300,86350,5,1,1,4
86350,86400,5,2,2,0
86400,86450,4,3,3,4
86450,86500,1,0,0,2
86500,86550,0,1,1,2
86550,86600,1,1,1,0
86600,86650,1,2,2,2
86650,86700,0,1,1,2
86700,86750,1,1,1,2
86750,86800,0,4,3,4
86800,86850,1,3,4,2
86850,86900,1,2,2,6
86900,86950,2,2,2,1
86950,87000,0,1,1,0
87000,87050,1,0,0,0
87050,87100,0,2,2,2
87100,87150,4,1,1,4
87150,87200,0,0,0,2
87200,87250,2,0,0,1
87250,87300,3,1,1,3
87300,87350,2,2,2,0
87350,87400,1,3,3,0
87400,87450,1,1,1,3
87450,87500,2,1,1,0
87500,87550,6,3,3,2
87550,87600,3,1,1,1
87600,87650,5,3,3,2
87650,87700,1,2,2,2
87700,87750,2,2,2,0
87750,87800,1,3,3,1
87800,87850,0,3,3,1
87850,87900,4,4,4,2
87900,87950,1,2,2,2
87950,88000,0,3,3,2
88000,88050,2,3,2,2
88050,88100,0,0,1,0
88100,88150,0,2,2,2
88150,88200,2,1,0,1
88200,88250,3,0,2,2
88250,88300,2,2,2,2
88300,88350,2,1,1,0
88350,88400,2,3,3,2
88400,88450,5,3,3,2
88450,88500,4,2,2,1
88500,88550,5,1,1,1
88550,88600,1,1,1,2
88600,88650,1,0,0,0
88650,88700,1,2,2,3
88700,88750,5,0,0,1
88750,88800,0,1,1,1
88800,88850,1,3,3,0
88850,88900,3,0,0,1
88950,89000,0,0,0,1
89000,89050,3,1,1,3
89050,89100,2,0,0,2
89100,89150,2,0,0,2
89150,89200,1,1,1,3
89200,89250,1,2,2,2
89250,89300,2,2,2,1
89300,89350,3,3,3,1
89350,89400,3,1,1,1
89400,89450,1,4,1,0
89450,89500,2,2,4,0
89500,89550,1,1,1,2
89550,89600,1,1,1,2
89600,89650,2,0,0,3
89650,89700,1,0,0,1
89700,89750,2,4,3,3
89750,89800,3,0,1,3
89800,89850,3,0,0,2
89850,89900,1,3,4,1
89900,89950,3,1,1,1
89950,90000,0,1,0,0
90000,90050,2,0,1,1
90050,90100,0,0,0,2
90100,90150,4,0,0,0
90150,90200,4,1,1,3
90200,90250,4,1,1,3
90250,90300,4,0,0,0
90300,90350,1,2,2,0
90350,90400,1,0,0,0
90400,90450,2,1,1,2
90450,90500,2,0,0,2
90500,90550,1,0,0,3
90550,90600,1,0,0,1
90600,90650,2,1,1,2
90650,90700,1,0,0,0
90700,90750,3,0,0,2
90750,90800,0,0,0,2
90800,90850,1,0,0,1
90850,90900,0,1,1,2
90900,90950,0,0,0,3
90950,91000,2,1,1,2
91000,91050,1,0,0,1
91050,91100,2,2,2,3
91100,91150,1,4,4,4
91150,91200,2,1,1,3
91200,91250,1,1,1,1
91250,91300,3,0,0,1
91300,91350,1,1,1,3
91350,91400,3,1,1,2
91400,91450,2,2,2,1
91450,91500,1,0,0,0
91500,91550,3,1,1,2
91550,91600,0,0,0,2
91600,91650,3,0,0,0
91650,91700,3,1,0,1
91700,91750,1,0,1,3
91750,91800,1,0,0,2
91800,91850,1,3,3,0
91850,91900,3,0,0,0
91900,91950,2,2,2,0
91950,92000,1,3,3,1
92000,92050,2,0,0,2
92050,92100,4,2,2,1
92100,92150,0,2,2,2
92150,92200,0,2,1,3
92200,92250,4,0,1,2
92250,92300,1,1,1,2
92300,92350,1,0,0,0
92350,92400,1,1,1,3
92400,92450,2,1,1,2
92450,92500,0,0,0,2
92500,92550,2,1,1,2
92550,92600,0,1,1,0
92600,92650,1,3,3,1
92650,92700,1,1,1,0
92700,92750,0,0,0,1
92750,92800,2,1,1,2
92800,92850,2,0,0,3
92850,92900,0,1,1,0
92900,92950,0,1,1,2
93000,93050,0,3,3,0
93050,93100,0,1,1,0
93100,93150,0,1,0,1
93150,93200,1,1,1,3
93200,93250,0,1,1,0
93250,93300,1,1,1,1
93350,93400,1,1,1,0
93400,93450,1,1,2,1
93450,93500,1,2,2,0
93500,93550,2,0,0,2
93550,93600,1,1,1,1
93600,93650,1,1,1,3
93650,93700,0,1,1,0
93700,93750,0,1,1,0
93750,93800,3,0,0,1
93800,93850,2,0,0,0
93850,93900,2,1,1,1
93900,93950,1,1,1,0
93950,94000,1,1,1,1
94000,94050,1,2,2,2
94050,94100,1,1,1,0
94100,94150,2,3,3,2
94150,94200,2,2,2,1
94200,94250,0,2,2,1
94250,94300,0,0,0,1
94300,94350,1,2,2,0
94350,94400,1,0,0,1
94400,94450,1,1,1,0
94450,94500,1,4,3,0
94500,94550,0,0,0,1
94550,94600,0,1,1,2
94600,94650,1,0,0,0
94650,94700,2,2,2,1
94700,94750,6,1,1,1
94750,94800,0,0,0,1
94800,94850,1,1,1,0
94850,94900,0,3,2,3
94900,94950,2,1,2,2
94950,95000,0,1,1,0
95000,95050,3,3,3,0
95050,95100,1,0,0,1
95100,95150,2,1,1,2
95150,95200,1,0,0,0
95200,95250,1,1,1,1
95250,95300,1,0,0,0
95300,95350,1,1,1,0
95350,95400,2,1,1,0
95400,95450,1,1,1,2
95450,95500,3,2,2,0
95500,95550,3,2,2,1
95550,95600,2,0,0,3
95600,95650,1,1,1,0
95650,95700,0,0,0,1
95700,95750,0,0,0,1
95750,95800,1,1,1,1
95850,95900,2,2,1,0
95900,95950,4,2,2,0
95950,96000,1,1,0,0
96000,96050,2,1,2,1
96050,96100,0,2,2,0
96100,96150,3,1,1,1
96150,96200,1,0,0,0
96200,96250,1,0,1,1
96250,96300,0,2,2,1
96300,96350,2,1,1,0
96350,96400,3,0,0,1
96400,96450,0,4,4,2
96450,96500,0,1,0,0
96500,96550,1,1,1,0
96550,96600,3,1,2,0
96600,96650,2,0,1,2
96650,96700,1,0,0,2
96700,96750,0,3,3,1
96750,96800,0,0,0,1
96800,96850,1,1,1,1
96850,96900,2,1,1,1
96900,96950,1,0,0,0
96950,97000,3,1,1,0
97000,97050,4,0,0,2
97050,97100,1,0,0,0
97100,97150,0,1,0,1
97200,97250,2,0,1,1
97250,97300,2,2,2,1
97300,97350,0,0,0,1
97350,97400,0,0,0,1
97400,97450,1,1,0,0
97450,97500,0,0,1,0
97500,97550,1,1,1,0
97550,97600,1,1,1,1
97600,97650,1,1,1,2
97650,97700,1,0,0,0
97700,97750,2,0,0,0
97750,97800,1,0,0,0
97800,97850,1,0,0,0
97850,97900,1,0,0,0
97900,97950,2,0,0,0
97950,98000,1,1,1,1
98000,98050,2,1,0,0
98050,98100,2,2,3,0
98100,98150,1,1,1,1
98200,98250,2,0,0,1
98250,98300,1,1,1,0
98300,98350,1,0,0,1
98350,98400,3,2,2,3
98450,98500,0,1,1,0
98500,98550,1,1,1,2
98550,98600,0,2,2,0
98600,98650,1,1,1,1
98700,98750,2,3,3,1
98750,98800,3,0,0,0
98800,98850,2,0,0,0
98850,98900,2,0,0,0
98900,98950,0,3,3,2
98950,99000,0,1,1,0
99000,99050,2,1,1,1
99050,99100,1,0,0,0
99100,99150,0,1,1,0
99200,99250,1,0,0,1
99250,99300,0,1,1,0
99300,99350,1,0,0,1
99350,99400,1,1,1,0
99450,99500,0,2,2,0
99500,99550,0,0,0,1
99550,99600,0,1,1,0
99600,99650,1,0,0,1
99650,99700,1,1,1,1
99700,99750,2,1,0,0
99750,99800,2,1,2,0
99900,99950,1,0,0,0
UNDERFLOW,,0,0,0,0
OVERFLOW,,33457,40789,40789,49258
