bin_low_us,bin_high_us,ack,send,output_send,tti
-99800,-99750,1,0,0,0
-89600,-89550,2,0,0,0
-89550,-89500,3,0,0,0
-56450,-56400,1,0,0,0
-54850,-54800,1,0,0,0
-47000,-46950,1,0,0,0
-44550,-44500,1,0,0,0
-44250,-44200,1,0,0,0
-41300,-41250,1,0,0,0
-39100,-39050,1,0,0,0
-38950,-38900,1,0,0,0
-38250,-38200,1,0,0,0
-37100,-37050,1,0,0,0
-35600,-35550,1,0,0,0
-34750,-34700,1,0,0,0
-34200,-34150,1,0,0,0
-33550,-33500,1,0,0,0
-33400,-33350,1,0,0,0
-33250,-33200,1,0,0,0
-32150,-32100,1,0,0,0
-31900,-31850,1,0,0,0
-31300,-31250,1,0,0,0
-31250,-31200,1,0,0,0
-31200,-31150,1,0,0,0
-30750,-30700,1,0,0,0
-30300,-30250,1,0,0,0
-30250,-30200,1,0,0,0
-30000,-29950,1,0,0,0
-29800,-29750,1,0,0,0
-29100,-29050,1,0,0,0
-29000,-28950,1,0,0,0
-28950,-28900,1,0,0,0
-28600,-28550,2,0,0,0
-28300,-28250,1,0,0,0
-27750,-27700,2,0,0,0
-27700,-27650,3,0,0,0
-27400,-27350,1,0,0,0
-27250,-27200,2,0,0,0
-27100,-27050,2,0,0,0
-26850,-26800,1,0,0,0
-26800,-26750,1,0,0,0
-26500,-26450,1,0,0,0
-26350,-26300,1,0,0,0
-26300,-26250,1,0,0,0
-26250,-26200,1,0,0,0
-26100,-26050,1,0,0,0
-25750,-25700,1,0,0,0
-25500,-25450,1,0,0,0
-25250,-25200,1,0,0,0
-25200,-25150,1,0,0,0
-25150,-25100,1,0,0,0
-25050,-25000,1,0,0,0
-25000,-24950,1,0,0,0
-24850,-24800,1,0,0,0
-24550,-24500,1,0,0,0
-24500,-24450,1,0,0,0
-24250,-24200,1,0,0,0
-24050,-24000,2,0,0,0
-23900,-23850,2,0,0,0
-23750,-23700,2,0,0,0
-23450,-23400,1,0,0,0
-23350,-23300,1,0,0,0
-23050,-23000,1,0,0,0
-23000,-22950,1,0,0,0
-22750,-22700,1,0,0,0
-22700,-22650,1,0,0,0
-22550,-22500,1,0,0,0
-22500,-22450,1,0,0,0
-22150,-22100,1,0,0,0
-22100,-22050,1,0,0,0
-21750,-21700,1,0,0,0
-21700,-21650,1,0,0,0
-21550,-21500,1,0,0,0
-21350,-21300,1,0,0,0
-21150,-21100,2,0,0,0
-20900,-20850,2,0,0,0
-20800,-20750,1,0,0,0
-20700,-20650,1,0,0,0
-20650,-20600,1,0,0,0
-20550,-20500,1,0,0,0
-20500,-20450,1,0,0,0
-20400,-20350,1,0,0,0
-20150,-20100,1,0,0,0
-19850,-19800,1,0,0,0
-19800,-19750,1,0,0,0
-19600,-19550,1,0,0,0
-19450,-19400,1,0,0,0
-19300,-19250,1,0,0,0
-19050,-19000,1,0,0,0
-18800,-18750,1,0,0,0
-18750,-18700,1,0,0,0
-18700,-18650,2,0,0,0
-18650,-18600,3,0,0,0
-18600,-18550,2,0,0,0
-18350,-18300,2,0,0,0
-18150,-18100,1,0,0,0
-18100,-18050,1,0,0,0
-17950,-17900,2,0,0,0
-17850,-17800,2,0,0,0
-17800,-17750,1,0,0,0
-17750,-17700,2,0,0,0
-17700,-17650,2,0,0,0
-17100,-17050,1,0,0,0
-16900,-16850,1,0,0,0
-16850,-16800,2,0,0,0
-16500,-16450,3,0,0,0
-16400,-16350,1,0,0,0
-16350,-16300,1,0,0,0
-16150,-16100,1,0,0,0
-16100,-16050,1,0,0,0
-16050,-16000,1,0,0,0
-16000,-15950,1,0,0,0
-15900,-15850,1,0,0,0
-15850,-15800,1,0,0,0
-15650,-15600,1,0,0,0
-15550,-15500,1,0,0,0
-15500,-15450,2,0,0,0
-15400,-15350,1,0,0,0
-15350,-15300,1,0,0,0
-15300,-15250,1,0,0,0
-15250,-15200,2,0,0,0
-15000,-14950,1,0,0,0
-14900,-14850,2,0,0,0
-14600,-14550,1,0,0,0
-14550,-14500,1,0,0,0
-14300,-14250,1,0,0,0
-13950,-13900,2,0,0,0
-13900,-13850,1,0,0,0
-13850,-13800,2,0,0,0
-13800,-13750,1,0,0,0
-13750,-13700,1,0,0,0
-13500,-13450,2,0,0,0
-13250,-13200,4,0,0,0
-13200,-13150,1,0,0,0
-13050,-13000,1,0,0,0
-12900,-12850,3,0,0,0
-12800,-12750,2,0,0,0
-12650,-12600,1,0,0,0
-12600,-12550,1,0,0,0
-12500,-12450,1,0,0,0
-12350,-12300,1,0,0,0
-12250,-12200,1,0,0,0
-12200,-12150,1,0,0,0
-12100,-12050,1,0,0,0
-11800,-11750,2,0,0,0
-11750,-11700,1,0,0,0
-11650,-11600,2,0,0,0
-11600,-11550,1,0,0,0
-11400,-11350,2,0,0,0
-11200,-11150,1,0,0,0
-11100,-11050,2,0,0,0
-11050,-11000,2,0,0,0
-11000,-10950,1,0,0,0
-10950,-10900,1,0,0,0
-10800,-10750,2,0,0,0
-10700,-10650,2,0,0,0
-10650,-10600,1,0,0,0
-10600,-10550,1,0,0,0
-10550,-10500,2,0,0,0
-10450,-10400,2,0,0,0
-10350,-10300,2,0,0,0
-10300,-10250,1,0,0,0
-10150,-10100,1,0,0,0
-10100,-10050,3,0,0,0
-10000,-9950,3,0,0,0
-9950,-9900,6,0,0,0
-9900,-9850,2,0,0,0
-9800,-9750,2,0,0,0
-9750,-9700,1,0,0,0
-9700,-9650,1,0,0,0
-9650,-9600,2,0,0,0
-9600,-9550,4,0,0,0
-9550,-9500,1,0,0,0
-9350,-9300,1,0,0,0
-9300,-9250,1,0,0,0
-9250,-9200,1,0,0,0
-9200,-9150,4,0,0,0
-9100,-9050,1,0,0,0
-9050,-9000,1,0,0,0
-9000,-8950,3,0,0,0
-8900,-8850,2,0,0,0
-8850,-8800,1,0,0,0
-8800,-8750,2,0,0,0
-8750,-8700,1,0,0,0
-8650,-8600,1,0,0,0
-8500,-8450,1,0,0,0
-8400,-8350,1,0,0,0
-8350,-8300,1,0,0,0
-8250,-8200,1,0,0,0
-8200,-8150,2,0,0,0
-8150,-8100,4,0,0,0
-8050,-8000,5,0,0,0
-8000,-7950,1,0,0,0
-7950,-7900,5,0,0,0
-7900,-7850,6,0,0,0
-7850,-7800,2,0,0,0
-7800,-7750,1,0,0,0
-7700,-7650,1,0,0,0
-7550,-7500,1,0,0,0
-7500,-7450,2,0,0,0
-7450,-7400,4,0,0,0
-7400,-7350,5,0,0,0
-7350,-7300,3,0,0,0
-7300,-7250,3,0,0,0
-7250,-7200,5,0,0,0
-7200,-7150,1,0,0,0
-7150,-7100,4,0,0,0
-7100,-7050,3,0,0,0
-7000,-6950,5,0,0,0
-6950,-6900,2,0,0,0
-6900,-6850,2,0,0,0
-6850,-6800,8,0,0,0
-6800,-6750,4,0,0,0
-6750,-6700,5,0,0,0
-6700,-6650,9,0,0,0
-6650,-6600,11,0,0,0
-6600,-6550,2,0,0,0
-6550,-6500,7,0,0,0
-6500,-6450,6,0,0,0
-6450,-6400,2,0,0,0
-6400,-6350,5,0,0,0
-6350,-6300,5,0,0,0
-6300,-6250,5,0,0,0
-6250,-6200,1,0,0,0
-6200,-6150,2,0,0,0
-6150,-6100,6,0,0,0
-6100,-6050,1,0,0,0
-6050,-6000,14,0,0,0
-6000,-5950,7,0,0,0
-5950,-5900,7,0,0,0
-5900,-5850,2,0,0,0
-5850,-5800,3,0,0,0
-5800,-5750,2,0,0,0
-5750,-5700,4,0,0,0
-5700,-5650,12,0,0,0
-5650,-5600,10,0,0,0
-5600,-5550,9,0,0,0
-5550,-5500,6,0,0,0
-5500,-5450,9,0,0,0
-5450,-5400,8,0,0,0
-5400,-5350,6,0,0,0
-5350,-5300,6,0,0,0
-5300,-5250,10,0,0,0
-5250,-5200,6,0,0,0
-5200,-5150,3,0,0,0
-5150,-5100,9,0,0,0
-5100,-5050,12,0,0,0
-5050,-5000,8,0,0,0
-5000,-4950,12,0,0,0
-4950,-4900,12,0,0,0
-4900,-4850,9,0,0,0
-4850,-4800,15,0,0,0
-4800,-4750,16,0,0,0
-4750,-4700,11,0,0,0
-4700,-4650,10,0,0,0
-4650,-4600,12,0,0,0
-4600,-4550,12,0,0,0
-4550,-4500,20,0,0,0
-4500,-4450,23,0,0,0
-4450,-4400,19,0,0,0
-4400,-4350,32,0,0,0
-4350,-4300,30,0,0,0
-4300,-4250,23,0,0,0
-4250,-4200,43,0,0,0
-4200,-4150,51,0,0,0
-4150,-4100,47,0,0,0
-4100,-4050,42,0,0,0
-4050,-4000,59,0,0,0
-4000,-3950,65,0,0,0
-3950,-3900,66,0,0,0
-3900,-3850,73,0,0,0
-3850,-3800,64,0,0,0
-3800,-3750,74,0,0,0
-3750,-3700,80,0,0,0
-3700,-3650,76,0,0,0
-3650,-3600,57,0,0,0
-3600,-3550,73,0,0,0
-3550,-3500,85,0,0,0
-3500,-3450,104,0,0,0
-3450,-3400,102,0,0,0
-3400,-3350,99,0,0,0
-3350,-3300,101,0,0,0
-3300,-3250,87,0,0,0
-3250,-3200,90,0,0,0
-3200,-3150,97,0,0,0
-3150,-3100,99,0,0,0
-3100,-3050,94,0,0,0
-3050,-3000,120,0,0,0
-3000,-2950,143,0,0,0
-2950,-2900,181,0,0,0
-2900,-2850,201,0,0,0
-2850,-2800,207,0,0,0
-2800,-2750,229,0,0,0
-2750,-2700,240,0,0,0
-2700,-2650,255,0,0,0
-2650,-2600,217,0,0,0
-2600,-2550,221,0,0,0
-2550,-2500,269,0,0,0
-2500,-2450,263,0,0,0
-2450,-2400,300,0,0,0
-2400,-2350,293,0,0,0
-2350,-2300,259,0,0,0
-2300,-2250,270,0,0,0
-2250,-2200,303,0,0,0
-2200,-2150,254,0,0,0
-2150,-2100,338,0,0,0
-2100,-2050,350,0,0,0
-2050,-2000,344,0,0,0
-2000,-1950,348,0,0,0
-1950,-1900,420,0,0,0
-1900,-1850,446,0,0,0
-1850,-1800,402,0,0,0
-1800,-1750,328,0,0,0
-1750,-1700,343,0,0,0
-1700,-1650,352,0,0,0
-1650,-1600,310,0,0,0
-1600,-1550,312,0,0,0
-1550,-1500,390,0,0,0
-1500,-1450,435,0,0,0
-1450,-1400,434,0,0,0
-1400,-1350,448,0,0,0
-1350,-1300,425,0,0,0
-1300,-1250,393,0,0,0
-1250,-1200,378,0,0,0
-1200,-1150,381,0,0,0
-1150,-1100,491,0,0,0
-1100,-1050,472,0,0,0
-1050,-1000,471,0,0,0
-1000,-950,487,0,0,0
-950,-900,634,0,0,0
-900,-850,734,0,0,0
-850,-800,940,0,0,0
-800,-750,1257,0,0,0
-750,-700,1435,0,0,0
-700,-650,2160,0,0,0
-650,-600,3395,0,0,0
-600,-550,3652,0,0,0
-550,-500,2778,0,0,0
-500,-450,1632,0,0,0
-450,-400,1408,0,0,0
-400,-350,949,0,0,0
-350,-300,1335,0,0,0
-300,-250,3385,0,0,0
-250,-200,7528,0,0,0
-200,-150,6495,0,0,0
-150,-100,1443,0,0,0
-100,-50,1305,0,0,0
-50,0,3434,0,0,0
0,50,21019,0,0,0
50,100,88209,0,0,0
100,150,25668,0,0,0
150,200,11388,0,0,0
200,250,4567,8,5,0
250,300,3797,6,5,0
300,350,8214,53,24,0
350,400,16654,313,199,0
400,450,26055,609,469,0
450,500,33409,2329,1107,2
500,550,37028,11075,6453,4
550,600,33811,22559,17630,9
600,650,30157,27090,25447,8
650,700,32472,27142,27099,17
700,750,34130,24299,25210,25
750,800,31201,19917,22327,107
800,850,26692,14272,16907,212
850,900,21383,8851,11451,127
900,950,18471,4952,6877,102
950,1000,15475,3092,3959,205
1000,1050,12765,2979,3323,462
1050,1100,9718,4385,4244,909
1100,1150,7248,6557,6206,1260
1150,1200,6006,8563,8257,1731
1200,1250,4798,10536,10133,2073
1250,1300,3837,11558,11514,2613
1300,1350,3075,11251,11371,2672
1350,1400,2873,10492,10605,2600
1400,1450,2381,9761,9875,2418
1450,1500,2092,9619,9606,2282
1500,1550,2007,9457,9524,2238
1550,1600,1855,9274,9364,1900
1600,1650,1708,9352,9462,1689
1650,1700,1472,9629,9833,1533
1700,1750,1425,10343,10420,1500
1750,1800,1312,10896,11172,1414
1800,1850,1214,11738,11819,1533
1850,1900,1135,12481,12558,2683
1900,1950,1073,12908,12917,4850
1950,2000,1038,13407,13421,6435
2000,2050,950,13473,13525,7296
2050,2100,975,13554,13674,8447
2100,2150,923,13930,13999,8785
2150,2200,920,13533,13684,7950
2200,2250,895,13072,13184,7022
2250,2300,914,12338,12392,6147
2300,2350,915,11725,11734,5616
2350,2400,951,11158,11220,4962
2400,2450,996,10891,10947,4369
2450,2500,915,10304,10314,3754
2500,2550,985,9883,9847,3652
2550,2600,1031,9304,9222,3788
2600,2650,1036,9323,9258,4661
2650,2700,1131,8585,8568,5973
2700,2750,1220,8353,8307,7311
2750,2800,1339,7579,7726,7955
2800,2850,1090,6744,6777,8763
2850,2900,884,6400,6406,9277
2900,2950,860,5812,5827,10083
2950,3000,848,5216,5227,11299
3000,3050,772,4862,4816,12112
3050,3100,689,4672,4613,12545
3100,3150,686,4446,4397,13737
3150,3200,674,4110,4038,14023
3200,3250,677,3894,3842,13105
3250,3300,686,3429,3364,12531
3300,3350,699,2939,2911,12119
3350,3400,705,2671,2603,11363
3400,3450,716,2454,2382,10853
3450,3500,667,2234,2184,10515
3500,3550,720,2228,2196,9897
3550,3600,745,2351,2255,9180
3600,3650,702,2600,2532,8431
3650,3700,680,2403,2472,8266
3700,3750,576,2340,2315,8179
3750,3800,566,1897,2014,8168
3800,3850,507,1704,1798,7842
3850,3900,472,1363,1391,7762
3900,3950,446,1396,1452,7930
3950,4000,456,1076,1154,8033
4000,4050,469,1272,1301,8298
4050,4100,493,1160,1218,8135
4100,4150,432,1439,1415,8046
4150,4200,386,1534,1564,7988
4200,4250,352,1589,1611,7442
4250,4300,349,1461,1465,6786
4300,4350,367,1357,1399,6548
4350,4400,307,1286,1320,6285
4400,4450,304,1114,1122,5926
4450,4500,261,1028,1054,5609
4500,4550,256,1052,1072,5272
4550,4600,243,1142,1154,4750
4600,4650,210,1403,1401,4638
4650,4700,199,1373,1388,4436
4700,4750,186,1413,1403,4318
4750,4800,132,1191,1198,4066
4800,4850,139,1104,1146,3922
4850,4900,153,976,963,3972
4900,4950,131,929,919,3993
4950,5000,135,695,714,4202
5000,5050,122,818,795,4061
5050,5100,134,751,771,3888
5100,5150,101,825,819,3889
5150,5200,117,837,853,3775
5200,5250,112,891,893,3494
5250,5300,120,823,789,3258
5300,5350,114,711,713,3188
5350,5400,127,633,615,3056
5400,5450,101,625,624,2814
5450,5500,83,656,626,2809
5500,5550,90,859,786,2635
5550,5600,79,1004,998,2551
5600,5650,97,1250,1199,2498
5650,5700,87,1245,1241,2391
5700,5750,82,1200,1241,2343
5750,5800,72,882,994,2289
5800,5850,69,721,764,2306
5850,5900,79,499,527,2285
5900,5950,65,529,530,2408
5950,6000,56,412,393,2404
6000,6050,67,463,464,2266
6050,6100,87,412,436,2191
6100,6150,72,406,397,2019
6150,6200,52,380,388,2041
6200,6250,70,382,387,2078
6250,6300,77,391,396,2005
6300,6350,58,332,320,1926
6350,6400,59,289,307,1863
6400,6450,66,283,290,1727
6450,6500,61,309,288,1730
6500,6550,79,285,295,1641
6550,6600,74,327,335,1528
6600,6650,70,415,431,1554
6650,6700,57,435,438,1534
6700,6750,50,580,563,1497
6750,6800,42,542,547,1387
6800,6850,60,572,578,1371
6850,6900,64,561,577,1399
6900,6950,60,531,537,1446
6950,7000,60,504,517,1520
7000,7050,76,508,504,1568
7050,7100,66,552,554,1461
7100,7150,56,471,476,1454
7150,7200,69,468,481,1400
7200,7250,51,442,442,1311
7250,7300,60,418,411,1242
7300,7350,58,372,391,1204
7350,7400,52,355,357,1113
7400,7450,34,311,325,1067
7450,7500,49,276,280,1041
7500,7550,36,260,261,992
7550,7600,27,276,281,934
7600,7650,36,276,272,930
7650,7700,53,259,261,862
7700,7750,33,233,248,873
7750,7800,28,202,201,860
7800,7850,46,179,186,831
7850,7900,38,174,163,924
7900,7950,47,136,132,1043
7950,8000,28,131,134,1113
8000,8050,30,143,143,1074
8050,8100,44,132,125,1010
8100,8150,43,136,129,1077
8150,8200,30,118,128,1080
8200,8250,27,123,126,1016
8250,8300,30,127,130,1002
8300,8350,31,113,116,953
8350,8400,31,103,111,922
8400,8450,27,95,93,838
8450,8500,30,103,96,796
8500,8550,22,104,101,797
8550,8600,26,109,108,776
8600,8650,22,111,112,733
8650,8700,18,121,121,669
8700,8750,20,103,111,674
8750,8800,18,93,97,650
8800,8850,22,89,98,640
8850,8900,32,81,87,655
8900,8950,35,77,81,690
8950,9000,28,71,77,677
9000,9050,21,67,62,668
9050,9100,25,64,69,623
9100,9150,17,64,67,667
9150,9200,16,84,88,606
9200,9250,17,58,58,572
9250,9300,22,103,91,562
9300,9350,25,75,87,522
9350,9400,19,69,74,497
9400,9450,16,72,72,476
9450,9500,21,69,71,389
9500,9550,15,61,63,410
9550,9600,8,57,61,445
9600,9650,18,64,73,441
9650,9700,20,60,61,372
9700,9750,20,48,50,326
9750,9800,17,51,60,350
9800,9850,16,64,63,356
9850,9900,22,61,58,356
9900,9950,14,40,44,339
9950,10000,20,41,42,357
10000,10050,14,46,44,394
10050,10100,12,48,46,357
10100,10150,24,40,39,331
10150,10200,16,31,39,315
10200,10250,20,44,48,319
10250,10300,25,42,38,281
10300,10350,9,42,40,303
10350,10400,8,47,44,273
10400,10450,16,43,38,238
10450,10500,16,25,36,230
10500,10550,25,55,50,224
10550,10600,44,33,39,245
10600,10650,63,26,32,221
10650,10700,48,45,47,214
10700,10750,137,37,41,235
10750,10800,267,28,39,213
10800,10850,284,46,45,211
10850,10900,180,36,33,227
10900,10950,80,36,36,220
10950,11000,48,31,31,200
11000,11050,19,45,32,217
11050,11100,27,33,32,204
11100,11150,18,28,37,230
11150,11200,18,35,39,180
11200,11250,13,32,32,194
11250,11300,14,22,25,202
11300,11350,14,35,32,207
11350,11400,10,26,28,156
11400,11450,10,26,32,164
11450,11500,15,33,37,163
11500,11550,12,24,25,149
11550,11600,19,28,39,162
11600,11650,15,35,33,145
11650,11700,15,24,25,136
11700,11750,14,32,36,134
11750,11800,15,22,21,131
11800,11850,16,23,24,138
11850,11900,10,17,26,150
11900,11950,13,20,23,134
11950,12000,13,22,17,156
12000,12050,12,21,21,164
12050,12100,14,25,25,197
12100,12150,16,22,22,173
12150,12200,12,23,20,199
12200,12250,7,28,28,148
12250,12300,10,17,24,137
12300,12350,17,25,24,144
12350,12400,15,23,24,111
12400,12450,18,18,16,105
12450,12500,21,25,21,116
12500,12550,16,15,18,133
12550,12600,27,16,14,132
12600,12650,24,26,28,119
12650,12700,25,30,28,116
12700,12750,12,11,16,114
12750,12800,24,18,14,127
12800,12850,19,18,26,120
12850,12900,19,18,18,123
12900,12950,20,12,12,162
12950,13000,20,16,17,164
13000,13050,20,11,17,176
13050,13100,26,13,11,167
13100,13150,26,13,13,175
13150,13200,29,16,15,147
13200,13250,26,17,16,136
13250,13300,23,15,14,113
13300,13350,20,14,14,108
13350,13400,13,15,16,90
13400,13450,14,22,22,110
13450,13500,21,15,18,95
13500,13550,17,19,20,110
13550,13600,16,17,18,116
13600,13650,23,19,19,122
13650,13700,18,18,21,92
13700,13750,9,13,11,114
13750,13800,14,24,22,96
13800,13850,23,17,18,98
13850,13900,16,8,10,137
13900,13950,15,13,12,160
13950,14000,14,10,7,201
14000,14050,18,9,10,205
14050,14100,16,18,20,189
14100,14150,11,16,15,207
14150,14200,14,12,16,191
14200,14250,22,12,16,149
14250,14300,14,11,14,133
14300,14350,18,20,18,106
14350,14400,14,18,17,101
14400,14450,14,14,14,95
14450,14500,22,12,11,80
14500,14550,20,14,14,78
14550,14600,13,20,20,96
14600,14650,15,11,7,83
14650,14700,15,10,11,75
14700,14750,13,9,11,60
14750,14800,8,9,12,80
14800,14850,13,7,13,102
14850,14900,14,4,5,139
14900,14950,11,7,8,137
14950,15000,19,10,13,143
15000,15050,16,6,5,136
15050,15100,21,3,3,149
15100,15150,20,10,9,105
15150,15200,20,12,10,106
15200,15250,18,10,10,75
15250,15300,8,13,11,100
15300,15350,13,10,10,90
15350,15400,16,9,8,74
15400,15450,20,7,8,78
15450,15500,13,5,4,66
15500,15550,9,8,7,57
15550,15600,8,4,6,58
15600,15650,13,6,3,54
15650,15700,14,6,8,55
15700,15750,10,4,3,51
15750,15800,13,6,9,57
15800,15850,15,9,9,48
15850,15900,24,5,8,68
15900,15950,28,10,12,56
15950,16000,34,7,6,71
16000,16050,52,8,9,73
16050,16100,85,17,15,67
16100,16150,89,36,33,46
16150,16200,91,45,38,57
16200,16250,62,72,71,50
16250,16300,40,106,92,51
16300,16350,23,128,122,43
16350,16400,16,168,155,48
16400,16450,13,180,174,51
16450,16500,12,123,140,43
16500,16550,9,99,109,50
16550,16600,11,76,79,40
16600,16650,10,38,48,50
16650,16700,12,22,29,44
16700,16750,10,14,15,46
16750,16800,13,14,14,49
16800,16850,14,9,7,38
16850,16900,18,7,9,50
16900,16950,12,4,5,44
16950,17000,17,4,3,39
17000,17050,11,5,5,39
17050,17100,18,6,7,41
17100,17150,13,5,7,40
17150,17200,11,5,6,37
17200,17250,11,4,3,38
17250,17300,15,3,4,39
17300,17350,16,7,7,56
17350,17400,11,5,5,41
17400,17450,13,3,2,36
17450,17500,17,8,6,48
17500,17550,11,4,5,58
17550,17600,10,8,7,51
17600,17650,14,5,6,59
17650,17700,5,2,3,57
17700,17750,11,3,4,74
17750,17800,16,3,3,80
17800,17850,10,4,6,91
17850,17900,11,5,3,126
17900,17950,13,3,5,128
17950,18000,9,4,3,153
18000,18050,14,2,3,171
18050,18100,13,5,4,159
18100,18150,11,4,4,113
18150,18200,12,7,7,114
18200,18250,11,7,7,84
18250,18300,10,2,2,61
18300,18350,17,6,6,58
18350,18400,17,3,5,43
18400,18450,14,6,5,40
18450,18500,14,2,2,32
18500,18550,9,5,5,35
18550,18600,16,3,4,31
18600,18650,11,2,1,29
18650,18700,18,4,5,40
18700,18750,11,1,1,61
18750,18800,15,0,0,53
18800,18850,13,3,1,51
18850,18900,12,0,0,77
18900,18950,14,2,3,78
18950,19000,16,1,1,92
19000,19050,11,0,0,81
19050,19100,8,2,1,104
19100,19150,10,1,3,83
19150,19200,13,2,2,74
19200,19250,13,2,2,44
19250,19300,9,2,1,40
19300,19350,16,3,2,38
19350,19400,14,2,4,35
19400,19450,12,0,0,37
19450,19500,9,4,3,27
19500,19550,11,2,3,22
19550,19600,7,4,4,29
19600,19650,13,5,4,27
19650,19700,12,2,2,29
19700,19750,9,2,4,25
19750,19800,11,7,4,22
19800,19850,14,3,4,37
19850,19900,19,2,2,34
19900,19950,16,2,2,40
19950,20000,14,3,3,61
20000,20050,13,0,0,47
20050,20100,8,3,3,48
20100,20150,10,6,6,34
20150,20200,10,3,0,29
20200,20250,9,2,3,33
20250,20300,13,5,5,32
20300,20350,12,1,1,28
20350,20400,15,2,1,17
20400,20450,12,4,6,26
20450,20500,11,10,3,22
20500,20550,9,80,42,29
20550,20600,12,148,126,30
20600,20650,8,115,139,24
20650,20700,9,98,107,17
20700,20750,11,70,74,19
20750,20800,5,62,70,32
20800,20850,11,37,51,34
20850,20900,14,16,19,45
20900,20950,12,2,7,44
20950,21000,14,2,2,98
21000,21050,16,5,5,80
21050,21100,11,2,3,70
21100,21150,13,3,4,64
21150,21200,16,2,2,55
21200,21250,15,0,0,63
21250,21300,19,3,2,37
21300,21350,29,7,6,30
21350,21400,20,8,8,22
21400,21450,31,14,10,33
21450,21500,23,21,19,17
21500,21550,15,28,27,17
21550,21600,14,69,65,19
21600,21650,19,96,94,17
21650,21700,13,159,161,19
21700,21750,11,236,240,29
21750,21800,6,286,284,15
21800,21850,7,353,352,28
21850,21900,7,378,383,41
21900,21950,6,341,345,61
21950,22000,9,364,363,73
22000,22050,12,336,339,104
22050,22100,11,307,307,109
22100,22150,16,299,299,90
22150,22200,6,240,235,62
22200,22250,8,232,238,63
22250,22300,11,249,247,56
22300,22350,13,211,213,45
22350,22400,12,153,154,47
22400,22450,7,129,128,38
22450,22500,7,119,119,31
22500,22550,11,95,96,25
22550,22600,14,68,67,15
22600,22650,12,49,49,25
22650,22700,8,39,40,19
22700,22750,11,27,25,15
22750,22800,12,35,36,18
22800,22850,7,21,22,33
22850,22900,6,18,18,37
22900,22950,10,17,17,84
22950,23000,15,15,14,104
23000,23050,11,8,8,105
23050,23100,8,7,6,120
23100,23150,20,5,6,179
23150,23200,11,9,10,232
23200,23250,10,7,4,208
23250,23300,12,9,12,219
23300,23350,7,6,5,249
23350,23400,17,8,8,277
23400,23450,13,2,2,227
23450,23500,9,7,6,190
23500,23550,6,4,5,197
23550,23600,15,4,4,173
23600,23650,11,6,7,147
23650,23700,5,3,3,112
23700,23750,8,3,2,104
23750,23800,13,4,3,76
23800,23850,5,1,1,101
23850,23900,5,6,5,119
23900,23950,8,1,2,124
23950,24000,9,3,4,125
24000,24050,8,3,2,155
24050,24100,11,3,4,154
24100,24150,9,2,3,145
24150,24200,10,2,2,143
24200,24250,11,2,2,139
24250,24300,10,4,3,131
24300,24350,11,3,4,160
24350,24400,9,1,1,137
24400,24450,5,2,2,92
24450,24500,9,0,0,82
24500,24550,8,3,3,88
24550,24600,7,3,3,89
24600,24650,9,1,1,65
24650,24700,10,3,2,40
24700,24750,8,5,3,40
24750,24800,5,5,7,32
24800,24850,3,0,0,46
24850,24900,3,0,1,58
24900,24950,7,0,0,73
24950,25000,7,2,1,61
25000,25050,7,0,1,80
25050,25100,5,3,1,67
25100,25150,7,1,2,71
25150,25200,6,2,1,53
25200,25250,8,5,4,55
25250,25300,5,1,1,51
25300,25350,8,1,1,58
25350,25400,9,2,2,54
25400,25450,10,0,0,60
25450,25500,4,2,3,54
25500,25550,9,2,2,40
25550,25600,8,2,3,39
25600,25650,9,1,1,25
25650,25700,9,2,2,30
25700,25750,4,1,1,22
25750,25800,5,0,0,20
25800,25850,7,3,2,19
25850,25900,7,0,1,21
25900,25950,7,0,0,33
25950,26000,7,1,1,30
26000,26050,13,2,2,36
26050,26100,8,2,2,25
26100,26150,4,0,1,26
26150,26200,8,1,1,15
26200,26250,13,0,0,26
26250,26300,6,0,0,25
26300,26350,11,0,0,15
26350,26400,4,3,3,22
26400,26450,9,0,0,19
26450,26500,5,0,0,23
26500,26550,14,1,0,28
26550,26600,14,1,2,30
26600,26650,12,4,3,30
26650,26700,12,5,5,23
26700,26750,10,8,7,13
26750,26800,8,11,12,19
26800,26850,21,10,9,17
26850,26900,11,13,14,28
26900,26950,12,9,10,30
26950,27000,8,12,10,34
27000,27050,6,9,11,38
27050,27100,4,13,12,31
27100,27150,5,5,4,46
27150,27200,10,1,3,22
27200,27250,5,1,1,29
27250,27300,7,3,0,27
27300,27350,3,2,5,16
27350,27400,10,2,2,18
27400,27450,8,3,2,10
27450,27500,7,3,4,13
27500,27550,8,1,1,9
27550,27600,14,3,3,12
27600,27650,6,1,1,11
27650,27700,6,1,1,7
27700,27750,8,3,3,11
27750,27800,6,4,3,16
27800,27850,7,2,3,15
27850,27900,6,4,2,7
27900,27950,2,5,6,25
27950,28000,0,2,3,24
28000,28050,5,0,0,24
28050,28100,6,1,1,20
28100,28150,10,2,1,22
28150,28200,7,3,3,28
28200,28250,8,0,1,23
28250,28300,7,1,1,23
28300,28350,8,5,4,18
28350,28400,13,2,3,23
28400,28450,5,0,0,28
28450,28500,5,3,3,25
28500,28550,5,3,2,26
28550,28600,9,0,1,24
28600,28650,12,1,1,11
28650,28700,5,4,2,15
28700,28750,6,5,5,15
28750,28800,4,0,0,17
28800,28850,7,2,2,21
28850,28900,6,2,2,26
