run_id,condition,gate,n_events,neg_ack,ms_deleted,over_0.1,over_0.25,over_0.5,over_1
concurrency_n5_20260725_175413_kafka_feed2_rep4,kafka_n5_feed2,pass,71,0,30,71,71,71,0
concurrency_n5_20260725_175413_kafka_feed2_rep5,kafka_n5_feed2,pass,71,0,41,71,71,71,0
concurrency_n5_20260725_175413_kafka_feed3_rep1,kafka_n5_feed3,pass,121,0,34,121,121,121,0
concurrency_n5_20260725_175413_kafka_feed3_rep2,kafka_n5_feed3,pass,121,0,67,121,121,121,0
concurrency_n5_20260725_175413_kafka_feed3_rep3,kafka_n5_feed3,pass,121,0,46,121,121,121,0
concurrency_n5_20260725_175413_kafka_feed3_rep4,kafka_n5_feed3,pass,121,0,58,121,121,121,0
concurrency_n5_20260725_175413_kafka_feed3_rep5,kafka_n5_feed3,pass,121,0,51,121,121,121,0
concurrency_n5_20260725_175413_kafka_feed4_rep1,kafka_n5_feed4,pass,112,0,29,112,112,112,0
concurrency_n5_20260725_175413_kafka_feed4_rep2,kafka_n5_feed4,pass,112,0,41,112,112,112,0
concurrency_n5_20260725_175413_kafka_feed4_rep3,kafka_n5_feed4,pass,112,0,42,112,112,112,0
concurrency_n5_20260725_175413_kafka_feed4_rep4,kafka_n5_feed4,pass,112,0,54,112,112,112,0
concurrency_n5_20260725_175413_kafka_feed4_rep5,kafka_n5_feed4,fail,112,3,41,112,112,111,3
concurrency_n5_20260725_175413_kafka_feed5_rep1,kafka_n5_feed5,fail,145,2,41,145,145,145,2
concurrency_n5_20260725_175413_kafka_feed5_rep2,kafka_n5_feed5,fail,145,2,68,145,145,145,2
concurrency_n5_20260725_175413_kafka_feed5_rep3,kafka_n5_feed5,fail,145,2,65,145,145,145,2
concurrency_n5_20260725_175413_kafka_feed5_rep4,kafka_n5_feed5,fail,145,2,68,145,145,145,2
concurrency_n5_20260725_175413_kafka_feed5_rep5,kafka_n5_feed5,fail,145,2,62,145,145,145,2
concurrency_n5_20260725_175413_redis_feed1_rep1,redis_n5_feed1,fail,148,2,114,148,146,103,2
concurrency_n5_20260725_175413_redis_feed1_rep2,redis_n5_feed1,fail,148,8,104,148,148,98,8
concurrency_n5_20260725_175413_redis_feed1_rep3,redis_n5_feed1,fail,148,6,108,148,148,100,6
concurrency_n5_20260725_175413_redis_feed1_rep4,redis_n5_feed1,fail,148,3,105,148,148,100,3
concurrency_n5_20260725_175413_redis_feed1_rep5,redis_n5_feed1,pass,148,1,107,148,148,105,1
concurrency_n5_20260725_175413_redis_feed2_rep1,redis_n5_feed2,fail,71,1,50,71,71,51,1
concurrency_n5_20260725_175413_redis_feed2_rep2,redis_n5_feed2,fail,71,1,60,71,71,48,1
concurrency_n5_20260725_175413_redis_feed2_rep3,redis_n5_feed2,fail,71,1,56,71,70,49,1
concurrency_n5_20260725_175413_redis_feed2_rep4,redis_n5_feed2,fail,71,2,58,71,71,46,2
concurrency_n5_20260725_175413_redis_feed2_rep5,redis_n5_feed2,fail,71,1,50,71,71,53,1
concurrency_n5_20260725_175413_redis_feed3_rep1,redis_n5_feed3,fail,121,2,91,121,121,86,2
concurrency_n5_20260725_175413_redis_feed3_rep2,redis_n5_feed3,fail,121,2,84,121,120,85,2
concurrency_n5_20260725_175413_redis_feed3_rep3,redis_n5_feed3,fail,121,4,79,121,121,81,4
concurrency_n5_20260725_175413_redis_feed3_rep4,redis_n5_feed3,fail,121,3,88,121,121,81,3
concurrency_n5_20260725_175413_redis_feed3_rep5,redis_n5_feed3,fail,121,2,85,121,121,79,2
concurrency_n5_20260725_175413_redis_feed4_rep1,redis_n5_feed4,fail,112,4,82,112,111,75,4
concurrency_n5_20260725_175413_redis_feed4_rep2,redis_n5_feed4,fail,112,3,84,112,112,74,3
concurrency_n5_20260725_175413_redis_feed4_rep3,redis_n5_feed4,fail,112,4,82,112,111,70,4
concurrency_n5_20260725_175413_redis_feed4_rep4,redis_n5_feed4,fail,112,2,79,110,107,73,2
concurrency_n5_20260725_175413_redis_feed4_rep5,redis_n5_feed4,fail,112,3,77,112,110,74,3
concurrency_n5_20260725_175413_redis_feed5_rep1,redis_n5_feed5,fail,145,5,108,145,144,104,5
concurrency_n5_20260725_175413_redis_feed5_rep2,redis_n5_feed5,fail,145,2,104,145,145,100,2
concurrency_n5_20260725_175413_redis_feed5_rep3,redis_n5_feed5,fail,145,2,102,145,144,96,2
concurrency_n5_20260725_175413_redis_feed5_rep4,redis_n5_feed5,fail,145,3,106,145,145,101,3
concurrency_n5_20260725_175413_redis_feed5_rep5,redis_n5_feed5,fail,145,2,112,145,145,106,2
concurrency_n5_20260725_181159_kafka_feed1_rep1,kafka_n5_feed1,fail,148,40,51,148,148,128,40
concurrency_n5_20260725_181159_kafka_feed1_rep2,kafka_n5_feed1,fail,148,34,68,148,148,135,34
concurrency_n5_20260725_181159_kafka_feed1_rep3,kafka_n5_feed1,fail,148,54,84,148,148,136,54
concurrency_n5_20260725_181159_kafka_feed1_rep4,kafka_n5_feed1,fail,148,44,68,148,148,135,44
concurrency_n5_20260725_181159_kafka_feed1_rep5,kafka_n5_feed1,fail,148,41,63,148,148,141,41
concurrency_n5_20260725_181159_kafka_feed2_rep1,kafka_n5_feed2,fail,71,12,37,71,71,70,12
concurrency_n5_20260725_181159_kafka_feed2_rep2,kafka_n5_feed2,fail,71,26,36,71,71,66,26
concurrency_n5_20260725_181159_kafka_feed2_rep3,kafka_n5_feed2,fail,71,15,29,71,71,65,15
concurrency_n5_20260725_181159_kafka_feed2_rep4,kafka_n5_feed2,fail,71,13,22,71,68,59,13
concurrency_n5_20260725_181159_kafka_feed2_rep5,kafka_n5_feed2,fail,71,22,35,71,71,66,22
concurrency_n5_20260725_181159_kafka_feed3_rep1,kafka_n5_feed3,fail,121,42,52,121,121,110,42
concurrency_n5_20260725_181159_kafka_feed3_rep2,kafka_n5_feed3,fail,121,25,45,121,121,112,25
concurrency_n5_20260725_181159_kafka_feed3_rep3,kafka_n5_feed3,fail,121,30,52,121,121,118,30
concurrency_n5_20260725_181159_kafka_feed3_rep4,kafka_n5_feed3,fail,121,21,48,121,121,104,21
concurrency_n5_20260725_181159_kafka_feed3_rep5,kafka_n5_feed3,fail,121,30,59,121,121,111,30
concurrency_n5_20260725_181159_kafka_feed4_rep1,kafka_n5_feed4,fail,112,25,48,112,112,98,25
concurrency_n5_20260725_181159_kafka_feed4_rep2,kafka_n5_feed4,fail,112,17,35,112,112,106,17
concurrency_n5_20260725_181159_kafka_feed4_rep3,kafka_n5_feed4,fail,112,22,57,112,112,108,22
concurrency_n5_20260725_181159_kafka_feed4_rep4,kafka_n5_feed4,fail,112,24,39,112,112,107,24
concurrency_n5_20260725_181159_kafka_feed4_rep5,kafka_n5_feed4,fail,112,32,37,112,112,105,32
concurrency_n5_20260725_181159_kafka_feed5_rep1,kafka_n5_feed5,fail,145,44,64,145,145,128,44
concurrency_n5_20260725_181159_kafka_feed5_rep2,kafka_n5_feed5,fail,145,57,88,145,145,137,57
concurrency_n5_20260725_181159_kafka_feed5_rep3,kafka_n5_feed5,fail,145,35,59,145,145,134,35
concurrency_n5_20260725_181159_kafka_feed5_rep4,kafka_n5_feed5,fail,145,39,62,145,145,136,39
concurrency_n5_20260725_181159_kafka_feed5_rep5,kafka_n5_feed5,fail,145,32,50,145,145,127,32
concurrency_n5_20260725_181159_redis_feed1_rep1,redis_n5_feed1,fail,148,28,94,146,123,100,28
concurrency_n5_20260725_181159_redis_feed1_rep2,redis_n5_feed1,fail,148,22,78,142,120,95,22
concurrency_n5_20260725_181159_redis_feed1_rep3,redis_n5_feed1,fail,148,16,83,143,121,90,16
concurrency_n5_20260725_181159_redis_feed1_rep4,redis_n5_feed1,fail,148,32,92,141,129,104,32
concurrency_n5_20260725_181159_redis_feed1_rep5,redis_n5_feed1,fail,148,34,88,145,123,99,34
concurrency_n5_20260725_181159_redis_feed2_rep1,redis_n5_feed2,fail,71,11,42,69,60,45,11
concurrency_n5_20260725_181159_redis_feed2_rep2,redis_n5_feed2,fail,71,16,42,71,62,48,16
concurrency_n5_20260725_181159_redis_feed2_rep3,redis_n5_feed2,fail,71,15,43,68,58,46,15
concurrency_n5_20260725_181159_redis_feed2_rep4,redis_n5_feed2,fail,71,12,44,68,53,42,12
concurrency_n5_20260725_181159_redis_feed2_rep5,redis_n5_feed2,fail,71,8,40,71,59,47,8
concurrency_n5_20260725_181159_redis_feed3_rep1,redis_n5_feed3,fail,121,20,72,117,98,76,20
concurrency_n5_20260725_181159_redis_feed3_rep2,redis_n5_feed3,fail,121,31,85,117,109,89,31
concurrency_n5_20260725_181159_redis_feed3_rep3,redis_n5_feed3,fail,121,28,78,118,105,81,28
concurrency_n5_20260725_181159_redis_feed3_rep4,redis_n5_feed3,fail,121,25,85,119,111,92,25
concurrency_n5_20260725_181159_redis_feed3_rep5,redis_n5_feed3,fail,121,27,74,115,107,91,27
concurrency_n5_20260725_181159_redis_feed4_rep1,redis_n5_feed4,fail,112,23,74,107,101,85,23
concurrency_n5_20260725_181159_redis_feed4_rep2,redis_n5_feed4,fail,112,25,69,109,95,76,25
concurrency_n5_20260725_181159_redis_feed4_rep3,redis_n5_feed4,fail,112,16,60,109,92,67,16
concurrency_n5_20260725_181159_redis_feed4_rep4,redis_n5_feed4,fail,112,24,69,109,95,73,24
concurrency_n5_20260725_181159_redis_feed4_rep5,redis_n5_feed4,fail,112,25,73,111,100,76,25
concurrency_n5_20260725_181159_redis_feed5_rep1,redis_n5_feed5,fail,145,29,92,141,127,102,29
concurrency_n5_20260725_181159_redis_feed5_rep2,redis_n5_feed5,fail,145,19,86,140,125,92,19
concurrency_n5_20260725_181159_redis_feed5_rep3,redis_n5_feed5,fail,145,29,84,139,120,93,29
concurrency_n5_20260725_181159_redis_feed5_rep4,redis_n5_feed5,fail,145,19,78,137,118,92,19
concurrency_n5_20260725_181159_redis_feed5_rep5,redis_n5_feed5,fail,145,27,91,134,118,99,27
concurrency_n5_20260725_190710_kafka_feed1_rep1,kafka_n5_feed1,fail,148,53,73,144,143,132,53
concurrency_n5_20260725_190710_kafka_feed1_rep2,kafka_n5_feed1,fail,148,44,63,144,142,132,44
concurrency_n5_20260725_190710_kafka_feed1_rep3,kafka_n5_feed1,fail,148,54,84,144,143,137,54
concurrency_n5_20260725_190710_kafka_feed1_rep4,kafka_n5_feed1,fail,148,41,54,148,147,139,41
concurrency_n5_20260725_190710_kafka_feed1_rep5,kafka_n5_feed1,fail,148,39,75,148,148,133,39
concurrency_n5_20260725_190710_kafka_feed2_rep1,kafka_n5_feed2,fail,71,12,27,67,66,64,12
concurrency_n5_20260725_190710_kafka_feed2_rep2,kafka_n5_feed2,fail,71,17,33,67,66,56,17
concurrency_n5_20260725_190710_kafka_feed2_rep3,kafka_n5_feed2,fail,71,9,29,67,66,59,9
concurrency_n5_20260725_190710_kafka_feed2_rep4,kafka_n5_feed2,fail,71,21,32,71,71,61,21
concurrency_n5_20260725_190710_kafka_feed2_rep5,kafka_n5_feed2,fail,71,22,32,71,71,70,22
concurrency_n5_20260725_190710_kafka_feed3_rep1,kafka_n5_feed3,fail,121,27,50,117,116,98,27
concurrency_n5_20260725_190710_kafka_feed3_rep2,kafka_n5_feed3,fail,121,29,49,121,121,107,29
concurrency_n5_20260725_190710_kafka_feed3_rep3,kafka_n5_feed3,fail,121,26,49,117,116,89,26
concurrency_n5_20260725_190710_kafka_feed3_rep4,kafka_n5_feed3,fail,121,40,55,121,121,114,40
concurrency_n5_20260725_190710_kafka_feed3_rep5,kafka_n5_feed3,fail,121,45,73,121,121,114,45
concurrency_n5_20260725_190710_kafka_feed4_rep1,kafka_n5_feed4,fail,112,34,44,108,107,101,34
concurrency_n5_20260725_190710_kafka_feed4_rep2,kafka_n5_feed4,fail,112,24,38,108,106,91,24
concurrency_n5_20260725_190710_kafka_feed4_rep3,kafka_n5_feed4,fail,112,33,53,108,107,100,33
concurrency_n5_20260725_190710_kafka_feed4_rep4,kafka_n5_feed4,fail,112,26,36,112,112,94,26
concurrency_n5_20260725_190710_kafka_feed4_rep5,kafka_n5_feed4,fail,112,28,38,112,112,100,28
concurrency_n5_20260725_190710_kafka_feed5_rep1,kafka_n5_feed5,fail,145,38,74,141,140,127,38
concurrency_n5_20260725_190710_kafka_feed5_rep2,kafka_n5_feed5,fail,145,40,63,141,140,128,40
concurrency_n5_20260725_190710_kafka_feed5_rep3,kafka_n5_feed5,fail,145,51,68,140,140,125,51
concurrency_n5_20260725_190710_kafka_feed5_rep4,kafka_n5_feed5,fail,145,28,61,145,145,118,28
concurrency_n5_20260725_190710_kafka_feed5_rep5,kafka_n5_feed5,fail,145,30,54,145,145,128,30
concurrency_n5_20260725_190710_redis_feed1_rep1,redis_n5_feed1,fail,148,15,75,138,118,79,15
concurrency_n5_20260725_190710_redis_feed1_rep2,redis_n5_feed1,fail,148,22,78,132,115,83,22
concurrency_n5_20260725_190710_redis_feed1_rep3,redis_n5_feed1,fail,148,18,62,138,113,66,18
concurrency_n5_20260725_190710_redis_feed1_rep4,redis_n5_feed1,fail,148,18,76,139,117,90,18
concurrency_n5_20260725_190710_redis_feed1_rep5,redis_n5_feed1,fail,148,25,77,137,119,95,25
concurrency_n5_20260725_190710_redis_feed2_rep1,redis_n5_feed2,fail,71,6,33,61,52,38,6
concurrency_n5_20260725_190710_redis_feed2_rep2,redis_n5_feed2,fail,71,8,39,63,55,42,8
concurrency_n5_20260725_190710_redis_feed2_rep3,redis_n5_feed2,fail,71,11,33,62,55,41,11
concurrency_n5_20260725_190710_redis_feed2_rep4,redis_n5_feed2,fail,71,11,35,66,56,34,11
concurrency_n5_20260725_190710_redis_feed2_rep5,redis_n5_feed2,fail,71,3,36,62,52,36,3
concurrency_n5_20260725_190710_redis_feed3_rep1,redis_n5_feed3,fail,121,14,58,108,90,55,14
concurrency_n5_20260725_190710_redis_feed3_rep2,redis_n5_feed3,fail,121,16,61,112,99,72,16
concurrency_n5_20260725_190710_redis_feed3_rep3,redis_n5_feed3,fail,121,22,61,112,101,71,22
concurrency_n5_20260725_190710_redis_feed3_rep4,redis_n5_feed3,fail,121,11,55,115,90,62,11
concurrency_n5_20260725_190710_redis_feed3_rep5,redis_n5_feed3,fail,121,20,64,114,101,68,20
concurrency_n5_20260725_190710_redis_feed4_rep1,redis_n5_feed4,fail,112,22,57,100,94,71,22
concurrency_n5_20260725_190710_redis_feed4_rep2,redis_n5_feed4,fail,112,24,53,99,83,67,24
concurrency_n5_20260725_190710_redis_feed4_rep3,redis_n5_feed4,fail,112,10,49,100,87,59,10
concurrency_n5_20260725_190710_redis_feed4_rep4,redis_n5_feed4,fail,112,18,63,104,91,70,18
concurrency_n5_20260725_190710_redis_feed4_rep5,redis_n5_feed4,fail,112,15,53,104,93,57,15
concurrency_n5_20260725_190710_redis_feed5_rep1,redis_n5_feed5,fail,145,22,66,133,105,79,22
concurrency_n5_20260725_190710_redis_feed5_rep2,redis_n5_feed5,fail,145,17,58,134,111,80,17
concurrency_n5_20260725_190710_redis_feed5_rep3,redis_n5_feed5,fail,145,18,74,136,114,80,18
concurrency_n5_20260725_190710_redis_feed5_rep4,redis_n5_feed5,fail,145,30,81,139,129,93,30
concurrency_n5_20260725_190710_redis_feed5_rep5,redis_n5_feed5,fail,145,33,81,137,123,103,33
concurrency_n5_20260725_192514_kafka_feed1_rep1,kafka_n5_feed1,pass,148,0,13,148,148,148,0
concurrency_n5_20260725_192514_kafka_feed1_rep2,kafka_n5_feed1,pass,148,0,8,148,148,148,0
concurrency_n5_20260725_192514_kafka_feed1_rep3,kafka_n5_feed1,fail,148,5,16,148,148,148,5
concurrency_n5_20260725_192514_kafka_feed1_rep4,kafka_n5_feed1,pass,148,0,14,148,148,148,0
concurrency_n5_20260725_192514_kafka_feed1_rep5,kafka_n5_feed1,pass,148,0,35,148,148,148,0
concurrency_n5_20260725_192514_kafka_feed2_rep1,kafka_n5_feed2,pass,71,0,12,71,71,71,0
concurrency_n5_20260725_192514_kafka_feed2_rep2,kafka_n5_feed2,pass,71,0,8,71,71,71,0
concurrency_n5_20260725_192514_kafka_feed2_rep3,kafka_n5_feed2,pass,71,0,10,71,71,71,0
concurrency_n5_20260725_192514_kafka_feed2_rep4,kafka_n5_feed2,pass,71,0,9,71,71,71,0
concurrency_n5_20260725_192514_kafka_feed2_rep5,kafka_n5_feed2,pass,71,0,6,71,71,71,0
concurrency_n5_20260725_192514_kafka_feed3_rep1,kafka_n5_feed3,pass,121,0,7,121,121,121,0
concurrency_n5_20260725_192514_kafka_feed3_rep2,kafka_n5_feed3,pass,121,0,12,117,117,117,0
concurrency_n5_20260725_192514_kafka_feed3_rep3,kafka_n5_feed3,pass,121,0,18,121,121,121,0
concurrency_n5_20260725_192514_kafka_feed3_rep4,kafka_n5_feed3,fail,121,5,30,121,121,121,5
concurrency_n5_20260725_192514_kafka_feed3_rep5,kafka_n5_feed3,fail,121,5,20,121,121,121,5
concurrency_n5_20260725_192514_kafka_feed4_rep1,kafka_n5_feed4,pass,112,0,10,112,112,112,0
concurrency_n5_20260725_192514_kafka_feed4_rep2,kafka_n5_feed4,pass,112,0,7,112,112,110,0
concurrency_n5_20260725_192514_kafka_feed4_rep3,kafka_n5_feed4,pass,112,0,12,112,112,112,0
concurrency_n5_20260725_192514_kafka_feed4_rep4,kafka_n5_feed4,pass,112,0,25,112,112,112,0
concurrency_n5_20260725_192514_kafka_feed4_rep5,kafka_n5_feed4,pass,112,0,9,112,112,112,0
concurrency_n5_20260725_192514_kafka_feed5_rep1,kafka_n5_feed5,pass,145,0,19,145,141,140,0
concurrency_n5_20260725_192514_kafka_feed5_rep2,kafka_n5_feed5,pass,145,0,13,145,145,145,0
concurrency_n5_20260725_192514_kafka_feed5_rep3,kafka_n5_feed5,pass,145,0,16,141,137,137,0
concurrency_n5_20260725_192514_kafka_feed5_rep4,kafka_n5_feed5,pass,145,0,16,145,145,143,0
concurrency_n5_20260725_192514_kafka_feed5_rep5,kafka_n5_feed5,pass,145,0,31,145,145,145,0
concurrency_n5_20260725_192514_redis_feed1_rep1,redis_n5_feed1,fail,148,2,75,138,138,85,2
concurrency_n5_20260725_192514_redis_feed1_rep2,redis_n5_feed1,fail,148,4,79,138,137,87,4
concurrency_n5_20260725_192514_redis_feed1_rep3,redis_n5_feed1,fail,148,3,81,138,138,89,3
concurrency_n5_20260725_192514_redis_feed1_rep4,redis_n5_feed1,fail,148,5,80,141,141,83,5
concurrency_n5_20260725_192514_redis_feed1_rep5,redis_n5_feed1,pass,148,1,72,141,139,90,1
concurrency_n5_20260725_192514_redis_feed2_rep1,redis_n5_feed2,pass,71,0,31,63,61,36,0
concurrency_n5_20260725_192514_redis_feed2_rep2,redis_n5_feed2,fail,71,2,41,63,62,37,2
concurrency_n5_20260725_192514_redis_feed2_rep3,redis_n5_feed2,fail,71,1,35,64,62,38,1
concurrency_n5_20260725_192514_redis_feed2_rep4,redis_n5_feed2,fail,71,1,37,66,66,38,1
concurrency_n5_20260725_192514_redis_feed2_rep5,redis_n5_feed2,fail,71,1,38,66,64,38,1
concurrency_n5_20260725_192514_redis_feed3_rep1,redis_n5_feed3,pass,121,1,52,114,114,64,1
concurrency_n5_20260725_192514_redis_feed3_rep2,redis_n5_feed3,pass,121,0,53,114,114,73,0
concurrency_n5_20260725_192514_redis_feed3_rep3,redis_n5_feed3,fail,121,4,61,114,114,76,4
concurrency_n5_20260725_192514_redis_feed3_rep4,redis_n5_feed3,fail,121,5,59,116,116,77,5
concurrency_n5_20260725_192514_redis_feed3_rep5,redis_n5_feed3,pass,121,1,57,116,116,67,1
concurrency_n5_20260725_192514_redis_feed4_rep1,redis_n5_feed4,fail,112,2,50,104,103,66,2
concurrency_n5_20260725_192514_redis_feed4_rep2,redis_n5_feed4,pass,112,0,49,104,104,57,0
concurrency_n5_20260725_192514_redis_feed4_rep3,redis_n5_feed4,fail,112,4,54,104,103,63,4
concurrency_n5_20260725_192514_redis_feed4_rep4,redis_n5_feed4,pass,112,0,58,105,105,67,0
concurrency_n5_20260725_192514_redis_feed4_rep5,redis_n5_feed4,fail,112,2,54,105,104,63,2
concurrency_n5_20260725_192514_redis_feed5_rep1,redis_n5_feed5,fail,145,3,79,137,134,85,3
concurrency_n5_20260725_192514_redis_feed5_rep2,redis_n5_feed5,fail,145,2,74,137,135,80,2
concurrency_n5_20260725_192514_redis_feed5_rep3,redis_n5_feed5,pass,145,1,70,137,137,86,1
concurrency_n5_20260725_192514_redis_feed5_rep4,redis_n5_feed5,fail,145,6,75,140,140,96,6
concurrency_n5_20260725_192514_redis_feed5_rep5,redis_n5_feed5,fail,145,7,81,140,140,99,7
concurrency_n5_20260725_194347_kafka_feed1_rep1,kafka_n5_feed1,fail,148,29,63,141,141,118,29
concurrency_n5_20260725_194347_kafka_feed1_rep2,kafka_n5_feed1,fail,148,32,62,144,143,127,32
concurrency_n5_20260725_194347_kafka_feed1_rep3,kafka_n5_feed1,fail,148,46,64,144,143,136,46
concurrency_n5_20260725_194347_kafka_feed1_rep4,kafka_n5_feed1,fail,148,27,61,148,148,131,27
concurrency_n5_20260725_194347_kafka_feed1_rep5,kafka_n5_feed1,fail,148,51,67,148,148,142,51
concurrency_n5_20260725_194347_kafka_feed2_rep1,kafka_n5_feed2,fail,71,9,27,67,66,54,9
concurrency_n5_20260725_194347_kafka_feed2_rep2,kafka_n5_feed2,fail,71,11,27,67,66,58,11
concurrency_n5_20260725_194347_kafka_feed2_rep3,kafka_n5_feed2,fail,71,15,30,67,67,61,15
concurrency_n5_20260725_194347_kafka_feed2_rep4,kafka_n5_feed2,fail,71,21,36,71,71,65,21
concurrency_n5_20260725_194347_kafka_feed2_rep5,kafka_n5_feed2,fail,71,21,37,71,71,66,21
concurrency_n5_20260725_194347_kafka_feed3_rep1,kafka_n5_feed3,fail,121,30,58,116,116,106,30
concurrency_n5_20260725_194347_kafka_feed3_rep2,kafka_n5_feed3,fail,121,38,61,117,116,102,38
concurrency_n5_20260725_194347_kafka_feed3_rep3,kafka_n5_feed3,fail,121,37,46,117,116,99,37
concurrency_n5_20260725_194347_kafka_feed3_rep4,kafka_n5_feed3,fail,121,31,58,121,121,103,31
concurrency_n5_20260725_194347_kafka_feed3_rep5,kafka_n5_feed3,fail,121,47,66,121,121,110,47
concurrency_n5_20260725_194347_kafka_feed4_rep1,kafka_n5_feed4,fail,112,29,56,108,107,97,29
concurrency_n5_20260725_194347_kafka_feed4_rep2,kafka_n5_feed4,fail,112,16,55,108,108,82,16
concurrency_n5_20260725_194347_kafka_feed4_rep3,kafka_n5_feed4,fail,112,23,50,108,106,102,23
concurrency_n5_20260725_194347_kafka_feed4_rep4,kafka_n5_feed4,fail,112,32,43,112,112,106,32
concurrency_n5_20260725_194347_kafka_feed4_rep5,kafka_n5_feed4,fail,112,20,35,112,111,100,20
concurrency_n5_20260725_194347_kafka_feed5_rep1,kafka_n5_feed5,fail,145,50,74,140,140,126,50
concurrency_n5_20260725_194347_kafka_feed5_rep2,kafka_n5_feed5,fail,145,52,62,141,140,119,52
concurrency_n5_20260725_194347_kafka_feed5_rep3,kafka_n5_feed5,fail,145,37,61,140,140,121,37
concurrency_n5_20260725_194347_kafka_feed5_rep4,kafka_n5_feed5,fail,145,28,56,145,145,122,28
concurrency_n5_20260725_194347_kafka_feed5_rep5,kafka_n5_feed5,fail,145,45,56,145,145,138,45
concurrency_n5_20260725_194347_redis_feed1_rep1,redis_n5_feed1,fail,148,26,70,136,125,84,26
concurrency_n5_20260725_194347_redis_feed1_rep2,redis_n5_feed1,fail,148,23,74,135,125,85,23
concurrency_n5_20260725_194347_redis_feed1_rep3,redis_n5_feed1,fail,148,25,74,132,116,94,25
concurrency_n5_20260725_194347_redis_feed1_rep4,redis_n5_feed1,fail,148,35,80,140,130,93,35
concurrency_n5_20260725_194347_redis_feed1_rep5,redis_n5_feed1,fail,148,17,77,138,114,76,17
concurrency_n5_20260725_194347_redis_feed2_rep1,redis_n5_feed2,fail,71,7,27,63,49,35,7
concurrency_n5_20260725_194347_redis_feed2_rep2,redis_n5_feed2,fail,71,11,37,59,52,39,11
concurrency_n5_20260725_194347_redis_feed2_rep3,redis_n5_feed2,fail,71,10,37,62,55,39,10
concurrency_n5_20260725_194347_redis_feed2_rep4,redis_n5_feed2,fail,71,12,38,66,58,44,12
concurrency_n5_20260725_194347_redis_feed2_rep5,redis_n5_feed2,fail,71,8,34,65,56,42,8
concurrency_n5_20260725_194347_redis_feed3_rep1,redis_n5_feed3,fail,121,20,63,111,96,68,20
concurrency_n5_20260725_194347_redis_feed3_rep2,redis_n5_feed3,fail,121,21,59,110,88,73,21
concurrency_n5_20260725_194347_redis_feed3_rep3,redis_n5_feed3,fail,121,19,70,112,102,78,19
concurrency_n5_20260725_194347_redis_feed3_rep4,redis_n5_feed3,fail,121,13,68,112,101,61,13
concurrency_n5_20260725_194347_redis_feed3_rep5,redis_n5_feed3,fail,121,15,58,116,100,75,15
concurrency_n5_20260725_194347_redis_feed4_rep1,redis_n5_feed4,fail,112,22,56,95,85,62,22
concurrency_n5_20260725_194347_redis_feed4_rep2,redis_n5_feed4,fail,112,19,53,101,88,64,19
concurrency_n5_20260725_194347_redis_feed4_rep3,redis_n5_feed4,fail,112,17,54,100,86,56,17
concurrency_n5_20260725_194347_redis_feed4_rep4,redis_n5_feed4,fail,112,20,56,101,85,61,20
concurrency_n5_20260725_194347_redis_feed4_rep5,redis_n5_feed4,fail,112,17,58,104,85,63,17
concurrency_n5_20260725_194347_redis_feed5_rep1,redis_n5_feed5,fail,145,28,81,135,120,89,28
concurrency_n5_20260725_194347_redis_feed5_rep2,redis_n5_feed5,fail,145,26,71,137,116,84,26
concurrency_n5_20260725_194347_redis_feed5_rep3,redis_n5_feed5,fail,145,22,78,132,111,85,22
concurrency_n5_20260725_194347_redis_feed5_rep4,redis_n5_feed5,fail,145,28,72,137,107,77,28
concurrency_n5_20260725_194347_redis_feed5_rep5,redis_n5_feed5,fail,145,27,79,139,119,95,27
concurrency_n5_20260725_200137_kafka_feed1_rep1,kafka_n5_feed1,fail,148,35,44,144,143,119,35
concurrency_n5_20260725_200137_kafka_feed1_rep2,kafka_n5_feed1,fail,148,36,45,144,143,127,36
concurrency_n5_20260725_200137_kafka_feed1_rep3,kafka_n5_feed1,fail,148,37,45,144,143,135,37
concurrency_n5_20260725_200137_kafka_feed1_rep4,kafka_n5_feed1,fail,148,28,28,148,148,136,28
concurrency_n5_20260725_200137_kafka_feed1_rep5,kafka_n5_feed1,fail,148,40,44,148,148,136,40
concurrency_n5_20260725_200137_kafka_feed2_rep1,kafka_n5_feed2,fail,71,15,15,67,67,60,15
concurrency_n5_20260725_200137_kafka_feed2_rep2,kafka_n5_feed2,fail,71,21,21,67,66,63,21
concurrency_n5_20260725_200137_kafka_feed2_rep3,kafka_n5_feed2,fail,71,20,20,67,66,59,20
concurrency_n5_20260725_200137_kafka_feed2_rep4,kafka_n5_feed2,fail,71,11,20,71,71,67,11
concurrency_n5_20260725_200137_kafka_feed2_rep5,kafka_n5_feed2,fail,71,23,29,71,71,68,23
concurrency_n5_20260725_200137_kafka_feed3_rep1,kafka_n5_feed3,fail,121,16,31,116,116,96,16
concurrency_n5_20260725_200137_kafka_feed3_rep2,kafka_n5_feed3,fail,121,18,24,117,116,107,18
concurrency_n5_20260725_200137_kafka_feed3_rep3,kafka_n5_feed3,fail,121,12,23,117,116,102,12
concurrency_n5_20260725_200137_kafka_feed3_rep4,kafka_n5_feed3,fail,121,32,37,121,121,113,32
concurrency_n5_20260725_200137_kafka_feed3_rep5,kafka_n5_feed3,fail,121,17,26,121,121,102,17
concurrency_n5_20260725_200137_kafka_feed4_rep1,kafka_n5_feed4,fail,112,15,19,108,108,89,15
