run_id,condition,gate,n_events,neg_ack,ms_deleted,over_0.1,over_0.25,over_0.5,over_1
concurrency_n1_20260723_115151_redis_feed1_rep4,redis_n1_feed1,fail,74,1,72,74,74,74,1
concurrency_n1_20260723_115151_redis_feed1_rep5,redis_n1_feed1,pass,74,0,68,74,74,74,0
concurrency_n1_20260723_115151_redis_feed1_rep6,redis_n1_feed1,pass,74,0,74,74,74,74,0
concurrency_n1_20260723_121232_kafka_feed1_rep1,kafka_n1_feed1,fail,74,1,40,74,74,74,1
concurrency_n1_20260723_121232_kafka_feed1_rep2,kafka_n1_feed1,fail,74,1,41,74,74,74,1
concurrency_n1_20260723_121232_kafka_feed1_rep3,kafka_n1_feed1,fail,74,1,36,74,74,74,1
concurrency_n1_20260723_121232_kafka_feed1_rep4,kafka_n1_feed1,fail,74,1,47,74,74,74,1
concurrency_n1_20260723_121232_kafka_feed1_rep5,kafka_n1_feed1,fail,74,1,43,74,74,74,1
concurrency_n1_20260723_121232_kafka_feed1_rep6,kafka_n1_feed1,fail,74,1,46,74,74,74,1
concurrency_n1_20260723_121232_redis_feed1_rep1,redis_n1_feed1,pass,74,0,69,74,74,74,0
concurrency_n1_20260723_121232_redis_feed1_rep2,redis_n1_feed1,pass,74,0,68,74,74,74,0
concurrency_n1_20260723_121232_redis_feed1_rep3,redis_n1_feed1,pass,74,0,70,74,74,74,0
concurrency_n1_20260723_121232_redis_feed1_rep4,redis_n1_feed1,pass,74,0,68,74,74,74,0
concurrency_n1_20260723_121232_redis_feed1_rep5,redis_n1_feed1,fail,74,1,72,74,74,74,1
concurrency_n1_20260723_121232_redis_feed1_rep6,redis_n1_feed1,fail,74,1,70,74,74,74,1
concurrency_n1_20260723_121731_kafka_feed1_rep1,kafka_n1_feed1,pass,80,0,44,80,80,80,0
concurrency_n1_20260723_121731_kafka_feed1_rep2,kafka_n1_feed1,pass,80,0,37,80,80,80,0
concurrency_n1_20260723_121731_kafka_feed1_rep3,kafka_n1_feed1,pass,80,0,37,80,80,80,0
concurrency_n1_20260723_121731_kafka_feed1_rep4,kafka_n1_feed1,pass,80,0,38,80,80,80,0
concurrency_n1_20260723_121731_kafka_feed1_rep5,kafka_n1_feed1,pass,80,0,38,80,80,80,0
concurrency_n1_20260723_121731_kafka_feed1_rep6,kafka_n1_feed1,pass,80,0,40,80,80,80,0
concurrency_n1_20260723_121731_redis_feed1_rep1,redis_n1_feed1,pass,80,0,72,80,80,80,0
concurrency_n1_20260723_121731_redis_feed1_rep2,redis_n1_feed1,pass,80,0,76,80,80,80,0
concurrency_n1_20260723_121731_redis_feed1_rep3,redis_n1_feed1,fail,80,1,75,80,80,80,1
concurrency_n1_20260723_121731_redis_feed1_rep4,redis_n1_feed1,pass,80,0,71,80,80,80,0
concurrency_n1_20260723_121731_redis_feed1_rep5,redis_n1_feed1,pass,80,0,75,80,80,80,0
concurrency_n1_20260723_121731_redis_feed1_rep6,redis_n1_feed1,pass,80,0,75,80,80,80,0
concurrency_n1_20260723_123822_kafka_feed1_rep1,kafka_n1_feed1,fail,80,1,48,80,80,80,1
concurrency_n1_20260723_123822_kafka_feed1_rep2,kafka_n1_feed1,fail,80,1,54,80,80,80,1
concurrency_n1_20260723_123822_kafka_feed1_rep3,kafka_n1_feed1,fail,80,1,45,80,80,80,1
concurrency_n1_20260723_123822_kafka_feed1_rep4,kafka_n1_feed1,fail,80,1,46,80,80,80,1
concurrency_n1_20260723_123822_kafka_feed1_rep5,kafka_n1_feed1,fail,80,1,50,80,80,80,1
concurrency_n1_20260723_123822_kafka_feed1_rep6,kafka_n1_feed1,fail,80,1,53,80,80,80,1
concurrency_n1_20260723_123822_redis_feed1_rep1,redis_n1_feed1,pass,80,0,76,80,80,80,0
concurrency_n1_20260723_123822_redis_feed1_rep2,redis_n1_feed1,pass,80,0,76,80,80,80,0
concurrency_n1_20260723_123822_redis_feed1_rep3,redis_n1_feed1,pass,80,0,74,80,80,80,0
concurrency_n1_20260723_123822_redis_feed1_rep4,redis_n1_feed1,pass,80,0,77,80,80,80,0
concurrency_n1_20260723_123822_redis_feed1_rep5,redis_n1_feed1,fail,80,1,78,80,80,80,1
concurrency_n1_20260723_123822_redis_feed1_rep6,redis_n1_feed1,pass,80,0,75,80,80,80,0
concurrency_n1_20260723_212300_kafka_feed1_rep1,kafka_n1_feed1,pass,148,1,80,148,144,144,1
concurrency_n1_20260723_212300_kafka_feed1_rep2,kafka_n1_feed1,pass,148,1,67,148,148,148,1
concurrency_n1_20260723_212300_kafka_feed1_rep3,kafka_n1_feed1,pass,148,1,88,148,148,148,1
concurrency_n1_20260723_212300_kafka_feed1_rep4,kafka_n1_feed1,pass,148,1,51,148,148,148,1
concurrency_n1_20260723_212300_kafka_feed1_rep5,kafka_n1_feed1,pass,148,1,47,148,148,148,1
concurrency_n1_20260723_212300_kafka_feed1_rep6,kafka_n1_feed1,pass,148,1,84,148,148,148,1
concurrency_n1_20260723_212300_redis_feed1_rep1,redis_n1_feed1,pass,148,1,93,148,145,85,1
concurrency_n1_20260723_212300_redis_feed1_rep2,redis_n1_feed1,fail,148,2,91,148,146,89,2
concurrency_n1_20260723_212300_redis_feed1_rep3,redis_n1_feed1,fail,148,2,88,148,145,86,2
concurrency_n1_20260723_212300_redis_feed1_rep4,redis_n1_feed1,pass,148,0,94,148,147,84,0
concurrency_n1_20260723_212300_redis_feed1_rep5,redis_n1_feed1,pass,148,1,87,148,143,86,1
concurrency_n1_20260723_212300_redis_feed1_rep6,redis_n1_feed1,pass,148,1,89,148,144,89,1
concurrency_n1_20260723_214409_kafka_feed1_rep1,kafka_n1_feed1,pass,148,0,28,148,148,83,0
concurrency_n1_20260723_214409_kafka_feed1_rep2,kafka_n1_feed1,pass,148,0,31,148,148,83,0
concurrency_n1_20260723_214409_kafka_feed1_rep3,kafka_n1_feed1,pass,148,0,31,148,148,84,0
concurrency_n1_20260723_214409_kafka_feed1_rep4,kafka_n1_feed1,pass,148,0,37,148,148,83,0
concurrency_n1_20260723_214409_kafka_feed1_rep5,kafka_n1_feed1,pass,148,0,29,148,148,83,0
concurrency_n1_20260723_214409_kafka_feed1_rep6,kafka_n1_feed1,pass,148,0,35,148,148,82,0
concurrency_n1_20260723_214409_redis_feed1_rep1,redis_n1_feed1,pass,148,1,87,148,146,85,1
concurrency_n1_20260723_214409_redis_feed1_rep2,redis_n1_feed1,fail,148,3,86,148,147,88,3
concurrency_n1_20260723_214409_redis_feed1_rep3,redis_n1_feed1,fail,148,2,89,148,146,86,2
concurrency_n1_20260723_214409_redis_feed1_rep4,redis_n1_feed1,fail,148,5,88,148,148,90,5
concurrency_n1_20260723_214409_redis_feed1_rep5,redis_n1_feed1,fail,148,2,85,148,146,88,2
concurrency_n1_20260723_214409_redis_feed1_rep6,redis_n1_feed1,pass,148,1,82,148,147,86,1
concurrency_n1_20260724_023310_kafka_feed1_rep1,kafka_n1_feed1,pass,57,0,33,57,57,53,0
concurrency_n1_20260724_023310_kafka_feed1_rep2,kafka_n1_feed1,pass,57,0,21,57,57,57,0
concurrency_n1_20260724_023310_kafka_feed1_rep3,kafka_n1_feed1,pass,57,0,28,57,57,57,0
concurrency_n1_20260724_023310_redis_feed1_rep1,redis_n1_feed1,pass,57,0,37,57,57,37,0
concurrency_n1_20260724_023310_redis_feed1_rep2,redis_n1_feed1,fail,57,1,41,57,57,37,1
concurrency_n1_20260724_023310_redis_feed1_rep3,redis_n1_feed1,pass,57,0,37,57,57,38,0
concurrency_n1_20260724_023748_kafka_feed1_rep1,kafka_n1_feed1,pass,148,1,87,148,148,148,1
concurrency_n1_20260724_023748_kafka_feed1_rep2,kafka_n1_feed1,pass,148,1,69,148,148,148,1
concurrency_n1_20260724_023748_kafka_feed1_rep3,kafka_n1_feed1,pass,148,1,83,148,148,148,1
concurrency_n1_20260724_023748_redis_feed1_rep1,redis_n1_feed1,fail,148,2,93,148,147,89,2
concurrency_n1_20260724_023748_redis_feed1_rep2,redis_n1_feed1,pass,148,1,85,148,145,85,1
concurrency_n1_20260724_023748_redis_feed1_rep3,redis_n1_feed1,pass,148,1,94,148,146,85,1
concurrency_n1_20260724_024827_kafka_feed1_rep1,kafka_n1_feed1,pass,465,1,238,465,465,464,1
concurrency_n1_20260724_024827_kafka_feed1_rep2,kafka_n1_feed1,pass,465,1,292,465,465,465,1
concurrency_n1_20260724_024827_kafka_feed1_rep3,kafka_n1_feed1,pass,465,1,247,465,465,465,1
concurrency_n1_20260724_024827_redis_feed1_rep1,redis_n1_feed1,pass,465,1,269,465,452,255,1
concurrency_n1_20260724_024827_redis_feed1_rep2,redis_n1_feed1,pass,465,4,273,465,461,258,4
concurrency_n1_20260724_024827_redis_feed1_rep3,redis_n1_feed1,pass,465,3,276,465,456,255,3
concurrency_n1_20260724_035543_kafka_feed1_rep1,kafka_n1_feed1,pass,57,0,39,57,57,57,0
concurrency_n1_20260724_035543_kafka_feed1_rep2,kafka_n1_feed1,pass,57,0,26,57,57,57,0
concurrency_n1_20260724_035543_kafka_feed1_rep3,kafka_n1_feed1,pass,57,0,23,57,57,56,0
concurrency_n1_20260724_035543_redis_feed1_rep1,redis_n1_feed1,pass,57,0,35,57,57,37,0
concurrency_n1_20260724_035543_redis_feed1_rep2,redis_n1_feed1,pass,57,0,37,57,57,37,0
concurrency_n1_20260724_035543_redis_feed1_rep3,redis_n1_feed1,fail,57,1,36,57,57,37,1
concurrency_n1_20260724_040022_kafka_feed1_rep1,kafka_n1_feed1,pass,148,1,70,148,148,148,1
concurrency_n1_20260724_040022_kafka_feed1_rep2,kafka_n1_feed1,pass,148,1,75,148,148,148,1
concurrency_n1_20260724_040022_kafka_feed1_rep3,kafka_n1_feed1,pass,148,1,77,148,148,148,1
concurrency_n1_20260724_040022_redis_feed1_rep1,redis_n1_feed1,pass,148,1,83,148,146,86,1
concurrency_n1_20260724_040022_redis_feed1_rep2,redis_n1_feed1,pass,148,1,88,148,146,85,1
concurrency_n1_20260724_040022_redis_feed1_rep3,redis_n1_feed1,fail,148,9,92,148,145,87,9
concurrency_n1_20260724_041100_kafka_feed1_rep1,kafka_n1_feed1,pass,465,1,260,465,465,465,1
concurrency_n1_20260724_041100_kafka_feed1_rep2,kafka_n1_feed1,pass,465,1,254,465,465,465,1
concurrency_n1_20260724_041100_kafka_feed1_rep3,kafka_n1_feed1,pass,465,1,237,465,465,465,1
concurrency_n1_20260724_041100_redis_feed1_rep1,redis_n1_feed1,pass,465,2,273,465,458,258,2
concurrency_n1_20260724_041100_redis_feed1_rep2,redis_n1_feed1,fail,465,6,297,465,460,269,6
concurrency_n1_20260724_041100_redis_feed1_rep3,redis_n1_feed1,pass,465,3,284,465,455,259,3
concurrency_n1_20260724_044139_kafka_feed1_rep1,kafka_n1_feed1,pass,148,1,82,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep10,kafka_n1_feed1,pass,148,1,91,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep11,kafka_n1_feed1,pass,148,1,71,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep12,kafka_n1_feed1,pass,148,1,79,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep13,kafka_n1_feed1,pass,148,1,68,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep14,kafka_n1_feed1,pass,148,1,74,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep15,kafka_n1_feed1,pass,148,1,49,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep2,kafka_n1_feed1,pass,148,1,84,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep3,kafka_n1_feed1,pass,148,1,64,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep4,kafka_n1_feed1,pass,148,1,79,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep5,kafka_n1_feed1,pass,148,1,70,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep6,kafka_n1_feed1,pass,148,1,69,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep7,kafka_n1_feed1,pass,148,1,74,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep8,kafka_n1_feed1,pass,148,1,67,148,148,148,1
concurrency_n1_20260724_044139_kafka_feed1_rep9,kafka_n1_feed1,pass,148,1,59,148,148,148,1
concurrency_n1_20260724_044139_redis_feed1_rep1,redis_n1_feed1,pass,148,1,87,148,146,86,1
concurrency_n1_20260724_044139_redis_feed1_rep10,redis_n1_feed1,fail,148,2,88,148,145,84,2
concurrency_n1_20260724_044139_redis_feed1_rep11,redis_n1_feed1,fail,148,2,89,148,144,86,2
concurrency_n1_20260724_044139_redis_feed1_rep12,redis_n1_feed1,pass,148,0,84,148,145,88,0
concurrency_n1_20260724_044139_redis_feed1_rep13,redis_n1_feed1,fail,148,3,85,148,147,100,3
concurrency_n1_20260724_044139_redis_feed1_rep14,redis_n1_feed1,fail,148,2,91,148,145,83,2
concurrency_n1_20260724_044139_redis_feed1_rep15,redis_n1_feed1,pass,148,1,87,148,148,88,1
concurrency_n1_20260724_044139_redis_feed1_rep2,redis_n1_feed1,pass,148,1,87,148,146,87,1
concurrency_n1_20260724_044139_redis_feed1_rep3,redis_n1_feed1,pass,148,1,89,148,145,88,1
concurrency_n1_20260724_044139_redis_feed1_rep4,redis_n1_feed1,pass,148,1,94,148,144,85,1
concurrency_n1_20260724_044139_redis_feed1_rep5,redis_n1_feed1,fail,148,4,86,148,144,87,4
concurrency_n1_20260724_044139_redis_feed1_rep6,redis_n1_feed1,pass,148,0,95,148,144,84,0
concurrency_n1_20260724_044139_redis_feed1_rep7,redis_n1_feed1,fail,148,4,89,148,146,84,4
concurrency_n1_20260724_044139_redis_feed1_rep8,redis_n1_feed1,fail,148,6,91,148,145,86,6
concurrency_n1_20260724_044139_redis_feed1_rep9,redis_n1_feed1,pass,148,1,91,148,146,87,1
concurrency_n1_20260724_161402_kafka_feed1_rep1,kafka_n1_feed1,pass,148,1,69,148,148,148,1
concurrency_n1_20260724_161402_kafka_feed1_rep2,kafka_n1_feed1,pass,148,1,81,148,148,148,1
concurrency_n1_20260724_161402_kafka_feed1_rep3,kafka_n1_feed1,pass,148,1,65,148,148,148,1
concurrency_n1_20260724_161402_kafka_feed1_rep4,kafka_n1_feed1,pass,148,1,72,148,148,148,1
concurrency_n1_20260724_161402_kafka_feed1_rep5,kafka_n1_feed1,pass,148,1,90,148,148,148,1
concurrency_n1_20260724_161402_kafka_feed1_rep6,kafka_n1_feed1,pass,148,1,88,148,148,148,1
concurrency_n1_20260724_161402_kafka_feed1_rep7,kafka_n1_feed1,pass,148,1,62,148,148,148,1
concurrency_n1_20260724_161402_kafka_feed1_rep8,kafka_n1_feed1,pass,148,1,64,148,148,148,1
concurrency_n1_20260724_161402_redis_feed1_rep1,redis_n1_feed1,fail,148,2,90,148,146,87,2
concurrency_n1_20260724_161402_redis_feed1_rep2,redis_n1_feed1,fail,148,3,87,148,146,86,3
concurrency_n1_20260724_161402_redis_feed1_rep3,redis_n1_feed1,pass,148,0,82,148,143,83,0
concurrency_n1_20260724_161402_redis_feed1_rep4,redis_n1_feed1,fail,148,5,94,148,147,92,5
concurrency_n1_20260724_161402_redis_feed1_rep5,redis_n1_feed1,fail,148,4,89,148,146,88,4
concurrency_n1_20260724_161402_redis_feed1_rep6,redis_n1_feed1,fail,148,2,88,148,143,85,2
concurrency_n1_20260724_161402_redis_feed1_rep7,redis_n1_feed1,fail,148,3,90,148,145,85,3
concurrency_n1_20260724_161402_redis_feed1_rep8,redis_n1_feed1,pass,148,1,86,148,143,83,1
concurrency_n1_20260725_021313_kafka_feed1_rep1,kafka_n1_feed1,pass,465,1,255,465,465,465,1
concurrency_n1_20260725_021313_kafka_feed1_rep2,kafka_n1_feed1,pass,465,1,245,465,465,465,1
concurrency_n1_20260725_021313_kafka_feed1_rep3,kafka_n1_feed1,pass,465,1,247,465,465,465,1
concurrency_n1_20260725_021313_kafka_feed1_rep4,kafka_n1_feed1,pass,465,1,190,465,465,465,1
concurrency_n1_20260725_021313_kafka_feed1_rep5,kafka_n1_feed1,pass,465,1,220,465,465,465,1
concurrency_n1_20260725_021313_redis_feed1_rep1,redis_n1_feed1,pass,465,4,279,465,463,265,4
concurrency_n1_20260725_021313_redis_feed1_rep2,redis_n1_feed1,pass,465,4,281,465,461,271,4
concurrency_n1_20260725_021313_redis_feed1_rep3,redis_n1_feed1,pass,465,2,279,465,458,262,2
concurrency_n1_20260725_021313_redis_feed1_rep4,redis_n1_feed1,fail,465,9,285,465,458,260,9
concurrency_n1_20260725_021313_redis_feed1_rep5,redis_n1_feed1,pass,465,2,285,465,457,256,2
concurrency_n2_20260724_031934_kafka_feed1_rep1,kafka_n2_feed1,pass,148,0,84,148,148,144,0
concurrency_n2_20260724_031934_kafka_feed1_rep2,kafka_n2_feed1,pass,148,0,108,148,148,148,0
concurrency_n2_20260724_031934_kafka_feed1_rep3,kafka_n2_feed1,pass,148,0,104,148,148,147,0
concurrency_n2_20260724_031934_kafka_feed1_rep4,kafka_n2_feed1,pass,148,0,80,148,148,146,0
concurrency_n2_20260724_031934_kafka_feed1_rep5,kafka_n2_feed1,pass,148,0,96,148,148,148,0
concurrency_n2_20260724_031934_kafka_feed2_rep1,kafka_n2_feed2,pass,71,0,50,71,71,70,0
concurrency_n2_20260724_031934_kafka_feed2_rep2,kafka_n2_feed2,pass,71,0,45,71,71,71,0
concurrency_n2_20260724_031934_kafka_feed2_rep3,kafka_n2_feed2,pass,71,0,31,71,71,69,0
concurrency_n2_20260724_031934_kafka_feed2_rep4,kafka_n2_feed2,pass,71,0,45,71,71,71,0
concurrency_n2_20260724_031934_kafka_feed2_rep5,kafka_n2_feed2,pass,71,0,39,71,71,68,0
concurrency_n2_20260724_031934_redis_feed1_rep1,redis_n2_feed1,pass,148,1,94,148,145,91,1
concurrency_n2_20260724_031934_redis_feed1_rep2,redis_n2_feed1,fail,148,2,85,148,143,85,2
concurrency_n2_20260724_031934_redis_feed1_rep3,redis_n2_feed1,pass,148,0,86,148,140,85,0
concurrency_n2_20260724_031934_redis_feed1_rep4,redis_n2_feed1,fail,148,3,89,148,144,83,3
concurrency_n2_20260724_031934_redis_feed1_rep5,redis_n2_feed1,fail,148,3,92,148,145,89,3
concurrency_n2_20260724_031934_redis_feed2_rep1,redis_n2_feed2,fail,71,1,42,71,70,42,1
concurrency_n2_20260724_031934_redis_feed2_rep2,redis_n2_feed2,pass,71,0,39,71,68,41,0
concurrency_n2_20260724_031934_redis_feed2_rep3,redis_n2_feed2,fail,71,1,39,71,70,41,1
concurrency_n2_20260724_031934_redis_feed2_rep4,redis_n2_feed2,pass,71,0,41,71,71,42,0
concurrency_n2_20260724_031934_redis_feed2_rep5,redis_n2_feed2,fail,71,2,45,71,68,42,2
concurrency_n2_20260724_033718_kafka_feed1_rep1,kafka_n2_feed1,pass,148,0,97,148,148,147,0
concurrency_n2_20260724_033718_kafka_feed1_rep2,kafka_n2_feed1,pass,148,0,91,148,148,148,0
concurrency_n2_20260724_033718_kafka_feed1_rep3,kafka_n2_feed1,pass,148,1,89,148,148,148,1
concurrency_n2_20260724_033718_kafka_feed1_rep4,kafka_n2_feed1,pass,148,0,108,148,148,148,0
concurrency_n2_20260724_033718_kafka_feed1_rep5,kafka_n2_feed1,pass,148,0,107,148,148,148,0
concurrency_n2_20260724_033718_kafka_feed2_rep1,kafka_n2_feed2,pass,71,0,50,71,71,71,0
concurrency_n2_20260724_033718_kafka_feed2_rep2,kafka_n2_feed2,pass,71,0,49,71,71,71,0
concurrency_n2_20260724_033718_kafka_feed2_rep3,kafka_n2_feed2,pass,71,0,56,71,71,67,0
concurrency_n2_20260724_033718_kafka_feed2_rep4,kafka_n2_feed2,pass,71,0,43,71,71,71,0
concurrency_n2_20260724_033718_kafka_feed2_rep5,kafka_n2_feed2,pass,71,0,47,71,71,71,0
concurrency_n2_20260724_033718_redis_feed1_rep1,redis_n2_feed1,fail,148,5,92,148,147,87,5
concurrency_n2_20260724_033718_redis_feed1_rep2,redis_n2_feed1,pass,148,1,89,148,143,83,1
concurrency_n2_20260724_033718_redis_feed1_rep3,redis_n2_feed1,fail,148,6,91,148,147,88,6
concurrency_n2_20260724_033718_redis_feed1_rep4,redis_n2_feed1,fail,148,2,86,148,145,88,2
concurrency_n2_20260724_033718_redis_feed1_rep5,redis_n2_feed1,pass,148,1,87,148,147,88,1
concurrency_n2_20260724_033718_redis_feed2_rep1,redis_n2_feed2,pass,71,0,41,71,71,44,0
concurrency_n2_20260724_033718_redis_feed2_rep2,redis_n2_feed2,pass,71,0,38,71,69,42,0
concurrency_n2_20260724_033718_redis_feed2_rep3,redis_n2_feed2,pass,71,0,40,71,69,41,0
concurrency_n2_20260724_033718_redis_feed2_rep4,redis_n2_feed2,pass,71,0,42,71,70,42,0
concurrency_n2_20260724_033718_redis_feed2_rep5,redis_n2_feed2,fail,71,2,41,71,70,43,2
concurrency_n2_20260724_142735_kafka_feed1_rep1,kafka_n2_feed1,pass,148,1,92,148,148,144,1
concurrency_n2_20260724_142735_kafka_feed1_rep10,kafka_n2_feed1,pass,148,0,92,148,148,146,0
concurrency_n2_20260724_142735_kafka_feed1_rep11,kafka_n2_feed1,pass,148,0,89,148,148,148,0
concurrency_n2_20260724_142735_kafka_feed1_rep12,kafka_n2_feed1,pass,148,0,101,148,148,148,0
concurrency_n2_20260724_142735_kafka_feed1_rep13,kafka_n2_feed1,pass,148,0,88,148,148,148,0
concurrency_n2_20260724_142735_kafka_feed1_rep14,kafka_n2_feed1,pass,148,0,102,148,148,148,0
concurrency_n2_20260724_142735_kafka_feed1_rep15,kafka_n2_feed1,pass,148,0,83,148,148,146,0
concurrency_n2_20260724_142735_kafka_feed1_rep2,kafka_n2_feed1,pass,148,0,84,148,148,146,0
concurrency_n2_20260724_142735_kafka_feed1_rep3,kafka_n2_feed1,pass,148,0,83,148,148,146,0
concurrency_n2_20260724_142735_kafka_feed1_rep4,kafka_n2_feed1,pass,148,0,105,148,148,148,0
concurrency_n2_20260724_142735_kafka_feed1_rep5,kafka_n2_feed1,pass,148,0,100,148,148,148,0
concurrency_n2_20260724_142735_kafka_feed1_rep6,kafka_n2_feed1,pass,148,0,101,148,148,148,0
concurrency_n2_20260724_142735_kafka_feed1_rep7,kafka_n2_feed1,pass,148,0,97,148,148,148,0
concurrency_n2_20260724_142735_kafka_feed1_rep8,kafka_n2_feed1,pass,148,0,86,148,148,148,0
concurrency_n2_20260724_142735_kafka_feed1_rep9,kafka_n2_feed1,pass,148,0,73,148,148,144,0
concurrency_n2_20260724_142735_kafka_feed2_rep1,kafka_n2_feed2,pass,71,0,51,71,71,68,0
concurrency_n2_20260724_142735_kafka_feed2_rep10,kafka_n2_feed2,pass,71,0,36,71,71,71,0
concurrency_n2_20260724_142735_kafka_feed2_rep11,kafka_n2_feed2,pass,71,0,51,71,71,71,0
concurrency_n2_20260724_142735_kafka_feed2_rep12,kafka_n2_feed2,pass,71,0,49,71,71,71,0
concurrency_n2_20260724_142735_kafka_feed2_rep13,kafka_n2_feed2,pass,71,0,55,71,71,71,0
concurrency_n2_20260724_142735_kafka_feed2_rep14,kafka_n2_feed2,pass,71,0,45,71,71,71,0
concurrency_n2_20260724_142735_kafka_feed2_rep15,kafka_n2_feed2,pass,71,0,45,71,71,71,0
concurrency_n2_20260724_142735_kafka_feed2_rep2,kafka_n2_feed2,pass,71,0,34,71,71,67,0
concurrency_n2_20260724_142735_kafka_feed2_rep3,kafka_n2_feed2,pass,71,0,42,71,71,71,0
concurrency_n2_20260724_142735_kafka_feed2_rep4,kafka_n2_feed2,pass,71,0,38,71,71,69,0
concurrency_n2_20260724_142735_kafka_feed2_rep5,kafka_n2_feed2,pass,71,0,36,71,71,71,0
concurrency_n2_20260724_142735_kafka_feed2_rep6,kafka_n2_feed2,pass,71,0,54,71,71,71,0
concurrency_n2_20260724_142735_kafka_feed2_rep7,kafka_n2_feed2,pass,71,0,52,71,71,71,0
concurrency_n2_20260724_142735_kafka_feed2_rep8,kafka_n2_feed2,pass,71,0,51,71,71,70,0
concurrency_n2_20260724_142735_kafka_feed2_rep9,kafka_n2_feed2,pass,71,0,36,71,71,71,0
concurrency_n2_20260724_142735_redis_feed1_rep1,redis_n2_feed1,pass,148,1,81,147,141,87,1
concurrency_n2_20260724_142735_redis_feed1_rep10,redis_n2_feed1,pass,148,1,86,148,146,87,1
concurrency_n2_20260724_142735_redis_feed1_rep11,redis_n2_feed1,pass,148,1,84,148,146,87,1
concurrency_n2_20260724_142735_redis_feed1_rep12,redis_n2_feed1,fail,148,2,83,148,145,84,2
concurrency_n2_20260724_142735_redis_feed1_rep13,redis_n2_feed1,pass,148,1,84,148,144,86,1
concurrency_n2_20260724_142735_redis_feed1_rep14,redis_n2_feed1,pass,148,1,85,148,146,86,1
concurrency_n2_20260724_142735_redis_feed1_rep15,redis_n2_feed1,fail,148,3,96,148,142,86,3
concurrency_n2_20260724_142735_redis_feed1_rep2,redis_n2_feed1,pass,148,1,88,148,146,85,1
concurrency_n2_20260724_142735_redis_feed1_rep3,redis_n2_feed1,fail,148,5,86,148,146,91,5
concurrency_n2_20260724_142735_redis_feed1_rep4,redis_n2_feed1,pass,148,1,84,148,145,84,1
concurrency_n2_20260724_142735_redis_feed1_rep5,redis_n2_feed1,fail,148,3,83,148,147,92,3
concurrency_n2_20260724_142735_redis_feed1_rep6,redis_n2_feed1,fail,148,2,84,148,146,86,2
concurrency_n2_20260724_142735_redis_feed1_rep7,redis_n2_feed1,fail,148,2,89,148,145,86,2
concurrency_n2_20260724_142735_redis_feed1_rep8,redis_n2_feed1,pass,148,1,83,148,146,84,1
concurrency_n2_20260724_142735_redis_feed1_rep9,redis_n2_feed1,pass,148,1,87,148,145,87,1
concurrency_n2_20260724_142735_redis_feed2_rep1,redis_n2_feed2,fail,71,2,39,71,71,43,2
concurrency_n2_20260724_142735_redis_feed2_rep10,redis_n2_feed2,fail,71,1,40,71,70,41,1
concurrency_n2_20260724_142735_redis_feed2_rep11,redis_n2_feed2,fail,71,2,41,71,71,41,2
concurrency_n2_20260724_142735_redis_feed2_rep12,redis_n2_feed2,fail,71,1,43,71,70,41,1
concurrency_n2_20260724_142735_redis_feed2_rep13,redis_n2_feed2,pass,71,0,43,71,70,42,0
concurrency_n2_20260724_142735_redis_feed2_rep14,redis_n2_feed2,pass,71,0,41,71,70,41,0
concurrency_n2_20260724_142735_redis_feed2_rep15,redis_n2_feed2,pass,71,0,40,71,68,41,0
concurrency_n2_20260724_142735_redis_feed2_rep2,redis_n2_feed2,fail,71,1,42,71,71,41,1
concurrency_n2_20260724_142735_redis_feed2_rep3,redis_n2_feed2,fail,71,3,36,71,69,41,3
concurrency_n2_20260724_142735_redis_feed2_rep4,redis_n2_feed2,pass,71,0,37,71,70,41,0
concurrency_n2_20260724_142735_redis_feed2_rep5,redis_n2_feed2,pass,71,0,44,71,70,42,0
concurrency_n2_20260724_142735_redis_feed2_rep6,redis_n2_feed2,fail,71,5,41,71,65,41,5
concurrency_n2_20260724_142735_redis_feed2_rep7,redis_n2_feed2,fail,71,1,39,71,70,42,1
concurrency_n2_20260724_142735_redis_feed2_rep8,redis_n2_feed2,fail,71,1,42,71,71,41,1
concurrency_n2_20260724_142735_redis_feed2_rep9,redis_n2_feed2,pass,71,0,42,71,70,44,0
concurrency_n2_20260724_152034_kafka_feed1_rep1,kafka_n2_feed1,pass,148,0,89,148,148,147,0
concurrency_n2_20260724_152034_kafka_feed1_rep10,kafka_n2_feed1,pass,148,0,92,148,148,148,0
concurrency_n2_20260724_152034_kafka_feed1_rep11,kafka_n2_feed1,pass,148,0,91,148,148,147,0
