backend,n_produced_median,n_produced_iqr,n_consumed_median,n_consumed_iqr,n_matched_median,n_matched_iqr,tti_p50_ms_median,tti_p50_ms_iqr,tti_p95_ms_median,tti_p95_ms_iqr,tti_p99_ms_median,tti_p99_ms_iqr,tti_max_ms_median,tti_max_ms_iqr,transport_p50_ms_median,transport_p50_ms_iqr,transport_p95_ms_median,transport_p95_ms_iqr,transport_p99_ms_median,transport_p99_ms_iqr,transport_max_ms_median,transport_max_ms_iqr,schedlag_p50_ms_median,schedlag_p50_ms_iqr,schedlag_p95_ms_median,schedlag_p95_ms_iqr,schedlag_p99_ms_median,schedlag_p99_ms_iqr,schedlag_max_ms_median,schedlag_max_ms_iqr,tti_miss_100ms_median,tti_miss_100ms_iqr,schedlag_miss_100ms_median,schedlag_miss_100ms_iqr,tti_miss_250ms_median,tti_miss_250ms_iqr,schedlag_miss_250ms_median,schedlag_miss_250ms_iqr,tti_miss_500ms_median,tti_miss_500ms_iqr,schedlag_miss_500ms_median,schedlag_miss_500ms_iqr,tti_miss_1000ms_median,tti_miss_1000ms_iqr,schedlag_miss_1000ms_median,schedlag_miss_1000ms_iqr,tti_miss_2000ms_median,tti_miss_2000ms_iqr,schedlag_miss_2000ms_median,schedlag_miss_2000ms_iqr,tti_miss_5000ms_median,tti_miss_5000ms_iqr,schedlag_miss_5000ms_median,schedlag_miss_5000ms_iqr
kafka,4465.0,0.0,4465.0,0.0,4465.0,0.0,6242.0043,250.8159000000005,10107.712518,264.34067999999934,10509.33191616,281.09221199999956,10595.374034,288.8212999999996,2013.3267,5.314499999999953,2013.53096,5.329060000000027,2013.662308,5.355291999999963,2017.3267,14.289899999999989,4239.8532,245.04790000000048,8092.724558000001,264.9397599999993,8494.50791616,281.06380399999944,8581.204234,288.6996999999992,1.0,0.0,0.9997760358342666,0.0,1.0,0.0,0.9829787234042552,0.0011198208286675726,1.0,0.0,0.9522956326987682,0.0038073908174693916,1.0,0.0,0.8911534154535274,0.004479283314669624,1.0,0.0,0.7699888017917134,0.006270996640537541,0.6546472564389698,0.011198208286674172,0.4118701007838746,0.020380739081746924
redis,4465.0,0.0,4465.0,0.0,4465.0,0.0,3492.5601,37.51159999999982,4848.494578000001,17.46448000000055,4979.63727616,17.637171999999737,5009.534634,16.42950000000019,2021.1685,1.9554000000000542,2024.95596,5.520500000000084,2026.041748,5.792631999999912,2026.886,5.641800000000103,1464.5471,57.765300000000025,2834.701658,11.77485999999999,2962.27755216,17.97251600000027,2995.374634,21.295300000000225,1.0,0.0,0.9713325867861142,0.004703247480403183,1.0,0.0,0.9200447928331468,0.008286674132138905,1.0,0.0,0.8338185890257559,0.010302351623740269,1.0,0.0,0.6620380739081747,0.013213885778275536,1.0,0.0,0.3142217245240761,0.0246360582306831,0.0033594624860022,0.0051511758118701,0.0,0.0
