n,margin,n_kafka,n_redis,mean_kafka,mean_redis,mean_diff,ci90_lo,ci90_hi,p_tost,equivalent
5,40.0,15,15,92.18098913333334,84.32747250000001,7.853516633333328,4.80384587274493,10.903187393921726,1.0948528481608301e-16,True
