n,margin,n_kafka,n_redis,mean_kafka,mean_redis,mean_diff,ci90_lo,ci90_hi,p_tost,equivalent
5,40.0,15,15,15.584677133333335,41.85805923333333,-26.273382099999992,-29.198141058288932,-23.34862314171105,5.474828590479319e-09,True
