n,margin,n_kafka,n_redis,mean_kafka,mean_redis,mean_diff,ci90_lo,ci90_hi,p_tost,equivalent
5,40.0,10,10,15.0685497,12.01772145,3.0508282500000004,-0.00829160819100716,6.109948108191007,1.6275826659693842e-13,True
