n,margin,n_kafka,n_redis,mean_kafka,mean_redis,mean_diff,ci90_lo,ci90_hi,p_tost,equivalent
5,40.0,15,15,12.952187,11.360218166666666,1.5919688333333344,-1.0300258878393733,4.2139635545060425,6.065243716419487e-21,True
