n,margin,n_kafka,n_redis,mean_kafka,mean_redis,mean_diff,ci90_lo,ci90_hi,p_tost,equivalent
5,40.0,15,15,44.1169104,10400.462328066666,-10356.345417666666,-11137.59569628083,-9575.0951390525,0.9999999999993112,False
