n,margin,n_kafka,n_redis,mean_kafka,mean_redis,mean_diff,ci90_lo,ci90_hi,p_tost,equivalent
5,40.0,15,15,39.38132026666667,35.46289146666667,3.918428800000001,1.1199108054084355,6.716946794591566,4.316825506591229e-19,True
